"年月[西暦]","施設名称","施設所在地","施設方書","施設電話番号","施設開設日","診療科目名称","緯度","経度"
"202307","ＦＬＡＬＵクリニック東京院","東京都港区浜松町一丁目7番3号","第一ビル2階","03-6625-5525","2023/7/1","皮膚科、美容皮膚科","35.659214","139.757022"
"202307","医療法人星敬会　ＲＥＮＡＴＡ　ＣＬＩＮＩＣ　表参道院","東京都港区南青山五丁目11番2号","SANWA南青山Bidg.8階","03-6433-5300","2023/7/1","美容外科、美容皮膚科","35.669439","139.716711"
"202307","南青山スキンケアクリニック","東京都港区南青山五丁目14番7号","アヴァン南青山地下1階","03-5464-1656","2023/7/1","皮膚科、形成外科、美容皮膚科","35.660355","139.713197"
"202307","Ｃｌｉｎｉｃ　Ｒｅｖａ","東京都港区南麻布一丁目27番20号","カーサ麻布ANNEX 402号","03-6824-4706","2023/7/7","美容皮膚科","35.649803","139.734131"
"202307","Ｙ’ｓ　ｃｌｉｎｉｃ内科・美容皮膚科　六本木院","東京都港区六本木五丁目16番4号","ZONE麻布六本木ビル8階","070-8582-9560","2023/7/21","内科、美容皮膚科、形成外科","35.662664","139.732639"
"202308","白金耳鼻咽喉科望月医院","東京都港区白金三丁目10番16号","白金望月ビル1階","03-3442-3387","2023/8/1","耳鼻いんこう科、小児耳鼻いんこう科、アレルギー科","35.645187","139.731214"
"202308","新橋消化器内科・泌尿器科クリニック","東京都港区新橋一丁目11番5号","コルティーレ銀座口BLDG7階、8階","03-6263-9162","2023/8/29","泌尿器科、消化器内科（胃腸内科）、内科、皮膚科、美容皮膚科","35.667451","139.759358"
"202308","ホスピタリティークリニック東京","東京都港区台場二丁目6番1号","グランドニッコー東京 3階","03-6426-0900","2023/8/26","内科、歯科","35.625144","139.771569"
"202308","虎の門耳鼻科クリニック","東京都港区虎ノ門一丁目1番20号","虎ノ門実業会館3階","03-5860-9666","2023/8/18","耳鼻いんこう科","35.670155","139.750592"
"202308","医療法人社団東京桜十字　虎ノ門ヒルズ桜十字クリニック","東京都港区虎ノ門二丁目6番3号","虎ノ門ヒルズステーションタワー5階","03-6205-8035","2023/8/1","内科、消化器内科、婦人科","35.666953","139.749203"
"202308","神谷町脳神経外科クリニック","東京都港区虎ノ門四丁目1番1号","神谷町トラストタワー2階","03-6809-2802","2023/8/1","脳神経外科、内科、放射線科","35.665016","139.745407"
"202308","虎ノ門東クリニック","東京都港区西新橋二丁目13番8号","陽成館2階",,"2023/8/26","心療内科","35.666580","139.751482"
"202308","肌管理クリニック","東京都港区南青山三丁目3番14号","チェリーズガーデン南青山2階","03-6438-9227","2023/8/17","皮膚科、美容皮膚科、内科、アレルギー科、歯科","35.667515","139.716828"
"202308","南麻布結び皮ふ科形成外科","東京都港区南麻布四丁目11番30号","南麻布渋谷ビル6階","03-6277-2113","2023/8/4","皮膚科、小児皮膚科、美容皮膚科、形成外科、小児科、アレルギー科","35.647023","139.727163"
"202308","広尾クリニック　内科・消化器","東京都港区南麻布五丁目10番26号","ORE広尾ビル7階","03-3473-1199","2023/8/1","内科、消化器内科","35.652820","139.722435"
"202309","溜池山王伊藤眼科","東京都港区赤坂二丁目9番11号","オリックス赤坂2丁目ビル B1","03-5545-5377","2023/9/1","眼科","35.671072","139.740973"
"202309","ＮＳ　Ｃｌｉｎｉｃ","東京都港区麻布十番二丁目13番9号","COCOハウス十番401",,"2023/9/25","美容皮膚科、皮膚科","35.654609","139.734916"
"202309","慶應義塾大学予防医療センター","東京都港区麻布台一丁目3番1号","麻布台ヒルズ森JPタワー5階・6階","03-5843-6085","2023/9/1","内科、婦人科、眼科、放射線科、歯科","35.660882","139.740657"
"202309","アルト新橋胃腸肛門内視鏡クリニック","東京都港区新橋一丁目15番7号","新橋NFビル4階","03-5157-5841","2023/9/1","内視鏡内科、胃腸内科、消化器内科、肛門内科、内科","35.668089","139.757282"
"202309","医療法人社団東雲会　新橋虎ノ門健康クリニック","東京都港区新橋三丁目1番9号","301SHIMBASHI BUILDING3階","03-6550-9318","2023/9/1","内科、消化器内科（胃腸内科）、消化器外科（胃腸外科）","35.666236","139.754130"
"202309","ｙｏｂｏ　ｃｌｉｎｉｃ","東京都港区高輪四丁目8番9号","りぶ高輪303","03-5422-7957","2023/9/13","内科、心療内科、婦人科、皮膚科、泌尿器科","35.629080","139.734527"
"202309","西新橋皮フ科","東京都港区西新橋一丁目8番10号",,"03-3503-2778","2023/9/22","皮膚科","35.668883","139.752081"
"202309","虎の門龍醫院","東京都港区西新橋一丁目20番9号","TSRビル地下1階～2階","03-3501-2286","2023/9/13","精神科、心療内科","35.667721","139.752396"
"202309","麻布十番ジャガークリニック","東京都港区東麻布三丁目7番13号","MD麻布1・2階","03-3583-2837","2023/9/1","内科、小児科、外科","35.656335","139.738079"
"202310","Ｍ＋美容医療クリニック　ｂｙ　ｅ．","東京都港区麻布十番一丁目6番7号","F1プラザビル3階","0120-577-055","2023/10/25","美容皮膚科","35.656490","139.734145"
"202310","医療法人社団なかよし会　麻布台クリニック","東京都港区麻布台一丁目3番1号","麻布台ヒルズ森JPタワー4階","03-5544-9390","2023/10/2","内科、消化器内科、リウマチ科、皮膚科、美容皮膚科","35.660882","139.740657"
"202310","ＪＲ東海　健康管理センター　東京健康管理室","東京都港区港南二丁目1番95号","JR東海品川ビルB棟 6階","03-6777-0231","2023/10/10","内科","35.628893","139.740020"
"202310","かめさんキッズクリニック","東京都港区芝浦三丁目13番11号","MedicalSquare芝浦2階","03-6435-3810","2023/10/1","小児科","35.642784","139.748431"
"202310","医療法人社団しらかば会　みなとウィメンズクリニック","東京都港区芝浦四丁目12番39号","ロジックビル三階","03-6435-1311","2023/10/1","産婦人科、内科、皮膚科","35.641097","139.748658"
"202310","ＳＡＨＡＮＡ　Ｒｅｔｒｅａｔ　Ｃｌｉｎｉｃ","東京都港区三田四丁目19番23号","Fabric高輪402",,"2023/9/30","心療内科","35.640234","139.739436"
"202310","青山スキンクリニック","東京都港区南青山三丁目13番1号","小林ビル6階","03-6384-5866","2023/10/20","美容皮膚科","35.665974","139.713638"
"202310","医療法人社団康梓会ＳＡＷＡＫＯ　ＣＬＩＮＩＣ　×　ＹＳ","東京都港区南麻布五丁目10番26号","4階","03-6409-6371","2023/10/12","内科、皮膚科、美容皮膚科","35.652820","139.722435"
"202311","ＣＬＩＮＩＣＡ　ＢｅｌｌａＦｏｒｍａ","東京都港区赤坂二丁目3番5号",,"0120-140-220","2023/11/1","形成外科、美容外科、皮膚科、美容皮膚科","35.671237","139.741652"
"202311","麻布十番内科ブリッジヒルクリニック","東京都港区麻布十番二丁目18番8号","ABAアサミビル2階","03-3455-5577","2023/11/1","内科、内分泌・代謝内科、腎臓内科","35.654248","139.735894"
"202311","麻布十番たちばな泌尿器科・皮膚科クリニック","東京都港区麻布十番二丁目20番6号","麻布十番エムエービルディング4階","03-6665-8648","2023/11/1","泌尿器科、男性泌尿器科、女性泌尿器科、小児泌尿器科、皮膚科","35.654950","139.736682"
"202311","医療法人社団安緑会　新宿西口クリニック品川院","東京都港区港南二丁目2番16号","谷田企画第一ビル7階","03-6260-1541","2023/11/6","泌尿器科、皮膚科、性感染症内科","35.6292224","139.7398423"
"202311","ＭＹメディカルクリニック田町三田","東京都港区芝五丁目33番11号","田町タワー4階","03-6665-8236","2023/11/8","内科、消化器内科、内視鏡内科、乳腺外科、外科、婦人科、循環器内科、呼吸器内科、アレルギー科","35.646830","139.748731"
"202311","ルポール　ビューティークリニック","東京都港区白金台五丁目13番31号","白金台MHテラス102号室",,"2023/11/21","皮膚科","35.637925","139.722218"
"202311","医療法人社団　爽醒会　東京疲労・睡眠クリニック","東京都港区新橋一丁目15番7号","新橋NFビル3階","03-3504-0555","2023/11/1","内科、リハビリテーション科、心療内科","35.668089","139.757282"
"202311","うらちるクリニック","東京都港区虎ノ門五丁目11番2号","オランダヒルズ森タワー2階","03-3432-0415","2023/11/1","小児科","35.661333","139.744045"
"202311","中尾形成外科","東京都港区虎ノ門五丁目12番1号","虎ノ門ワイコービル1階","03-6435-8720","2023/11/27","形成外科、美容外科、美容皮膚科","35.662810","139.745324"
"202311","クエスクスキンクリニック","東京都港区東新橋二丁目18番2号","グラディード汐留ビアンコ2階201号室","0120-377-210","2023/11/1","美容皮膚科","35.660981","139.757941"
"202311","一般社団法人青麗会青山メディカルクリニック","東京都港区南青山三丁目10番21号","T'S BRIGHTIA 南青山EAST 1階","03-6434-7118","2023/11/1","内科、皮膚科、美容皮膚科","35.665614","139.716047"
"202311","えがおクリニック","東京都港区南麻布五丁目14番13号","1階","03-6433-5310","2023/11/16","ペインクリニック内科、ペインクリニック外科、内科、美容内科","35.651785","139.723432"
"202311","東京オンライン診療クリニック","東京都港区元麻布三丁目1番35号","VORT元麻布5階","03-6869-1600","2023/11/1","内科、美容皮膚科","35.658019","139.727525"
"202312","麻布十番駅前クリニック","東京都港区麻布十番二丁目8番6号","ラベイユ麻布十番3階A","03-6435-2202","2023/12/1","皮膚科、美容皮膚科","35.655631","139.734632"
"202312","新未来クリニック","東京都港区北青山三丁目2番2号","AYビル6階","03-6438-9146","2023/12/1","内科、ペインクリニック整形外科、皮膚科","35.669219","139.715492"
"202312","株式会社商船三井診療所","東京都港区虎ノ門二丁目1番1号","商船三井ビル7階","03-3587-7655","2023/12/25","内科、精神科","35.669722","139.747018"
"202312","医療法人社団和邇会　三井メディカルクリニック","東京都港区東新橋二丁目18番2号","グラディート汐留ビアンコ1階","03-5408-1221","2023/11/30","脳神経外科、神経内科、内科、眼科、耳鼻いんこう科、整形外科、泌尿器科、精神科、皮膚科","35.660981","139.757941"
"202312","ＨＣＵ　ＣＬＩＮＩＣ","東京都港区南青山二丁目22番19号","アドバンテック南青山ビル9階","03-5843-1663","2023/12/13","内科、皮膚科","35.670814","139.719580"
"202312","南青山マイコ形成外科・皮フ科","東京都港区南青山五丁目13番2号","菊家ビル2階","03-3409-5505","2023/12/18","形成外科、皮膚科","35.661268","139.713886"
"202312","Ｃｌｉｎｉｃ　Ｎｅｏ　Ｖｉｓｔａ","東京都港区六本木七丁目11番12号","ピュアシティ六本木401号",,"2023/12/1","精神科、心療内科、内科、皮膚科、眼科、整形外科、歯科","35.663377","139.728899"
"202401","医療法人社団南青山アイクリニック南青山アイクリニック東京","東京都港区赤坂一丁目7番1号","赤坂榎坂ビル2階","03-6633-4872","2024/1/1","眼科","35.669220","139.741745"
"202401","株式会社小松製作所本社診療所","東京都港区海岸一丁目2番20号","汐留ビルディング8階","03-6849-9793","2024/1/5","内科","35.656822","139.759378"
"202401","加藤プラチナクリニック","東京都港区白金台三丁目18番12号","白金台AKETA 501号室","03-5422-8565","2024/1/3","内科、小児科","35.635624","139.721597"
"202401","ホスピタリティークリニック東京","東京都港区台場二丁目6番1号","グランドニッコー東京 3階","03-6426-0900","2024/1/24","内科、歯科","35.625144","139.771569"
"202401","キヤンメディカルクリニック虎ノ門","東京都港区虎ノ門一丁目1番18号","ヒューリック虎ノ門ビル1階","03-6824-1678","2024/1/1","内科","35.670054","139.750888"
"202401","かもみーる心のクリニック","東京都港区虎ノ門三丁目17番7号","2階","03-4400-6807","2024/1/1","精神科、心療内科","35.664174","139.746439"
"202401","ポケセラメンタルクリニック","東京都港区西麻布三丁目22番7号","西麻布KY101",,"2024/1/1","精神科、心療内科","35.659011","139.72486"
"202401","青山Ｆｕｓｉｏｎ　Ｃｌｉｎｉｃ","東京都港区南青山二丁目12番12号","ユニマット青山ビル新館5階","03-6721-1554","2024/1/29","内科、皮膚科、美容皮膚科、美容外科","35.671146","139.720140"
"202401","六本木メディカルクリニック","東京都港区六本木七丁目17番12号","六本木ビジネスアパートメンツ607号室","03-4400-0343","2024/1/9","内科、皮膚科","35.662806","139.729723"
"202402","ＨＥＡＬＴＨ　ＰＡＬＡＣＥ　ＣＬＩＮＩＣ","東京都港区麻布十番一丁目8番1号","EX麻布十番5階",,"2024/2/22","美容内科","35.656212","139.735173"
"202402","ラヴィエクリニック","東京都港区麻布台三丁目1番6号","BLUE BLDG.AZABUDAI3階",,"2024/2/12","美容皮膚科、美容内科","35.660800","139.738491"
"202402","あおきクリニック","東京都港区芝大門二丁目9番4号","VORT芝大門3　5階","03-6432-4340","2024/2/15","内科、精神科、救急科","35.654617","139.752852"
"202402","仁クリニック","東京都港区白金六丁目7番3号","La Blancheur 101号室",,"2024/2/12","内科","35.643991","139.725839"
"202402","パナソニック虎ノ門健康管理室","東京都港区虎ノ門二丁目6番1号","虎ノ門ステーションタワー23階","03-3593-1050","2024/1/29","内科","35.667332","139.747313"
"202402","神谷町カリスメンタルクリニック","東京都港区虎ノ門四丁目3番1号","城山トラストタワー2階","03-6432-0777","2024/2/15","心療内科、精神科、内科","35.664640","139.743089"
"202402","雫－Ｓｈｉｚｕｋｕ－Ｃｌｉｎｉｃ","東京都港区西麻布三丁目6番1号","六本木センチュリオンタワー10階","03-4400-9194","2024/2/1","皮膚科、美容皮膚科、内科","35.656290","139.726345"
"202402","ＤＭＨ新橋クリニック","東京都港区西新橋二丁目8番6号","住友不動産日比谷ビル4階","03-6455-5176","2024/2/5","内科、皮膚科","35.666156","139.753309"
"202402","医療法人社団リハブ土田　リハビリテーションクリニック　リハブ土田","東京都港区南麻布五丁目10番24号","第二佐野ビル701号室","03-6432-5220","2024/2/2","リハビリテーション科","35.652589","139.722395"
"202402","８８クリニック","東京都港区六本木四丁目9番8号","リラビル3階","03-6804-6943","2024/1/29","美容皮膚科、美容内科","35.663584","139.732159"
"202402","Ｂｕｔｔｅｒｆｌｙ　Ｃｌｉｎｉｃ","東京都港区六本木七丁目8番8号","ミクニ六本木ビル4階","03-6434-0758","2024/2/5","皮膚科、美容皮膚科","35.664847","139.730098"
"202403","麻布十番こころメンタルクリニック","東京都港区麻布十番二丁目2番7号","野口ビル2階","03-6665-8901","2024/3/7","精神科、心療内科","35.655289","139.735645"
"202403","スタートクリニック麻布十番","東京都港区麻布十番四丁目1番1号","MAXPLANAZABU10　7階","03-6722-0341","2024/3/25","美容皮膚科","35.655238","139.737424"
"202403","医療法人社団　千秋双葉会　品川港南耳鼻咽喉科・アレルギー科","東京都港区港南四丁目2番5号","シティタワー品川西棟2階","03-5715-3387","2024/3/3","耳鼻いんこう科、アレルギー科","35.631158","139.748079"
"202403","田町駅前こころの診療所","東京都港区芝五丁目31番5号","MEFULL田町7階","03-5443-0556","2024/2/29","精神科、心療内科","35.646742","139.746183"
"202403","森永健康管理室","東京都港区芝浦一丁目13番16号","森永芝浦ビル7階","03-3452-5030","2024/3/18","内科","35.646541","139.752762"
"202403","さくらオンラインクリニック","東京都港区芝大門二丁目8番5号","MHKビル4階",,"2024/3/11","内科、産婦人科","35.655394","139.753020"
"202403","リゾナスフェイスクリニック東京","東京都港区新橋三丁目3番13号","Tsao Hibiya 4階・5階","03-6273-3252","2024/3/1","形成外科、美容外科","35.665861","139.753943"
"202403","医療法人社団進興会　セラヴィ新橋クリニック","東京都港区新橋四丁目3番1号","新虎安田ビル3階・4階","03-5408-8690","2024/3/18","内科","35.664931","139.754649"
"202403","虎ノ門皮フ科形成外科","東京都港区虎ノ門一丁目1番18号","ヒューリック虎ノ門1階","03-6435-6801","2024/3/1","皮膚科、形成外科、美容外科、アレルギー科","35.670054","139.750888"
"202403","日本美容・医療クリニック","東京都港区六本木六丁目1番26号","天城ビル6階","03-6804-5141","2024/3/11","美容皮膚科、美容外科","35.662959","139.732196"
"202403","六本木ウィメンズヘルスクリニック","東京都港区六本木七丁目18番11号","六本木DMビル4B","03-6459-2486","2024/3/1","婦人科","35.662059","139.729183"

"診療所開設一覧(令和6年3月31日現在)","Ver202403",,,,,,,
