事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30～99人,平成23,2011,年平均,380620,473063,249991,312362,384215,210828,294107,18255,68258,88848,39163
30～99人,平成24,2012,年平均,360119,433785,252791,297553,355315,213397,276656,20897,62566,78470,39394
30～99人,平成24,2012,1月,304961,366748,216132,296006,355618,210302,275906,20100,8955,11130,5830
30～99人,平成24,2012,2月,301940,362064,215148,298376,357249,213391,277804,20572,3564,4815,1757
30～99人,平成24,2012,3月,337037,409907,232413,299605,358774,214652,277966,21639,37432,51133,17761
30～99人,平成24,2012,4月,312222,372455,225335,301020,359448,216737,279657,21363,11202,13007,8598
30～99人,平成24,2012,5月,302646,361904,217461,294738,351993,212432,274677,20061,7908,9911,5029
30～99人,平成24,2012,6月,500265,609301,341235,300011,358556,214622,279144,20867,200254,250745,126613
30～99人,平成24,2012,7月,410749,497360,284530,297254,354719,213509,276326,20928,113495,142641,71021
30～99人,平成24,2012,8月,305889,365901,218055,297027,354390,213071,276737,20290,8862,11511,4984
30～99人,平成24,2012,9月,304874,364905,216604,296736,354635,211600,275880,20856,8138,10270,5004
30～99人,平成24,2012,10月,313864,375959,222472,296654,353003,213719,276448,20206,17210,22956,8753
30～99人,平成24,2012,11月,311070,368783,225317,296569,351671,214696,275199,21370,14501,17112,10621
30～99人,平成24,2012,12月,616212,748035,421001,296634,353775,212017,274105,22529,319578,394260,208984
100～499人,平成18,2006,年平均,497115,584004,322487,383329,446545,256279,352614,30715,113786,137459,66208
100～499人,平成19,2007,年平均,484486,566942,320819,374699,434161,256673,345211,29488,109787,132781,64146
100～499人,平成20,2008,年平均,491655,574847,326738,377087,436547,259215,347606,29481,114568,138300,67523
100～499人,平成21,2009,年平均,462520,541337,321957,366142,425511,260263,338881,27261,96378,115826,61694
100～499人,平成22,2010,年平均,463184,545540,327279,364934,427547,261609,337833,27101,98250,117993,65670
100～499人,平成23,2011,年平均,461110,548339,321350,361679,427388,256400,335284,26395,99431,120951,64950
100～499人,平成24,2012,年平均,441651,527527,293396,353440,417815,242303,325489,27951,88211,109712,51093
100～499人,平成24,2012,1月,358047,423723,243924,350317,414319,239102,322525,27792,7730,9404,4822
100～499人,平成24,2012,2月,356335,419654,244094,351955,414905,240369,323996,27959,4380,4749,3725
100～499人,平成24,2012,3月,386841,459059,260910,355450,420072,242765,326468,28982,31391,38987,18145
100～499人,平成24,2012,4月,384329,454947,262799,360708,425513,249182,331163,29545,23621,29434,13617
100～499人,平成24,2012,5月,365600,432060,252707,352756,416828,243919,325042,27714,12844,15232,8788
100～499人,平成24,2012,6月,685721,834545,429461,353493,417331,243570,324850,28643,332228,417214,185891
100～499人,平成24,2012,7月,457163,548326,298796,353398,417040,242841,326477,26921,103765,131286,55955
100～499人,平成24,2012,8月,362452,429776,247023,351418,415909,240846,325122,26296,11034,13867,6177
100～499人,平成24,2012,9月,392742,470904,259769,350369,415699,239228,323486,26883,42373,55205,20541
100～499人,平成24,2012,10月,368525,437855,249722,354336,420085,241668,327847,26489,14189,17770,8054
100～499人,平成24,2012,11月,376526,445359,258099,352326,416319,242228,323390,28936,24200,29040,15871
100～499人,平成24,2012,12月,806232,974232,514581,354756,419805,241830,325493,29263,451476,554427,272751
500人以上,平成18,2006,年平均,594616,699352,367378,430019,498832,280721,392586,37433,164597,200520,86657
500人以上,平成19,2007,年平均,583457,682734,378031,425435,490255,291308,387378,38057,158022,192479,86723
500人以上,平成20,2008,年平均,588935,684796,387900,428729,491632,296811,390793,37936,160206,193164,91089
500人以上,平成21,2009,年平均,580065,679706,377633,443702,512645,303637,407231,36471,136363,167061,73996
500人以上,平成22,2010,年平均,594802,697884,383630,449875,519581,307077,412075,37800,144927,178303,76553
500人以上,平成23,2011,年平均,601464,705165,390702,451359,521783,308229,413226,38133,150105,183382,82473
500人以上,平成24,2012,年平均,584344,693067,381267,446986,524593,302029,409881,37105,137358,168474,79238
500人以上,平成24,2012,1月,454210,534253,305026,442160,519825,297408,406101,36059,12050,14428,7618
500人以上,平成24,2012,2月,465106,545505,314049,449686,527539,303411,412267,37419,15420,17966,10638
500人以上,平成24,2012,3月,484202,568393,325626,452621,531913,303273,413464,39157,31581,36480,22353
500人以上,平成24,2012,4月,470056,547934,322613,456180,532717,311278,416316,39864,13876,15217,11335
500人以上,平成24,2012,5月,473074,555341,317859,441348,515183,302043,403887,37461,31726,40158,15816
500人以上,平成24,2012,6月,1027854,1243114,623053,443690,518712,302610,407238,36452,584164,724402,320443
500人以上,平成24,2012,7月,607438,725826,386674,444547,521487,301072,408389,36158,162891,204339,85602
500人以上,平成24,2012,8月,458615,539563,308647,442159,518286,301125,406004,36155,16456,21277,7522
500人以上,平成24,2012,9月,465568,549607,309622,444273,522682,298774,409569,34704,21295,26925,10848
500人以上,平成24,2012,10月,460509,539028,313957,449620,526917,305351,413595,36025,10889,12111,8606
500人以上,平成24,2012,11月,463227,545878,310513,448759,528310,301772,410538,38221,14468,17568,8741
500人以上,平成24,2012,12月,1173993,1414736,730671,449002,531822,296491,411381,37621,724991,882914,434180
,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成24年年報,,,,,,,,,,,,,,
第３表　規模、性別常用労働者の１人平均月間現金給与額　（調査産業計）,,,,,,,,,,,,,,
