事業所規模,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
100～499人,平成24,2012,4月,20,169.5,152.3,17.2,15,93.5,89.4,4.1
100～499人,平成24,2012,5月,19.5,164.5,148.1,16.4,14.8,92.6,88.4,4.2
100～499人,平成24,2012,6月,20.2,169.4,153.5,15.9,15.1,94.2,90.3,3.9
100～499人,平成24,2012,7月,20.1,168.2,152.4,15.8,15.1,95.1,91.2,3.9
100～499人,平成24,2012,8月,19.6,164,148.7,15.3,15,92.7,89.2,3.5
100～499人,平成24,2012,9月,19,159.2,144.1,15.1,14.6,91.2,87.5,3.7
100～499人,平成24,2012,10月,20.1,168.2,151.8,16.4,15.1,93.2,89.1,4.1
100～499人,平成24,2012,11月,20.4,171.3,154.4,16.9,14.9,94.5,90.1,4.4
100～499人,平成24,2012,12月,19.2,162,145.3,16.7,14.7,93.3,88.5,4.8
500人以上,平成18,2006,年平均,19.6,162.4,146.5,15.9,15,93.7,88,5.7
500人以上,平成19,2007,年平均,19.6,163.5,146.4,17.1,14.5,84.8,79.4,5.4
500人以上,平成20,2008,年平均,19.4,162.6,145.5,17.1,14.3,84,78.3,5.7
500人以上,平成21,2009,年平均,19.2,160.5,144.5,16,14,89.3,86.3,3
500人以上,平成22,2010,年平均,19.2,161.3,144.7,16.6,14.8,94.9,91,3.9
500人以上,平成23,2011,年平均,19.2,161.4,145,16.4,15.1,98,94.3,3.7
500人以上,平成24,2012,年平均,19.5,161.7,146.1,15.6,14.5,90.8,86.6,4.2
500人以上,平成24,2012,1月,18.1,151.7,135.8,15.9,13.5,85.5,81.6,3.9
500人以上,平成24,2012,2月,19.4,161.5,145.7,15.8,14.4,90.1,86.3,3.8
500人以上,平成24,2012,3月,19.9,165.5,148.8,16.7,14.5,91.7,87.5,4.2
500人以上,平成24,2012,4月,19.8,165.1,148.3,16.8,14.7,93.3,88.5,4.8
500人以上,平成24,2012,5月,19.5,161.3,145.6,15.7,14.7,91.8,87.4,4.4
500人以上,平成24,2012,6月,20.1,165.4,149.9,15.5,15,93.2,89.1,4.1
500人以上,平成24,2012,7月,20,165.3,150,15.3,14.8,92,87.8,4.2
500人以上,平成24,2012,8月,19.7,161.6,146.6,15,14.6,91.7,87.6,4.1
500人以上,平成24,2012,9月,18.6,154,139.8,14.2,14,88.4,84.6,3.8
500人以上,平成24,2012,10月,20,165.7,150.3,15.4,14.9,92.4,88,4.4
500人以上,平成24,2012,11月,20.1,166.8,150.9,15.9,14.7,92.1,87.6,4.5
500人以上,平成24,2012,12月,18.8,156.2,140.8,15.4,14,88.6,83.9,4.7
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成24年年報,,,,,,,,,,,
第９表　規模・就業形態別労働者の１人平均月間出勤日数及び実労働時間 （調査産業計）,,,,,,,,,,,
