事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,E 製造業,平成21,2009,年平均,19.2,159.3,148.8,10.5,16.9,116.8,110.3,6.5
５人以上,E 製造業,平成22,2010,年平均,19.5,162,150.5,11.5,17.4,126.9,118,8.9
５人以上,E 製造業,平成23,2011,年平均,19.4,161.8,150.1,11.7,16.9,123.8,116.4,7.4
５人以上,E 製造業,平成24,2012,年平均,19.5,162.9,149.7,13.2,17,120,112.7,7.3
５人以上,E 製造業,平成24,2012,1月,17.3,143.9,132,11.9,15.3,108.6,102.3,6.3
５人以上,E 製造業,平成24,2012,2月,19.9,166.9,153.3,13.6,17.1,119.9,112.9,7
５人以上,E 製造業,平成24,2012,3月,19.9,167.3,153.3,14,16.7,117.6,110.8,6.8
５人以上,E 製造業,平成24,2012,4月,20.2,168.7,154.9,13.8,17.1,121.7,113.8,7.9
５人以上,E 製造業,平成24,2012,5月,18.7,156.8,144,12.8,16.1,114.1,105.4,8.7
５人以上,E 製造業,平成24,2012,6月,20.4,170.5,157.2,13.3,17.8,125.4,117.6,7.8
５人以上,E 製造業,平成24,2012,7月,20.1,166.9,153.9,13,17.7,124.3,117.4,6.9
５人以上,E 製造業,平成24,2012,8月,19,158.4,145.7,12.7,16.4,117,110.3,6.7
５人以上,E 製造業,平成24,2012,9月,18.9,157.9,145.4,12.5,17,120.4,114,6.4
５人以上,E 製造業,平成24,2012,10月,19.6,163.9,150.6,13.3,17.1,121.1,113.2,7.9
５人以上,E 製造業,平成24,2012,11月,20.6,171.6,157.9,13.7,17.9,126.1,118.7,7.4
５人以上,E 製造業,平成24,2012,12月,19.3,161.4,147.9,13.5,17.2,122,114.5,7.5
５人以上,F 電気・ガス・熱供給・水道業,平成18,2006,年平均,19.2,162.6,146.4,16.2,16,105,103.3,1.7
５人以上,F 電気・ガス・熱供給・水道業,平成19,2007,年平均,19.2,160.7,145.7,15,15.9,118.9,115.4,3.5
５人以上,F 電気・ガス・熱供給・水道業,平成20,2008,年平均,19,159.6,145.1,14.5,16,121.4,118,3.4
５人以上,F 電気・ガス・熱供給・水道業,平成21,2009,年平均,18.9,164.4,143.8,20.6,15.8,108.8,108.6,0.2
５人以上,F 電気・ガス・熱供給・水道業,平成22,2010,年平均,19.1,164.8,144.2,20.6,16.9,120.5,120.3,0.2
５人以上,F 電気・ガス・熱供給・水道業,平成23,2011,年平均,19.4,169.5,143.8,25.7,18.2,129.4,128.5,0.9
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,年平均,19.5,168.2,148.6,19.6,17.3,131.1,129.8,1.3
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,1月,17.8,153.6,134.9,18.7,15.3,115.9,114.3,1.6
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,2月,20.2,175.4,153.9,21.5,17.4,131.4,130,1.4
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,3月,19.9,175.2,152.5,22.7,17.5,132.5,130.8,1.7
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,4月,19.4,168.9,148,20.9,16.9,128.5,127,1.5
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,5月,19.2,165.5,146,19.5,17.1,129.7,128.2,1.5
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,6月,20.2,172.8,153.8,19,17.9,137,135.3,1.7
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,7月,20.1,173,153.4,19.6,17.9,137.3,136,1.3
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,8月,20.3,172.7,155.1,17.6,18.6,140.1,139.1,1
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,9月,18.1,155.7,137.7,18,16.2,122.8,121.7,1.1
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,10月,20.8,179.4,158.8,20.6,18.4,139.5,138.3,1.2
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,11月,20.1,171.8,151.7,20.1,17.8,134.9,133.9,1
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,12月,18,154.2,136.9,17.3,16.5,124.9,123.8,1.1
５人以上,G 情報通信業,平成18,2006,年平均,19.3,166.4,146,20.4,16.1,117.5,101.6,15.9
５人以上,G 情報通信業,平成19,2007,年平均,19.5,168.3,147.9,20.4,15,104.9,97.5,7.4
５人以上,G 情報通信業,平成20,2008,年平均,19.4,168,147.9,20.1,16.5,120.2,106.3,13.9
５人以上,G 情報通信業,平成21,2009,年平均,19.3,166.7,145.8,20.9,15.1,96.1,92.1,4
５人以上,G 情報通信業,平成22,2010,年平均,19.3,166.6,145.4,21.2,15.8,102.2,98.3,3.9
５人以上,G 情報通信業,平成23,2011,年平均,19.2,166.8,145.5,21.3,15.3,100.5,97.3,3.2
５人以上,G 情報通信業,平成24,2012,年平均,19.6,169.9,149.5,20.4,13.3,93.3,88,5.3
５人以上,G 情報通信業,平成24,2012,1月,17.8,156.5,135.9,20.6,11.9,81.9,77,4.9
５人以上,G 情報通信業,平成24,2012,2月,19.7,172.2,151.1,21.1,13.6,95.4,89.2,6.2
５人以上,G 情報通信業,平成24,2012,3月,20,174.7,152.6,22.1,13.1,91.8,86.3,5.5
５人以上,G 情報通信業,平成24,2012,4月,19.8,171.3,150.3,21,13.1,91.1,86,5.1
５人以上,G 情報通信業,平成24,2012,5月,19.3,167.2,147.3,19.9,13.3,93.1,88.5,4.6
５人以上,G 情報通信業,平成24,2012,6月,20.3,175,154.3,20.7,14.5,103.5,96.6,6.9
５人以上,G 情報通信業,平成24,2012,7月,20.1,172.7,153.1,19.6,13.5,94.1,89,5.1
５人以上,G 情報通信業,平成24,2012,8月,19.8,170.2,150.7,19.5,14.1,100.3,93.4,6.9
５人以上,G 情報通信業,平成24,2012,9月,18.9,164.4,145.3,19.1,12.4,87.2,82.5,4.7
５人以上,G 情報通信業,平成24,2012,10月,20.2,175.6,155,20.6,14.3,99.4,94.8,4.6
５人以上,G 情報通信業,平成24,2012,11月,20.2,174.9,154.5,20.4,13.8,98.7,93.4,5.3
５人以上,G 情報通信業,平成24,2012,12月,18.8,163.8,143.6,20.2,12.8,87.6,83.2,4.4
５人以上,"H 運輸業,郵便業",平成18,2006,年平均,20.3,182.5,155.4,27.1,12.7,76.3,70.7,5.6
５人以上,"H 運輸業,郵便業",平成19,2007,年平均,20.5,181,155.3,25.7,16,107.7,98.1,9.6
５人以上,"H 運輸業,郵便業",平成20,2008,年平均,20.5,183.2,158.4,24.8,15.5,106.8,97.9,8.9
５人以上,"H 運輸業,郵便業",平成21,2009,年平均,20.3,176.6,154,22.6,16.2,108.4,97.9,10.5
５人以上,"H 運輸業,郵便業",平成22,2010,年平均,20.3,177.2,154.4,22.8,16.3,109.7,100.5,9.2
５人以上,"H 運輸業,郵便業",平成23,2011,年平均,20.3,178.2,155.3,22.9,16.2,108,99.3,8.7
５人以上,"H 運輸業,郵便業",平成24,2012,年平均,20,180,158.5,21.5,17.8,109,100.1,8.9
５人以上,"H 運輸業,郵便業",平成24,2012,1月,19.2,174.5,153.8,20.7,16.5,103.3,93.6,9.7
５人以上,"H 運輸業,郵便業",平成24,2012,2月,20,176.1,156.9,19.2,17.8,111.1,103.1,8
５人以上,"H 運輸業,郵便業",平成24,2012,3月,20.2,180.6,159.5,21.1,17.6,108.4,100.5,7.9
５人以上,"H 運輸業,郵便業",平成24,2012,4月,20.3,183,161.9,21.1,17.5,106.6,98.6,8
５人以上,"H 運輸業,郵便業",平成24,2012,5月,19.5,176.3,155.6,20.7,17.5,107.2,98.7,8.5
５人以上,"H 運輸業,郵便業",平成24,2012,6月,20.4,182.9,161.5,21.4,18.6,111.5,103.4,8.1
５人以上,"H 運輸業,郵便業",平成24,2012,7月,20.2,181.8,159.3,22.5,18.1,111.4,100.8,10.6
５人以上,"H 運輸業,郵便業",平成24,2012,8月,20.1,181.8,160.1,21.7,17.9,106,98.4,7.6
５人以上,"H 運輸業,郵便業",平成24,2012,9月,19.8,178,157.7,20.3,17.9,108.8,101.9,6.9
５人以上,"H 運輸業,郵便業",平成24,2012,10月,19.7,177.5,156.8,20.7,17.5,110.3,102.1,8.2
５人以上,"H 運輸業,郵便業",平成24,2012,11月,20.6,185.6,162.7,22.9,18.1,111.7,102.5,9.2
５人以上,"H 運輸業,郵便業",平成24,2012,12月,20.1,182.3,155.8,26.5,18.2,112.7,98.4,14.3
５人以上,"I 卸売業,小売業",平成18,2006,年平均,20.3,164.6,155,9.6,15.9,94.8,92.4,2.4
５人以上,"I 卸売業,小売業",平成19,2007,年平均,20.3,165.7,155.9,9.8,15.7,96.4,93.3,3.1
５人以上,"I 卸売業,小売業",平成20,2008,年平均,20.2,163.7,154.5,9.2,15.6,95.6,92.4,3.2
５人以上,"I 卸売業,小売業",平成21,2009,年平均,20,161.3,151.8,9.5,14.9,89.7,87.1,2.6
５人以上,"I 卸売業,小売業",平成22,2010,年平均,20,162,152.6,9.4,15.1,92.4,90.2,2.2
５人以上,"I 卸売業,小売業",平成23,2011,年平均,19.8,160.2,151.5,8.7,15,91.9,89.4,2.5
５人以上,"I 卸売業,小売業",平成24,2012,年平均,20.1,162.9,153.5,9.4,15.7,94.4,92.5,1.9
５人以上,"I 卸売業,小売業",平成24,2012,1月,18.4,150.3,141.1,9.2,15.2,91.3,89.2,2.1
５人以上,"I 卸売業,小売業",平成24,2012,2月,20.4,165.4,155.9,9.5,15.6,93.9,92.2,1.7
５人以上,"I 卸売業,小売業",平成24,2012,3月,20.2,163.1,153.4,9.7,15.3,93.6,91.7,1.9
５人以上,"I 卸売業,小売業",平成24,2012,4月,20.6,166.8,157.3,9.5,15.6,94.7,92.8,1.9
５人以上,"I 卸売業,小売業",平成24,2012,5月,19.6,158,149.1,8.9,15.6,94.8,93,1.8
５人以上,"I 卸売業,小売業",平成24,2012,6月,21,169.3,160.5,8.8,16,96.4,94.8,1.6
５人以上,"I 卸売業,小売業",平成24,2012,7月,20.4,165,155.6,9.4,15.8,95.3,93.4,1.9
５人以上,"I 卸売業,小売業",平成24,2012,8月,19.8,159.8,150.8,9,15.9,95.1,93,2.1
５人以上,"I 卸売業,小売業",平成24,2012,9月,19.8,160.8,151.5,9.3,15.8,94.1,92.2,1.9
５人以上,"I 卸売業,小売業",平成24,2012,10月,20.3,165,155.3,9.7,15.9,93.7,91.9,1.8
５人以上,"I 卸売業,小売業",平成24,2012,11月,20.9,169.7,159.6,10.1,16,95.2,93.3,1.9
５人以上,"I 卸売業,小売業",平成24,2012,12月,19.9,162.1,152.2,9.9,15.8,94.4,92.4,2
５人以上,"J 金融業,保険業",平成18,2006,年平均,19.4,158.2,143.2,15,16.7,114.3,110.3,4
５人以上,"J 金融業,保険業",平成19,2007,年平均,19.3,157.8,142.5,15.3,15.7,106.2,101.7,4.5
５人以上,"J 金融業,保険業",平成20,2008,年平均,19.1,156.8,141.8,15,15.5,103.7,99.7,4
５人以上,"J 金融業,保険業",平成21,2009,年平均,19.2,159.7,143.5,16.2,15.8,104.9,101.3,3.6
５人以上,"J 金融業,保険業",平成22,2010,年平均,19.2,159.9,143.8,16.1,16.1,109.4,105.8,3.6
５人以上,"J 金融業,保険業",平成23,2011,年平均,19.2,159.6,144,15.6,16,108.6,104.9,3.7
５人以上,"J 金融業,保険業",平成24,2012,年平均,19.5,161,144,17,16.4,108,103.9,4.1
５人以上,"J 金融業,保険業",平成24,2012,1月,18.3,151.6,135.6,16,15.8,104.2,101,3.2
５人以上,"J 金融業,保険業",平成24,2012,2月,19.4,159.6,143.4,16.2,16,105.5,102.4,3.1
５人以上,"J 金融業,保険業",平成24,2012,3月,19.8,164.2,146,18.2,16.6,109.5,105.7,3.8
５人以上,"J 金融業,保険業",平成24,2012,4月,19.5,161.3,143.7,17.6,16.4,108.1,104.3,3.8
５人以上,"J 金融業,保険業",平成24,2012,5月,20,165.2,148.1,17.1,17.1,113.4,109.1,4.3
５人以上,"J 金融業,保険業",平成24,2012,6月,20.1,164.4,147.6,16.8,16.8,111.1,106.7,4.4
５人以上,"J 金融業,保険業",平成24,2012,7月,20,164,147.2,16.8,16.7,109.7,105.5,4.2
５人以上,"J 金融業,保険業",平成24,2012,8月,20,164,147.7,16.3,16.7,110.2,105.9,4.3
５人以上,"J 金融業,保険業",平成24,2012,9月,18.2,151.8,135.1,16.7,15.8,104.2,100.2,4
５人以上,"J 金融業,保険業",平成24,2012,10月,20.4,167.9,150.4,17.5,16.6,108.4,103.9,4.5
５人以上,"J 金融業,保険業",平成24,2012,11月,19.9,164.8,146.9,17.9,16.5,109,104.5,4.5
５人以上,"J 金融業,保険業",平成24,2012,12月,18.4,153.3,136.1,17.2,15.6,103,98.1,4.9
５人以上,"K 不動産業,物品賃貸業",平成18,2006,年平均,－,－,－,－,－,－,－,－
５人以上,"K 不動産業,物品賃貸業",平成19,2007,年平均,－,－,－,－,－,－,－,－
５人以上,"K 不動産業,物品賃貸業",平成20,2008,年平均,－,－,－,－,－,－,－,－
５人以上,"K 不動産業,物品賃貸業",平成21,2009,年平均,－,－,－,－,－,－,－,－
５人以上,"K 不動産業,物品賃貸業",平成22,2010,年平均,20,165.2,151.4,13.8,16.6,103.1,99.9,3.2
５人以上,"K 不動産業,物品賃貸業",平成23,2011,年平均,20.1,164.6,151.1,13.5,16,98.3,95.5,2.8
５人以上,"K 不動産業,物品賃貸業",平成24,2012,年平均,20.3,165.9,154.1,11.8,15.7,90.1,87,3.1
５人以上,"K 不動産業,物品賃貸業",平成24,2012,1月,18.8,156.2,143,13.2,14.9,85.8,82.5,3.3
５人以上,"K 不動産業,物品賃貸業",平成24,2012,2月,20.3,167.4,155.3,12.1,16.1,90.1,87,3.1
５人以上,"K 不動産業,物品賃貸業",平成24,2012,3月,20.8,171.7,157.9,13.8,15.4,90,87,3
５人以上,"K 不動産業,物品賃貸業",平成24,2012,4月,20.7,171.5,158,13.5,15.3,88.2,85.6,2.6
５人以上,"K 不動産業,物品賃貸業",平成24,2012,5月,19.9,165.1,151.8,13.3,15.1,87.2,84.7,2.5
５人以上,"K 不動産業,物品賃貸業",平成24,2012,6月,21,172.5,159.2,13.3,15.7,89.6,86.7,2.9
５人以上,"K 不動産業,物品賃貸業",平成24,2012,7月,20.9,169.6,158.3,11.3,16.1,93,89.8,3.2
５人以上,"K 不動産業,物品賃貸業",平成24,2012,8月,19.9,162.2,151.5,10.7,16,92.9,89.3,3.6
５人以上,"K 不動産業,物品賃貸業",平成24,2012,9月,19.8,161.3,151.1,10.2,15.8,91.2,87.8,3.4
５人以上,"K 不動産業,物品賃貸業",平成24,2012,10月,20.3,164.5,154.1,10.4,15.7,89.8,86.3,3.5
５人以上,"K 不動産業,物品賃貸業",平成24,2012,11月,21,169.6,159.3,10.3,16.4,93,89.7,3.3
５人以上,"K 不動産業,物品賃貸業",平成24,2012,12月,19.7,159.6,150,9.6,15.7,92.7,89.2,3.5
５人以上,"L 学術研究,専門・技術サービス業",平成18,2006,年平均,－,－,－,－,－,－,－,－
５人以上,"L 学術研究,専門・技術サービス業",平成19,2007,年平均,－,－,－,－,－,－,－,－
５人以上,"L 学術研究,専門・技術サービス業",平成20,2008,年平均,－,－,－,－,－,－,－,－
５人以上,"L 学術研究,専門・技術サービス業",平成21,2009,年平均,－,－,－,－,－,－,－,－
５人以上,"L 学術研究,専門・技術サービス業",平成22,2010,年平均,19.7,164.2,146.6,17.6,14.2,94.3,92.1,2.2
５人以上,"L 学術研究,専門・技術サービス業",平成23,2011,年平均,19.6,163,146,17,15.6,107.7,105.1,2.6
５人以上,"L 学術研究,専門・技術サービス業",平成24,2012,年平均,20,169.9,149.9,20,15.5,107.6,104.6,3
５人以上,"L 学術研究,専門・技術サービス業",平成24,2012,1月,17.5,148.3,129.9,18.4,14.1,101.2,98.9,2.3
５人以上,"L 学術研究,専門・技術サービス業",平成24,2012,2月,20.9,177.9,155.9,22,16.7,118.2,115.2,3
５人以上,"L 学術研究,専門・技術サービス業",平成24,2012,3月,20.5,173.6,151.6,22,16,112.5,109.4,3.1
５人以上,"L 学術研究,専門・技術サービス業",平成24,2012,4月,20.4,179,157.3,21.7,15.6,110.4,107.9,2.5
５人以上,"L 学術研究,専門・技術サービス業",平成24,2012,5月,20,173.1,153.2,19.9,15.8,111.4,109.2,2.2
５人以上,"L 学術研究,専門・技術サービス業",平成24,2012,6月,20.9,175.6,156,19.6,16.1,112.1,110.2,1.9
５人以上,"L 学術研究,専門・技術サービス業",平成24,2012,7月,20,169.3,150.1,19.2,14.8,97.5,94.8,2.7
５人以上,"L 学術研究,専門・技術サービス業",平成24,2012,8月,19.9,168.3,149.3,19,15.4,104.6,101.1,3.5
５人以上,"L 学術研究,専門・技術サービス業",平成24,2012,9月,19.3,162.6,144.1,18.5,14.5,100.2,96,4.2
５人以上,"L 学術研究,専門・技術サービス業",平成24,2012,10月,20.5,172.2,152.5,19.7,15.8,107.4,102.1,5.3
５人以上,"L 学術研究,専門・技術サービス業",平成24,2012,11月,21.1,178.8,157.4,21.4,16,110,105.7,4.3
５人以上,"L 学術研究,専門・技術サービス業",平成24,2012,12月,19,159.8,140.8,19,14.5,100.6,98.2,2.4
５人以上,"M 宿泊業,飲食サービス業",平成18,2006,年平均,－,－,－,－,－,－,－,－
５人以上,"M 宿泊業,飲食サービス業",平成19,2007,年平均,－,－,－,－,－,－,－,－
５人以上,"M 宿泊業,飲食サービス業",平成20,2008,年平均,－,－,－,－,－,－,－,－
５人以上,"M 宿泊業,飲食サービス業",平成21,2009,年平均,－,－,－,－,－,－,－,－
５人以上,"M 宿泊業,飲食サービス業",平成22,2010,年平均,21.7,177.2,163.6,13.6,13.7,82.7,80,2.7
５人以上,"M 宿泊業,飲食サービス業",平成23,2011,年平均,21,180,166.9,13.1,13.5,78.2,76.2,2
５人以上,"M 宿泊業,飲食サービス業",平成24,2012,年平均,21.3,183.8,168.3,15.5,14,83.1,80.4,2.7
５人以上,"M 宿泊業,飲食サービス業",平成24,2012,1月,20.9,180.4,164.2,16.2,13.6,82.5,79.1,3.4
５人以上,"M 宿泊業,飲食サービス業",平成24,2012,2月,20.9,183,167.9,15.1,13.7,79.7,77.3,2.4
５人以上,"M 宿泊業,飲食サービス業",平成24,2012,3月,21.4,189.1,172.2,16.9,14.1,82.1,79.3,2.8
５人以上,"M 宿泊業,飲食サービス業",平成24,2012,4月,21.8,189.2,172,17.2,14,83.1,80.3,2.8
５人以上,"M 宿泊業,飲食サービス業",平成24,2012,5月,21.4,184.5,168.6,15.9,14,84.4,81.6,2.8
５人以上,"M 宿泊業,飲食サービス業",平成24,2012,6月,21.5,182,167.2,14.8,14.1,83.4,80.6,2.8
５人以上,"M 宿泊業,飲食サービス業",平成24,2012,7月,21.1,182.5,168.3,14.2,14.2,84.6,82,2.6
５人以上,"M 宿泊業,飲食サービス業",平成24,2012,8月,21.3,183.5,168.7,14.8,14,84.7,82.1,2.6
５人以上,"M 宿泊業,飲食サービス業",平成24,2012,9月,20.8,179.7,164.8,14.9,14,83.5,81,2.5
５人以上,"M 宿泊業,飲食サービス業",平成24,2012,10月,21.3,182.6,167.9,14.7,14,82.6,80.2,2.4
５人以上,"M 宿泊業,飲食サービス業",平成24,2012,11月,21.3,182.4,167.6,14.8,13.8,82.1,79.5,2.6
５人以上,"M 宿泊業,飲食サービス業",平成24,2012,12月,21.5,187,170.7,16.3,14.1,84.9,82.1,2.8
５人以上,"N 生活関連サービス業,娯楽業",平成18,2006,年平均,－,－,－,－,－,－,－,－
５人以上,"N 生活関連サービス業,娯楽業",平成19,2007,年平均,－,－,－,－,－,－,－,－
５人以上,"N 生活関連サービス業,娯楽業",平成20,2008,年平均,－,－,－,－,－,－,－,－
５人以上,"N 生活関連サービス業,娯楽業",平成21,2009,年平均,－,－,－,－,－,－,－,－
５人以上,"N 生活関連サービス業,娯楽業",平成22,2010,年平均,20.8,172.1,160.6,11.5,14,91.2,89.5,1.7
５人以上,"N 生活関連サービス業,娯楽業",平成23,2011,年平均,20.6,171.4,160.6,10.8,14.9,95.2,93.5,1.7
５人以上,"N 生活関連サービス業,娯楽業",平成24,2012,年平均,20.7,172.2,162,10.2,15.1,98.7,94.9,3.8
５人以上,"N 生活関連サービス業,娯楽業",平成24,2012,1月,19.6,164.5,152.9,11.6,14.5,100.8,92.6,8.2
５人以上,"N 生活関連サービス業,娯楽業",平成24,2012,2月,20.5,170.3,159.9,10.4,14.8,103,95.7,7.3
