"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","職業別","学生","20","5","6","7","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","職業別","無職","83","2","29","32","7","13"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","職業別","その他","26","5","8","11","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","職業別","無回答","5","0","2","1","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","居住地区別","芝地区","107","11","34","44","9","9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","居住地区別","麻布地区","140","14","46","56","12","12"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","居住地区別","赤坂地区","88","8","25","42","6","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","居住地区別","高輪地区","155","12","61","60","12","10"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","居住地区別","芝浦港南地区","164","19","81","48","6","10"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","居住地区別","無回答","4","0","3","0","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","住居形態別","持家（一戸建）","95","7","40","33","7","8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","住居形態別","持家（マンション）","302","25","109","126","19","23"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","住居形態別","借家（一戸建）","7","3","1","2","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","住居形態別","民間の賃貸マンション・アパート","171","19","61","68","14","9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","住居形態別","都営住宅・区営住宅・区立住宅","28","3","13","7","0","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","1","9","7","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","住居形態別","社宅・公務員宿舎","20","6","8","4","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","5","0","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","住居形態別","その他","5","0","1","2","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","住居形態別","無回答","6","0","3","1","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","定住意向別","ずっと住み続けていたい","366","34","145","134","19","34"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","定住意向別","当分は住んでいたい","224","24","85","88","19","8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","5","12","15","4","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","2","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","定住意向別","近いうちに区外に転居する予定である","9","1","4","3","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","定住意向別","わからない","14","0","3","8","3","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(18)子育て家庭に対する支援が充実している","定住意向別","無回答","1","0","1","0","0","0"

"第32回港区民世論調査クロス集計表・区基本計画Q14-18","Ver202003",,,,,,,,,,
