年度,予算区分,予算区分名称,対象年月,所属,所属名称,会計,会計名称,款,項,目,大事業,中事業,小事業,節,細節,細々節,科目名称,予算額(円),充流用等増減額(円),予算計(円),執行累計(円),予算残額(円),執行率(％)
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,7,0,0,1,0,0,報酬,528000,0,528000,335100,192900,63.5
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,7,0,0,8,0,0,報償費,400000,0,400000,338880,61120,84.7
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,7,0,0,9,0,0,旅費,20000,0,20000,0,20000,0
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,7,0,0,11,0,0,需用費,53000,0,53000,12320,40680,23.2
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,7,0,0,12,0,0,役務費,360000,0,360000,276153,83847,76.7
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,7,0,0,13,0,0,委託料,253000,0,253000,215408,37592,85.1
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,7,0,0,19,0,0,負担金，補助及び交付金,90000,0,90000,30000,60000,33.3
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,8,0,0,1,0,0,報酬,623000,-260696,362304,246800,115504,68.1
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,8,0,0,8,0,0,報償費,117000,-3288,113712,76400,37312,67.2
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,8,0,0,9,0,0,旅費,0,5754,5754,5754,0,100
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,8,0,0,11,0,0,需用費,55000,0,55000,44322,10678,80.6
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,8,0,0,12,0,0,役務費,24000,0,24000,14768,9232,61.5
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,9,0,0,11,0,0,需用費,0,73440,73440,73440,0,100
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,9,0,0,13,0,0,委託料,36058000,0,36058000,34719749,1338251,96.3
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,9,0,0,18,0,0,備品購入費,70000,110790,180790,180790,0,100
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,10,0,0,12,0,0,役務費,417000,0,417000,377077,39923,90.4
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,10,0,0,13,0,0,委託料,277000,0,277000,210178,66822,75.9
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,11,0,0,1,0,0,報酬,80000,0,80000,64200,15800,80.3
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,12,0,0,11,0,0,需用費,74000,-63720,10280,0,10280,0
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,13,0,0,19,0,0,負担金，補助及び交付金,1935000,0,1935000,1554277,380723,80.3
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,14,0,0,19,0,0,負担金，補助及び交付金,1085000,1650000,2735000,2585292,149708,94.5
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,15,0,0,1,0,0,報酬,2118000,0,2118000,1659800,458200,78.4
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,15,0,0,11,0,0,需用費,20000,0,20000,19680,320,98.4
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,15,0,0,12,0,0,役務費,659000,0,659000,428454,230546,65
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,15,0,0,13,0,0,委託料,3154000,-359000,2795000,2275851,519149,81.4
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,16,0,0,11,0,0,需用費,100000,0,100000,63406,36594,63.4
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,16,0,0,13,0,0,委託料,12884000,0,12884000,11347200,1536800,88.1
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,16,0,0,19,0,0,負担金，補助及び交付金,11978000,0,11978000,11974970,3030,100
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,17,0,0,1,0,0,報酬,622000,0,622000,548100,73900,88.1
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,17,0,0,8,0,0,報償費,35000,74000,109000,109000,0,100
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,17,0,0,11,0,0,需用費,16000,0,16000,0,16000,0
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,18,0,0,11,0,0,需用費,68000,0,68000,53098,14902,78.1
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,18,0,0,19,0,0,負担金，補助及び交付金,167000,0,167000,166400,600,99.6
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,20,0,0,1,0,0,報酬,0,18600,18600,0,18600,0
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,20,0,0,11,0,0,需用費,0,843,843,0,843,0
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,20,0,0,19,0,0,負担金，補助及び交付金,0,670000,670000,0,670000,0
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,22,0,0,13,0,0,委託料,4515000,0,4515000,3278000,1237000,72.6
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,9,1,0,0,12,0,0,役務費,0,167630,167630,0,167630,0
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,10,1,0,0,13,0,0,委託料,6258000,0,6258000,6168000,90000,98.6
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,2,3,1,0,0,1,0,0,報酬,62000,0,62000,61400,600,99
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,2,3,1,0,0,19,0,0,負担金，補助及び交付金,10000,0,10000,10000,0,100
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,3,1,6,4,0,0,11,0,0,需用費,0,32000,32000,28877,3123,90.2
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,3,1,6,4,0,0,12,0,0,役務費,0,23230,23230,0,23230,0
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,3,1,6,4,0,0,13,0,0,委託料,0,33000,33000,0,33000,0
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,3,2,3,1,0,0,8,0,0,報償費,0,0,0,0,0,****
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,10,5,1,3,0,0,11,0,0,需用費,0,8000,8000,2347,5653,29.3
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,10,5,1,3,0,0,14,0,0,使用料及び賃借料,0,603160,603160,602800,360,99.9
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,10,5,2,1,0,0,11,0,0,需用費,19000,0,19000,0,19000,0
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,10,5,2,1,0,0,12,0,0,役務費,582000,0,582000,554043,27957,95.2
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,10,5,2,1,0,0,13,0,0,委託料,133000,0,133000,125012,7988,94
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,2,1,4,1,0,0,9,0,0,旅費,21000,0,21000,20409,591,97.2
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,2,1,4,1,0,0,11,0,0,需用費,287000,0,287000,261043,25957,91
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,2,1,4,1,0,0,13,0,0,委託料,5200000,0,5200000,4550480,649520,87.5
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,2,1,4,1,0,0,14,0,0,使用料及び賃借料,4468000,0,4468000,4306224,161776,96.4
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,2,1,6,2,0,0,25,0,0,積立金,85342000,8000,85350000,85350000,0,100
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,2,1,6,3,0,0,25,0,0,積立金,200123000,6000,200129000,200129000,0,100
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,2,1,11,1,0,0,23,0,0,償還金，利子及び割引料,11000,0,11000,10627,373,96.6
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,3,1,1,33,0,0,28,0,0,繰出金,835723000,0,835723000,835723000,0,100
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,3,1,4,28,0,0,28,0,0,繰出金,950731000,0,950731000,944033002,6697998,99.3
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,3,1,4,29,0,0,28,0,0,繰出金,949850000,0,949850000,914827100,35022900,96.3
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,4,2,1,3,0,0,25,0,0,積立金,50552000,3000,50555000,50555000,0,100
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,8,4,4,6,0,0,25,0,0,積立金,29392000,4000,29396000,29396000,0,100
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,8,4,5,1,0,0,28,0,0,繰出金,496527000,1673000,498200000,498200000,0,100
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,9,1,4,5,0,0,9,0,0,旅費,0,70580,70580,53510,17070,75.8
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,11,1,1,1,0,0,23,0,0,償還金，利子及び割引料,1672764000,0,1672764000,1672760288,3712,100
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,11,1,2,1,0,0,23,0,0,償還金，利子及び割引料,126601000,0,126601000,124630403,1970597,98.4
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,12,1,1,1,0,0,25,0,0,積立金,349514000,79000,349593000,349593000,0,100
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,12,1,2,1,0,0,25,0,0,積立金,2000,0,2000,1000,1000,50
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,12,1,3,1,0,0,25,0,0,積立金,46000000,0,46000000,16892000,29108000,36.7
2019,0,現年度,202006,100200,企画財政部・財政課,1,一般会計,13,1,1,1,0,0,29,0,0,予備費,39796000,-38221161,1574839,0,1574839,0
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,1,2,0,0,9,0,0,旅費,415000,2630,417630,404758,12872,96.9
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,1,2,0,0,10,0,0,交際費,700000,0,700000,670592,29408,95.8
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,1,2,0,0,11,0,0,需用費,416000,49146,465146,342244,122902,73.6
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,1,2,0,0,12,0,0,役務費,161000,8819,169819,161408,8411,95
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,1,2,0,0,13,0,0,委託料,6217000,-490520,5726480,5507305,219175,96.2
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,1,2,0,0,14,0,0,使用料及び賃借料,912000,0,912000,871667,40333,95.6
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,1,2,0,0,19,0,0,負担金，補助及び交付金,3765000,0,3765000,3754000,11000,99.7
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,1,3,0,0,8,0,0,報償費,0,2880,2880,2880,0,100
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,1,3,0,0,11,0,0,需用費,130000,0,130000,124424,5576,95.7
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,1,3,0,0,12,0,0,役務費,53000,-2880,50120,220,49900,0.4
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,1,4,0,0,1,0,0,報酬,37000,0,37000,0,37000,0
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,3,1,0,0,8,0,0,報償費,200000,0,200000,36580,163420,18.3
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,3,1,0,0,11,0,0,需用費,430000,0,430000,381447,48553,88.7
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,3,1,0,0,12,0,0,役務費,5218000,181738,5399738,5399738,0,100
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,3,1,0,0,13,0,0,委託料,9945000,-181738,9763262,9547059,216203,97.8
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,3,1,0,0,14,0,0,使用料及び賃借料,362000,0,362000,358158,3842,98.9
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,3,1,0,0,16,0,0,原材料費,99000,0,99000,67954,31046,68.6
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,3,1,0,0,19,0,0,負担金，補助及び交付金,62000,0,62000,59692,2308,96.3
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,3,2,0,0,12,0,0,役務費,88000,0,88000,87480,520,99.4
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,3,2,0,0,13,0,0,委託料,1613000,0,1613000,1612399,601,100
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,3,2,0,0,14,0,0,使用料及び賃借料,1254000,0,1254000,1241568,12432,99
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,3,3,0,0,8,0,0,報償費,2089000,0,2089000,2041400,47600,97.7
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,3,3,0,0,11,0,0,需用費,43000,0,43000,40818,2182,94.9
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,7,2,0,0,8,0,0,報償費,100000,0,100000,25450,74550,25.5
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,7,2,0,0,11,0,0,需用費,218000,0,218000,136780,81220,62.7
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,7,2,0,0,12,0,0,役務費,46000,0,46000,1300,44700,2.8
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,7,2,0,0,13,0,0,委託料,258000,-29967,228033,46332,181701,20.3
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,7,2,0,0,16,0,0,原材料費,0,29967,29967,29967,0,100
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,7,3,0,0,13,0,0,委託料,2792000,-592000,2200000,2014974,185026,91.6
2019,0,現年度,202006,100400,企画財政部・秘書広報室,1,一般会計,2,1,7,4,0,0,13,0,0,委託料,2900000,-1650000,1250000,1073600,176400,85.9
2019,0,現年度,202006,100500,企画財政部・市史編さん室,1,一般会計,2,1,7,19,0,0,1,0,0,報酬,7067000,-1324618,5742382,5742382,0,100
2019,0,現年度,202006,100500,企画財政部・市史編さん室,1,一般会計,2,1,7,19,0,0,8,0,0,報償費,8570000,-1280000,7290000,7290000,0,100
2019,0,現年度,202006,100500,企画財政部・市史編さん室,1,一般会計,2,1,7,19,0,0,9,0,0,旅費,1000,0,1000,0,1000,0
2019,0,現年度,202006,100500,企画財政部・市史編さん室,1,一般会計,2,1,7,19,0,0,11,0,0,需用費,2576000,0,2576000,2202990,373010,85.5
2019,0,現年度,202006,100500,企画財政部・市史編さん室,1,一般会計,2,1,7,19,0,0,12,0,0,役務費,4433000,0,4433000,4337802,95198,97.9
2019,0,現年度,202006,100500,企画財政部・市史編さん室,1,一般会計,2,1,7,19,0,0,13,0,0,委託料,2301000,0,2301000,2103090,197910,91.4
2019,0,現年度,202006,100600,企画財政部・子育て・教育支援複合施設準備室,1,一般会計,3,2,3,1,0,0,8,0,0,報償費,10000,27000,37000,29000,8000,78.4
2019,0,現年度,202006,100600,企画財政部・子育て・教育支援複合施設準備室,1,一般会計,3,2,3,1,0,0,11,0,0,需用費,83000,0,83000,82500,500,99.4
2019,0,現年度,202006,100700,企画財政部・未来戦略室,1,一般会計,2,1,7,1,0,0,9,0,0,旅費,0,30000,30000,25950,4050,86.5
2019,0,現年度,202006,100700,企画財政部・未来戦略室,1,一般会計,2,1,7,1,0,0,11,0,0,需用費,0,70000,70000,69406,594,99.2
2019,0,現年度,202006,100700,企画財政部・未来戦略室,1,一般会計,2,1,7,1,0,0,12,0,0,役務費,11000,0,11000,6898,4102,62.7
2019,0,現年度,202006,100700,企画財政部・未来戦略室,1,一般会計,2,1,7,1,0,0,18,0,0,備品購入費,172000,0,172000,169400,2600,98.5
2019,0,現年度,202006,100700,企画財政部・未来戦略室,1,一般会計,2,1,7,4,0,0,8,0,0,報償費,111000,98900,209900,209900,0,100
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,1,1,0,0,1,0,0,報酬,4061000,0,4061000,4060800,200,100
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,1,1,0,0,8,0,0,報償費,35000,0,35000,0,35000,0
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,1,1,0,0,9,0,0,旅費,80000,0,80000,43212,36788,54
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,1,1,0,0,10,0,0,交際費,100000,0,100000,96820,3180,96.8
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,1,1,0,0,11,0,0,需用費,7000,-200,6800,0,6800,0
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,1,1,0,0,12,0,0,役務費,1000,0,1000,0,1000,0
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,1,1,0,0,19,0,0,負担金，補助及び交付金,69000,200,69200,57200,12000,82.7
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,2,0,0,1,0,0,報酬,841000,0,841000,634400,206600,75.4
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,2,0,0,9,0,0,旅費,145000,0,145000,90850,54150,62.7
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,2,0,0,11,0,0,需用費,1105000,0,1105000,1015016,89984,91.9
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,2,0,0,12,0,0,役務費,168000,0,168000,138387,29613,82.4
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,2,0,0,14,0,0,使用料及び賃借料,1047000,233360,1280360,1280360,0,100
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,2,0,0,19,0,0,負担金，補助及び交付金,127000,0,127000,108500,18500,85.4
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,3,0,0,11,0,0,需用費,1466000,-46282,1419718,953575,466143,67.2
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,3,0,0,12,0,0,役務費,634000,-187078,446922,363924,82998,81.4
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,3,0,0,14,0,0,使用料及び賃借料,2140000,0,2140000,2120904,19096,99.1
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,4,0,0,8,0,0,報償費,3060000,0,3060000,3060000,0,100
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,5,0,0,11,0,0,需用費,1142000,2809930,3951930,3829077,122853,96.9
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,5,0,0,12,0,0,役務費,80000,1054600,1134600,1123793,10807,99
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,5,0,0,13,0,0,委託料,2816000,0,2816000,2692020,123980,95.6
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,6,0,0,8,0,0,報償費,9000,0,9000,9000,0,100
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,6,0,0,11,0,0,需用費,892000,-11500,880500,854258,26242,97
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,6,0,0,12,0,0,役務費,80000,11500,91500,91500,0,100
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,6,0,0,13,0,0,委託料,10578000,0,10578000,9794223,783777,92.6
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,2,6,0,0,14,0,0,使用料及び賃借料,735000,0,735000,676236,58764,92
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,3,1,0,0,8,0,0,報償費,12000,0,12000,0,12000,0
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,3,1,0,0,11,0,0,需用費,260000,0,260000,247182,12818,95.1
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,3,1,0,0,12,0,0,役務費,244000,0,244000,234470,9530,96.1
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,3,1,0,0,13,0,0,委託料,13829000,0,13829000,13826000,3000,100
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,3,1,0,0,14,0,0,使用料及び賃借料,1327000,0,1327000,1288224,38776,97.1
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,3,1,0,0,19,0,0,負担金，補助及び交付金,343000,0,343000,307160,35840,89.6
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,3,2,0,0,1,0,0,報酬,3016000,145101,3161101,3161101,0,100
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,3,2,0,0,8,0,0,報償費,352000,-120009,231991,186400,45591,80.3
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,3,2,0,0,9,0,0,旅費,10000,0,10000,3944,6056,39.4
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,3,2,0,0,11,0,0,需用費,102000,0,102000,100116,1884,98.2
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,3,2,0,0,13,0,0,委託料,680000,120000,800000,800000,0,100
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,3,3,0,0,1,0,0,報酬,8220000,-145092,8074908,5305074,2769834,65.7
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,3,3,0,0,8,0,0,報償費,75000,0,75000,0,75000,0
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,3,3,0,0,9,0,0,旅費,45000,0,45000,12054,32946,26.8
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,3,3,0,0,12,0,0,役務費,12000,0,12000,0,12000,0
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,1,3,3,0,0,14,0,0,使用料及び賃借料,18000,0,18000,0,18000,0
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,2,1,1,0,0,1,0,0,報酬,10241000,0,10241000,9711097,529903,94.8
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,2,1,1,0,0,9,0,0,旅費,6000,0,6000,0,6000,0
2019,0,現年度,202006,110100,教育部・学校教育課,1,一般会計,10,2,1,1,0,0,10,0,0,交際費,270000,0,270000,221929,48071,82.2
