区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,298,287,11,3.8,135,143,-8,-5.6,163,144,19,13.2
〔就業者の主な産業別内訳〕／教育，学習支援業,367,347,20,5.8,175,161,14,8.7,191,186,5,2.7
〔就業者の主な産業別内訳〕／医療，福祉,761,752,9,1.2,209,207,2,1,552,545,7,1.3
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,565,568,-3,-0.5,314,336,-22,-6.5,251,232,19,8.2
〔雇用者の主な産業別内訳〕／建設業,376,395,-19,-4.8,313,325,-12,-3.7,63,70,-7,-10
〔雇用者の主な産業別内訳〕／製造業,668,682,-14,-2.1,440,477,-37,-7.8,228,205,23,11.2
〔雇用者の主な産業別内訳〕／情報通信業,670,606,64,10.6,469,429,40,9.3,201,177,24,13.6
〔雇用者の主な産業別内訳〕／運輸業，郵便業,345,365,-20,-5.5,280,293,-13,-4.4,65,72,-7,-9.7
〔雇用者の主な産業別内訳〕／卸売業，小売業,1194,1200,-6,-0.5,600,609,-9,-1.5,595,590,5,0.8
〔雇用者の主な産業別内訳〕／金融業，保険業,320,253,67,26.5,182,107,75,70.1,138,146,-8,-5.5
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,255,243,12,4.9,158,137,21,15.3,97,106,-9,-8.5
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,379,325,54,16.6,249,209,40,19.1,129,116,13,11.2
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,503,457,46,10.1,215,205,10,4.9,288,252,36,14.3
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,229,214,15,7,99,107,-8,-7.5,130,107,23,21.5
〔雇用者の主な産業別内訳〕／教育，学習支援業,342,323,19,5.9,162,150,12,8,180,173,7,4
〔雇用者の主な産業別内訳〕／医療，福祉,700,700,0,0,171,173,-2,-1.2,529,526,3,0.6
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,521,526,-5,-1,285,311,-26,-8.4,236,215,21,9.8
〔非農林業雇用者の従業者規模別内訳〕／総数,6935,6698,237,3.5,3885,3792,93,2.5,3050,2906,144,5
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1759,1722,37,2.1,963,939,24,2.6,796,783,13,1.7
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2156,2029,127,6.3,1149,1132,17,1.5,1008,897,111,12.4
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2442,2353,89,3.8,1442,1375,67,4.9,1000,977,23,2.4
〔完全失業率（年齢階級別）(%)〕／総数,3.3,3.7,-0.4,…,3.4,4,-0.6,…,3,3.3,-0.3,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,4.4,5.7,-1.3,…,5.1,7.6,-2.5,…,3.8,3.5,0.3,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3.1,4.3,-1.2,…,4.2,5,-0.8,…,2,3.6,-1.6,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,3.4,3.4,0,…,3.5,3.4,0.1,…,3.3,3.5,-0.2,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,3.4,3.6,-0.2,…,3.2,3.1,0.1,…,3.7,4.3,-0.6,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3,3.8,-0.8,…,2.9,4.9,-2,…,2.8,1.9,0.9,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.2,2,0.2,…,2.1,2.3,-0.2,…,2.2,1.7,0.5,…
〔労働力人口比率(%)〕／総数,65,64.4,0.6,…,75.2,75.5,-0.3,…,55.2,53.6,1.6,…
,,,,,,,,,,,,
東京の労働力統計データ（平成28年10～12月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成28年10～12月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
