区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,521,551,-30,-5.4,291,319,-28,-8.8,231,232,-1,-0.4
〔非農林業雇用者の従業者規模別内訳〕／総数,6806,6737,69,1,3851,3793,58,1.5,2954,2944,10,0.3
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1700,1726,-26,-1.5,957,978,-21,-2.1,743,748,-5,-0.7
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2048,2119,-71,-3.4,1140,1129,11,1,909,990,-81,-8.2
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2527,2398,129,5.4,1477,1437,40,2.8,1051,961,90,9.4
〔完全失業率（年齢階級別）(%)〕／総数,3.4,3.5,-0.1,-,3.3,3.7,-0.4,-,3.6,3.3,0.3,-
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,4.7,3.3,1.4,-,4.9,2.8,2.1,-,4.3,3.8,0.5,-
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,4.6,4.7,-0.1,-,4.6,5.7,-1.1,-,4.6,3.5,1.1,-
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,3,3.1,-0.1,-,2.5,2.5,0,-,3.7,4.1,-0.4,-
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.7,3.8,-1.1,-,2.7,3.9,-1.2,-,2.7,3.8,-1.1,-
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3.1,3,0.1,-,3.1,3.9,-0.8,-,3.1,2,1.1,-
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,3.1,2.4,0.7,-,3.1,3,0.1,-,3,1.5,1.5,-
〔労働力人口比率(%)〕／総数,64.3,65,-0.7,-,75,75.2,-0.2,-,54.1,55.1,-1,-
,,,,,,,,,,,,
東京の労働力統計データ（平成28年4～6月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成28年4～6月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
