都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,緯度,経度,設置者,電話番号,内線番号,SSID,提供エリア,URL,備考,最終確認日
131229,0000000013,東京都,葛飾区,本田像,ホンダゾウ,,東京都葛飾区亀有３－１３－１,,35.762914,139.847796,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000014,東京都,葛飾区,少年両さん像,ショウネンリョウサンゾウ,,東京都葛飾区亀有３－１５,,35.764110,139.848788,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000015,東京都,葛飾区,サンバ両さん像,サンバリョウサンゾウ,,東京都葛飾区亀有３－１８－４,,35.764786,139.847842,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000016,東京都,葛飾区,敬礼両さん像,ケイレイリョウサンゾウ,,東京都葛飾区亀有５－１４,,35.767554,139.845388,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000017,東京都,葛飾区,ダブルピース両さん像,ダブルピースリョウサンゾウ,,東京都葛飾区亀有５－３６－１,亀有公園,35.767642,139.848496,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000018,東京都,葛飾区,ひとやすみ両さん像,ヒトヤスミリョウサンゾウ,,東京都葛飾区亀有５－３６－１,亀有公園,35.767795,139.848677,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000019,東京都,葛飾区,麗子像,レイコゾウ,,東京都葛飾区亀有３－２６－１,リリオ館７階,35.766683,139.848450,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000020,東京都,葛飾区,まちの台所、絵本劇場、図書サービスカウンターほか,マチノダイドコロ、エホンゲキジョウ、トショサービスカウンターホカ,,東京都葛飾区亀有３－２６－１,リリオ館７階,35.766683,139.848450,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000021,東京都,葛飾区,新小岩駅北口,シンコイワエキキタグチ,,東京都葛飾区西新小岩１－２,,35.717394,139.857830,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000022,東京都,葛飾区,新小岩駅南口,シンコイワエキミナミグチ,,東京都葛飾区新小岩１－４７,,35.716500,139.858734,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000023,東京都,葛飾区,新小岩駅東北広場,シンコイワエキトウホクヒロバ,,東京都葛飾区東新小岩１－１８,,35.718695,139.859300,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000024,東京都,葛飾区,スカイデッキたつみ,スカイデッキタツミ,,東京都葛飾区東新小岩１－１８,,35.718223,139.859113,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000025,東京都,葛飾区,石崎了像,イシザキリョウゾウ,,東京都葛飾区東四つ木４－１５－１０,,35.732455,139.835797,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000026,東京都,葛飾区,日向小次郎像,ヒュウガコジロウゾウ,,東京都葛飾区四つ木１－１６－２４,四つ木公園,35.733356,139.836118,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000027,東京都,葛飾区,大空翼像,オオゾラツバサゾウ,,東京都葛飾区四つ木１－２２－３,四つ木つばさ公園,35.734056,139.834082,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000028,東京都,葛飾区,ロベルト本郷と大空翼像,ロベルトホンゴウトオオゾラツバサゾウ,,東京都葛飾区四つ木２－３－３,,35.736242,139.835320,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000029,東京都,葛飾区,中沢早苗像,ナカザワサナエゾウ,,東京都葛飾区四つ木２－２８－１,,35.735829,139.839385,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000030,東京都,葛飾区,岬太郎像,ミサキタロウゾウ,,東京都葛飾区東立石３－３－１,渋江公園,35.735412,139.842984,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000031,東京都,葛飾区,若林源三像,ワカバヤシゲンゾウゾウ,,東京都葛飾区立石４－２８－１４,,35.739902,139.848728,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000032,東京都,葛飾区,大空翼像（ヒールリフト）,オオゾラツバサゾウ（ヒールリフト）,,東京都葛飾区立石１－２１－６,立石一丁目児童遊園,35.737792,139.849803,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000033,東京都,葛飾区,大空翼像（ツインシュート）,オオゾラツバサゾウ（ツインシュート）,,東京都葛飾区立石６－４－１,,35.744681,139.847490,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
131229,0000000034,東京都,葛飾区,堀切菖蒲園,ホリキリショウブエン,,東京都葛飾区堀切２－１９－１,,35.742426,139.826113,葛飾区政策経営部情報政策課,,,Katsushika_Free_Wi-Fi,,http://www.city.katsushika.lg.jp/information/1000084/1006021/1016266.html,,2018-12-01
