施設名称,所在地,緯度,経度,電話番号,URL
水神保育園,墨田区堤通二丁目6番9号103号室,35.733398,139.815873,03-3616-1970,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/suijin_hoiku/index.html
しらひげ保育園,墨田区堤通二丁目5番5号101号室,35.730935,139.813903,03-3611-1580,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/shirahige_hoiku/index.html
たちばな認定こども園,墨田区立花三丁目21番16号,35.707091,139.83434,03-3617-7950,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/tachibana_hoiku/index.html
八広認定こども園,墨田区八広三丁目7番5号,35.720913,139.826387,03-3617-2323,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/yahiro_hoiku/index.html
押上保育園,墨田区押上二丁目10番17号,35.711381,139.811793,03-3623-6030,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/oshiage_hoiku/index.html
あおやぎ保育園,墨田区東向島四丁目37番17号,35.725832,139.819226,03-3614-6789,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/aoyagi_hoiku/index.html
亀沢保育園,墨田区亀沢一丁目27番5号,35.698556,139.799427,03-3624-7781,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/kamezawa_hoiku/index.html
ひきふね保育園,墨田区八広一丁目1番18号,35.72007,139.821339,03-3610-0263,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/hikihune/index.html
きんし保育園,墨田区江東橋四丁目30番2号301号室,35.696602,139.818948,03-3635-1001,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/kinshi/index.html
横川さくら保育園,墨田区横川五丁目9番1号,35.705023,139.817575,03-5608-4525,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/yokokawasakura/index.html
横川さくら保育園（分園）,墨田区立花一丁目23番5号206号室,35.706644,139.831219,03-3612-5525,https://www.city.sumida.lg.jp/sisetu_info/kosodate/hoikuen/kuritu_hoikuen/yokokawasakurabu/index.html
