施設名称,所在地,緯度,経度,電話番号,URL
みどり高齢者在宅サービスセンター,墨田区緑二丁目5番12号　オウトピアみどり苑内,35.69282,139.801253,03-5625-6511,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/koureisyazaitaku/midorizaitaku.html
高齢者在宅サービスセンター東京清風園,墨田区立花一丁目25番12号,35.705136,139.8310043,03-6861-8771,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/koureisyazaitaku/toukyouseihuuen.html
高齢者在宅サービスセンター和翔苑,墨田区八広六丁目55番17号,35.723967,139.830986,03-3617-1501,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/koureisyazaitaku/koureisyawasyouen.html
高齢者在宅サービスセンターケアホームズ両国,墨田区両国二丁目5番13号,35.692823,139.792454,03-5624-4165,
介護老人保健施設　ベレール向島,墨田区東向島二丁目36番11号　,35.721709,139.818256,03-3611-3111,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/roukenshisestu/bereerumukouzima.html
介護老人保健施設　ろうけん隅田秋光園　,墨田区横網二丁目7番13号,35.701181,139.794835,03-5610-1235,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/roukenshisestu/roukensumida.html
介護老人保健施設　葵の園・向島,墨田区向島三丁目1番13号,35.712944,139.806408,03-5608-0003,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/roukenshisestu/aoinosono.html
櫻川介護老人保健施設,墨田区堤通一丁目9番8号,35.724583,139.811148,03-5630-0088,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/roukenshisestu/sakuragawa.html
みどり高齢者支援総合センター(地域包括支援センター),墨田区緑二丁目5番12号　オウトピアみどり苑内,35.692844,139.801278,03-5625-6541,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/zaitakukaigosien/midori_houkatsu.html
同愛高齢者支援総合センター(地域包括支援センター),墨田区亀沢二丁目23番7号,35.698126,139.801747,03-3624-6541,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/zaitakukaigosien/douai_houkatsu.html
なりひら高齢者支援総合センター(地域包括支援センター),墨田区業平五丁目6番2号　なりひらホーム内,35.707101,139.818124,03-5819-0541,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/zaitakukaigosien/narihira_houkatsu.html
こうめ高齢者支援総合センター(地域包括支援センター),墨田区向島三丁目36番7号　すみだ福祉保健センター内,35.71338,139.810876,03-3625-6541,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/zaitakukaigosien/koume_houkatsu.html
むこうじま高齢者支援総合センター(地域包括支援センター),墨田区東向島二丁目36番11号　ベレール向島内,35.721612,139.818255,03-3618-6541,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/zaitakukaigosien/mukoujima_houkatsu.html
うめわか高齢者支援総合センター(地域包括支援センター),墨田区墨田一丁目4番4号　シルバープラザ梅若内,35.729285,139.815412,03-5630-6541,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/zaitakukaigosien/umewaka_houkatsu.html
ぶんか高齢者支援総合センター(地域包括支援センター),墨田区文花一丁目29番5号　都営文花一丁目アパート5号棟1階,35.708229,139.820006,03-3617-6511,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/zaitakukaigosien/bunka_houkatsu.html
八広はなみずき高齢者支援総合センター(地域包括支援センター),墨田区八広五丁目18番23号,35.725103,139.826412,03-3610-6541,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/zaitakukaigosien/hanamizuki_houkatsu.html
みどり高齢者みまもり相談室,墨田区緑二丁目5番12号　オウトピアみどり苑内,35.692844,139.801278,03-5625-6551,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/mimamori_soudansitu/midorimimamori.html
同愛高齢者みまもり相談室,墨田区亀沢二丁目23番7号,35.698126,139.801747,03-3625-6421,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/mimamori_soudansitu/douaimimamori.html
なりひら高齢者みまもり相談室,墨田区業平五丁目6番2号　なりひらホーム内,35.707101,139.818124,03-5809-7400,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/mimamori_soudansitu/narihiramimamori.html
こうめ高齢者みまもり相談室,墨田区向島三丁目36番7号　すみだ福祉保健センター内,35.71338,139.810876,03-5619-6511,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/mimamori_soudansitu/koumemimamori.html
むこうじま高齢者みまもり相談室,墨田区東向島二丁目36番11号　ベレール向島内,35.721612,139.818255,03-6657-2731,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/mimamori_soudansitu/mukoujimamimamori.html
うめわか高齢者みまもり相談室,墨田区墨田一丁目4番4号　シルバープラザ梅若内,35.729285,139.815412,03-5630-6511,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/mimamori_soudansitu/umewakamimamori.html
ぶんか高齢者みまもり相談室,墨田区文花一丁目29番5号　都営文花一丁目アパート5号棟1階,35.708229,139.820006,03-3614-6511,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/mimamori_sodansitu/bunkamimamori.html
八広はなみずき高齢者みまもり相談室,墨田区八広五丁目18番23号,35.725103,139.826412,03-3614-1465,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/mimamori_sodansitu/hanamizukimimamori.html
梅若ゆうゆう館(高齢者福祉センター),墨田区墨田一丁目4番4号　シルバープラザ梅若内,35.729285,139.815412,03-5630-8008,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/koureihukusicenter.html
立花ゆうゆう館(高齢者福祉センター),墨田区立花六丁目8番1号102号室,35.710595,139.834744,03-3613-3911,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/koureihukusicenter.html
いきいきプラザ,墨田区文花一丁目32番2号,35.707571,139.823438,03-3618-0961,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/ikiiki.html
すみだふれあいセンター福祉作業所,墨田区緑四丁目35番6号,35.695825,139.807408,03-5600-2001,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/hukushisagyojyo/hureaicenter/index.html
すみだ障害者就労支援総合センター,墨田区緑四丁目25番4号,35.695559,139.807706,03-5600-2004,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/shurousien.html
亀沢のぞみの家,墨田区亀沢四丁目18番11号,35.699028,139.808257,03-3624-3154,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/kamezawanozominoie.html
すみだステップハウスおおぞら,墨田区文花一丁目32番7号,35.708166,139.823781,03-6657-2603,http://park18.wakwak.com/~stephouse/step-top.html
すみだボランティアセンター,墨田区東向島二丁目17番14号,35.718436,139.815564,03-3612-2940,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/volunteer/sumida_volunteer.html
すみだボランティアセンター分館,墨田区亀沢三丁目20番11号　関根ビル4階,35.697483,139.803467,03-5608-2940,https://www.city.sumida.lg.jp/sisetu_info/hukusisisetu/volunteer/volunteer_bunkan.html
