 3-(2)海上出入貨物品種別表,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,,輸出,,,,輸入,,,,移出,,移入,
30,非鉄金属,"25,770","144,874","8,532","49,670","8,532","49,663","13,708","76,054","13,694","75,993",120,525,"3,410","18,625"
31,金属製品,"114,648","777,344","15,940","131,706","15,940","131,697","93,264","617,403","88,540","601,610","3,395","19,655","2,049","8,580"
32,鉄道車両,123,"2,038",23,328,23,328,100,"1,710",100,"1,706",-,-,-,-
33,完成自動車,"1,013,736","6,183,170","4,118","39,320","4,101","39,118","1,013","11,277",940,"10,737","587,592","3,494,185","421,013","2,638,388"
34,その他輸送用車両,"11,938","56,425",251,"1,332",251,"1,332","9,168","46,793","8,635","42,770","1,875","7,237",644,"1,063"
35,二輪自動車,"5,888","42,049","1,526","12,193","1,526","12,193","4,357","29,572","4,357","29,572",4,232,1,52
36,自動車部品,"89,892","907,158","51,271","581,515","51,271","581,515","35,796","305,863","35,792","305,791","1,205","8,180","1,620","11,600"
37,その他輸送機械,"54,926","320,352","5,798","32,677","5,798","32,677","26,588","167,264","26,588","167,264","4,790","36,350","17,750","84,061"
38,産業機械,"240,559","1,561,304","101,428","777,282","99,236","772,665","123,244","703,202","123,238","702,944","14,124","67,114","1,763","13,706"
39,電気機械,"368,177","2,030,345","40,574","297,627","40,562","297,615","322,538","1,703,066","322,440","1,702,324","4,648","24,312",417,"5,340"
40,測量・光学・医療用機械,"48,744","294,837","17,048","111,577","17,048","111,342","30,107","168,466","30,107","167,785","1,384","9,810",205,"4,984"
41,事務用機器,"15,215","101,827","1,404","11,851","1,404","11,851","10,839","68,614","10,839","68,614","2,897","20,862",75,500
42,その他機械,"4,118","25,272",438,"3,614",438,"3,614","1,840","11,228","1,840","11,228",843,"5,965",997,"4,465"
化学工業品,,"871,807","5,898,498","147,448","1,080,695","147,446","1,080,682","311,203","1,783,812","296,221","1,767,792","42,268","206,549","370,888","2,827,442"
43,陶磁器,"11,425","68,856",375,"3,243",375,"3,243","11,050","65,613","11,050","65,613",-,-,-,-
44,セメント,"180,614","1,122,758",422,761,422,761,"1,815","9,044","1,815","9,044","1,393","15,928","176,984","1,097,025"
45,ガラス類,"15,098","119,180","3,500","32,811","3,500","32,811","10,928","80,449","10,928","80,449",605,"5,550",65,370
46,窯業品,"31,799","180,955","4,829","47,332","4,829","47,322","17,030","100,655","17,030","100,655","8,150","21,791","1,790","11,177"
47,重油,"37,638","197,422",-,-,-,-,-,-,-,-,"18,280","94,623","19,358","102,799"
48,揮発油,158,766,-,4,-,4,71,328,71,328,87,434,-,-
49,その他の石油,"163,855","1,523,450","1,918","11,654","1,918","11,654","1,870","9,540","1,870","9,540",560,"4,818","159,507","1,497,438"
50,LNG/液化天然ガス,-,86,-,-,-,-,-,86,-,86,-,-,-,-
51,LPG/液化石油ガス,413,"3,798",-,-,-,-,-,165,-,165,413,"3,628",-,5
52,その他石油製品,"13,726","76,595",228,"1,622",228,"1,622","8,982","15,284","1,495","7,797","1,701","8,163","2,815","51,526"
53,コークス,"8,372","23,670",-,-,-,-,"8,372","14,901",885,"6,405",-,"1,610",-,"7,159"
54,石炭製品,179,"3,010",60,"2,711",60,"2,711",119,299,119,299,-,-,-,-
55,化学薬品,"71,494","473,809","15,718","130,679","15,718","130,679","49,848","300,347","49,848","300,347","2,866","17,260","3,062","25,523"
56,化学肥料,"5,741","34,218",529,"2,099",529,"2,099","4,407","28,259","4,407","28,259",400,"2,005",405,"1,855"
57,その他化学工業品,"331,295","2,069,925","119,869","847,779","119,867","847,776","196,711","1,158,842","196,703","1,158,805","7,813","30,739","6,902","32,565"
軽工業品,,"586,646","3,549,220","44,267","304,099","44,249","303,969","389,069","2,358,081","389,068","2,358,069","57,422","280,148","95,888","606,892"
58,紙・パルプ,"137,967","895,282","12,173","108,850","12,173","108,850","61,229","361,918","61,229","361,917","5,043","24,127","59,522","400,387"
59,糸及び紡績半製品,"4,077","29,182",265,"2,853",265,"2,853","3,812","26,314","3,812","26,314",-,15,-,-
60,その他繊維工業品,"28,852","177,697","2,703","24,658","2,685","24,528","25,920","151,514","25,920","151,514",229,"1,415",-,110
61,砂糖,"10,508","66,796",37,270,37,270,"4,055","24,829","4,055","24,829","1,433","8,190","4,983","33,507"
62,製造食品,"251,624","1,535,031","23,321","136,110","23,321","136,110","202,869","1,265,059","202,868","1,265,048","16,149","86,389","9,285","47,473"
63,飲料,"92,089","493,737","4,802","28,155","4,802","28,155","48,033","294,338","48,033","294,338","29,846","125,276","9,408","45,968"
64,水,"25,309","132,703",383,"2,106",383,"2,106","20,679","107,586","20,679","107,586","2,387","14,146","1,860","8,865"
65,たばこ,"8,059","48,213",-,199,-,199,"6,794","42,104","6,794","42,104","1,040","4,420",225,"1,490"
66,その他食料工業品,"28,161","170,579",583,898,583,898,"15,678","84,419","15,678","84,419","1,295","16,170","10,605","69,092"
雑工業品,,"903,042","5,561,856","90,635","538,882","90,628","538,836","772,245","4,785,879","772,177","4,785,513","32,961","190,177","7,201","46,918"
67,がん具,"47,012","257,329","2,381","13,173","2,381","13,173","44,611","244,101","44,611","244,101",20,55,-,-
68,衣服・身廻品・はきもの,"322,770","2,185,653","12,930","71,657","12,930","71,657","308,789","2,103,428","308,789","2,103,424","1,051","10,304",-,264
69,文房具・運動娯楽用品・楽器,"74,719","412,237","10,520","62,406","10,520","62,406","63,358","340,700","63,304","340,573",-,"1,387",841,"7,744"
70,家具装備品,"180,868","1,039,024","6,185","39,679","6,185","39,679","172,856","984,900","172,856","984,897","1,462","12,280",365,"2,165"
71,その他日用品,"66,693","420,661","4,047","40,207","4,047","40,207","37,382","242,002","37,382","242,001","22,345","121,850","2,919","16,602"
72,ゴム製品,"59,163","369,632","32,209","178,272","32,209","178,272","25,598","183,165","25,598","183,165",668,"3,833",688,"4,362"
73,木製品,"90,703","552,554",745,"5,506",745,"5,506","87,850","534,969","87,850","534,765","2,005","11,033",103,"1,046"
74,その他製造工業品,"61,114","324,766","21,618","127,982","21,611","127,936","31,801","152,614","31,787","152,587","5,410","29,435","2,285","14,735"
特殊品,,"1,035,431","6,215,298","297,162","1,579,285","175,066","1,222,462","186,799","1,132,547","183,017","1,110,807","391,625","2,442,726","159,845","1,060,740"
75,金属くず,"140,927","454,650","127,961","399,084","6,457","44,299","7,957","34,411","4,245","30,699","3,072","11,393","1,937","9,762"
76,再利用資材,"172,831","1,226,993","143,259","1,018,043","143,259","1,018,043","3,284","27,511","3,284","27,511","21,661","160,083","4,627","21,356"
77,動植物性製造飼肥料,"102,010","615,496","3,543","13,139","3,543","13,139","94,451","568,650","94,451","568,650","3,601","30,857",415,"2,850"
78,廃棄物,"1,574","9,190",-,-,-,-,-,-,-,-,400,"1,970","1,174","7,220"
79,廃土砂,"148,505","925,884",-,-,-,-,-,-,-,-,"148,471","925,627",34,257
80,輸送用容器,"124,666","722,103","12,958","89,764","12,366","87,726","76,263","463,500","76,193","445,472","7,601","37,237","27,844","131,602"
81,取合せ品,"344,918","2,260,982","9,441","59,255","9,441","59,255","4,844","38,475","4,844","38,475","206,819","1,275,559","123,814","887,693"
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
