"年月[西暦]","調査項目","設問","意見や考え","回答者の属性種別","回答者の属性","大変そう思う[人]","ややそう思う[人]","あまりそう思わない[人]","全くそうは思わない[人]","無回答[人]","大変そう思う[%]","ややそう思う[%]","あまりそう思わない[%]","全くそうは思わない[%]","無回答[%]"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","日常生活における一人ひとりの行動が、環境に大きな影響を及ぼしている","年齢","50～59歳","61","22","5","1","1","67.8","24.4","5.6","1.1","1.1"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","日常生活における一人ひとりの行動が、環境に大きな影響を及ぼしている","年齢","60～69歳","37","21","2","0","0","61.7","35.0","3.3","0.0","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","日常生活における一人ひとりの行動が、環境に大きな影響を及ぼしている","年齢","70歳以上","41","33","4","2","4","48.8","39.3","4.8","2.4","4.8"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","大量消費・大量廃棄型の生活様式を改めることは重要である","性別","男性","95","47","7","5","2","60.9","30.1","4.5","3.2","1.3"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","大量消費・大量廃棄型の生活様式を改めることは重要である","性別","女性","173","81","10","1","6","63.8","29.9","3.7","0.4","2.2"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","大量消費・大量廃棄型の生活様式を改めることは重要である","年齢","18～29歳","17","13","3","0","0","51.5","39.4","9.1","0.0","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","大量消費・大量廃棄型の生活様式を改めることは重要である","年齢","30～39歳","40","22","1","2","0","61.5","33.8","1.5","3.1","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","大量消費・大量廃棄型の生活様式を改めることは重要である","年齢","40～49歳","58","33","4","1","0","60.4","34.4","4.2","1.0","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","大量消費・大量廃棄型の生活様式を改めることは重要である","年齢","50～59歳","63","21","4","1","1","70.0","23.3","4.4","1.1","1.1"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","大量消費・大量廃棄型の生活様式を改めることは重要である","年齢","60～69歳","42","16","1","1","0","70.0","26.7","1.7","1.7","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","大量消費・大量廃棄型の生活様式を改めることは重要である","年齢","70歳以上","49","23","4","1","7","58.3","27.4","4.8","1.2","8.3"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境に配慮した製品やサービスを選ぶことは重要である","性別","男性","75","64","11","2","4","48.1","41.0","7.1","1.3","2.6"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境に配慮した製品やサービスを選ぶことは重要である","性別","女性","132","125","10","1","3","48.7","46.1","3.7","0.4","1.1"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境に配慮した製品やサービスを選ぶことは重要である","年齢","18～29歳","14","15","4","0","0","42.4","45.5","12.1","0.0","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境に配慮した製品やサービスを選ぶことは重要である","年齢","30～39歳","38","22","4","1","0","58.5","33.8","6.2","1.5","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境に配慮した製品やサービスを選ぶことは重要である","年齢","40～49歳","44","50","2","0","0","45.8","52.1","2.1","0.0","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境に配慮した製品やサービスを選ぶことは重要である","年齢","50～59歳","47","38","3","1","1","52.2","42.2","3.3","1.1","1.1"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境に配慮した製品やサービスを選ぶことは重要である","年齢","60～69歳","29","29","2","0","0","48.3","48.3","3.3","0.0","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境に配慮した製品やサービスを選ぶことは重要である","年齢","70歳以上","36","35","6","1","6","42.9","41.7","7.1","1.2","7.1"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","地域の人たちが協力して、その地域の環境保全活動に取り組むことは地域コミュニティの活性化にもつながるので重要である","性別","男性","60","76","14","4","2","38.5","48.7","9.0","2.6","1.3"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","地域の人たちが協力して、その地域の環境保全活動に取り組むことは地域コミュニティの活性化にもつながるので重要である","性別","女性","106","147","13","2","3","39.1","54.2","4.8","0.7","1.1"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","地域の人たちが協力して、その地域の環境保全活動に取り組むことは地域コミュニティの活性化にもつながるので重要である","年齢","18～29歳","9","18","5","1","0","27.3","54.5","15.2","3.0","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","地域の人たちが協力して、その地域の環境保全活動に取り組むことは地域コミュニティの活性化にもつながるので重要である","年齢","30～39歳","27","30","5","3","0","41.5","46.2","7.7","4.6","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","地域の人たちが協力して、その地域の環境保全活動に取り組むことは地域コミュニティの活性化にもつながるので重要である","年齢","40～49歳","34","57","5","0","0","35.4","59.4","5.2","0.0","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","地域の人たちが協力して、その地域の環境保全活動に取り組むことは地域コミュニティの活性化にもつながるので重要である","年齢","50～59歳","36","46","6","1","1","40.0","51.1","6.7","1.1","1.1"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","地域の人たちが協力して、その地域の環境保全活動に取り組むことは地域コミュニティの活性化にもつながるので重要である","年齢","60～69歳","21","36","2","1","0","35.0","60.0","3.3","1.7","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","地域の人たちが協力して、その地域の環境保全活動に取り組むことは地域コミュニティの活性化にもつながるので重要である","年齢","70歳以上","40","36","4","0","4","47.6","42.9","4.8","0.0","4.8"

"港区の環境に関する区民アンケート（郵送）調査結果・クロス集計表・環境問題への関心Q2","Ver202003",,,,,,,,,,,,,,
