事業所規模,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30～99人,平成18,2006,年平均,18.6,19.4,17.4,146.9,159.7,127.2,135.2,145.4,119.6,11.7,14.3,7.6
30～99人,平成19,2007,年平均,19.1,19.7,18,151.9,163.3,132.1,139.5,148.1,124.6,12.4,15.2,7.5
30～99人,平成20,2008,年平均,18.9,19.4,18,151.1,160.8,133.1,139.5,146.9,125.7,11.6,13.9,7.4
30～99人,平成21,2009,年平均,18.2,19,17,142.1,154.4,124.1,132,142,117.4,10.1,12.4,6.7
30～99人,平成22,2010,年平均,18.5,19.3,17.3,144.4,156.6,126.9,133.9,143.8,119.6,10.5,12.8,7.3
30～99人,平成23,2011,年平均,18.3,19.2,17.1,143.6,156.9,124.6,132.9,143.6,117.7,10.7,13.3,6.9
30～99人,平成24,2012,年平均,18.9,19.6,18,150.8,164.7,130.7,138.2,148.2,123.8,12.6,16.5,6.9
30～99人,平成25,2013,年平均,18.7,19.3,17.7,148.9,162.7,128.7,136.2,146.1,121.6,12.7,16.6,7.1
30～99人,平成26,2014,年平均,18.6,19.3,17.6,149,162.5,129.6,135.9,145.5,122.1,13.1,17,7.5
30～99人,平成26,2014,1月,17.4,18,16.5,138.7,151.4,120.2,126.2,135.2,113.2,12.5,16.2,7
30～99人,平成26,2014,2月,18.3,19,17.3,147.3,161,127.3,134.4,144.2,120,12.9,16.8,7.3
30～99人,平成26,2014,3月,18.2,18.9,17.2,148,162.1,127.8,133.9,143.7,119.9,14.1,18.4,7.9
30～99人,平成26,2014,4月,19.3,19.9,18.4,156.5,169.7,137.4,142.3,151.7,128.7,14.2,18,8.7
30～99人,平成26,2014,5月,18.5,19.1,17.8,149,161.1,131.5,136,144.6,123.6,13,16.5,7.9
30～99人,平成26,2014,6月,19.4,20.1,18.4,156,170.1,135.4,143,153.2,128.1,13,16.9,7.3
30～99人,平成26,2014,7月,19.6,20.3,18.5,155.2,169.6,134.4,141.9,152.4,126.8,13.3,17.2,7.6
30～99人,平成26,2014,8月,17.9,18.6,16.9,143.7,157.4,124.2,131.3,141,117.5,12.4,16.4,6.7
30～99人,平成26,2014,9月,18.5,19.1,17.6,146.6,159.1,128.9,134.8,143.8,122,11.8,15.3,6.9
30～99人,平成26,2014,10月,19.2,19.8,18.2,151.4,164.9,132.1,138.8,148.7,124.5,12.6,16.2,7.6
30～99人,平成26,2014,11月,18.5,19.3,17.4,148.5,163.1,127.6,134.6,144.8,120,13.9,18.3,7.6
30～99人,平成26,2014,12月,18.3,19,17.4,147.6,160.5,128.9,133.9,142.7,121.1,13.7,17.8,7.8
100～499人,平成18,2006,年平均,19,19.4,18.1,155,163,139.2,140.7,147,128.3,14.3,16,10.9
100～499人,平成19,2007,年平均,19.2,19.6,18.5,157.2,164.3,143.3,143,148.5,132.2,14.2,15.8,11.1
100～499人,平成20,2008,年平均,19.1,19.6,18.3,157.3,164.7,142.4,143.2,149,131.6,14.1,15.7,10.8
100～499人,平成21,2009,年平均,18.7,19.1,18,152.7,160.1,139.5,138.6,144,129.1,14.1,16.1,10.4
100～499人,平成22,2010,年平均,18.7,19.1,18.1,152.6,160.8,139.4,138.2,144.1,128.6,14.4,16.7,10.8
100～499人,平成23,2011,年平均,18.6,19.1,17.8,151.2,159.9,137.1,137.6,143.9,127.3,13.6,16,9.8
100～499人,平成24,2012,年平均,18.8,19.3,18,152.8,162.7,135.4,138.6,145.5,126.6,14.2,17.2,8.8
100～499人,平成25,2013,年平均,18.5,19,17.7,150.5,160.1,134,136.4,143.1,124.9,14.1,17,9.1
100～499人,平成26,2014,年平均,18.4,18.9,17.5,149.6,159.9,132.7,135.3,142.6,123.3,14.3,17.3,9.4
100～499人,平成26,2014,1月,17.5,18,16.7,142.4,152,126.4,128.5,135.2,117.4,13.9,16.8,9
100～499人,平成26,2014,2月,17.6,18.1,16.7,143.6,153.4,127.3,129.6,136.5,118.1,14,16.9,9.2
100～499人,平成26,2014,3月,18.2,18.7,17.2,148.8,159.3,130.7,133.6,141,120.8,15.2,18.3,9.9
100～499人,平成26,2014,4月,19.1,19.6,18.2,157.2,167.4,139.9,141.6,149.1,128.9,15.6,18.3,11
100～499人,平成26,2014,5月,18.4,18.8,17.6,149.4,158.7,134,134.6,141.1,123.9,14.8,17.6,10.1
100～499人,平成26,2014,6月,18.9,19.4,18,153.4,163.6,136.3,139.6,147.1,127,13.8,16.5,9.3
100～499人,平成26,2014,7月,19.5,20,18.5,157.7,168.6,139.3,143.3,151.2,130,14.4,17.4,9.3
100～499人,平成26,2014,8月,18.1,18.5,17.4,147.2,156.4,131.7,133.7,140,123.1,13.5,16.4,8.6
100～499人,平成26,2014,9月,18.1,18.7,17.2,146.7,157.1,129.6,133.4,140.8,121.3,13.3,16.3,8.3
100～499人,平成26,2014,10月,19,19.6,18,154,165,135.9,139.7,147.7,126.6,14.3,17.3,9.3
100～499人,平成26,2014,11月,18.2,18.7,17.3,148.8,159,131.7,134.3,141.4,122.4,14.5,17.6,9.3
100～499人,平成26,2014,12月,17.9,18.5,17,146.8,157.4,129.2,132.1,139.5,119.9,14.7,17.9,9.3
500人以上,平成18,2006,年平均,19.1,19.4,18.4,154.7,160.6,141.8,140,144.5,130.1,14.7,16.1,11.7
500人以上,平成19,2007,年平均,19.1,19.3,18.6,156,161.7,144.3,140,144,131.7,16,17.7,12.6
500人以上,平成20,2008,年平均,18.9,19.1,18.5,155.1,160.4,144.1,139.1,142.8,131.4,16,17.6,12.7
500人以上,平成21,2009,年平均,18.7,19.1,18,153.5,159.1,142.2,138.8,142.9,130.5,14.7,16.2,11.7
500人以上,平成22,2010,年平均,18.8,19.2,18.1,154.9,160.3,143.9,139.6,143.5,131.6,15.3,16.8,12.3
500人以上,平成23,2011,年平均,18.8,19.2,18.1,155.1,160.8,143.6,140,144,131.8,15.1,16.8,11.8
500人以上,平成24,2012,年平均,19,19.3,18.3,153.9,159.9,142.4,139.5,143.7,131.5,14.4,16.2,10.9
500人以上,平成25,2013,年平均,18.5,18.9,17.8,151.2,157.4,139.7,136.7,141.1,128.6,14.5,16.3,11.1
500人以上,平成26,2014,年平均,18.6,18.9,18,150.9,157,140,136.4,140.5,129,14.5,16.5,11
500人以上,平成26,2014,1月,17.6,18,17,143.1,148.8,132.3,129.1,133.1,121.5,14,15.7,10.8
500人以上,平成26,2014,2月,17.6,18,16.9,143.9,150.1,132.3,129.3,133.7,121.2,14.6,16.4,11.1
500人以上,平成26,2014,3月,18.2,18.6,17.5,148.5,154.7,137.2,133.3,137.7,125.3,15.2,17,11.9
500人以上,平成26,2014,4月,19.2,19.5,18.6,156.5,162.4,145.7,141,145.3,133.2,15.5,17.1,12.5
500人以上,平成26,2014,5月,18.6,18.8,18.1,151.1,156.3,141.6,136.5,140,130.1,14.6,16.3,11.5
500人以上,平成26,2014,6月,19.1,19.4,18.6,155.2,161,144.9,140.9,144.7,134.1,14.3,16.3,10.8
500人以上,平成26,2014,7月,19.9,20.3,19.2,161.1,168.2,148.3,146.2,151.1,137.4,14.9,17.1,10.9
500人以上,平成26,2014,8月,18.4,18.7,18.1,150.2,155.9,140.4,136,139.5,129.9,14.2,16.4,10.5
500人以上,平成26,2014,9月,18.1,18.4,17.6,146.6,152.1,136.6,132.7,136.1,126.5,13.9,16,10.1
500人以上,平成26,2014,10月,19.6,20,18.9,158.4,165.1,146.5,143.8,148.4,135.6,14.6,16.7,10.9
500人以上,平成26,2014,11月,18.3,18.7,17.7,149,155.6,137.2,134.5,139,126.4,14.5,16.6,10.8
500人以上,平成26,2014,12月,18.1,18.4,17.6,146.9,152.8,136.2,132.8,136.7,125.8,14.1,16.1,10.4
,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成26年年報,,,,,,,,,,,,,,,
第８表　規模、性別常用労働者の１人平均月間出勤日数及び実労働時間　（調査産業計）,,,,,,,,,,,,,,,
