事業所規模,産業,和暦年,西暦年,年平均・月,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
30人以上,C 鉱業，採石業，砂利採取業,平成24,2012,年平均,1834,1487,347,37,33,4,33,30,3,1838,1490,348,1.1,0.9,1.5
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,1727,1384,343,27,22,5,24,21,3,1730,1385,345,2.4,2.2,3.4
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,年平均,1906,1501,405,36,30,7,29,25,4,1913,1506,408,2.7,2.6,3
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,1月,1857,1446,411,20,16,4,42,33,9,1835,1429,406,2.3,2.3,2.5
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,2月,1835,1428,407,26,20,6,28,22,6,1833,1426,407,2.3,2.3,2.5
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,3月,1833,1394,439,33,31,2,14,10,4,1852,1415,437,2.2,2.2,2.3
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,4月,1852,1465,387,128,100,28,30,23,7,1950,1542,408,2.7,2.7,2.9
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,5月,1950,1559,391,39,28,11,22,21,1,1967,1566,401,2.8,2.7,3.5
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,6月,1967,1573,394,28,27,1,48,43,5,1947,1557,390,2.9,2.7,3.6
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,7月,1947,1553,394,32,30,2,49,48,1,1930,1535,395,2.9,2.7,3.8
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,8月,1930,1507,423,22,16,6,17,15,2,1935,1508,427,2.7,2.8,2.3
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,9月,1935,1542,393,18,17,1,41,36,5,1912,1523,389,2.9,2.8,3.6
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,10月,1912,1521,391,35,25,10,30,25,5,1917,1521,396,2.9,2.8,3.5
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,11月,1917,1488,429,32,29,3,13,10,3,1936,1507,429,2.7,2.8,2.3
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,12月,1936,1540,396,24,19,5,14,11,3,1946,1548,398,2.9,2.7,3.5
30人以上,D 建設業,平成18,2006,年平均,206605,183400,23205,2907,2412,496,2816,2311,505,206696,183501,23196,0.5,0.1,4.1
30人以上,D 建設業,平成19,2007,年平均,209211,182100,27111,3041,2558,483,3024,2547,477,209228,182111,27117,2.7,1.3,12.4
30人以上,D 建設業,平成20,2008,年平均,213696,186399,27297,3137,2683,454,2672,2230,443,214161,186852,27308,2.7,1.3,12.4
30人以上,D 建設業,平成21,2009,年平均,196280,171018,25262,2500,2103,397,2213,1968,246,196567,171153,25413,2.7,1.4,11.5
30人以上,D 建設業,平成22,2010,年平均,197690,171512,26177,2381,2113,268,2601,2215,386,197470,171410,26059,1.7,0.6,8.7
30人以上,D 建設業,平成23,2011,年平均,194039,169422,24618,2091,1823,268,2307,1941,366,193823,169304,24520,1.6,0.6,8.7
30人以上,D 建設業,平成24,2012,年平均,210124,182529,27595,2752,2370,382,2677,2276,401,210199,182623,27576,1.6,0.8,6.4
30人以上,D 建設業,平成25,2013,年平均,212250,183831,28419,2429,2035,395,2591,2317,274,212088,183549,28540,1.8,1,7.1
30人以上,D 建設業,平成26,2014,年平均,211632,181700,29932,2689,2093,596,2438,2016,422,211883,181777,30106,2.2,1.4,6.8
30人以上,D 建設業,平成26,2014,1月,208065,179077,28988,1795,1680,115,1571,1262,309,208289,179495,28794,2.2,1.4,7.6
30人以上,D 建設業,平成26,2014,2月,208289,179273,29016,879,808,71,1207,1078,129,207961,179003,28958,2.3,1.5,7.5
30人以上,D 建設業,平成26,2014,3月,207961,179656,28305,2235,2097,138,1290,971,319,208906,180782,28124,2.2,1.4,7.9
30人以上,D 建設業,平成26,2014,4月,208906,182434,26472,13216,10262,2954,5004,4587,417,217118,188109,29009,1.7,0.8,7.8
30人以上,D 建設業,平成26,2014,5月,217118,187062,30056,2216,1254,962,2213,2049,164,217121,186267,30854,2.3,1.6,6.9
30人以上,D 建設業,平成26,2014,6月,217121,186266,30855,2156,2085,71,4348,3714,634,214929,184637,30292,2.2,1.5,6.3
30人以上,D 建設業,平成26,2014,7月,214929,184728,30201,1552,1278,274,2260,1833,427,214221,184173,30048,2.2,1.5,6.6
30人以上,D 建設業,平成26,2014,8月,214221,181208,33013,972,574,398,3507,2313,1194,211686,179469,32217,1.5,0.6,6.2
30人以上,D 建設業,平成26,2014,9月,211686,182161,29525,957,677,280,2516,1832,684,210127,181006,29121,2.2,1.5,6.7
30人以上,D 建設業,平成26,2014,10月,210127,177491,32636,2946,2436,510,2792,2461,331,210281,177466,32815,2.3,2.1,3.6
30人以上,D 建設業,平成26,2014,11月,210281,180460,29821,2007,1339,668,1410,1114,296,210878,180685,30193,2.4,1.6,7.3
30人以上,D 建設業,平成26,2014,12月,210878,180585,30293,1340,631,709,1142,981,161,211076,180235,30841,2.4,1.6,7.3
30人以上,E 製造業,平成18,2006,年平均,524022,403059,120963,7687,5349,2337,7770,5288,2483,523939,403120,120817,8.3,3.5,24.6
30人以上,E 製造業,平成19,2007,年平均,512962,391994,120968,7012,4828,2184,6637,4664,1973,513337,392158,121179,6.2,1.7,20.8
30人以上,E 製造業,平成20,2008,年平均,519505,397808,121697,6573,4684,1889,6470,4586,1884,519608,397906,121702,6,1.7,20.1
30人以上,E 製造業,平成21,2009,年平均,529699,398942,130757,8606,6248,2359,8663,6437,2226,529642,398753,130890,5.3,2.3,14.3
30人以上,E 製造業,平成22,2010,年平均,516447,395325,121122,7690,5803,1887,7952,6101,1851,516185,395027,121158,5.4,2.8,14.1
30人以上,E 製造業,平成23,2011,年平均,512861,392817,120044,6629,5020,1609,7057,5406,1650,512433,392431,120003,5.8,2.9,15.1
30人以上,E 製造業,平成24,2012,年平均,550968,421410,129558,7158,5191,1967,6983,5332,1651,551143,421269,129874,5,2.1,14.3
30人以上,E 製造業,平成25,2013,年平均,544417,415078,129339,6531,4975,1556,7215,5488,1727,543733,414565,129168,5.3,2.2,15.1
30人以上,E 製造業,平成26,2014,年平均,540614,406949,133665,6264,4424,1840,6560,4853,1707,540318,406520,133798,5.4,2.1,15.3
30人以上,E 製造業,平成26,2014,1月,538826,407639,131187,3722,2646,1076,5787,4025,1762,536761,406260,130501,5.2,2.1,14.8
30人以上,E 製造業,平成26,2014,2月,536761,407709,129052,3463,2594,869,4868,3502,1366,535356,406801,128555,5.2,2.1,15
30人以上,E 製造業,平成26,2014,3月,535356,405035,130321,4112,3144,968,5815,4695,1120,533653,403484,130169,5.2,2,15.2
30人以上,E 製造業,平成26,2014,4月,533653,402363,131290,23729,17268,6461,11270,8896,2374,546112,410735,135377,5.5,2.2,15.5
30人以上,E 製造業,平成26,2014,5月,550316,414265,136051,7358,4706,2652,9086,7227,1859,548588,411744,136844,5.1,2,14.5
30人以上,E 製造業,平成26,2014,6月,547173,410475,136698,4608,2974,1634,6539,5007,1532,545242,408442,136800,5.5,2.1,15.5
30人以上,E 製造業,平成26,2014,7月,546657,409965,136692,6845,4871,1974,7685,5503,2182,545817,409333,136484,5.4,2.1,15.3
30人以上,E 製造業,平成26,2014,8月,539703,404131,135572,2815,1896,919,7091,4609,2482,535427,401418,134009,5.4,2.1,15.3
30人以上,E 製造業,平成26,2014,9月,541541,406325,135216,3651,2450,1201,4615,3365,1250,540577,405410,135167,5.3,2.1,15.1
30人以上,E 製造業,平成26,2014,10月,539146,405925,133221,7256,5516,1740,8755,6625,2130,537647,404816,132831,5.3,2.1,15.1
30人以上,E 製造業,平成26,2014,11月,539079,405694,133385,3831,2533,1298,3753,2606,1147,539157,405621,133536,5.5,2,15.9
30人以上,E 製造業,平成26,2014,12月,539157,403867,135290,3779,2493,1286,3450,2170,1280,539486,404190,135296,5.6,2.2,15.8
30人以上,F 電気・ガス・熱供給・水道業,平成18,2006,年平均,36832,31909,4923,317,274,42,346,297,49,36803,31886,4916,3.8,2.1,14.7
30人以上,F 電気・ガス・熱供給・水道業,平成19,2007,年平均,36713,30108,6606,672,570,103,676,572,103,36709,30106,6606,8.2,6.7,15.4
30人以上,F 電気・ガス・熱供給・水道業,平成20,2008,年平均,36676,30215,6461,916,744,172,570,449,122,37022,30510,6511,7.5,6.1,13.8
30人以上,F 電気・ガス・熱供給・水道業,平成21,2009,年平均,31166,27329,3837,637,566,71,535,491,44,31268,27404,3864,1.5,1.4,2.4
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,年平均,31428,27358,4070,569,490,78,593,538,55,31404,27310,4093,2.2,2.1,2.9
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,年平均,31746,27499,4247,632,543,89,683,587,96,31695,27455,4240,2.8,2.3,6.2
30人以上,F 電気・ガス・熱供給・水道業,平成24,2012,年平均,31375,27563,3812,290,268,21,364,331,33,31301,27500,3800,9.1,7.4,20.7
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,年平均,23454,20564,2890,257,225,32,1232,1078,154,22479,19711,2768,6.8,5.6,15.3
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,19147,16756,2391,267,240,27,334,308,26,19080,16688,2392,7.5,6.7,13.1
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,1月,19332,16965,2367,284,284,0,237,229,8,19379,17020,2359,7,6.3,12.8
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,2月,19379,17004,2375,186,182,4,121,113,8,19444,17073,2371,7.1,6.3,12.9
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,3月,19444,17073,2371,174,133,41,119,111,8,19499,17095,2404,7.1,6.3,12.8
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,4月,19499,17095,2404,1013,928,85,627,532,95,19885,17491,2394,7,6.2,12.3
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,5月,19885,17490,2395,129,100,29,177,165,12,19837,17425,2412,7,6.2,12.2
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,6月,19837,17279,2558,79,53,26,176,167,9,19740,17165,2575,8.5,7.8,13.2
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,7月,19740,17325,2415,842,753,89,1944,1791,153,18638,16287,2351,7.7,6.8,13.6
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,8月,18638,16287,2351,101,97,4,212,204,8,18527,16180,2347,7.8,6.9,13.6
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,9月,18527,16180,2347,36,36,0,48,44,4,18515,16172,2343,7.8,6.9,13.7
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,10月,18515,16172,2343,195,161,34,230,230,0,18480,16103,2377,7.5,6.7,13.5
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,11月,18480,16103,2377,77,69,8,69,69,0,18488,16103,2385,7.6,6.8,13.4
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,12月,18488,16103,2385,88,80,8,52,44,8,18524,16139,2385,7.6,6.7,13.4
30人以上,G 情報通信業,平成18,2006,年平均,496688,387191,109497,9959,7056,2903,9676,6992,2685,496971,387255,109715,4.1,2.2,10.7
30人以上,G 情報通信業,平成19,2007,年平均,501540,398249,103291,7737,5538,2199,6896,4881,2015,502381,398906,103475,3.9,1.3,13.7
30人以上,G 情報通信業,平成20,2008,年平均,516341,411317,105024,7922,5234,2688,6375,4215,2160,517888,412336,105552,4.8,1.9,16.2
30人以上,G 情報通信業,平成21,2009,年平均,626709,466690,160019,8484,5753,2730,8105,5197,2909,627088,467246,159840,3.5,1.1,10.6
30人以上,G 情報通信業,平成22,2010,年平均,621616,458013,163603,7675,5302,2372,7533,4979,2554,621758,458336,163421,2.4,0.5,7.7
30人以上,G 情報通信業,平成23,2011,年平均,627098,466642,160455,7406,4982,2424,7536,5248,2289,626968,466376,160590,2.2,0.5,7.1
30人以上,G 情報通信業,平成24,2012,年平均,643831,492617,151214,7512,4672,2839,8227,5400,2828,643116,491889,151225,2.9,1.5,7.4
30人以上,G 情報通信業,平成25,2013,年平均,636236,488869,147367,7146,4668,2478,7685,4863,2823,635697,488674,147022,2.5,1.3,6.7
30人以上,G 情報通信業,平成26,2014,年平均,642792,491754,151038,8049,4875,3174,6444,4201,2243,644397,492428,151969,2.3,1.2,5.9
30人以上,G 情報通信業,平成26,2014,1月,629814,483846,145968,4881,2681,2200,5112,2856,2256,629583,483671,145912,2.5,1.1,7.3
30人以上,G 情報通信業,平成26,2014,2月,629583,486124,143459,2833,1632,1201,3818,2499,1319,628598,485257,143341,2.4,1.2,6.5
30人以上,G 情報通信業,平成26,2014,3月,628598,480386,148212,6129,2877,3252,5440,3036,2404,629287,480227,149060,2.5,1.3,6.5
30人以上,G 情報通信業,平成26,2014,4月,629287,486887,142400,32997,22008,10989,13186,9194,3992,649098,499701,149397,2.7,1.5,6.4
30人以上,G 情報通信業,平成26,2014,5月,649098,498693,150405,10346,6328,4018,8934,5915,3019,650510,499106,151404,2.9,1.5,7.3
30人以上,G 情報通信業,平成26,2014,6月,650510,498949,151561,4644,2436,2208,5070,3393,1677,650084,497992,152092,1.9,1.2,4.4
30人以上,G 情報通信業,平成26,2014,7月,650084,496599,153485,8586,5660,2926,9642,7068,2574,649028,495191,153837,2.1,1.1,5
30人以上,G 情報通信業,平成26,2014,8月,649028,495065,153963,4837,3048,1789,5487,3286,2201,648378,494827,153551,1.7,0.9,4.4
30人以上,G 情報通信業,平成26,2014,9月,648378,492902,155476,4331,2467,1864,4447,2745,1702,648262,492624,155638,2,0.9,5.7
30人以上,G 情報通信業,平成26,2014,10月,648262,492728,155534,9433,4651,4782,6591,4390,2201,651104,492989,158115,2.3,1.1,6.2
30人以上,G 情報通信業,平成26,2014,11月,651104,494839,156265,3666,1983,1683,5011,3295,1716,649759,493527,156232,2,1,5.3
30人以上,G 情報通信業,平成26,2014,12月,649759,494027,155732,3902,2726,1176,4585,2730,1855,649076,494023,155053,2.1,1,5.7
30人以上,"H 運輸業,郵便業",平成18,2006,年平均,263850,203713,60137,4299,2793,1507,4453,3061,1392,263696,203445,60252,13.2,5.9,36.8
30人以上,"H 運輸業,郵便業",平成19,2007,年平均,258076,225819,32256,4788,3864,924,4745,3947,798,258119,225736,32382,11.9,9.4,28.9
30人以上,"H 運輸業,郵便業",平成20,2008,年平均,256995,225139,31856,4677,3887,790,4787,3995,791,256885,225031,31855,10.9,8.7,26.3
30人以上,"H 運輸業,郵便業",平成21,2009,年平均,289302,235423,53879,5454,3798,1656,5117,3782,1335,289639,235439,54200,10.8,9.2,17.8
30人以上,"H 運輸業,郵便業",平成22,2010,年平均,289993,234220,55773,5391,3673,1718,5575,3908,1667,289809,233985,55824,10.5,8.8,17.4
30人以上,"H 運輸業,郵便業",平成23,2011,年平均,292394,235890,56504,5295,3714,1581,4936,3383,1553,292753,236221,56532,11.2,9,20.6
30人以上,"H 運輸業,郵便業",平成24,2012,年平均,372665,311423,61241,5619,4227,1392,6461,5047,1413,371823,310603,61220,14,10.9,30
30人以上,"H 運輸業,郵便業",平成25,2013,年平均,367306,302504,64803,5948,4366,1582,6249,4820,1429,367005,302050,64956,15.6,12.3,30.5
30人以上,"H 運輸業,郵便業",平成26,2014,年平均,364712,294562,70150,6417,4215,2203,6015,4421,1594,365114,294356,70759,17.5,13.8,33.2
30人以上,"H 運輸業,郵便業",平成26,2014,1月,363952,299746,64206,2641,1832,809,3973,2985,988,362620,298593,64027,16.9,12.8,36.1
30人以上,"H 運輸業,郵便業",平成26,2014,2月,362620,296213,66407,5450,4069,1381,4354,3346,1008,363716,296936,66780,16.6,13.4,30.8
30人以上,"H 運輸業,郵便業",平成26,2014,3月,363716,296457,67259,4652,3561,1091,8744,7207,1537,359624,292811,66813,16.4,13.2,30.2
30人以上,"H 運輸業,郵便業",平成26,2014,4月,359624,294158,65466,20124,13172,6952,12397,10447,1950,367351,296883,70468,16.1,13.1,29
30人以上,"H 運輸業,郵便業",平成26,2014,5月,367351,295459,71892,5503,3247,2256,6257,4310,1947,366597,294396,72201,17.3,13.5,33.1
30人以上,"H 運輸業,郵便業",平成26,2014,6月,366597,293158,73439,5463,3573,1890,8269,5671,2598,363791,291060,72731,17.3,13.6,32
30人以上,"H 運輸業,郵便業",平成26,2014,7月,363791,290614,73177,5977,4526,1451,6022,4561,1461,363746,290579,73167,16.9,13.3,31.3
30人以上,"H 運輸業,郵便業",平成26,2014,8月,363746,294313,69433,4293,3178,1115,3894,2339,1555,364145,295152,68993,17.5,13.7,33.7
30人以上,"H 運輸業,郵便業",平成26,2014,9月,364145,290964,73181,4292,2030,2262,4680,2771,1909,363757,290223,73534,18.9,14.6,35.6
30人以上,"H 運輸業,郵便業",平成26,2014,10月,363757,290232,73525,8735,5348,3387,5140,3699,1441,367352,291881,75471,19.6,15,37.6
30人以上,"H 運輸業,郵便業",平成26,2014,11月,367352,295817,71535,5721,3571,2150,3180,2183,997,369893,297205,72688,18.8,14.5,36.2
30人以上,"H 運輸業,郵便業",平成26,2014,12月,369893,297618,72275,4155,2468,1687,5274,3536,1738,368774,296550,72224,18.2,14.6,32.8
30人以上,"I 卸売業,小売業",平成18,2006,年平均,816578,500528,316050,17384,8529,8855,14113,7362,6751,819849,501695,318154,19.8,6.9,40
30人以上,"I 卸売業,小売業",平成19,2007,年平均,829372,506915,322458,15140,7668,7472,15325,7879,7447,829187,506704,322483,21.9,7.7,44.3
30人以上,"I 卸売業,小売業",平成20,2008,年平均,841376,534439,306937,17664,9969,7694,14036,7923,6114,845004,536485,308517,18.8,6.1,40.7
30人以上,"I 卸売業,小売業",平成21,2009,年平均,864251,526661,337590,17432,10508,6924,14904,8646,6257,866779,528523,338257,18.5,6.1,37.9
30人以上,"I 卸売業,小売業",平成22,2010,年平均,867432,519029,348403,14235,6553,7682,14927,7973,6955,866740,517609,349130,17.8,6,35.4
30人以上,"I 卸売業,小売業",平成23,2011,年平均,860570,508127,352443,13231,7525,5706,13434,8015,5419,860367,507637,352730,18.8,6.5,36.6
30人以上,"I 卸売業,小売業",平成24,2012,年平均,902125,509072,393053,12697,6845,5852,15441,7735,7706,899381,508182,391199,23.9,10.4,41.4
30人以上,"I 卸売業,小売業",平成25,2013,年平均,866528,495524,371004,10908,5809,5099,12244,6619,5625,865192,494714,370478,24,10.5,42
30人以上,"I 卸売業,小売業",平成26,2014,年平均,860338,486745,373594,12118,6593,5525,12185,6735,5450,860271,486603,373669,24.3,10.9,41.9
30人以上,"I 卸売業,小売業",平成26,2014,1月,859881,491338,368543,7657,3903,3754,9734,4163,5571,857804,491078,366726,23.8,10.7,41.2
30人以上,"I 卸売業,小売業",平成26,2014,2月,857804,487603,370201,10696,4812,5884,11705,5571,6134,856795,486844,369951,22.9,10.1,39.9
30人以上,"I 卸売業,小売業",平成26,2014,3月,856795,475807,380988,8922,4972,3950,13246,7816,5430,852471,472963,379508,25.6,10.7,44.3
30人以上,"I 卸売業,小売業",平成26,2014,4月,852471,481126,371345,35659,21119,14540,22694,14669,8025,865436,487576,377860,23.8,10.4,41.2
30人以上,"I 卸売業,小売業",平成26,2014,5月,865436,489548,375888,13664,6493,7171,13235,7413,5822,865865,488628,377237,24.6,11.2,41.9
30人以上,"I 卸売業,小売業",平成26,2014,6月,865865,489380,376485,11252,6322,4930,13525,7669,5856,863592,488033,375559,24.2,10.9,41.6
30人以上,"I 卸売業,小売業",平成26,2014,7月,863592,486477,377115,11695,6307,5388,10537,6039,4498,864750,486745,378005,24.5,10.9,42.1
30人以上,"I 卸売業,小売業",平成26,2014,8月,864750,488360,376390,7766,4268,3498,12401,6796,5605,860115,485832,374283,24.3,10.8,41.7
30人以上,"I 卸売業,小売業",平成26,2014,9月,860115,487517,372598,8262,4371,3891,10652,5817,4835,857725,486071,371654,24.2,10.8,41.8
30人以上,"I 卸売業,小売業",平成26,2014,10月,857725,485781,371944,14174,8853,5321,12175,7575,4600,859724,487059,372665,25.2,11.6,43.1
30人以上,"I 卸売業,小売業",平成26,2014,11月,859724,491445,368279,8389,4171,4218,8214,3440,4774,859899,492176,367723,23.8,10.8,41.2
30人以上,"I 卸売業,小売業",平成26,2014,12月,859899,486553,373346,7278,3524,3754,8101,3847,4254,859076,486230,372846,25,11.4,42.8
30人以上,"J 金融業,保険業",平成18,2006,年平均,307963,178665,129298,7007,4008,2999,5936,3424,2512,309034,179249,129785,7.4,2.4,14.5
30人以上,"J 金融業,保険業",平成19,2007,年平均,326280,191431,134848,8234,4772,3462,6564,3982,2582,327950,192221,135728,6,2.1,11.6
30人以上,"J 金融業,保険業",平成20,2008,年平均,334470,193913,140557,6577,3725,2852,6334,3865,2469,334713,193773,140940,6.2,1.9,12.1
30人以上,"J 金融業,保険業",平成21,2009,年平均,307911,188403,119508,6722,3939,2783,6099,3878,2221,308534,188464,120070,4.7,1.6,9.6
30人以上,"J 金融業,保険業",平成22,2010,年平均,316464,187333,129131,7056,4155,2901,6562,4223,2339,316958,187265,129693,4.5,1.7,8.6
30人以上,"J 金融業,保険業",平成23,2011,年平均,316874,180997,135877,5419,3359,2059,5495,3583,1912,316798,180773,136024,5.2,2.1,9.3
30人以上,"J 金融業,保険業",平成24,2012,年平均,323215,175246,147969,6463,3520,2943,6690,4011,2679,322988,174755,148233,9,0.9,18.4
30人以上,"J 金融業,保険業",平成25,2013,年平均,322572,171725,150847,6206,3274,2932,6252,3513,2739,322526,171486,151040,9.6,0.8,19.5
30人以上,"J 金融業,保険業",平成26,2014,年平均,320794,168672,152122,5276,2921,2356,5467,3207,2260,320603,168386,152218,9.4,0.8,18.9
30人以上,"J 金融業,保険業",平成26,2014,1月,321229,169345,151884,3660,2240,1420,4852,2611,2241,320037,168974,151063,9.7,0.9,19.6
30人以上,"J 金融業,保険業",平成26,2014,2月,320037,167877,152160,4328,2521,1807,5497,3473,2024,318868,166925,151943,9.9,0.9,19.9
30人以上,"J 金融業,保険業",平成26,2014,3月,318868,169639,149229,3038,1389,1649,3717,1721,1996,318189,169307,148882,9.6,0.9,19.5
30人以上,"J 金融業,保険業",平成26,2014,4月,318189,166921,151268,22956,13636,9320,16391,11101,5290,324754,169456,155298,9.6,0.8,19.3
30人以上,"J 金融業,保険業",平成26,2014,5月,324754,170438,154316,3987,2083,1904,5329,2241,3088,323412,170280,153132,9.4,0.7,19
30人以上,"J 金融業,保険業",平成26,2014,6月,323412,171478,151934,2311,1188,1123,4245,2442,1803,321478,170224,151254,9.4,0.8,19.1
30人以上,"J 金融業,保険業",平成26,2014,7月,321478,168021,153457,4884,2635,2249,5442,3477,1965,320920,167179,153741,9.7,0.7,19.5
30人以上,"J 金融業,保険業",平成26,2014,8月,320920,169230,151690,3239,1856,1383,3764,2307,1457,320395,168779,151616,9.5,0.7,19.2
