事業所規模,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
100～499人,平成24,2012,年平均,19.7,165.4,149.1,16.3,14.8,92.7,88.7,4
100～499人,平成25,2013,年平均,19.4,163.2,147,16.2,14.5,90.9,86.7,4.2
100～499人,平成26,2014,年平均,19.2,162.3,145.8,16.5,14.4,90.6,86.4,4.2
100～499人,平成26,2014,1月,18.2,153.8,137.9,15.9,14,88.3,84,4.3
100～499人,平成26,2014,2月,18.4,155.7,139.6,16.1,13.6,85.5,81.7,3.8
100～499人,平成26,2014,3月,19,161.3,143.8,17.5,14.3,90.1,85.8,4.3
100～499人,平成26,2014,4月,20,170.5,152.6,17.9,14.6,93.2,88.7,4.5
100～499人,平成26,2014,5月,19.2,161.6,144.6,17,14.2,91.1,86.7,4.4
100～499人,平成26,2014,6月,19.8,166.8,150.9,15.9,14.6,90.5,86.5,4
100～499人,平成26,2014,7月,20.4,171.6,155,16.6,14.8,92.4,88.4,4
100～499人,平成26,2014,8月,18.9,159.2,143.7,15.5,14.4,91.3,87.2,4.1
100～499人,平成26,2014,9月,18.9,158.6,143.3,15.3,14.3,89.9,86.2,3.7
100～499人,平成26,2014,10月,20,167.5,151,16.5,14.7,91.9,88,3.9
100～499人,平成26,2014,11月,19,161.1,144.4,16.7,14.5,91,87,4
100～499人,平成26,2014,12月,18.7,159,142.2,16.8,14.4,91.4,86.4,5
500人以上,平成18,2006,年平均,19.6,162.4,146.5,15.9,15,93.7,88,5.7
500人以上,平成19,2007,年平均,19.6,163.5,146.4,17.1,14.5,84.8,79.4,5.4
500人以上,平成20,2008,年平均,19.4,162.6,145.5,17.1,14.3,84,78.3,5.7
500人以上,平成21,2009,年平均,19.2,160.5,144.5,16,14,89.3,86.3,3
500人以上,平成22,2010,年平均,19.2,161.3,144.7,16.6,14.8,94.9,91,3.9
500人以上,平成23,2011,年平均,19.2,161.4,145,16.4,15.1,98,94.3,3.7
500人以上,平成24,2012,年平均,19.5,161.7,146.1,15.6,14.5,90.8,86.6,4.2
500人以上,平成25,2013,年平均,19.1,159.2,143.4,15.8,14.2,90.3,85.6,4.7
500人以上,平成26,2014,年平均,19.2,159,143.2,15.8,13.9,87,82.8,4.2
500人以上,平成26,2014,1月,18.2,150.9,135.7,15.2,13.3,83.2,78.6,4.6
500人以上,平成26,2014,2月,18.2,152.1,136.2,15.9,12.8,80,76,4
500人以上,平成26,2014,3月,18.8,156.7,140.1,16.6,13.4,84.7,80.1,4.6
500人以上,平成26,2014,4月,19.9,165.2,148.4,16.8,13.9,89.7,84.8,4.9
500人以上,平成26,2014,5月,19.2,159.5,143.5,16,13.9,86.9,82.7,4.2
500人以上,平成26,2014,6月,19.7,163.8,148.1,15.7,14.3,88.8,84.8,4
500人以上,平成26,2014,7月,20.6,169.9,153.6,16.3,14.8,91.8,87.9,3.9
500人以上,平成26,2014,8月,19,157.9,142.4,15.5,13.9,89.1,85.1,4
500人以上,平成26,2014,9月,18.6,154,138.8,15.2,13.9,87.7,83.8,3.9
500人以上,平成26,2014,10月,20.2,166.9,151,15.9,14.5,90.2,86.1,4.1
500人以上,平成26,2014,11月,18.9,156.7,141,15.7,13.7,84.5,80.7,3.8
500人以上,平成26,2014,12月,18.7,154.5,139.2,15.3,14,87.2,82.7,4.5
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成26年年報,,,,,,,,,,,
第９表　規模・就業形態別労働者の１人平均月間出勤日数及び実労働時間 （調査産業計）,,,,,,,,,,,
