事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30～99人,平成21,2009,年平均,384180,468406,260375,315226,382656,216110,297801,17425,68954,85750,44265
30～99人,平成22,2010,年平均,381190,467914,257432,313958,382141,216658,296186,17772,67232,85773,40774
30～99人,平成23,2011,年平均,380620,473063,249991,312362,384215,210828,294107,18255,68258,88848,39163
30～99人,平成24,2012,年平均,360119,433785,252791,297553,355315,213397,276656,20897,62566,78470,39394
30～99人,平成25,2013,年平均,362110,434470,255525,295867,352010,213169,274793,21074,66243,82460,42356
30～99人,平成26,2014,年平均,364884,438678,258615,300041,357778,216894,278678,21363,64843,80900,41721
30～99人,平成26,2014,1月,300112,359906,213273,293218,350169,210509,271613,21605,6894,9737,2764
30～99人,平成26,2014,2月,303314,360460,219353,298705,354772,216330,277929,20776,4609,5688,3023
30～99人,平成26,2014,3月,327741,396661,228782,299350,358229,214809,276777,22573,28391,38432,13973
30～99人,平成26,2014,4月,317900,377488,231490,305836,362171,224144,282919,22917,12064,15317,7346
30～99人,平成26,2014,5月,303888,362035,220069,297003,353829,215088,276521,20482,6885,8206,4981
30～99人,平成26,2014,6月,501018,603251,353801,300451,358649,216645,279972,20479,200567,244602,137156
30～99人,平成26,2014,7月,417145,507492,287058,298588,354406,218218,277178,21410,118557,153086,68840
30～99人,平成26,2014,8月,305245,365079,220294,300070,358404,217249,279943,20127,5175,6675,3045
30～99人,平成26,2014,9月,318344,383232,226124,308305,370861,219400,287293,21012,10039,12371,6724
30～99人,平成26,2014,10月,308706,367831,223985,299602,356718,217760,279288,20314,9104,11113,6225
30～99人,平成26,2014,11月,332011,396674,239681,298256,356780,214690,275811,22445,33755,39894,24991
30～99人,平成26,2014,12月,639837,778803,438063,301023,358353,217782,278783,22240,338814,420450,220281
100～499人,平成18,2006,年平均,497115,584004,322487,383329,446545,256279,352614,30715,113786,137459,66208
100～499人,平成19,2007,年平均,484486,566942,320819,374699,434161,256673,345211,29488,109787,132781,64146
100～499人,平成20,2008,年平均,491655,574847,326738,377087,436547,259215,347606,29481,114568,138300,67523
100～499人,平成21,2009,年平均,462520,541337,321957,366142,425511,260263,338881,27261,96378,115826,61694
100～499人,平成22,2010,年平均,463184,545540,327279,364934,427547,261609,337833,27101,98250,117993,65670
100～499人,平成23,2011,年平均,461110,548339,321350,361679,427388,256400,335284,26395,99431,120951,64950
100～499人,平成24,2012,年平均,441651,527527,293396,353440,417815,242303,325489,27951,88211,109712,51093
100～499人,平成25,2013,年平均,444146,529158,297152,353237,416451,243934,324806,28431,90909,112707,53218
100～499人,平成26,2014,年平均,443464,530776,297418,350277,414557,242757,320927,29350,93187,116219,54661
100～499人,平成26,2014,1月,361164,429334,247186,348418,413031,240386,320610,27808,12746,16303,6800
100～499人,平成26,2014,2月,352882,418012,243156,347843,412672,238625,319138,28705,5039,5340,4531
100～499人,平成26,2014,3月,390637,466356,261153,354607,420502,241922,323346,31261,36030,45854,19231
100～499人,平成26,2014,4月,382238,452013,263985,359400,422823,251911,327702,31698,22838,29190,12074
100～499人,平成26,2014,5月,364522,428396,258503,352271,415555,247231,322078,30193,12251,12841,11272
100～499人,平成26,2014,6月,722051,877416,462942,352996,417567,245308,322858,30138,369055,459849,217634
100～499人,平成26,2014,7月,460319,553959,302053,351890,414945,245317,322673,29217,108429,139014,56736
100～499人,平成26,2014,8月,358670,425062,248280,347409,410808,241995,319461,27948,11261,14254,6285
100～499人,平成26,2014,9月,390227,465531,266099,349855,414360,243529,323016,26839,40372,51171,22570
100～499人,平成26,2014,10月,360357,428848,248587,346435,411651,240010,317742,28693,13922,17197,8577
100～499人,平成26,2014,11月,367910,433117,258136,347233,411076,239755,316396,30837,20677,22041,18381
100～499人,平成26,2014,12月,804912,984452,505215,345093,409753,237158,316199,28894,459819,574699,268057
500人以上,平成18,2006,年平均,594616,699352,367378,430019,498832,280721,392586,37433,164597,200520,86657
500人以上,平成19,2007,年平均,583457,682734,378031,425435,490255,291308,387378,38057,158022,192479,86723
500人以上,平成20,2008,年平均,588935,684796,387900,428729,491632,296811,390793,37936,160206,193164,91089
500人以上,平成21,2009,年平均,580065,679706,377633,443702,512645,303637,407231,36471,136363,167061,73996
500人以上,平成22,2010,年平均,594802,697884,383630,449875,519581,307077,412075,37800,144927,178303,76553
500人以上,平成23,2011,年平均,601464,705165,390702,451359,521783,308229,413226,38133,150105,183382,82473
500人以上,平成24,2012,年平均,584344,693067,381267,446986,524593,302029,409881,37105,137358,168474,79238
500人以上,平成25,2013,年平均,598707,711086,388677,451491,530172,304441,413861,37630,147216,180914,84236
500人以上,平成26,2014,年平均,614000,732540,400272,455347,537443,307327,416458,38889,158653,195097,92945
500人以上,平成26,2014,1月,463595,547602,307518,449571,529721,300661,414471,35100,14024,17881,6857
500人以上,平成26,2014,2月,463801,545849,310410,454988,535070,305274,417398,37590,8813,10779,5136
500人以上,平成26,2014,3月,501439,592369,333396,456911,539315,304625,418427,38484,44528,53054,28771
500人以上,平成26,2014,4月,487055,568168,337856,466269,547007,317761,424497,41772,20786,21161,20095
500人以上,平成26,2014,5月,499559,590940,332806,454850,534573,309370,413780,41070,44709,56367,23436
500人以上,平成26,2014,6月,1117216,1361696,674871,452882,532734,308404,414257,38625,664334,828962,366467
500人以上,平成26,2014,7月,674544,804545,442817,452926,534005,308401,413468,39458,221618,270540,134416
500人以上,平成26,2014,8月,472283,560476,316546,454976,537968,308422,415221,39755,17307,22508,8124
500人以上,平成26,2014,9月,478939,567626,322081,452769,536300,305031,417228,35541,26170,31326,17050
500人以上,平成26,2014,10月,469334,554586,318127,458144,541659,310017,418172,39972,11190,12927,8110
500人以上,平成26,2014,11月,471267,559225,316629,457646,542960,307655,417686,39960,13621,16265,8974
500人以上,平成26,2014,12月,1260857,1538044,776444,452326,538203,302246,413026,39300,808531,999841,474198
,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成26年年報,,,,,,,,,,,,,,
第３表　規模、性別常用労働者の１人平均月間現金給与額　（調査産業計）,,,,,,,,,,,,,,
