事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,E 製造業,平成23,2011,年平均,19.2,160.6,148.2,12.4,17.4,132.5,122.1,10.4
30人以上,E 製造業,平成24,2012,年平均,19.2,161.8,147.6,14.2,17.5,131,119.4,11.6
30人以上,E 製造業,平成25,2013,年平均,18.9,159.9,145.5,14.4,17.3,128.4,116.7,11.7
30人以上,E 製造業,平成26,2014,年平均,18.9,159,145.1,13.9,17.2,127.7,116.3,11.4
30人以上,E 製造業,平成26,2014,1月,17.5,146.8,134.3,12.5,15.5,115.1,104.5,10.6
30人以上,E 製造業,平成26,2014,2月,18.6,157.3,142.5,14.8,16.8,123.3,113.1,10.2
30人以上,E 製造業,平成26,2014,3月,18.5,157.1,142.1,15,16.9,125.5,113.9,11.6
30人以上,E 製造業,平成26,2014,4月,19.5,165.3,150.3,15,17.8,134.1,121,13.1
30人以上,E 製造業,平成26,2014,5月,18.4,155.1,141.7,13.4,17,128.4,116.1,12.3
30人以上,E 製造業,平成26,2014,6月,19.5,164.1,150.8,13.3,18.3,133.6,122.4,11.2
30人以上,E 製造業,平成26,2014,7月,20.3,169.8,155.9,13.9,18,131.4,120.6,10.8
30人以上,E 製造業,平成26,2014,8月,18.5,155.2,142.5,12.7,16.5,127.3,115.6,11.7
30人以上,E 製造業,平成26,2014,9月,18.4,154.2,141.2,13,17.1,125.4,114.6,10.8
30人以上,E 製造業,平成26,2014,10月,19.7,165.7,151.2,14.5,17.3,127.5,116.8,10.7
30人以上,E 製造業,平成26,2014,11月,19.2,162.2,147.7,14.5,17.9,133.6,121.7,11.9
30人以上,E 製造業,平成26,2014,12月,18.3,154.7,140.8,13.9,17,127,115.2,11.8
30人以上,F 電気・ガス・熱供給・水道業,平成18,2006,年平均,19,161.5,144.6,16.9,15.2,93.9,92.9,1
30人以上,F 電気・ガス・熱供給・水道業,平成19,2007,年平均,19.1,160.1,144.9,15.2,16,119.5,115.8,3.7
30人以上,F 電気・ガス・熱供給・水道業,平成20,2008,年平均,19.1,160,145,15,16,121.1,117.5,3.6
30人以上,F 電気・ガス・熱供給・水道業,平成21,2009,年平均,18.8,163.8,141.8,22,16.1,111.8,111.7,0.1
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,年平均,19,165,143.2,21.8,17.4,124.4,124.1,0.3
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,年平均,19.3,169.1,142.6,26.5,18.6,135.4,135.1,0.3
30人以上,F 電気・ガス・熱供給・水道業,平成24,2012,年平均,19.4,167,147.7,19.3,17.5,133.1,131.8,1.3
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,年平均,18.6,161.3,140.4,20.9,16.3,123.2,122.4,0.8
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,18.8,165.1,142.1,23,17.3,131.5,130.8,0.7
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,1月,17.8,156.4,134,22.4,17.7,134.5,133.8,0.7
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,2月,17.9,158.3,135.2,23.1,16.1,122.6,122.2,0.4
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,3月,18.8,168.2,141.4,26.8,17.3,131.3,130.6,0.7
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,4月,20.1,177.1,152.6,24.5,18.1,138.5,137.3,1.2
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,5月,18.4,160.8,139.2,21.6,16.3,124.7,123.7,1
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,6月,20.1,175.1,152.6,22.5,17.7,134.5,133.9,0.6
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,7月,20.1,175.3,151.9,23.4,19.2,146.6,145.7,0.9
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,8月,18.5,160.3,139.8,20.5,17.8,135.5,134.9,0.6
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,9月,18.5,161.9,139.5,22.4,17,129.6,128.8,0.8
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,10月,20.6,180.4,155.6,24.8,18.1,138.1,137.5,0.6
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,11月,17.3,153.8,130.4,23.4,15.7,118.7,118.1,0.6
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,12月,17.6,153.7,133,20.7,16.3,123.7,123,0.7
30人以上,G 情報通信業,平成18,2006,年平均,19.1,166.7,144.7,22,17,125.9,105.4,20.5
30人以上,G 情報通信業,平成19,2007,年平均,19.4,169.7,148.1,21.6,16.4,113,104.4,8.6
30人以上,G 情報通信業,平成20,2008,年平均,19.3,168.4,146.7,21.7,17.1,121.5,107.2,14.3
30人以上,G 情報通信業,平成21,2009,年平均,19.2,166.2,144.7,21.5,15.9,100.7,96.4,4.3
30人以上,G 情報通信業,平成22,2010,年平均,19.1,165.5,144,21.5,16,103.7,99.2,4.5
30人以上,G 情報通信業,平成23,2011,年平均,19.1,166.1,144.3,21.8,15.5,100.8,96.8,4
30人以上,G 情報通信業,平成24,2012,年平均,19.5,170.3,149,21.3,13.3,96.7,89.7,7
30人以上,G 情報通信業,平成25,2013,年平均,19.2,167.2,146.1,21.1,13,93.2,86.4,6.8
30人以上,G 情報通信業,平成26,2014,年平均,19.1,165.8,144.6,21.2,13.3,94.8,87.3,7.5
30人以上,G 情報通信業,平成26,2014,1月,18,157.2,136.1,21.1,13.5,96.9,90.1,6.8
30人以上,G 情報通信業,平成26,2014,2月,18.2,159.3,137.9,21.4,12.4,94.5,85.9,8.6
30人以上,G 情報通信業,平成26,2014,3月,18.9,165.1,142.8,22.3,13.9,104.3,95.5,8.8
30人以上,G 情報通信業,平成26,2014,4月,19.8,171.7,149.6,22.1,11.7,83,76.9,6.1
30人以上,G 情報通信業,平成26,2014,5月,19,164.9,143.2,21.7,11.8,84.7,79.4,5.3
30人以上,G 情報通信業,平成26,2014,6月,19.7,170.8,149.6,21.2,14.3,97.8,90.1,7.7
30人以上,G 情報通信業,平成26,2014,7月,20.9,179.6,157.5,22.1,14.3,96.3,89.2,7.1
30人以上,G 情報通信業,平成26,2014,8月,18.7,163,142.3,20.7,12.8,92.7,83.8,8.9
30人以上,G 情報通信業,平成26,2014,9月,18.7,162.6,141.8,20.8,13.3,92.5,85.3,7.2
30人以上,G 情報通信業,平成26,2014,10月,20.2,174.2,153.5,20.7,15.5,108,100,8
30人以上,G 情報通信業,平成26,2014,11月,18.4,159.3,139.1,20.2,12.9,91.5,84.7,6.8
30人以上,G 情報通信業,平成26,2014,12月,18.5,161.3,141.5,19.8,13.9,99,89.9,9.1
30人以上,"H 運輸業,郵便業",平成18,2006,年平均,20,178.1,152.9,25.2,12.1,73.2,67.4,5.8
30人以上,"H 運輸業,郵便業",平成19,2007,年平均,20.4,179.9,154.2,25.7,15.2,106.3,94.9,11.4
30人以上,"H 運輸業,郵便業",平成20,2008,年平均,20.4,182.5,157.9,24.6,14.9,108.1,98.3,9.8
30人以上,"H 運輸業,郵便業",平成21,2009,年平均,20.2,174.6,152.3,22.3,15.6,111,100.5,10.5
30人以上,"H 運輸業,郵便業",平成22,2010,年平均,20.2,176,153.1,22.9,15.7,109,99.3,9.7
30人以上,"H 運輸業,郵便業",平成23,2011,年平均,20.2,178.6,154.6,24,16,108.3,98.4,9.9
30人以上,"H 運輸業,郵便業",平成24,2012,年平均,19.8,180.5,158.3,22.2,17.8,112.5,102.6,9.9
30人以上,"H 運輸業,郵便業",平成25,2013,年平均,19.4,176.6,155.5,21.1,17.4,113.5,102.2,11.3
30人以上,"H 運輸業,郵便業",平成26,2014,年平均,19.4,177.3,154.6,22.7,16.8,105.7,95.5,10.2
30人以上,"H 運輸業,郵便業",平成26,2014,1月,18.9,171,147.3,23.7,16.9,107.6,94,13.6
30人以上,"H 運輸業,郵便業",平成26,2014,2月,18.9,174.1,153,21.1,16.6,106.5,96.8,9.7
30人以上,"H 運輸業,郵便業",平成26,2014,3月,18.9,176.5,153,23.5,16,107.1,95.7,11.4
30人以上,"H 運輸業,郵便業",平成26,2014,4月,19.8,182.8,160.6,22.2,16.7,111.1,99.5,11.6
30人以上,"H 運輸業,郵便業",平成26,2014,5月,19.2,175,153.5,21.5,16.9,103.9,94.6,9.3
30人以上,"H 運輸業,郵便業",平成26,2014,6月,19.7,179.6,158.5,21.1,16.9,106.8,97.2,9.6
30人以上,"H 運輸業,郵便業",平成26,2014,7月,20,180.5,157.8,22.7,17.4,107.9,96.8,11.1
30人以上,"H 運輸業,郵便業",平成26,2014,8月,19.8,182.9,160.6,22.3,16.4,103.3,94.3,9
30人以上,"H 運輸業,郵便業",平成26,2014,9月,18.9,168.5,149.3,19.2,17,98.6,88.9,9.7
30人以上,"H 運輸業,郵便業",平成26,2014,10月,19.4,175.4,153.3,22.1,15.9,98.7,90.7,8
30人以上,"H 運輸業,郵便業",平成26,2014,11月,19.5,182.3,156.5,25.8,17.6,105.6,97.8,7.8
30人以上,"H 運輸業,郵便業",平成26,2014,12月,19.3,179,152,27,17.4,113.1,100.7,12.4
30人以上,"I 卸売業,小売業",平成18,2006,年平均,19.9,162.4,151.7,10.7,17.2,98.5,95.9,2.6
30人以上,"I 卸売業,小売業",平成19,2007,年平均,20,164.4,153,11.4,17.6,106.6,103.1,3.5
30人以上,"I 卸売業,小売業",平成20,2008,年平均,19.9,162.3,152.2,10.1,17.5,108.1,104.4,3.7
30人以上,"I 卸売業,小売業",平成21,2009,年平均,19.7,160.1,149.5,10.6,16.4,99.9,96.3,3.6
30人以上,"I 卸売業,小売業",平成22,2010,年平均,19.7,159.2,149,10.2,16,97.8,94.7,3.1
30人以上,"I 卸売業,小売業",平成23,2011,年平均,19.6,157.7,148.1,9.6,15.9,97.9,94,3.9
30人以上,"I 卸売業,小売業",平成24,2012,年平均,20,162.3,151.9,10.4,16.9,100.5,98.5,2
30人以上,"I 卸売業,小売業",平成25,2013,年平均,19.8,161.6,151.1,10.5,16.8,99.4,97.2,2.2
30人以上,"I 卸売業,小売業",平成26,2014,年平均,19.8,162.1,151.1,11,16.5,97.9,95.6,2.3
30人以上,"I 卸売業,小売業",平成26,2014,1月,19,155.8,145,10.8,16.2,95.8,93.4,2.4
30人以上,"I 卸売業,小売業",平成26,2014,2月,19.1,156.4,145.6,10.8,16.1,95.9,93.6,2.3
30人以上,"I 卸売業,小売業",平成26,2014,3月,19.4,159.8,148.1,11.7,16.2,95.6,93,2.6
30人以上,"I 卸売業,小売業",平成26,2014,4月,20.4,169.7,157.4,12.3,16.9,100.6,97.9,2.7
30人以上,"I 卸売業,小売業",平成26,2014,5月,19.8,160.4,149.6,10.8,16,97.6,95.5,2.1
30人以上,"I 卸売業,小売業",平成26,2014,6月,20.4,167.7,157.3,10.4,16.8,98.6,96.4,2.2
30人以上,"I 卸売業,小売業",平成26,2014,7月,20.8,170.1,159.2,10.9,16.8,98.4,96.3,2.1
30人以上,"I 卸売業,小売業",平成26,2014,8月,19.3,157.6,147.2,10.4,16.7,98.5,96.5,2
30人以上,"I 卸売業,小売業",平成26,2014,9月,19.6,160.2,149.9,10.3,16.6,98.6,96.5,2.1
30人以上,"I 卸売業,小売業",平成26,2014,10月,20.4,167.3,156.1,11.2,16.6,97,94.9,2.1
30人以上,"I 卸売業,小売業",平成26,2014,11月,19.4,160.2,148.8,11.4,16.7,98,95.8,2.2
30人以上,"I 卸売業,小売業",平成26,2014,12月,19.5,160.4,149.1,11.3,16.8,100,97.4,2.6
30人以上,"J 金融業,保険業",平成18,2006,年平均,19.4,158.1,142,16.1,16.9,117.2,113.1,4.1
30人以上,"J 金融業,保険業",平成19,2007,年平均,19.2,157.3,141.6,15.7,16,110.2,104.9,5.3
30人以上,"J 金融業,保険業",平成20,2008,年平均,19.1,156.7,140.9,15.8,15.5,105.6,101,4.6
30人以上,"J 金融業,保険業",平成21,2009,年平均,19.2,160.6,143.6,17,15.4,101.6,98.7,2.9
30人以上,"J 金融業,保険業",平成22,2010,年平均,19.2,160.5,143.4,17.1,15.7,106.9,103.6,3.3
30人以上,"J 金融業,保険業",平成23,2011,年平均,19.2,159.5,143.2,16.3,16,109.3,105.4,3.9
30人以上,"J 金融業,保険業",平成24,2012,年平均,19.5,160.9,143.3,17.6,16.5,109.6,105.2,4.4
30人以上,"J 金融業,保険業",平成25,2013,年平均,19.2,160.2,141.4,18.8,16.1,106,101.2,4.8
30人以上,"J 金融業,保険業",平成26,2014,年平均,19.1,160.2,140.8,19.4,15.9,104.1,99.5,4.6
30人以上,"J 金融業,保険業",平成26,2014,1月,18,150.5,132.6,17.9,15.4,101.8,96.9,4.9
30人以上,"J 金融業,保険業",平成26,2014,2月,17.8,149.4,131.1,18.3,15.3,99.4,95.2,4.2
30人以上,"J 金融業,保険業",平成26,2014,3月,18.6,156.7,136.8,19.9,15.5,102.2,97.1,5.1
30人以上,"J 金融業,保険業",平成26,2014,4月,20,168.3,147.3,21,16.2,107.3,101.6,5.7
30人以上,"J 金融業,保険業",平成26,2014,5月,19.3,162.5,142,20.5,16.3,108.5,102.9,5.6
30人以上,"J 金融業,保険業",平成26,2014,6月,19.8,166.5,146.6,19.9,16.4,108.1,102.9,5.2
30人以上,"J 金融業,保険業",平成26,2014,7月,20.6,171.7,152,19.7,16.9,109.8,105.6,4.2
30人以上,"J 金融業,保険業",平成26,2014,8月,18.9,158.7,139.7,19,16.1,105.1,101.1,4
30人以上,"J 金融業,保険業",平成26,2014,9月,18.8,155.9,138.8,17.1,15.7,103.8,99.6,4.2
30人以上,"J 金融業,保険業",平成26,2014,10月,20.4,171.4,150.8,20.6,15.8,103.3,99,4.3
30人以上,"J 金融業,保険業",平成26,2014,11月,17.9,152.1,131.8,20.3,15.4,100.9,96.8,4.1
30人以上,"J 金融業,保険業",平成26,2014,12月,18.9,158,139.7,18.3,15.3,99.1,95.3,3.8
30人以上,"K 不動産業,物品賃貸業",平成18,2006,年平均,－,－,－,－,－,－,－,－
30人以上,"K 不動産業,物品賃貸業",平成19,2007,年平均,－,－,－,－,－,－,－,－
30人以上,"K 不動産業,物品賃貸業",平成20,2008,年平均,－,－,－,－,－,－,－,－
30人以上,"K 不動産業,物品賃貸業",平成21,2009,年平均,－,－,－,－,－,－,－,－
30人以上,"K 不動産業,物品賃貸業",平成22,2010,年平均,19.8,163.8,148.9,14.9,17.5,97.9,95.3,2.6
30人以上,"K 不動産業,物品賃貸業",平成23,2011,年平均,19.8,162.4,147.6,14.8,17.5,96.8,94.4,2.4
30人以上,"K 不動産業,物品賃貸業",平成24,2012,年平均,19.8,164.3,149.8,14.5,17.3,94.7,91.5,3.2
30人以上,"K 不動産業,物品賃貸業",平成25,2013,年平均,19.4,161.2,147.5,13.7,17.3,92,89,3
30人以上,"K 不動産業,物品賃貸業",平成26,2014,年平均,19.4,160.9,146.9,14,16.8,91.5,88.3,3.2
30人以上,"K 不動産業,物品賃貸業",平成26,2014,1月,18.2,151.8,138.7,13.1,16.2,90.6,87.3,3.3
30人以上,"K 不動産業,物品賃貸業",平成26,2014,2月,18.7,155.8,142.3,13.5,16.8,97.2,93.3,3.9
30人以上,"K 不動産業,物品賃貸業",平成26,2014,3月,19.3,160.2,144.9,15.3,16.7,91.9,88.3,3.6
30人以上,"K 不動産業,物品賃貸業",平成26,2014,4月,20.2,170.7,154.2,16.5,17.4,96.7,93.1,3.6
30人以上,"K 不動産業,物品賃貸業",平成26,2014,5月,19.5,163.2,149,14.2,17,93.1,89.9,3.2
30人以上,"K 不動産業,物品賃貸業",平成26,2014,6月,20.1,167.2,153.2,14,17.6,95.5,92.7,2.8
30人以上,"K 不動産業,物品賃貸業",平成26,2014,7月,20.7,171,156.8,14.2,16.8,91.3,88.4,2.9
30人以上,"K 不動産業,物品賃貸業",平成26,2014,8月,19.3,159,146.4,12.6,16.3,87.5,84.7,2.8
30人以上,"K 不動産業,物品賃貸業",平成26,2014,9月,18.7,155,142,13,16.9,86.9,84.3,2.6
30人以上,"K 不動産業,物品賃貸業",平成26,2014,10月,20.2,164.6,150.5,14.1,16.4,88.2,85.3,2.9
30人以上,"K 不動産業,物品賃貸業",平成26,2014,11月,19.1,159.2,145,14.2,17.1,91.7,89,2.7
30人以上,"K 不動産業,物品賃貸業",平成26,2014,12月,18.5,153.3,139.9,13.4,16,85.8,82.1,3.7
30人以上,"L 学術研究,専門・技術サービス業",平成18,2006,年平均,－,－,－,－,－,－,－,－
30人以上,"L 学術研究,専門・技術サービス業",平成19,2007,年平均,－,－,－,－,－,－,－,－
30人以上,"L 学術研究,専門・技術サービス業",平成20,2008,年平均,－,－,－,－,－,－,－,－
30人以上,"L 学術研究,専門・技術サービス業",平成21,2009,年平均,－,－,－,－,－,－,－,－
30人以上,"L 学術研究,専門・技術サービス業",平成22,2010,年平均,19.6,166.4,145.1,21.3,14.9,102.6,98.2,4.4
30人以上,"L 学術研究,専門・技術サービス業",平成23,2011,年平均,19.4,163.2,142.8,20.4,14.7,97.5,92.9,4.6
30人以上,"L 学術研究,専門・技術サービス業",平成24,2012,年平均,19.9,170.6,148.9,21.7,14.4,96.2,94.1,2.1
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,年平均,19.8,171.5,148,23.5,14.5,102.2,99.1,3.1
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,年平均,19.7,170.9,147,23.9,14.7,105,101.1,3.9
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,1月,17.8,153.6,132.4,21.2,14.2,101.2,97.8,3.4
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,2月,19.3,168.1,144,24.1,14.5,101.5,98.3,3.2
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,3月,19.6,170,144.9,25.1,14.6,102.3,98.7,3.6
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,4月,21.2,187.1,160.1,27,14.3,103.8,100.6,3.2
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,5月,19.8,173.9,147.3,26.6,14.8,107.3,103.8,3.5
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,6月,20.5,177.7,153,24.7,16,113.1,109,4.1
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,7月,21,182.6,157.5,25.1,16.3,117.7,113.9,3.8
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,8月,19,164.7,142.1,22.6,14.7,101.4,97.8,3.6
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,9月,18.7,157.5,137.8,19.7,14.4,105.5,100,5.5
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,10月,20.4,176.4,152.6,23.8,15.4,111.1,107.8,3.3
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,11月,19.9,173.7,149.4,24.3,13.7,98.3,94.8,3.5
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,12月,18.9,165.2,142.2,23,13.3,96.2,91.8,4.4
30人以上,"M 宿泊業,飲食サービス業",平成18,2006,年平均,－,－,－,－,－,－,－,－
30人以上,"M 宿泊業,飲食サービス業",平成19,2007,年平均,－,－,－,－,－,－,－,－
30人以上,"M 宿泊業,飲食サービス業",平成20,2008,年平均,－,－,－,－,－,－,－,－
30人以上,"M 宿泊業,飲食サービス業",平成21,2009,年平均,－,－,－,－,－,－,－,－
30人以上,"M 宿泊業,飲食サービス業",平成22,2010,年平均,20.5,171.1,159.4,11.7,13.6,77.7,74.9,2.8
30人以上,"M 宿泊業,飲食サービス業",平成23,2011,年平均,20.2,170.4,160.4,10,13.4,77,74.6,2.4
