"年月[西暦]","調査項目","設問","項目","選択肢","回答数[人]","構成比[%]"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","危機管理意識","とても良くなった","16","2.4"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","危機管理意識","良くなった","115","17.5"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","危機管理意識","変わらない","450","68.4"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","危機管理意識","悪くなった","14","2.1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","危機管理意識","とても悪くなった","6","0.9"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","危機管理意識","無回答","57","8.7"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","コスト意識","とても良くなった","15","2.3"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","コスト意識","良くなった","80","12.2"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","コスト意識","変わらない","477","72.5"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","コスト意識","悪くなった","16","2.4"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","コスト意識","とても悪くなった","10","1.5"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","コスト意識","無回答","60","9.1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","先を見通す仕事の仕方","とても良くなった","18","2.7"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","先を見通す仕事の仕方","良くなった","90","13.7"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","先を見通す仕事の仕方","変わらない","464","70.5"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","先を見通す仕事の仕方","悪くなった","19","2.9"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","先を見通す仕事の仕方","とても悪くなった","7","1.1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","先を見通す仕事の仕方","無回答","60","9.1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","創意工夫","とても良くなった","18","2.7"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","創意工夫","良くなった","92","14"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","創意工夫","変わらない","461","70.1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","創意工夫","悪くなった","18","2.7"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","創意工夫","とても悪くなった","7","1.1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","創意工夫","無回答","62","9.4"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","責任感","とても良くなった","28","4.3"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","責任感","良くなった","120","18.2"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","責任感","変わらない","435","66.1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","責任感","悪くなった","8","1.2"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","責任感","とても悪くなった","6","0.9"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","責任感","無回答","61","9.3"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","説明のわかりやすさ","とても良くなった","51","7.8"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","説明のわかりやすさ","良くなった","179","27.2"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","説明のわかりやすさ","変わらない","355","54.0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","説明のわかりやすさ","悪くなった","9","1.4"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","説明のわかりやすさ","とても悪くなった","6","0.9"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","説明のわかりやすさ","無回答","58","8.8"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","専門的な知識の活用","とても良くなった","36","5.5"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","専門的な知識の活用","良くなった","123","18.7"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","専門的な知識の活用","変わらない","423","64.3"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","専門的な知識の活用","悪くなった","9","1.4"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","専門的な知識の活用","とても悪くなった","7","1.1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","専門的な知識の活用","無回答","60","9.1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","情報発信力","とても良くなった","29","4.4"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","情報発信力","良くなった","106","16.1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","情報発信力","変わらない","444","67.5"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","情報発信力","悪くなった","11","1.7"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","情報発信力","とても悪くなった","5","0.8"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","情報発信力","無回答","63","9.6"

"第32回港区民世論調査単純集計表・港区の職員に対する印象Q30","Ver202003",,,,,
