33,完成自動車,"29,356","26,111","3,245",-,-,-,"77,161","57,807","19,354","77,161","57,807","19,354",-,-,-,-,-,-,33,完成自動車,,,,,,,
34,その他輸送用車両,"8,253",741,"7,512","8,054",-,"8,054","30,573","1,464","29,109","30,573","1,464","29,109",-,-,-,-,-,-,34,その他輸送用車両,,,,,,,
35,二輪自動車,"2,397",125,"2,272",-,-,-,"54,646","6,371","48,275","54,646","6,371","48,275",-,-,-,-,-,-,35,二輪自動車,,,,,,,
36,自動車部品,"184,212","103,888","80,324",-,-,-,"1,911,174","1,321,731","589,443","1,911,174","1,321,731","589,443",-,-,-,-,-,-,36,自動車部品,,,,,,,
37,その他輸送機械,"97,013","1,583","95,430","3,610",-,"3,610","154,172","31,996","122,176","154,172","31,996","122,176",-,-,-,-,-,-,37,その他輸送機械,,,,,,,
38,産業機械,"350,784","165,302","185,482",76,-,76,"2,200,315","1,431,634","768,681","2,200,315","1,431,634","768,681",-,-,-,-,-,-,38,産業機械,,,,,,,
39,電気機械,"498,112","58,524","439,588",195,-,195,"1,741,333","526,684","1,214,649","1,741,333","526,684","1,214,649",-,-,-,-,-,-,39,電気機械,,,,,,,
40,測量・光学・医療用機械,"70,730","20,106","50,624","10,142","8,789","1,353","338,692","169,002","169,690","338,692","169,002","169,690",-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,,,
41,事務用機器,"27,805","3,845","23,960",-,-,-,"91,154","26,099","65,055","91,154","26,099","65,055",-,-,-,-,-,-,41,事務用機器,,,,,,,
42,その他機械,"3,722","1,243","2,479",15,-,15,"23,129","7,816","15,313","23,129","7,816","15,313",-,-,-,-,-,-,42,その他機械,,,,,,,
化学工業品,,"812,446","326,064","486,382","6,838",-,"6,838","3,289,291","1,413,330","1,875,961","3,289,291","1,413,330","1,875,961",-,-,-,-,-,-,化学工業品,,,,,,,,
43,陶磁器,"16,853","1,290","15,563",-,-,-,"94,222","7,822","86,400","94,222","7,822","86,400",-,-,-,-,-,-,43,陶磁器,,,,,,,
44,セメント,"1,038",603,435,-,-,-,"13,093","2,428","10,665","13,093","2,428","10,665",-,-,-,-,-,-,44,セメント,,,,,,,
45,ガラス類,"42,560","25,814","16,746",390,-,390,"118,591","46,316","72,275","118,591","46,316","72,275",-,-,-,-,-,-,45,ガラス類,,,,,,,
46,窯業品,"57,802","15,305","42,497",705,-,705,"206,686","97,295","109,391","206,686","97,295","109,391",-,-,-,-,-,-,46,窯業品,,,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,,,
48,揮発油,1,-,1,-,-,-,242,-,242,242,-,242,-,-,-,-,-,-,48,揮発油,,,,,,,
49,その他の石油,"4,240","1,592","2,648",-,-,-,"27,727","13,278","14,449","27,727","13,278","14,449",-,-,-,-,-,-,49,その他の石油,,,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,134,-,134,134,-,134,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,,,
52,その他石油製品,"4,908","1,173","3,735",-,-,-,"24,554","11,849","12,705","24,554","11,849","12,705",-,-,-,-,-,-,52,その他石油製品,,,,,,,
53,コークス,"8,108",-,"8,108",-,-,-,"2,040",-,"2,040","2,040",-,"2,040",-,-,-,-,-,-,53,コークス,,,,,,,
54,石炭製品,135,90,45,-,-,-,"5,076","4,712",364,"5,076","4,712",364,-,-,-,-,-,-,54,石炭製品,,,,,,,
55,化学薬品,"131,633","34,566","97,067","5,743",-,"5,743","497,173","192,805","304,368","497,173","192,805","304,368",-,-,-,-,-,-,55,化学薬品,,,,,,,
56,化学肥料,"5,830",180,"5,650",-,-,-,"21,435",812,"20,623","21,435",812,"20,623",-,-,-,-,-,-,56,化学肥料,,,,,,,
57,その他化学工業品,"539,338","245,451","293,887",-,-,-,"2,278,318","1,036,013","1,242,305","2,278,318","1,036,013","1,242,305",-,-,-,-,-,-,57,その他化学工業品,,,,,,,
軽工業品,,"895,939","72,910","823,029","19,423",-,"19,423","3,159,827","441,697","2,718,130","3,159,827","441,697","2,718,130",-,-,-,-,-,-,軽工業品,,,,,,,,
58,紙・パルプ,"150,323","32,988","117,335","18,959",-,"18,959","581,647","180,205","401,442","581,647","180,205","401,442",-,-,-,-,-,-,58,紙・パルプ,,,,,,,
59,糸及び紡績半製品,"7,597",488,"7,109",-,-,-,"28,402","2,311","26,091","28,402","2,311","26,091",-,-,-,-,-,-,59,糸及び紡績半製品,,,,,,,
60,その他繊維工業品,"58,761","6,570","52,191",-,-,-,"172,948","34,696","138,252","172,948","34,696","138,252",-,-,-,-,-,-,60,その他繊維工業品,,,,,,,
61,砂糖,"7,066",31,"7,035",-,-,-,"42,169",132,"42,037","42,169",132,"42,037",-,-,-,-,-,-,61,砂糖,,,,,,,
62,製造食品,"538,409","28,128","510,281",44,-,44,"1,469,894","182,842","1,287,052","1,469,894","182,842","1,287,052",-,-,-,-,-,-,62,製造食品,,,,,,,
63,飲料,"53,963","4,041","49,922",-,-,-,"556,102","36,776","519,326","556,102","36,776","519,326",-,-,-,-,-,-,63,飲料,,,,,,,
64,水,"52,699",410,"52,289",-,-,-,"118,835","4,133","114,702","118,835","4,133","114,702",-,-,-,-,-,-,64,水,,,,,,,
65,たばこ,"3,188",9,"3,179",-,-,-,"58,533",165,"58,368","58,533",165,"58,368",-,-,-,-,-,-,65,たばこ,,,,,,,
66,その他食料工業品,"23,933",245,"23,688",420,-,420,"131,297",437,"130,860","131,297",437,"130,860",-,-,-,-,-,-,66,その他食料工業品,,,,,,,
雑工業品,,"1,754,895","143,501","1,611,394","1,043",-,"1,043","4,885,949","752,767","4,133,182","4,885,949","752,767","4,133,182",-,-,-,-,-,-,雑工業品,,,,,,,,
67,がん具,"141,233","3,293","137,940",-,-,-,"313,278","12,966","300,312","313,278","12,966","300,312",-,-,-,-,-,-,67,がん具,,,,,,,
68,衣服・身廻品・はきもの,"571,150","48,770","522,380",5,-,5,"1,869,509","69,798","1,799,711","1,869,509","69,798","1,799,711",-,-,-,-,-,-,68,衣服・身廻品・はきもの,,,,,,,
69,文房具・運動娯楽用品・楽器,"97,127","13,199","83,928",2,-,2,"402,149","76,491","325,658","402,149","76,491","325,658",-,-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,,,
70,家具装備品,"355,187","15,258","339,929",-,-,-,"924,357","68,672","855,685","924,357","68,672","855,685",-,-,-,-,-,-,70,家具装備品,,,,,,,
71,その他日用品,"61,475","6,959","54,516",-,-,-,"243,425","104,855","138,570","243,425","104,855","138,570",-,-,-,-,-,-,71,その他日用品,,,,,,,
72,ゴム製品,"97,970","21,933","76,037",-,-,-,"529,128","292,986","236,142","529,128","292,986","236,142",-,-,-,-,-,-,72,ゴム製品,,,,,,,
73,木製品,"359,304",612,"358,692","1,036",-,"1,036","361,176","2,510","358,666","361,176","2,510","358,666",-,-,-,-,-,-,73,木製品,,,,,,,
74,その他製造工業品,"71,449","33,477","37,972",-,-,-,"242,927","124,489","118,438","242,927","124,489","118,438",-,-,-,-,-,-,74,その他製造工業品,,,,,,,
特殊品,,"873,437","384,748","488,689","562,391","464,619","97,772","2,402,502","1,198,312","1,204,190","2,402,502","1,198,312","1,204,190",-,-,-,-,-,-,特殊品,,,,,,,,
75,金属くず,"31,843","15,490","16,353","464,413","464,394",19,"55,812","14,372","41,440","55,812","14,372","41,440",-,-,-,-,-,-,75,金属くず,,,,,,,
76,再利用資材,"311,295","300,650","10,645",238,-,238,"918,460","891,721","26,739","918,460","891,721","26,739",-,-,-,-,-,-,76,再利用資材,,,,,,,
77,動植物性製造飼肥料,"343,247","9,181","334,066","3,586",-,"3,586","639,167","9,282","629,885","639,167","9,282","629,885",-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,,,
80,輸送用容器,"144,380","26,286","118,094","93,929",-,"93,929","582,524","116,962","465,562","582,524","116,962","465,562",-,-,-,-,-,-,80,輸送用容器,,,,,,,
81,取合せ品,"42,672","33,141","9,531",225,225,-,"206,539","165,975","40,564","206,539","165,975","40,564",-,-,-,-,-,-,81,取合せ品,,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,,
