"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","性・年代別","女性 70歳以上","75","0","22","41","7","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","性・年代別","女性 無回答","0","0","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","性・年代別","無回答","10","0","3","4","0","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","職業別","自営業主・家族従業","92","1","34","45","8","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","職業別","会社員・団体職員・公務員","280","14","128","117","16","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","職業別","アルバイト・パートタイマー","58","4","24","26","2","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","職業別","家事専業","94","4","31","49","7","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","職業別","学生","20","3","9","6","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","職業別","無職","83","3","30","43","4","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","職業別","その他","26","6","9","9","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","職業別","無回答","5","0","2","2","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","居住地区別","芝地区","107","7","39","53","5","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","居住地区別","麻布地区","140","10","51","64","12","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","居住地区別","赤坂地区","88","2","32","45","8","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","居住地区別","高輪地区","155","4","60","77","9","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","居住地区別","芝浦港南地区","164","12","83","57","7","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","居住地区別","無回答","4","0","2","1","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","住居形態別","持家（一戸建）","95","3","36","51","2","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","住居形態別","持家（マンション）","302","16","111","141","27","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","住居形態別","借家（一戸建）","7","1","2","2","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","住居形態別","民間の賃貸マンション・アパート","171","12","78","72","6","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","住居形態別","都営住宅・区営住宅・区立住宅","28","3","13","8","1","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","0","9","8","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","住居形態別","社宅・公務員宿舎","20","0","10","8","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","5","1","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","住居形態別","その他","5","0","1","3","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","住居形態別","無回答","6","0","2","3","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","定住意向別","ずっと住み続けていたい","366","21","149","164","19","13"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","定住意向別","当分は住んでいたい","224","10","90","105","16","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","4","17","16","3","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","1","1","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","定住意向別","近いうちに区外に転居する予定である","9","0","5","4","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","定住意向別","わからない","14","0","4","7","3","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(2)バリアフリーのまちづくりが進んでいる","定住意向別","無回答","1","0","1","0","0","0"

"第32回港区民世論調査クロス集計表・区基本計画Q14-02","Ver202003",,,,,,,,,,
