一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
18,千代田区隼町4,35.680664,139.743408,JGD2011,国道２０号,C,2010-12-01,2010-12-02,3,8,5.3 ,1.2,68,66
19,千代田区麹町6丁目2,35.685215,139.733078,JGD2011,国道２０号,C,2010-06-01,2010-06-02,3,6,9 ,1.2,67,64
20,千代田区神田美土代町7,35.693233,139.765701,JGD2011,都道４０３号線,C,2010-12-01,2010-12-02,4,6,5.5 ,1.2,66,64
21,千代田区外神田3丁目5,35.701752,139.769928,JGD2011,都道４５２号線,C,2010-12-01,2010-12-02,4,4,2.6 ,1.2,69,68
22,千代田区外神田6丁目13,35.703175,139.770721,JGD2011,区道千第６３８号,C,2010-12-01,2010-12-02,5,4,4.3 ,1.2,68,67
23,千代田区岩本町2丁目6,35.693592,139.776245,JGD2011,区道千第７９２号,C,2010-12-01,2010-12-02,5,5,3.4 ,1.2,66,63
24,中央区月島4-1,35.662067,139.782181,JGD2011,都道４６３号（清澄通り）,c,2010-06-08,2010-06-11,4,6,7.0 ,1.2,67,65
25,中央区日本橋小伝馬町20,35.692455,139.780502,JGD2011,国道６号（江戸通り）,c,2010-06-08,2010-06-11,3,6,4.5 ,1.2,68,65
26,中央区日本橋本町2-2,35.687996,139.775497,JGD2011,都道３１６号（昭和通り）,c,2010-06-08,2010-06-11,4,7,5.5 ,1.2,74,73
27,中央区築地6-1,35.665749,139.772690,JGD2011,都道３０４号（晴海通り）,c,2010-07-06,2010-07-09,4,6,5.0 ,1.2,71,70
28,中央区京橋3-11,35.674385,139.771667,JGD2011,都道３１６号（昭和通り）,c,2010-10-19,2010-10-22,4,10,5.6 ,1.2,71,70
29,中央区日本橋人形町2-36,35.685848,139.786469,JGD2011,都道５０号（新大橋通り）,c,2010-10-19,2010-10-22,4,6,5.5 ,1.2,71,69
30,中央区京橋2-3,35.676660,139.771215,JGD2011,国道１５号（中央通り）,c,2010-10-19,2010-10-22,3,5,4.5 ,1.2,68,67
31,中央区新富2-5,35.671688,139.773880,JGD2011,都道５０号（新大橋通り）,c,2010-11-16,2010-11-19,4,6,5.5 ,1.2,69,66
32,中央区晴海3-1,35.656456,139.779572,JGD2011,都道３０４号（晴海通り）,c,2010-12-07,2010-12-10,4,9,8.0 ,1.2,66,65
33,中央区入船1-1,35.673565,139.777573,JGD2011,都道５０号（新大橋通り）,c,2011-01-18,2011-01-21,4,6,6.2 ,1.2,66,64
34,中央区銀座8丁目16,35.665848,139.763611,JGD2011,都道日本橋芝浦大森線,C,2010-11-01,2010-11-02,4,6,5.7 ,1.2,69,67
35,中央区銀座1丁目20,35.672783,139.770218,JGD2011,都道日本橋芝浦大森線,C,2010-11-01,2010-11-02,4,10,4 ,1.2,74,74
36,中央区銀座7丁目13,35.667622,139.764053,JGD2011,都道日本橋芝浦大森線,C,2010-11-01,2010-11-02,4,10,4 ,1.2,72,71
37,中央区八重洲2丁目6,35.677799,139.768082,JGD2011,都道外濠環状線,C,2010-11-01,2010-11-02,4,10,5.6 ,1.2,65,62
38,中央区月島1丁目27,35.663071,139.782364,JGD2011,都道上野月島線,C,2010-11-01,2010-11-02,4,6,3 ,1.2,66,63
39,中央区入船3丁目3,35.670113,139.776276,JGD2011,都道新富晴海線,C,2010-11-01,2010-11-02,4,6,1 ,1.2,70,67
40,中央区日本橋人形町3丁目4,35.686306,139.781021,JGD2011,区道中日第６号線,C,2010-11-01,2010-11-02,5,4,1.5 ,1.2,70,68
41,港区白金台1-2-37,35.636738,139.730743,JGD2011,国道１号(桜田通り),c,2011-01-17,2011-01-18,3,8,3.2 ,1.2,68,65
42,港区東麻布2-31-7,35.655727,139.740875,JGD2011,都道３１９号線(外苑東通り),c,2010-12-15,2010-12-16,4,4,5.9 ,1.2,73,72
43,港区白金台5-10-15,35.641848,139.719895,JGD2011,都道４１８号線（外苑西通り）,c,2011-01-17,2011-01-18,4,4,4 ,1.2,71,69
44,港区西麻布3-12-4,35.655711,139.724191,JGD2011,都道４１８号線（外苑西通り）,b,2010-12-15,2010-12-16,4,6,3 ,1.2,67,65
45,港区港南3-9-59,35.632515,139.751373,JGD2011,都道３１６号線（海岸通り）,c,2011-01-17,2011-01-18,4,6,3.6 ,1.2,72,70
46,港区高輪2-13-8,35.634528,139.737475,JGD2011,国道１５号（第一京浜）,c,2011-01-17,2011-01-18,3,8,3.2 ,1.2,68,66
47,港区北青山3-3-16,35.667717,139.714323,JGD2011,国道２４６号（青山通り）,c,2010-12-15,2010-12-16,3,8,6 ,1.2,71,71
48,港区西麻布3-20-9,35.660005,139.725567,JGD2011,都道４１２号線（六本木通り）,c,2010-12-15,2010-12-16,4,8,3.1 ,1.2,74,74
49,港区三田2丁目7,35.651531,139.744034,JGD2011,国道１号,C,2010-12-15,2010-12-16,3,4,5.5 ,1.2,67,64
50,港区芝2丁目14,35.650909,139.753418,JGD2011,国道１５号,C,2011-01-17,2011-01-18,3,6,5 ,1.2,67,64
51,港区北青山3丁目5,35.665634,139.712769,JGD2011,国道２４６号,C,2010-12-15,2010-12-16,3,6,8 ,1.2,71,71
52,港区白金台3丁目14,35.636768,139.725433,JGD2011,都道白金台町等々力線（目黒通り）,C,2011-01-17,2011-01-18,4,4,7 ,1.2,66,64
53,港区元赤坂1丁目1,35.678165,139.734344,JGD2011,都道外濠環状線,C,2010-12-15,2010-12-16,4,4,8 ,1.2,70,69
54,港区西麻布3丁目21,35.659618,139.725067,JGD2011,都道霞ヶ関渋谷線,C,2010-12-15,2010-12-16,4,8,5 ,1.2,74,74
55,港区白金台5丁目5,35.640797,139.722046,JGD2011,都道北品川四谷線（外苑西通り）,B,2011-01-17,2011-01-18,4,4,6 ,1.2,66,64
56,港区台場1丁目5,35.630180,139.777939,JGD2011,都道台場青海線,C,2011-01-17,2011-01-18,4,4,7.5 ,1.2,67,64
57,港区芝3丁目7,35.652321,139.748001,JGD2011,区道１０２２号線,C,2011-01-17,2011-01-18,6,4,3 ,1.2,68,65
58,新宿区新小川町6-27,35.707932,139.741959,JGD2011,都道千代田練馬田無線(目白通り),c,2010-12-07,2010-12-10,4,4,0.4 ,1.2,75,73
59,新宿区下落合3-18-5,35.722721,139.703918,JGD2011,都道千代田練馬田無線(目白通り),c,2010-12-14,2010-12-17,4,2,0.5 ,1.2,72,71
60,新宿区西落合４－３－９,35.727474,139.680649,JGD2011,都道千代田練馬田無線(目白通り),b,2010-12-14,2010-12-17,4,4,0.4 ,1.2,74,74
61,新宿区西早稲田1-13-5,35.711399,139.720901,JGD2011,都道千代田練馬田無線(新目白通り),c,2010-12-14,2010-12-17,4,4,0.4 ,1.2,73,70
62,新宿区中落合1-3-8,35.717228,139.691818,JGD2011,都道千代田練馬田無線(新目白通り),c,2010-12-14,2010-12-17,4,4,0.5 ,1.2,76,73
63,新宿区神楽坂6-58,35.702477,139.736923,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2010-12-07,2010-12-10,4,1,0.3 ,1.2,66,64
64,新宿区西早稲田1-4-14,35.709324,139.716766,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2010-12-14,2010-12-17,4,4,0.5 ,1.2,69,66
65,新宿区高田馬場4-13-8,35.712646,139.700500,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2010-12-14,2010-12-17,4,2,0.4 ,1.2,71,69
66,新宿区西早稲田2-14-4,35.708221,139.711731,JGD2011,都道飯田橋石神井新座線補(諏訪通り),b,2010-12-14,2010-12-17,4,4,0.3 ,1.2,69,66
67,新宿区余丁町4-15,35.695473,139.716187,JGD2011,都道新宿両国線(余丁町通り),c,2010-12-07,2010-12-10,4,2,0.4 ,1.2,66,65
68,新宿区富久町8-25,35.691345,139.718140,JGD2011,都道新宿両国線(靖国通り),c,2010-12-07,2010-12-10,4,4,0.4 ,1.2,71,70
69,新宿区新宿5-16-5,35.692558,139.706100,JGD2011,都道新宿両国線(靖国通り),c,2010-12-14,2010-12-17,4,10,0.4 ,1.2,71,68
70,新宿区西新宿8-14-18,35.694984,139.691574,JGD2011,都道東京所沢線(青梅街道),c,2010-12-07,2010-12-10,4,4,5.2 ,1.2,67,66
71,新宿区新宿1-7-3,35.688770,139.710327,JGD2011,区道４１－９００(新宿通り),c,2010-12-14,2010-12-17,6,4,0.4 ,1.2,70,69
72,新宿区市谷本村町7-3,35.695076,139.724976,JGD2011,都道環状３号線(外苑東通り),b,2010-12-07,2010-12-10,4,4,0.5 ,1.2,70,67
73,新宿区左門町13,35.686466,139.719818,JGD2011,都道環状３号線(外苑東通り),c,2010-12-14,2010-12-17,4,4,0.4 ,1.2,69,67
74,新宿区高田馬場2-1-9,35.712124,139.710083,JGD2011,都道芝新宿王子線(明治通り),c,2010-12-14,2010-12-17,4,4,0.4 ,1.2,75,74
75,新宿区中落合1-14-22,35.717953,139.688507,JGD2011,都道環状６号線(山手通り),a,2010-12-14,2010-12-17,4,4,0.3 ,1.2,73,70
76,新宿区納戸町36,35.696926,139.733063,JGD2011,区道３４－１９１,a,2010-12-07,2010-12-10,6,1,0 ,1.2,63,57
77,新宿区大久保3-1-3,35.704676,139.708092,JGD2011,都道芝新宿王子線(明治通り),c,2010-12-07,2010-12-10,4,4,0.3 ,1.2,76,75
78,新宿区高田馬場4丁目39,35.710636,139.696030,JGD2011,都道飯田橋石神井新座線,C,2011-03-09,2011-03-10,4,2,4.5 ,1.2,65,63
79,新宿区榎町72-2,35.704913,139.728940,JGD2011,都道飯田橋石神井新座線,C,2011-03-09,2011-03-10,4,4,2.9 ,1.2,61,57
80,新宿区神楽坂6丁目25,35.703606,139.736420,JGD2011,都道飯田橋石神井新座線,C,2011-03-09,2011-03-10,4,2,3.9 ,1.2,64,60
81,新宿区津久戸町4-6,35.703300,139.740112,JGD2011,都道飯田橋石神井新座線,C,2011-03-09,2011-03-10,4,4,2.7 ,1.2,69,67
82,新宿区西新宿4丁目40,35.685547,139.685303,JGD2011,都道環状６号線,C,2011-03-09,2011-03-10,4,4,7.2 ,1.2,65,63
83,新宿区中落合3丁目7,35.720203,139.689896,JGD2011,都道環状６号線,C,2011-03-09,2011-03-10,4,4,9.1 ,1.2,64,62
84,文京区白山1丁目37,35.721649,139.752899,JGD2011,国道１７号,C,2011-01-25,2011-01-26,3,2,4.1 ,1.2,67,64
85,文京区千駄木3丁目34,35.725880,139.763107,JGD2011,都道秋葉原雑司ヶ谷線,C,2011-01-25,2011-01-26,4,2,4.9 ,1.2,70,68
86,文京区小石川4丁目16,35.716251,139.742401,JGD2011,都道環状３号線,B,2011-01-25,2011-01-26,4,4,6.2 ,1.2,59,52
87,台東区下谷3丁目1-29,35.723251,139.786255,JGD2011,国道４号（昭和通り）,c,2010-12-08,2010-12-10,3,3,6 ,1.2,70,71
88,台東区元浅草1丁目5-2,35.707069,139.782608,JGD2011,都道４５３号線（春日通り）,c,2010-12-08,2010-12-10,4,2,4.8 ,1.2,70,68
89,台東区雷門1丁目13-8,35.711060,139.794006,JGD2011,区道台第８号（雷門通り）,c,2010-12-08,2010-12-10,5,2,5.5 ,1.2,66,63
90,台東区上野5丁目14,35.704540,139.775589,JGD2011,国道４号,B,2010-12-09,2010-12-10,3,6,6 ,1.2,70,71
91,台東区元浅草1丁目5,35.707188,139.782440,JGD2011,都道４５３号線,B,2010-12-09,2010-12-10,4,4,4.8 ,1.2,70,68
92,台東区雷門1丁目13-8,35.711060,139.794006,JGD2011,区道台第７８号,B,2010-12-09,2010-12-10,5,4,5.5 ,1.2,66,63
93,墨田区東向島1-28-22,35.718748,139.813921,JGD2011,国道６号（水戸街道）,c,2010-08-30,2010-09-03,3,4,3 ,2,70,67
94,墨田区墨田4-61-9,35.730038,139.826355,JGD2011,国道６号（水戸街道）,c,2010-08-30,2010-09-03,3,4,4 ,1.2,73,71
95,墨田区東向島6-6-12,35.721310,139.819565,JGD2011,都道王子千住南砂線（明治通り）,c,2010-09-06,2010-09-10,4,4,4 ,2,68,66
96,墨田区東向島3-17-13,35.724815,139.815765,JGD2011,都道王子千住南砂線（明治通り）,c,2010-09-06,2010-09-10,4,4,4 ,1.2,70,68
97,墨田区江東橋1-7-14,35.695141,139.809860,JGD2011,国道１４号（京葉道路）,c,2010-09-13,2010-09-17,3,6,5 ,2,69,67
98,墨田区緑2-13-7,35.694611,139.800964,JGD2011,国道１４号（京葉道路）,c,2010-09-13,2010-09-17,3,4,0 ,1.2,73,72
99,墨田区横網2-3 横網町公園,35.699745,139.796921,JGD2011,都道御徒町小岩線（蔵前橋通り）,b,2010-12-06,2010-12-10,4,4,3 ,1.2,70,66
100,墨田区太平1-17 法恩寺橋児童遊園,35.701801,139.808640,JGD2011,都道御徒町小岩線（蔵前橋通り）,c,2010-11-08,2010-11-12,4,4,3 ,1.2,69,66
101,墨田区菊川3-16-5,35.688911,139.806351,JGD2011,都道環状３号線（三ツ目通り）,c,2010-12-13,2010-12-17,4,4,3 ,1.2,71,67
102,墨田区本所4-1-4,35.702820,139.804916,JGD2011,都道環状３号線（三ツ目通り）,c,2010-12-13,2010-12-17,4,4,3 ,1.2,72,69
103,墨田区横網2-3 横網町公園,35.699745,139.796921,JGD2011,都道上野月島線（清澄通り）,b,2010-10-18,2010-10-22,4,4,4 ,1.2,67,64
104,墨田区錦糸4-15 錦糸公園,35.698555,139.815033,JGD2011,都道深川吾嬬線（四ツ目通り）,b,2010-11-08,2010-11-12,4,4,3 ,1.2,69,66
105,墨田区吾妻橋3-4-1,35.708923,139.807526,JGD2011,都道本郷亀戸線（浅草通り）,c,2010-11-15,2010-11-19,4,4,6 ,1.2,66,62
106,墨田区堤通2-6 隅田川神社入り口,35.733002,139.815521,JGD2011,都道吾妻橋伊興町線（墨堤通り）,b,2010-11-15,2010-11-19,4,4,6 ,1.2,67,64
107,墨田区八広4-12-3,35.722626,139.826523,JGD2011,区道 墨１２０（八広中央通り）,c,2010-11-29,2010-12-03,6,2,2 ,1.2,66,62
108,墨田区八広6-53 吾嬬西公園,35.724098,139.830521,JGD2011,区道 墨１２１（八広はなみずき通り）,c,2010-11-29,2010-12-03,6,2,3 ,1.2,67,64
109,墨田区八広5-7 八広第一児童遊園,35.723965,139.824219,JGD2011,区道 墨１１９（曳舟川通り）,c,2010-12-06,2010-12-10,6,2,4 ,1.2,68,65
110,墨田区京島1丁目52,35.717049,139.822327,JGD2011,都道深川吾嬬線,C,2010-11-24,2010-11-25,4,2,2.5 ,1.2,66,62
111,墨田区立花4丁目22,35.708305,139.831970,JGD2011,都道南砂町吾嬬町線,C,2010-11-24,2010-11-25,4,5,2.8 ,1.2,66,61
112,墨田区東向島5丁目2,35.724590,139.820343,JGD2011,国道６号,C,2010-11-24,2010-11-25,3,4,3.6 ,1.2,72,71
113,墨田区本所4丁目10,35.703804,139.806885,JGD2011,区道墨１０５号,C,2010-11-24,2010-11-25,5,4,2.7 ,1.2,69,63
114,墨田区本所1丁目32,35.704563,139.797699,JGD2011,都道上野月島線,C,2010-11-24,2010-11-25,4,4,4.2 ,1.2,70,66
115,墨田区業平5丁目9,35.707909,139.817413,JGD2011,都道本郷亀戸線,C,2010-11-24,2010-11-25,4,4,2.2 ,1.2,70,65
116,墨田区業平1丁目12,35.708679,139.809845,JGD2011,都道本郷亀戸線,C,2010-11-24,2010-11-25,4,6,5.4 ,1.2,67,63
117,墨田区業平3丁目4,35.706112,139.813980,JGD2011,都道深川吾嬬線,C,2010-11-24,2010-11-25,4,4,4.8 ,1.2,70,66
118,江東区亀戸4-14,35.701527,139.828720,JGD2011,都道放射１４号線（蔵前橋通り）,b,2010-05-17,2010-05-18,4,4,4 ,1.5,71,68
119,江東区亀戸7-39-5,35.697041,139.838654,JGD2011,国道１４号（京葉道路）,c,2010-05-13,2010-05-14,3,6,5 ,2.1,72,70
120,江東区住吉2-28-36,35.689022,139.819382,JGD2011,都道放射３１号線（新大橋通り）,b,2010-07-01,2010-07-02,4,4,4 ,2,66,64
121,江東区大島3-16-2,35.689594,139.829697,JGD2011,都道放射３１号線（新大橋通り）,c,2010-05-19,2010-05-20,4,4,3 ,2.1,67,64
122,江東区北砂4-13-23,35.676956,139.829224,JGD2011,都道補助１１１号線（清洲橋通り）,c,2010-06-07,2010-06-08,4,4,3 ,1.5,69,65
123,江東区南砂4-4-1,35.674496,139.830322,JGD2011,都道放射２９号線（葛西橋通り）,c,2010-05-10,2010-05-11,4,4,3 ,2.1,73,71
124,江東区永代2-31,35.673653,139.792633,JGD2011,都道放射１６号線（永代通り）,c,2010-05-27,2010-05-28,4,6,5 ,1.5,68,66
125,江東区東陽3-27,35.670174,139.815643,JGD2011,都道放射１６号線（永代通り）,c,2010-06-03,2010-06-04,4,6,6 ,1.7,69,68
126,江東区豊洲4-11-18,35.653324,139.799072,JGD2011,都道補助３４号線（晴海通り）,c,2010-10-19,2010-10-20,4,7,6 ,1.2,67,63
127,江東区平野1-2-3,35.678619,139.798462,JGD2011,都道補助１１０号線（清澄通り）,c,2010-05-26,2010-05-27,4,4,4 ,1.5,69,67
128,江東区東雲2-5,35.640823,139.799210,JGD2011,国道３５７号（湾岸道路）,c,2010-06-01,2010-06-02,3,4,4 ,1.5,72,70
129,江東区森下4-9-22,35.685215,139.806168,JGD2011,都道環状３号線（三ツ目通り）,c,2010-05-25,2010-05-26,4,4,2.5 ,1.5,69,66
130,江東区枝川3-3,35.658913,139.808472,JGD2011,都道環状３号線（三ツ目通り）,c,2010-06-02,2010-06-03,4,6,3 ,1.8,72,70
131,江東区東陽4-11-28,35.672993,139.816360,JGD2011,都道放射３２号線（四ツ目通り）,c,2010-06-17,2010-06-18,4,4,8 ,1.2,67,64
132,江東区大島3-4-5,35.692406,139.826218,JGD2011,都道補助１１６号線（明治通り）,c,2010-05-18,2010-05-19,4,4,5 ,1.2,67,64
133,江東区大島6-7-8,35.691181,139.835190,JGD2011,都道環状４号線（丸八通り）,b,2010-06-24,2010-06-25,4,4,5.1 ,2,65,62
134,江東区東砂2-12-14,35.683292,139.843781,JGD2011,都道補助１４４号線（番所橋通り）,b,2010-05-12,2010-05-13,4,4,4.5 ,2.1,69,64
135,江東区大島7-30 (10F),35.693832,139.841415,JGD2011,高速７号小松川線,c,2010-06-10,2010-06-11,2,4,23 ,25.8,68,67
136,江東区枝川2-1 (10F),35.659821,139.805649,JGD2011,高速９号深川線,c,2010-05-31,2010-06-01,2,4,28 ,27,72,70
137,江東区南砂3丁目14,35.669125,139.831863,JGD2011,都道南砂町吾嬬町線,B,2010-11-29,2010-11-30,4,4,4.5 ,1.2,63,59
138,江東区白河2丁目12-3,35.682590,139.801010,JGD2011,都道浜町北砂町線,C,2010-11-29,2010-11-30,4,4,3.7 ,1.2,69,66
139,江東区南砂5丁目24-7,35.675953,139.835510,JGD2011,都道東京浦安線,C,2010-11-29,2010-11-30,4,4,5.5 ,1.2,67,60
140,江東区塩浜1丁目5-5,35.659657,139.801224,JGD2011,区道江１４４,C,2010-11-29,2010-11-30,5,6,6.5 ,1.2,64,60
141,江東区辰巳1丁目8-43,35.650688,139.808884,JGD2011,区道江２５９、３０４,A,2010-11-29,2010-11-30,5,4,11.5 ,1.2,62,57
142,江東区潮見1丁目14-11,35.656734,139.814011,JGD2011,区道江４１６、４００,C,2010-11-29,2010-11-30,5,4,4.5 ,1.2,62,60
143,江東区塩浜2丁目11-6,35.663826,139.809311,JGD2011,"区道江174,175,368,459",C,2010-11-29,2010-11-30,5,4,4 ,1.2,68,65
144,品川区西五反田6-6-19,35.623085,139.717300,JGD2011,都道東京丸子横浜線（中原街道）,c,2010-05-11,2010-05-14,4,6,5.2 ,3.6,69,67
145,品川区八潮5-10,35.599377,139.752625,JGD2011,国道３５７号（湾岸道路）,b,2010-06-08,2010-06-11,3,4,35.0 ,1.2,62,59
146,品川区上大崎2-13-36,35.634548,139.717494,JGD2011,都道白金台町等々力線（目黒通り）,c,2010-07-06,2010-07-09,4,5,5 ,1.5,65,63
147,品川区北品川3-10-13,35.616417,139.737625,JGD2011,都道環状６号線（山手通り）,c,2010-09-07,2010-09-10,4,4,5.5 ,2.3,68,63
148,品川区上大崎3-14-23,35.630382,139.720228,JGD2011,都道北品川四谷線,b,2010-12-07,2010-12-10,4,5,7.4 ,1.7,69,67
149,品川区上大崎3-14-23,35.630382,139.720228,JGD2011,首都高速２号目黒線,b,2010-12-07,2010-12-10,2,4,15 ,8,69,66
150,品川区東大井3-18-34,35.600257,139.738632,JGD2011,国道１５号（第一京浜）,c,2010-11-30,2010-12-02,3,4,2.5 ,1.5,73,70
151,品川区東中延2-5-10,35.607813,139.713852,JGD2011,国道１号（第二京浜）,c,2011-01-19,2011-01-21,3,6,2.7 ,2.7,73,70
152,品川区東品川3-1-5,35.617160,139.747360,JGD2011,都道日本橋芝浦大森線（海岸通り）,c,2011-02-15,2011-02-17,4,6,5 ,2.2,72,68
153,品川区北品川5-1-12,35.623856,139.732079,JGD2011,都道環状６号線（山手通り）,c,2011-03-08,2011-03-11,4,4,4 ,1.6,71,69
154,品川区東五反田4丁目9,35.629398,139.726425,JGD2011,国道１号,C,2010-11-16,2010-11-17,3,8,3.7 ,1.2,69,67
155,品川区平塚1丁目2,35.616726,139.717163,JGD2011,国道１号,C,2010-11-16,2010-11-17,3,6,2.5 ,1.2,76,72
156,品川区南品川5丁目13,35.608231,139.741135,JGD2011,都道東品川下丸子線,C,2010-11-16,2010-11-17,4,2,3.6 ,1.2,68,67
157,目黒区下目黒2-20-24,35.633350,139.710007,JGD2011,都道白金台町等々力線（目黒通り）,c,2010-11-16,2010-11-25,4,5,3.5 ,1.2,74,73
158,目黒区中根1-2-15,35.618336,139.676010,JGD2011,都道白金台町等々力線（目黒通り）,c,2010-11-16,2010-11-25,4,5,4.2 ,1.2,66,63
159,目黒区八雲3-25-8,35.613941,139.664948,JGD2011,都道白金台町等々力線（目黒通り）,b,2010-11-16,2010-11-25,4,5,4.3 ,1.2,72,67
160,目黒区青葉台3-7-17,35.651955,139.689804,JGD2011,都道環状６号線（山手通り）,c,2010-11-16,2010-11-25,4,5,4.8 ,1.2,71,69
161,目黒区中目黒1-4-17,35.644115,139.701309,JGD2011,都道古川橋二子玉川線（駒沢通り）,c,2010-11-16,2010-11-25,4,6,3.2 ,1.2,68,66
162,目黒区大橋2-18-1,35.655499,139.685806,JGD2011,都道渋谷経堂線,b,2010-11-16,2010-11-25,4,2,3.1 ,1.2,67,66
163,目黒区東山3丁目1,35.650799,139.685730,JGD2011,国道２４６号,C,2011-01-12,2011-01-13,3,6,4.7 ,1.2,73,74
164,目黒区中町1丁目27,35.630047,139.696518,JGD2011,都道白金台町等々力線,C,2011-01-12,2011-01-13,4,5,5.5 ,1.2,75,72
165,目黒区中目黒3丁目5,35.639923,139.702118,JGD2011,都道環状６号線,C,2011-01-12,2011-01-13,4,4,8.5 ,1.2,69,66
166,目黒区柿の木坂2丁目4,35.625145,139.677933,JGD2011,都道環状７号線,B,2011-01-12,2011-01-13,4,6,3.9 ,1.2,70,68
167,目黒区南1丁目17,35.612614,139.688263,JGD2011,都道環状７号線,B,2011-01-12,2011-01-13,4,4,8 ,1.2,68,66
168,目黒区八雲5丁目13,35.622002,139.667343,JGD2011,都道上馬奥沢線,A,2011-01-12,2011-01-13,4,2,2 ,1.2,67,65
169,大田区東六郷2丁目18,35.547951,139.716278,JGD2011,一般国道１５号（第一京浜）,c,2011-02-15,2011-02-19,3,4,4.7 ,2.6,72,71
170,大田区大森中2丁目１,35.568119,139.730362,JGD2011,一般国道１５号（第一京浜）,c,2011-02-15,2011-02-19,3,4,4.8 ,2.1,72,71
171,大田区南馬込5丁目42,35.585648,139.705750,JGD2011,一般国道１号（第二京浜）,b,2011-02-15,2011-02-19,3,6,2.5 ,2.4,71,67
172,大田区池上3-4,35.575981,139.699539,JGD2011,一般国道１号（第二京浜）,c,2011-02-15,2011-02-19,3,6,2.5 ,2.5,74,71
173,大田区南馬込5丁目42,35.585648,139.705750,JGD2011,国道１号,B,2011-02-15,2011-02-16,3,6,2.5 ,2.4,72,67
174,大田区大森中2丁目1,35.568119,139.730362,JGD2011,国道１５号,C,2011-02-15,2011-02-16,3,4,4.8 ,2.1,73,71
175,大田区西糀谷3丁目9,35.555283,139.738342,JGD2011,国道１３１号,C,2011-02-09,2011-02-10,3,6,5.5 ,2.9,70,67
176,大田区山王4丁目12,35.589451,139.719437,JGD2011,都道環状７号線,B,2011-02-09,2011-02-10,4,4,4.7 ,2.1,75,74
177,大田区新蒲田1丁目14,35.559662,139.709015,JGD2011,都道環状８号線,C,2011-02-09,2011-02-10,4,4,6.4 ,2.5,68,65
178,大田区南千束3丁目32,35.599949,139.687881,JGD2011,都道東京丸子横浜線,B,2011-02-09,2011-02-10,4,4,4.7 ,2.5,71,69
