罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金被害の有無
窃盗,自動販売機ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森東５丁目,2021-06-14,15,道路上,その他,あり
窃盗,自動販売機ねらい,田園調布,丸子橋交番,131113,東京都,大田区,田園調布本町,2021-05-06,19,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,田園調布,大岡山駅前交番,131105,東京都,目黒区,大岡山２丁目,2021-05-14,13,その他,その他,あり
窃盗,自動販売機ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田５丁目,2021-05-15,15,道路上,その他,あり
窃盗,自動販売機ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2021-01-09,19,道路上,その他,あり
窃盗,自動販売機ねらい,蒲田,西六郷交番,131113,東京都,大田区,新蒲田３丁目,2021-09-14,23,その他,その他,あり
窃盗,自動販売機ねらい,池上,ガス橋交番,131113,東京都,大田区,下丸子２丁目,2021-03-29,16,道路上,その他,あり
窃盗,自動販売機ねらい,池上,ガス橋交番,131113,東京都,大田区,矢口１丁目,2021-01-08,04,その他,その他,あり
窃盗,自動販売機ねらい,世田谷,下馬四丁目交番,131121,東京都,世田谷区,下馬５丁目,2021-03-29,13,その他,その他,あり
窃盗,自動販売機ねらい,玉川,上野毛交番,131121,東京都,世田谷区,中町２丁目,2021-03-04,19,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,玉川,二子玉川交番,131121,東京都,世田谷区,上野毛２丁目,2021-04-15,11,道路上,その他,あり
窃盗,自動販売機ねらい,玉川,瀬田交番,131121,東京都,世田谷区,上野毛４丁目,2021-02-11,16,道路上,その他,あり
窃盗,自動販売機ねらい,玉川,等々力不動前駐在所,131121,東京都,世田谷区,野毛２丁目,2021-04-15,14,道路上,その他,あり
窃盗,自動販売機ねらい,成城,千歳台交番,131121,東京都,世田谷区,祖師谷５丁目,2021-12-06,20,道路上,その他,あり
窃盗,自動販売機ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見８丁目,2021-02-12,00,その他,その他,あり
窃盗,自動販売機ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見９丁目,2021-07-08,00,その他,その他,あり
窃盗,自動販売機ねらい,成城,東宝前交番,131121,東京都,世田谷区,大蔵６丁目,2021-08-24,21,その他,その他,あり
窃盗,自動販売機ねらい,成城,鎌田駐在所,131121,東京都,世田谷区,鎌田２丁目,2021-08-12,11,その他,その他,あり
窃盗,自動販売機ねらい,渋谷,常磐松交番,131130,東京都,渋谷区,渋谷２丁目,2021-02-09,11,道路上,その他,あり
窃盗,自動販売機ねらい,新宿,新宿駅西口交番,131041,東京都,新宿区,西新宿１丁目,2021-07-13,10,道路上,その他,あり
窃盗,自動販売機ねらい,四谷,四谷三丁目交番,131041,東京都,新宿区,四谷３丁目,2021-08-11,14,道路上,その他,あり
窃盗,自動販売機ねらい,四谷,四谷見附交番,131041,東京都,新宿区,四谷１丁目,2021-10-05,13,その他,その他,あり
窃盗,自動販売機ねらい,四谷,花園交番,131041,東京都,新宿区,新宿５丁目,2021-07-08,21,その他,その他,あり
窃盗,自動販売機ねらい,四谷,追分交番,131041,東京都,新宿区,新宿２丁目,2021-08-21,13,その他,その他,あり
窃盗,自動販売機ねらい,中野,中央五丁目交番,131148,東京都,中野区,中央５丁目,2021-11-25,04,その他,その他,あり
窃盗,自動販売機ねらい,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内３丁目,2021-02-21,21,その他,その他,あり
窃盗,自動販売機ねらい,杉並,新高円寺駅前交番,131156,東京都,杉並区,高円寺南２丁目,2021-10-07,15,道路上,その他,あり
窃盗,自動販売機ねらい,杉並,高円寺交番,131156,東京都,杉並区,和田３丁目,2021-12-24,19,道路上,その他,あり
窃盗,自動販売機ねらい,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺南４丁目,2020-11-22,15,その他,その他,なし
窃盗,自動販売機ねらい,高井戸,大宮八幡駐在所,131156,東京都,杉並区,大宮２丁目,2021-08-19,12,その他,その他,なし
窃盗,自動販売機ねらい,本富士,壱岐坂交番,131059,東京都,文京区,本郷２丁目,2021-12-07,08,その他,その他,あり
窃盗,自動販売機ねらい,巣鴨,庚申塚交番,131164,東京都,豊島区,西巣鴨４丁目,2021-04-03,20,その他,その他,あり
窃盗,自動販売機ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋４丁目,2021-01-04,13,道路上,その他,あり
窃盗,自動販売機ねらい,池袋,池袋駅東口交番,131164,東京都,豊島区,南池袋１丁目,2021-05-28,18,その他,その他,なし
窃盗,自動販売機ねらい,目白,南池袋交番,131164,東京都,豊島区,雑司が谷１丁目,2021-03-12,13,道路上,その他,あり
窃盗,自動販売機ねらい,目白,南長崎交番,131164,東京都,豊島区,南長崎２丁目,2021-01-18,03,その他,その他,あり
窃盗,自動販売機ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,長崎２丁目,2021-05-24,01,その他,その他,あり
窃盗,自動販売機ねらい,滝野川,東田端交番,131172,東京都,北区,東田端２丁目,2021-08-25,16,その他,その他,あり
窃盗,自動販売機ねらい,王子,東十条交番,131172,東京都,北区,王子４丁目,2021-06-02,08,道路上,その他,あり
窃盗,自動販売機ねらい,赤羽,宮堀交番,131172,東京都,北区,神谷３丁目,2021-08-25,18,その他,その他,あり
窃盗,自動販売機ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽１丁目,2021-08-23,17,その他,その他,あり
窃盗,自動販売機ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽２丁目,2021-07-09,10,道路上,その他,あり
窃盗,自動販売機ねらい,板橋,養育院前交番,131199,東京都,板橋区,大山東町,2021-10-14,16,道路上,その他,あり
窃盗,自動販売機ねらい,板橋,養育院前交番,131199,東京都,板橋区,氷川町,2021-04-06,09,その他,その他,あり
窃盗,自動販売機ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,高松４丁目,2021-05-20,00,その他,その他,あり
窃盗,自動販売機ねらい,光が丘,田柄交番,131202,東京都,練馬区,田柄４丁目,2021-09-29,21,その他,その他,あり
窃盗,自動販売機ねらい,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,高野台２丁目,2021-05-18,10,その他,その他,あり
窃盗,自動販売機ねらい,下谷,入谷東交番,131067,東京都,台東区,入谷２丁目,2021-11-02,08,道路上,その他,あり
窃盗,自動販売機ねらい,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸３丁目,2021-09-22,11,道路上,その他,あり
窃盗,自動販売機ねらい,浅草,聖天町交番,131067,東京都,台東区,今戸１丁目,2021-01-26,07,その他,その他,あり
窃盗,自動販売機ねらい,浅草,聖天町交番,131067,東京都,台東区,今戸１丁目,2021-07-21,10,その他,その他,あり
窃盗,自動販売機ねらい,荒川,三河島駅前交番,131181,東京都,荒川区,東日暮里３丁目,2021-09-22,10,道路上,その他,あり
窃盗,自動販売機ねらい,荒川,西日暮里駅前交番,131181,東京都,荒川区,西日暮里５丁目,2021-11-11,10,道路上,その他,あり
窃盗,自動販売機ねらい,千住,北千住駅西口交番,131211,東京都,足立区,千住１丁目,2021-08-25,17,その他,その他,あり
窃盗,自動販売機ねらい,西新井,宮城交番,131211,東京都,足立区,小台１丁目,2021-01-26,10,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,西新井,皿沼交番,131211,東京都,足立区,加賀２丁目,2021-06-25,12,その他,その他,あり
窃盗,自動販売機ねらい,西新井,皿沼交番,131211,東京都,足立区,江北６丁目,2021-03-23,11,その他,その他,あり
窃盗,自動販売機ねらい,綾瀬,一ツ家交番,131211,東京都,足立区,一ツ家２丁目,2021-06-18,07,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,竹の塚,保木間交番,131211,東京都,足立区,保木間５丁目,2021-12-14,18,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,城東,葛西橋西交番,131083,東京都,江東区,東砂６丁目,2021-01-29,18,その他,その他,あり
窃盗,自動販売機ねらい,本所,両国交番,131075,東京都,墨田区,両国１丁目,2021-12-08,10,道路上,その他,あり
窃盗,自動販売機ねらい,本所,錦糸町駅北口交番,131075,東京都,墨田区,錦糸１丁目,2021-02-07,01,道路上,その他,なし
窃盗,自動販売機ねらい,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋４丁目,2021-01-12,12,道路上,その他,なし
窃盗,自動販売機ねらい,亀有,小菅交番,131229,東京都,葛飾区,小菅２丁目,2021-07-23,18,道路上,その他,あり
窃盗,自動販売機ねらい,亀有,柴又二丁目交番,131229,東京都,葛飾区,新宿３丁目,2020-12-27,19,その他,その他,あり
窃盗,自動販売機ねらい,亀有,西亀有交番,131229,東京都,葛飾区,西亀有３丁目,2021-04-26,09,その他,その他,あり
窃盗,自動販売機ねらい,葛飾,立石駅前交番,131229,東京都,葛飾区,青戸３丁目,2021-07-14,18,その他,その他,あり
窃盗,自動販売機ねらい,小松川,一之江交番,131237,東京都,江戸川区,一之江７丁目,2021-01-18,04,その他,その他,あり
窃盗,自動販売機ねらい,小松川,南篠崎交番,131237,東京都,江戸川区,江戸川１丁目,2021-04-29,11,道路上,その他,あり
窃盗,自動販売機ねらい,小松川,南篠崎交番,131237,東京都,江戸川区,南篠崎町１丁目,2021-07-09,17,その他,その他,あり
窃盗,自動販売機ねらい,小松川,平井駅前交番,131237,東京都,江戸川区,平井５丁目,2021-06-14,18,道路上,その他,あり
窃盗,自動販売機ねらい,小松川,松江交番,131237,東京都,江戸川区,松江３丁目,2021-02-03,04,その他,その他,あり
窃盗,自動販売機ねらい,小松川,松江交番,131237,東京都,江戸川区,松江７丁目,2021-04-12,01,その他,その他,あり
窃盗,自動販売機ねらい,小松川,瑞江駅前交番,131237,東京都,江戸川区,江戸川３丁目,2021-08-06,20,その他,その他,あり
窃盗,自動販売機ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,篠崎町５丁目,2021-03-15,11,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,篠崎町６丁目,2021-12-09,15,道路上,その他,あり
窃盗,自動販売機ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,篠崎町７丁目,2020-12-31,19,その他,その他,あり
窃盗,自動販売機ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,谷河内２丁目,2021-05-07,14,その他,その他,あり
窃盗,自動販売機ねらい,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀１丁目,2021-11-16,22,その他,その他,あり
窃盗,自動販売機ねらい,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀３丁目,2021-04-02,16,道路上,その他,あり
窃盗,自動販売機ねらい,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西６丁目,2021-02-03,10,その他,その他,なし
窃盗,自動販売機ねらい,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西７丁目,2021-02-03,19,その他,その他,なし
窃盗,自動販売機ねらい,南大沢,みなみ野交番,132012,東京都,八王子市,片倉町,2021-08-31,07,その他,その他,なし
窃盗,自動販売機ねらい,南大沢,上柚木駐在所,132012,東京都,八王子市,上柚木２丁目,2021-01-15,19,その他,その他,あり
窃盗,自動販売機ねらい,南大沢,上柚木駐在所,132012,東京都,八王子市,上柚木２丁目,2021-12-15,17,その他,その他,なし
窃盗,自動販売機ねらい,南大沢,南大沢駅前交番,132012,東京都,八王子市,南大沢１丁目,2021-10-28,12,その他,その他,あり
窃盗,自動販売機ねらい,多摩中央,桜ケ丘駅前交番,132241,東京都,多摩市,関戸１丁目,2021-06-24,13,その他,その他,なし
窃盗,自動販売機ねらい,多摩中央,桜ケ丘駅前交番,132241,東京都,多摩市,関戸１丁目,2021-07-17,19,その他,その他,あり
窃盗,自動販売機ねらい,多摩中央,矢野口交番,132250,東京都,稲城市,矢野口,2021-03-29,19,その他,その他,あり
窃盗,自動販売機ねらい,多摩中央,矢野口交番,132250,東京都,稲城市,矢野口,2021-04-08,12,道路上,その他,あり
窃盗,自動販売機ねらい,多摩中央,矢野口交番,132250,東京都,稲城市,矢野口,2021-05-14,20,その他,その他,なし
窃盗,自動販売機ねらい,多摩中央,聖ケ丘駐在所,132241,東京都,多摩市,連光寺５丁目,2021-05-15,17,その他,その他,あり
窃盗,自動販売機ねらい,青梅,新町交番,132055,東京都,青梅市,新町６丁目,2021-06-05,18,その他,その他,あり
窃盗,自動販売機ねらい,五日市,平井駐在所,133051,東京都,日の出町,大字平井,2021-05-19,12,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,五日市,平井駐在所,133051,東京都,日の出町,大字平井,2021-06-01,17,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,福生,五ノ神駐在所,132276,東京都,羽村市,緑ヶ丘３丁目,2021-05-17,16,道路上,その他,あり
窃盗,自動販売機ねらい,福生,元狭山駐在所,133035,東京都,瑞穂町,大字駒形富士山,2021-04-05,16,その他,その他,あり
窃盗,自動販売機ねらい,福生,小川駐在所,132284,東京都,あきる野市,二宮東１丁目,2021-01-13,08,その他,その他,あり
窃盗,自動販売機ねらい,福生,石畑駐在所,133035,東京都,瑞穂町,大字殿ケ谷,2021-04-22,09,その他,その他,あり
窃盗,自動販売機ねらい,福生,神明台交番,132276,東京都,羽村市,神明台２丁目,2021-03-20,17,その他,その他,あり
窃盗,自動販売機ねらい,福生,秋川駅前交番,132284,東京都,あきる野市,二宮,2021-04-23,11,その他,その他,あり
窃盗,自動販売機ねらい,福生,秋川駅前交番,132284,東京都,あきる野市,二宮,2021-05-28,19,その他,その他,あり
窃盗,自動販売機ねらい,福生,箱根ケ崎駐在所,133035,東京都,瑞穂町,大字箱根ケ崎,2021-06-11,03,その他,その他,あり
窃盗,自動販売機ねらい,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,大字箱根ケ崎,2021-06-09,14,その他,その他,あり
窃盗,自動販売機ねらい,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,箱根ケ崎東松原,2021-06-17,17,その他,その他,あり
窃盗,自動販売機ねらい,福生,羽村駅前交番,132276,東京都,羽村市,緑ヶ丘４丁目,2021-01-12,14,その他,その他,あり
窃盗,自動販売機ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,長岡２丁目,2021-05-17,08,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,元横山交番,132012,東京都,八王子市,田町,2020-09-16,12,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,富士森交番,132012,東京都,八王子市,上野町,2021-06-06,07,道路上,その他,あり
窃盗,自動販売機ねらい,町田,常盤駐在所,132098,東京都,町田市,常盤町,2021-05-13,13,その他,その他,あり
窃盗,自動販売機ねらい,町田,野津田駐在所,132098,東京都,町田市,野津田町,2021-01-27,14,その他,その他,あり
窃盗,自動販売機ねらい,日野,高幡不動駅南口交番,132128,東京都,日野市,石田２丁目,2021-11-16,14,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,中神町２丁目,2021-05-06,18,道路上,その他,あり
窃盗,自動販売機ねらい,昭島,拝島駅前交番,132071,東京都,昭島市,松原町２丁目,2021-09-03,09,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,立川,天王橋交番,132021,東京都,立川市,一番町２丁目,2021-11-16,16,道路上,その他,あり
窃盗,自動販売機ねらい,立川,富士見台交番,132152,東京都,国立市,富士見台３丁目,2021-05-13,15,その他,その他,あり
窃盗,自動販売機ねらい,立川,羽衣町交番,132152,東京都,国立市,北３丁目,2021-04-28,21,その他,その他,あり
窃盗,自動販売機ねらい,立川,羽衣町交番,132152,東京都,国立市,北３丁目,2021-08-05,18,その他,その他,あり
窃盗,自動販売機ねらい,府中,大国魂交番,132063,東京都,府中市,本町１丁目,2020-10-29,13,その他,その他,なし
窃盗,自動販売機ねらい,小金井,恋ケ窪駅前交番,132144,東京都,国分寺市,東恋ヶ窪３丁目,2021-03-06,05,その他,その他,あり
窃盗,自動販売機ねらい,東村山,中里駐在所,132217,東京都,清瀬市,中里３丁目,2021-10-04,23,その他,その他,あり
窃盗,自動販売機ねらい,三鷹,天文台下駐在所,132047,東京都,三鷹市,大沢４丁目,2021-03-03,11,道路上,その他,あり
窃盗,自動販売機ねらい,調布,和泉多摩川交番,132195,東京都,狛江市,猪方３丁目,2021-02-16,18,その他,その他,あり
窃盗,自動販売機ねらい,調布,国領交番,132080,東京都,調布市,国領町３丁目,2021-04-09,13,道路上,その他,あり
窃盗,自動販売機ねらい,調布,岩戸交番,132195,東京都,狛江市,岩戸南３丁目,2021-06-28,14,その他,その他,あり
窃盗,自動販売機ねらい,調布,植物公園前駐在所,132080,東京都,調布市,深大寺北町５丁目,2021-02-24,19,道路上,その他,あり
窃盗,自動販売機ねらい,調布,菊野台交番,132080,東京都,調布市,菊野台１丁目,2021-04-01,10,その他,その他,あり
窃盗,自動販売機ねらい,調布,調布駅前交番,132080,東京都,調布市,小島町１丁目,2021-07-09,18,その他,その他,あり
