罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,神宮前２丁目,2020-01-07,15,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,本町２丁目,2020-03-07,10,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2020-09-26,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北３丁目,2020-12-25,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,池袋,平和通交番,131164,東京都,豊島区,池袋２丁目,2020-12-26,16,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,赤羽,浮間交番,131172,東京都,北区,浮間４丁目,2020-03-19,06,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,志村,西台交番,131199,東京都,板橋区,西台２丁目,2020-01-19,21,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石神井,西大泉交番,131202,東京都,練馬区,西大泉５丁目,2020-06-25,15,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,田柄５丁目,2020-02-20,18,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,千住,千住四丁目交番,131211,東京都,足立区,千住大川町,2020-10-19,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,千住,千住四丁目交番,131211,東京都,足立区,千住寿町,2020-05-01,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西新井,梅田七丁目交番,131211,東京都,足立区,梅島１丁目,2020-12-24,22,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西新井,関原三丁目交番,131211,東京都,足立区,関原２丁目,2020-10-11,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西新井,島根交番,131211,東京都,足立区,六月３丁目,2020-05-08,05,４階建て以上共同住宅,その他,施錠した,なし
窃盗,車上ねらい,西新井,島根交番,131211,東京都,足立区,六月３丁目,2020-09-22,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西新井,皿沼交番,131211,東京都,足立区,鹿浜６丁目,2020-10-26,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,綾瀬,中央本町交番,131211,東京都,足立区,平野１丁目,2020-12-16,08,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,綾瀬,中央本町交番,131211,東京都,足立区,平野３丁目,2020-09-23,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,竹の塚,花畑交番,131211,東京都,足立区,花畑１丁目,2020-04-22,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,竹の塚,花畑交番,131211,東京都,足立区,南花畑３丁目,2020-09-22,13,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,竹の塚,花畑交番,131211,東京都,足立区,南花畑５丁目,2020-04-22,22,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷３丁目,2020-11-02,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人５丁目,2020-10-19,19,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,城東,進開橋交番,131083,東京都,江東区,大島３丁目,2020-12-10,19,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,城東,進開橋交番,131083,東京都,江東区,大島４丁目,2020-12-04,18,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,城東,大島交番,131083,東京都,江東区,大島５丁目,2020-11-07,19,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,城東,東大島駅前交番,131083,東京都,江東区,大島７丁目,2020-04-13,23,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,本所,押上駅前交番,131075,東京都,墨田区,業平１丁目,2020-11-30,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,本所,押上駅前交番,131075,東京都,墨田区,業平１丁目,2020-12-30,19,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,亀有,金町駅南口交番,131229,東京都,葛飾区,金町６丁目,2020-09-26,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,亀有,金町駅南口交番,131229,東京都,葛飾区,東金町５丁目,2020-10-16,22,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,亀有,柴又交番,131229,東京都,葛飾区,柴又７丁目,2020-01-07,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,亀有,水元公園前交番,131229,東京都,葛飾区,水元３丁目,2020-10-09,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葛飾,立石交番,131229,東京都,葛飾区,立石１丁目,2020-05-23,06,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2020-12-08,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,葛飾,上平井交番,131229,東京都,葛飾区,東新小岩７丁目,2020-12-29,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小松川,京葉通交番,131237,東京都,江戸川区,中央２丁目,2020-03-05,20,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小松川,京葉通交番,131237,東京都,江戸川区,西一之江１丁目,2020-11-16,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小松川,京葉通交番,131237,東京都,江戸川区,西一之江２丁目,2020-11-30,18,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,松江交番,131237,東京都,江戸川区,東小松川２丁目,2020-10-21,00,道路上,その他,施錠した,なし
窃盗,車上ねらい,小松川,松江交番,131237,東京都,江戸川区,松江４丁目,2020-07-23,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,松江交番,131237,東京都,江戸川区,松江４丁目,2020-08-13,02,一戸建住宅,その他,施錠した,あり
窃盗,車上ねらい,小岩,一里塚交番,131237,東京都,江戸川区,東小岩４丁目,2020-12-06,17,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小岩,菅原橋交番,131237,東京都,江戸川区,松本１丁目,2020-12-07,21,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小岩,北小岩駐在所,131237,東京都,江戸川区,北小岩８丁目,2020-03-17,20,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀１丁目,2020-11-27,18,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀１丁目,2020-12-27,21,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,葛西,葛西橋東交番,131237,東京都,江戸川区,西葛西３丁目,2020-04-22,17,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葛西,葛西橋東交番,131237,東京都,江戸川区,西葛西３丁目,2020-06-18,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西３丁目,2020-08-15,11,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西７丁目,2020-11-20,16,道路上,その他,施錠した,あり
窃盗,車上ねらい,葛西,南葛西交番,131237,東京都,江戸川区,南葛西３丁目,2020-09-28,20,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,南大沢,北野駅前交番,132012,東京都,八王子市,北野町,2020-01-18,17,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,南大沢,北野駅前交番,132012,東京都,八王子市,北野台５丁目,2020-08-01,00,道路上,その他,施錠した,あり
窃盗,車上ねらい,南大沢,堀之内駅前交番,132012,東京都,八王子市,長沼町,2020-08-12,16,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,南大沢,南大沢駅前交番,132012,東京都,八王子市,鑓水２丁目,2020-11-29,12,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,南大沢,みなみ野交番,132012,東京都,八王子市,片倉町,2020-01-27,00,一戸建住宅,その他,施錠した,あり
窃盗,車上ねらい,南大沢,上柚木駐在所,132012,東京都,八王子市,鑓水２丁目,2020-11-24,19,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,南大沢,宮上駐在所,132012,東京都,八王子市,鑓水２丁目,2020-11-27,17,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,南大沢,小山駐在所,132098,東京都,町田市,小山町,2020-03-05,20,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,南大沢,小山駐在所,132098,東京都,町田市,小山町,2020-03-05,21,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,南大沢,大戸駐在所,132098,東京都,町田市,相原町,2020-05-18,18,その他,その他,施錠した,なし
窃盗,車上ねらい,高尾,めじろ台交番,132012,東京都,八王子市,山田町,2020-08-11,20,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,高尾,諏訪交番,132012,東京都,八王子市,大楽寺町,2020-09-03,09,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,高尾,下恩方駐在所,132012,東京都,八王子市,小津町,2020-07-12,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,高尾,西寺方駐在所,132012,東京都,八王子市,下恩方町,2020-08-11,23,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,多摩中央,大丸交番,132250,東京都,稲城市,大丸,2020-01-21,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,多摩中央,大丸交番,132250,東京都,稲城市,大丸,2020-12-20,05,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,多摩中央,矢野口交番,132250,東京都,稲城市,東長沼,2020-12-14,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,多摩中央,連光寺駐在所,132241,東京都,多摩市,連光寺２丁目,2020-03-18,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,東大和,三ツ木交番,132233,東京都,武蔵村山市,岸１丁目,2020-09-23,00,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,青梅,新町交番,132055,東京都,青梅市,河辺町７丁目,2020-04-03,09,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,青梅,新町交番,132055,東京都,青梅市,新町３丁目,2020-03-04,20,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,青梅,今井駐在所,132055,東京都,青梅市,今井１丁目,2020-10-13,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,青梅,今井駐在所,132055,東京都,青梅市,藤橋２丁目,2020-10-14,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,青梅,海沢駐在所,133086,東京都,奥多摩町,海澤,2020-05-08,16,道路上,その他,施錠した,なし
窃盗,車上ねらい,青梅,河辺駅前交番,132055,東京都,青梅市,河辺町６丁目,2020-07-18,22,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,福生,内出交番,132187,東京都,福生市,大字熊川,2020-02-10,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,福生,箱根ケ崎北駐在所,133035,東京都,瑞穂町,大字箱根ケ崎,2020-02-09,22,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,福生,石畑駐在所,133035,東京都,瑞穂町,大字石畑,2020-02-10,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,福生,羽村西駐在所,132276,東京都,羽村市,羽加美２丁目,2020-12-05,18,一戸建住宅,その他,施錠した,あり
窃盗,車上ねらい,福生,神明台交番,132276,東京都,羽村市,神明台１丁目,2020-05-20,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,福生,油平駐在所,132284,東京都,あきる野市,雨間,2020-06-29,11,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,福生,小作駅前交番,132276,東京都,羽村市,栄町２丁目,2020-01-26,17,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,八王子,中野交番,132012,東京都,八王子市,中野上町１丁目,2020-09-04,23,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,八王子,富士森交番,132012,東京都,八王子市,緑町,2020-02-21,19,道路上,その他,施錠した,あり
窃盗,車上ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,八日町,2020-07-07,10,道路上,その他,施錠した,あり
窃盗,車上ねらい,八王子,大和田交番,132012,東京都,八王子市,大和田町１丁目,2020-02-25,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,八王子,大和田交番,132012,東京都,八王子市,大和田町５丁目,2020-06-30,11,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,八王子,安戸駐在所,132012,東京都,八王子市,暁町２丁目,2020-03-15,22,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,八王子,小宮町駐在所,132012,東京都,八王子市,石川町,2020-11-23,17,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,八王子,小宮町駐在所,132012,東京都,八王子市,小宮町,2020-11-23,22,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,八王子,石川駐在所,132012,東京都,八王子市,石川町,2020-02-25,19,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,八王子,石川駐在所,132012,東京都,八王子市,宇津木町,2020-06-30,12,道路上,その他,施錠した,あり
窃盗,車上ねらい,八王子,石川駐在所,132012,東京都,八王子市,石川町,2020-11-24,00,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,八王子,犬目交番,132012,東京都,八王子市,中野町,2020-03-07,17,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,八王子,犬目交番,132012,東京都,八王子市,犬目町,2020-07-21,19,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,八王子,宮下駐在所,132012,東京都,八王子市,小宮町,2020-06-26,16,道路上,その他,施錠した,なし
窃盗,車上ねらい,八王子,宮下駐在所,132012,東京都,八王子市,高月町,2020-06-23,14,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,八王子,北八王子交番,132012,東京都,八王子市,石川町,2020-06-30,10,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,八王子,北八王子交番,132012,東京都,八王子市,石川町,2020-07-01,11,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,八王子,北八王子交番,132012,東京都,八王子市,石川町,2020-07-01,11,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,八王子,北八王子交番,132012,東京都,八王子市,石川町,2020-07-01,13,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,八王子,北八王子交番,132012,東京都,八王子市,大谷町,2020-06-30,11,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,八王子,北八王子交番,132012,東京都,八王子市,大谷町,2020-11-23,19,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2020-10-12,15,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,中町１丁目,2020-02-22,18,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,金森６丁目,2020-05-14,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間６丁目,2020-01-26,12,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間６丁目,2020-01-26,18,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,南町田４丁目,2020-02-02,06,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,成瀬駐在所,132098,東京都,町田市,成瀬６丁目,2020-08-30,23,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,町田,南大谷駐在所,132098,東京都,町田市,南大谷,2020-01-23,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,町田,常盤駐在所,132098,東京都,町田市,根岸１丁目,2020-01-04,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,つくし野駅前交番,132098,東京都,町田市,つくし野２丁目,2020-07-24,12,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,日野,宮駐在所,132128,東京都,日野市,万願寺４丁目,2020-03-24,06,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,日野,大坂上駐在所,132128,東京都,日野市,日野台１丁目,2020-02-25,20,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,日野,大坂上駐在所,132128,東京都,日野市,日野台２丁目,2020-01-10,19,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,日野,高幡不動駅南口交番,132128,東京都,日野市,南平３丁目,2020-03-08,22,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,昭島,福島交番,132071,東京都,昭島市,郷地町１丁目,2020-10-09,21,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,昭島,福島交番,132071,東京都,昭島市,福島町１丁目,2020-01-01,21,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,宮沢町２丁目,2020-04-15,22,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,立川,立川駅南口交番,132021,東京都,立川市,柴崎町３丁目,2020-06-03,23,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,立川,高松町交番,132021,東京都,立川市,泉町,2020-03-11,15,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,立川,谷保交番,132152,東京都,国立市,谷保,2020-02-01,07,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,立川,谷保交番,132152,東京都,国立市,泉１丁目,2020-06-03,15,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,立川,砂川四番交番,132021,東京都,立川市,砂川町４丁目,2020-03-17,17,一戸建住宅,その他,施錠した,あり
窃盗,車上ねらい,立川,砂川四番交番,132021,東京都,立川市,砂川町８丁目,2020-06-19,21,一戸建住宅,その他,施錠した,あり
窃盗,車上ねらい,立川,砂川八番交番,132021,東京都,立川市,幸町３丁目,2020-02-14,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,立川,砂川八番交番,132021,東京都,立川市,幸町４丁目,2020-02-14,22,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,立川,砂川八番交番,132021,東京都,立川市,幸町６丁目,2020-02-14,19,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,府中,是政交番,132063,東京都,府中市,是政２丁目,2020-11-13,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小金井,光町交番,132144,東京都,国分寺市,高木町１丁目,2020-01-12,15,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小金井,光町交番,132144,東京都,国分寺市,高木町１丁目,2020-03-25,20,道路上,その他,施錠した,あり
窃盗,車上ねらい,小金井,西町交番,132144,東京都,国分寺市,西町５丁目,2020-12-15,20,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,田無,ひばりが丘団地交番,132225,東京都,東久留米市,南町３丁目,2020-07-19,18,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,田無,保谷新町交番,132292,東京都,西東京市,新町６丁目,2020-02-16,17,一戸建住宅,その他,施錠した,あり
窃盗,車上ねらい,田無,滝山交番,132225,東京都,東久留米市,柳窪５丁目,2020-07-08,20,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,田無,下里駐在所,132225,東京都,東久留米市,下里２丁目,2020-03-10,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,田無,東久留米駅前交番,132225,東京都,東久留米市,新川町１丁目,2020-07-24,15,一戸建住宅,その他,施錠した,なし
窃盗,車上ねらい,東村山,東村山駅前交番,132136,東京都,東村山市,恩多町４丁目,2020-11-18,20,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,東村山,八坂交番,132136,東京都,東村山市,富士見町３丁目,2020-12-04,17,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,東村山,梅園駐在所,132217,東京都,清瀬市,野塩３丁目,2020-11-22,22,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東村山,秋津駅前交番,132136,東京都,東村山市,秋津町４丁目,2020-11-23,12,一戸建住宅,その他,施錠した,なし
窃盗,車上ねらい,東村山,秋津駅前交番,132217,東京都,清瀬市,野塩１丁目,2020-10-19,20,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東村山,秋津駅前交番,132217,東京都,清瀬市,野塩１丁目,2020-11-23,20,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東村山,青葉駐在所,132136,東京都,東村山市,青葉町２丁目,2020-12-17,16,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,三鷹,大沢交番,132047,東京都,三鷹市,大沢１丁目,2020-10-01,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,三鷹,北野駐在所,132047,東京都,三鷹市,北野４丁目,2020-09-06,23,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,調布,飛田給駅前交番,132080,東京都,調布市,飛田給３丁目,2020-11-06,02,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小平,上宿交番,132110,東京都,小平市,小川町１丁目,2020-02-07,19,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,中央,本町交番,131024,東京都,中央区,日本橋本町４丁目,2020-05-14,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,中央,本町交番,131024,東京都,中央区,日本橋本町４丁目,2020-12-22,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,中央,日本橋交番,131024,東京都,中央区,日本橋本町１丁目,2020-12-25,22,道路上,その他,施錠せず,あり
窃盗,車上ねらい,中央,茅場町交番,131024,東京都,中央区,日本橋兜町,2020-02-18,09,道路上,その他,施錠せず,なし
窃盗,車上ねらい,中央,高橋交番,131024,東京都,中央区,新川２丁目,2020-02-19,07,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,深川,森下交番,131083,東京都,江東区,森下１丁目,2020-12-17,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,深川,森下交番,131083,東京都,江東区,森下５丁目,2020-10-25,13,道路上,その他,施錠せず,あり
