罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,深川,豊洲交番,131083,東京都,江東区,豊洲３丁目,2022/8/3,9,その他,駐車（輪）場,その他
窃盗,部品ねらい,深川,門前仲町交番,131083,東京都,江東区,富岡２丁目,2022/5/6,20,道路上,その他,その他
窃盗,部品ねらい,深川,門前仲町交番,131083,東京都,江東区,古石場１丁目,2022/8/20,不明,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,深川,門前仲町交番,131083,東京都,江東区,門前仲町２丁目,2022/5/16,19,道路上,その他,その他
窃盗,部品ねらい,丸の内,有楽町駅前交番,131016,東京都,千代田区,丸の内３丁目,2022/5/19,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神田,水道橋駅前交番,131016,東京都,千代田区,神田神保町１丁目,2022/2/17,21,道路上,その他,その他
窃盗,部品ねらい,神田,水道橋駅前交番,131016,東京都,千代田区,神田猿楽町２丁目,2022/8/27,23,道路上,その他,その他
窃盗,部品ねらい,万世橋,神田駅交番,131016,東京都,千代田区,神田須田町２丁目,2021/12/9,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,神田佐久間町２丁目,2022/3/7,23,その他,駐車（輪）場,その他
窃盗,部品ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,神田練塀町,2022/7/23,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,神田花岡町,2022/7/19,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,神田花岡町,2022/11/6,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,久松,東日本橋交番,131024,東京都,中央区,日本橋横山町,2022/1/26,12,道路上,その他,その他
窃盗,部品ねらい,久松,浜町交番,131024,東京都,中央区,日本橋浜町２丁目,2022/2/18,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,築地,小田原町交番,131024,東京都,中央区,築地７丁目,2021/10/20,0,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,築地,小田原町交番,131024,東京都,中央区,築地７丁目,2022/4/27,10,道路上,その他,その他
窃盗,部品ねらい,月島,勝どき橋交番,131024,東京都,中央区,勝どき６丁目,2022/9/4,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,月島,晴海三丁目交番,131024,東京都,中央区,晴海１丁目,2022/2/3,14,その他,駐車（輪）場,その他
窃盗,部品ねらい,三田,海岸通交番,131032,東京都,港区,海岸３丁目,2022/6/13,8,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,三田,海岸通交番,131032,東京都,港区,海岸３丁目,2022/6/13,17,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,三田,芝四丁目交番,131032,東京都,港区,芝５丁目,2022/3/2,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,高輪,品川駅港南口交番,131032,東京都,港区,港南４丁目,2022/7/22,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,高輪,白金三光町交番,131032,東京都,港区,白金台４丁目,2022/9/6,9,その他,駐車（輪）場,その他
窃盗,部品ねらい,高輪,高輪二丁目交番,131032,東京都,港区,高輪２丁目,2022/1/1,不明,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,高輪,高輪台交番,131032,東京都,港区,高輪３丁目,2022/8/5,11,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,麻布,一之橋交番,131032,東京都,港区,麻布十番１丁目,2022/7/21,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,麻布,一之橋交番,131032,東京都,港区,東麻布２丁目,2022/5/27,23,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,麻布,六本木交番,131032,東京都,港区,六本木６丁目,2022/7/29,5,その他,その他,その他
窃盗,部品ねらい,赤坂,表参道交番,131032,東京都,港区,南青山４丁目,2022/2/23,18,一戸建住宅,その他,その他
窃盗,部品ねらい,赤坂,赤坂五丁目交番,131032,東京都,港区,赤坂１丁目,2022/3/28,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,赤坂,赤坂五丁目交番,131032,東京都,港区,赤坂５丁目,2022/8/27,15,道路上,その他,その他
窃盗,部品ねらい,赤坂,青山一丁目交番,131032,東京都,港区,南青山１丁目,2022/10/29,22,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,東京湾岸,お台場海浜公園駅前交番,131032,東京都,港区,台場１丁目,2022/12/16,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,東京湾岸,辰巳交番,131083,東京都,江東区,辰巳１丁目,2022/1/11,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,東京湾岸,辰巳交番,131083,東京都,江東区,辰巳１丁目,2022/12/16,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,東京湾岸,辰巳交番,131083,東京都,江東区,辰巳３丁目,2022/12/6,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,東京湾岸,都橋交番,131083,東京都,江東区,有明３丁目,2022/7/16,9,その他,駐車（輪）場,その他
窃盗,部品ねらい,東京湾岸,都橋交番,131083,東京都,江東区,有明４丁目,2022/8/11,16,その他,駐車（輪）場,その他
窃盗,部品ねらい,東京湾岸,都橋交番,131083,東京都,江東区,東雲１丁目,2022/6/14,20,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,東京湾岸,都橋交番,131083,東京都,江東区,東雲１丁目,2022/7/20,20,その他,駐車（輪）場,その他
窃盗,部品ねらい,東京湾岸,都橋交番,131083,東京都,江東区,東雲１丁目,2022/10/12,5,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,東京湾岸,都橋交番,131083,東京都,江東区,東雲１丁目,2022/10/15,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,品川,台場交番,131091,東京都,品川区,北品川１丁目,2022/3/23,8,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,品川,台場交番,131091,東京都,品川区,東品川１丁目,2022/7/19,11,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,品川,御殿山交番,131091,東京都,品川区,北品川４丁目,2022/7/22,18,道路上,その他,その他
窃盗,部品ねらい,品川,御殿山交番,131091,東京都,品川区,北品川６丁目,2022/8/22,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2022/3/31,0,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2022/5/8,10,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2022/6/11,6,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2022/8/4,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2022/9/10,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2022/9/16,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大井,南大井交番,131091,東京都,品川区,南大井６丁目,2022/3/16,11,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大井,南大井交番,131091,東京都,品川区,南大井６丁目,2022/12/9,7,その他,駐車（輪）場,その他
窃盗,部品ねらい,大井,大井町駅前交番,131091,東京都,品川区,大井１丁目,2022/5/18,13,その他,駐車（輪）場,その他
窃盗,部品ねらい,大井,大井町駅前交番,131091,東京都,品川区,大井１丁目,2022/6/3,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大井,大井町駅前交番,131091,東京都,品川区,東大井５丁目,2022/1/5,14,その他,駐車（輪）場,その他
窃盗,部品ねらい,大井,大井町駅前交番,131091,東京都,品川区,東大井５丁目,2022/10/15,4,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大井,立会川交番,131091,東京都,品川区,勝島３丁目,2021/12/28,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,大井,西大井駅前交番,131091,東京都,品川区,西大井１丁目,2022/6/19,11,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大井,西大井駅前交番,131091,東京都,品川区,西大井４丁目,2022/11/22,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,大井,西大井駅前交番,131091,東京都,品川区,西大井６丁目,2022/6/5,17,その他,その他,その他
窃盗,部品ねらい,大崎,中原口交番,131091,東京都,品川区,西五反田７丁目,2022/7/29,8,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大崎,五反田駅前交番,131091,東京都,品川区,東五反田２丁目,2022/12/24,11,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大崎,大崎駅前交番,131091,東京都,品川区,大崎２丁目,2022/6/26,11,道路上,その他,その他
窃盗,部品ねらい,大崎,西五反田交番,131091,東京都,品川区,西五反田４丁目,2022/2/21,5,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,荏原,二葉町交番,131091,東京都,品川区,豊町４丁目,2022/7/8,9,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,荏原,二葉町交番,131091,東京都,品川区,豊町４丁目,2022/7/8,11,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,荏原,旗の台交番,131091,東京都,品川区,旗の台３丁目,2022/5/7,0,道路上,その他,その他
窃盗,部品ねらい,荏原,旗の台交番,131091,東京都,品川区,旗の台５丁目,2022/7/2,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,荏原,旗の台交番,131091,東京都,品川区,旗の台５丁目,2022/9/18,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,荏原,武蔵小山交番,131091,東京都,品川区,小山５丁目,2022/4/12,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,荏原,江戸見坂交番,131091,東京都,品川区,荏原５丁目,2022/4/12,8,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,荏原,江戸見坂交番,131091,東京都,品川区,小山５丁目,2022/4/9,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,荏原,江戸見坂交番,131091,東京都,品川区,小山５丁目,2022/10/21,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,荏原,江戸見坂交番,131091,東京都,品川区,小山６丁目,2022/9/25,11,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,荏原,源氏前交番,131091,東京都,品川区,中延６丁目,2022/7/28,0,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,荏原,源氏前交番,131091,東京都,品川区,旗の台３丁目,2022/8/29,23,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,荏原,豊町交番,131091,東京都,品川区,東中延２丁目,2022/6/23,8,その他,駐車（輪）場,その他
窃盗,部品ねらい,荏原,豊町交番,131091,東京都,品川区,二葉３丁目,2022/12/9,19,道路上,その他,その他
窃盗,部品ねらい,荏原,豊町交番,131091,東京都,品川区,豊町６丁目,2022/4/11,10,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,大森,大森海岸交番,131113,東京都,大田区,大森東１丁目,2022/1/31,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,大森,大森海岸交番,131113,東京都,大田区,大森東１丁目,2022/3/23,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,大森,大森海岸交番,131113,東京都,大田区,平和島１丁目,2022/11/18,22,その他,駐車（輪）場,その他
窃盗,部品ねらい,大森,大森西交番,131113,東京都,大田区,大森西２丁目,2022/5/12,11,一戸建住宅,その他,その他
窃盗,部品ねらい,大森,大森西交番,131113,東京都,大田区,大森西３丁目,2022/12/10,12,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大森,大森西交番,131113,東京都,大田区,大森西６丁目,2022/4/23,15,道路上,その他,その他
窃盗,部品ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2022/7/10,7,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北２丁目,2022/2/26,9,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大森,山王交番,131113,東京都,大田区,山王２丁目,2022/11/3,10,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,大森,春日橋交番,131113,東京都,大田区,中央３丁目,2022/5/2,10,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,大森,谷戸交番,131113,東京都,大田区,大森西３丁目,2022/5/12,8,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,田園調布,丸子橋交番,131113,東京都,大田区,田園調布南,2022/6/5,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,田園調布,多摩川台駐在所,131113,東京都,大田区,田園調布５丁目,2022/1/29,16,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,田園調布,大岡山駅前交番,131113,東京都,大田区,石川町１丁目,2022/12/7,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,田園調布,洗足池交番,131113,東京都,大田区,上池台１丁目,2022/3/4,20,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,田園調布,洗足池交番,131113,東京都,大田区,上池台２丁目,2022/8/29,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,田園調布,洗足池交番,131113,東京都,大田区,上池台４丁目,2022/7/29,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,田園調布,洗足池交番,131113,東京都,大田区,東雪谷２丁目,2022/3/31,10,道路上,その他,その他
窃盗,部品ねらい,田園調布,道々橋交番,131113,東京都,大田区,仲池上２丁目,2022/5/22,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,田園調布,道々橋交番,131113,東京都,大田区,南雪谷５丁目,2022/12/8,20,その他,駐車（輪）場,その他
窃盗,部品ねらい,田園調布,鵜の木駅前交番,131113,東京都,大田区,鵜の木２丁目,2022/2/12,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,田園調布,鵜の木駅前交番,131113,東京都,大田区,南久が原２丁目,2022/9/15,23,一戸建住宅,その他,その他
窃盗,部品ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,蒲田２丁目,2022/6/18,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,東蒲田２丁目,2022/3/9,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,南蒲田１丁目,2022/10/4,10,その他,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,南蒲田１丁目,2022/10/5,14,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,北糀谷交番,131113,東京都,大田区,東糀谷１丁目,2022/6/28,13,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,大鳥居交番,131113,東京都,大田区,羽田２丁目,2022/5/3,17,道路上,その他,その他
窃盗,部品ねらい,蒲田,大鳥居交番,131113,東京都,大田区,羽田４丁目,2021/12/29,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,大鳥居交番,131113,東京都,大田区,東糀谷３丁目,2022/5/19,9,その他,その他,その他
窃盗,部品ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田２丁目,2022/6/3,18,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,蒲田,本羽田交番,131113,東京都,大田区,萩中１丁目,2022/9/27,23,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,本羽田交番,131113,東京都,大田区,本羽田２丁目,2022/8/31,14,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2022/6/30,3,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2022/8/1,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2022/8/20,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2022/8/30,16,道路上,その他,ナンバープレート
窃盗,部品ねらい,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田５丁目,2022/12/24,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田５丁目,2022/3/2,9,その他,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田５丁目,2022/4/23,7,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2022/1/11,10,その他,その他,その他
窃盗,部品ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2022/5/14,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田８丁目,2022/4/19,7,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷１丁目,2021/12/29,15,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷１丁目,2022/3/21,不明,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷１丁目,2022/5/10,18,一戸建住宅,その他,その他
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷１丁目,2022/11/5,17,一戸建住宅,その他,その他
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷２丁目,2022/5/9,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷２丁目,2022/7/3,16,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷２丁目,2022/8/14,19,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷２丁目,2022/11/2,10,その他,その他,その他
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷４丁目,2022/5/25,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷４丁目,2022/10/22,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷４丁目,2022/10/24,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2022/5/25,15,道路上,その他,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2022/6/8,1,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2022/6/14,10,その他,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,東六郷２丁目,2021/12/25,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,東六郷２丁目,2022/3/30,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,東六郷２丁目,2022/9/12,13,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,東六郷２丁目,2022/9/15,10,その他,駐車（輪）場,その他
窃盗,部品ねらい,池上,ガス橋交番,131113,東京都,大田区,下丸子２丁目,2021/12/28,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,池上,ガス橋交番,131113,東京都,大田区,矢口２丁目,2022/7/2,21,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,池上,三本松交番,131113,東京都,大田区,北馬込１丁目,2022/8/5,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,池上,千鳥交番,131113,東京都,大田区,多摩川１丁目,2022/5/31,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,池上,千鳥交番,131113,東京都,大田区,千鳥２丁目,2022/8/25,13,その他,駐車（輪）場,その他
窃盗,部品ねらい,池上,千鳥交番,131113,東京都,大田区,千鳥３丁目,2022/11/7,19,一戸建住宅,その他,その他
窃盗,部品ねらい,池上,千鳥交番,131113,東京都,大田区,東矢口２丁目,2022/3/13,12,道路上,その他,その他
窃盗,部品ねらい,池上,南馬込交番,131113,東京都,大田区,南馬込６丁目,2022/10/10,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,池上,市野倉交番,131113,東京都,大田区,中央６丁目,2022/9/5,22,道路上,その他,その他
窃盗,部品ねらい,池上,蓮沼交番,131113,東京都,大田区,新蒲田２丁目,2022/2/23,18,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,池上,蓮沼交番,131113,東京都,大田区,東矢口１丁目,2022/11/24,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,池上,西馬込交番,131113,東京都,大田区,南馬込５丁目,2022/10/25,0,道路上,その他,その他
窃盗,部品ねらい,世田谷,三宿交番,131121,東京都,世田谷区,池尻４丁目,2022/10/27,12,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,世田谷,三宿交番,131121,東京都,世田谷区,池尻４丁目,2022/11/27,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,世田谷,上馬交番,131121,東京都,世田谷区,上馬１丁目,2022/8/9,22,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘４丁目,2022/1/5,8,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,北沢,下北沢交番,131121,東京都,世田谷区,北沢３丁目,2022/6/2,17,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,北沢,下北沢交番,131121,東京都,世田谷区,北沢５丁目,2022/6/3,20,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,経堂１丁目,2022/4/9,16,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,経堂４丁目,2022/8/9,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,宮坂２丁目,2022/3/20,17,一戸建住宅,その他,その他
窃盗,部品ねらい,北沢,羽根木交番,131121,東京都,世田谷区,大原２丁目,2022/2/20,15,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,北沢,赤堤交番,131121,東京都,世田谷区,松原６丁目,2022/12/5,12,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,玉川,上野毛交番,131121,東京都,世田谷区,上野毛１丁目,2022/7/20,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,玉川,二子玉川交番,131121,東京都,世田谷区,上野毛２丁目,2022/7/8,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,玉川,二子玉川交番,131121,東京都,世田谷区,玉川４丁目,2022/3/25,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,玉川,奥沢駅前交番,131121,東京都,世田谷区,奥沢５丁目,2022/4/18,6,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,玉川,尾山台駐在所,131121,東京都,世田谷区,玉堤１丁目,2022/3/14,19,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,玉川,深沢交番,131121,東京都,世田谷区,深沢２丁目,2022/3/7,12,一戸建住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,玉川,深沢交番,131121,東京都,世田谷区,深沢６丁目,2022/4/6,22,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,玉川,用賀交番,131121,東京都,世田谷区,上用賀１丁目,2022/6/3,22,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,玉川,用賀交番,131121,東京都,世田谷区,上用賀３丁目,2022/4/8,16,４階建て以上共同住宅,駐車（輪）場,その他
