罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,新木場３丁目,2022/10/9,17,駐車（輪）場,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,夢の島３丁目,2022/9/6,8,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,夢の島３丁目,2022/9/11,10,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,夢の島３丁目,2022/9/11,10,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,夢の島３丁目,2022/9/11,14,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,夢の島３丁目,2022/9/12,21,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,夢の島３丁目,2022/10/9,17,駐車（輪）場,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,夢の島３丁目,2022/12/10,15,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東京湾岸,辰巳交番,131083,東京都,江東区,辰巳２丁目,2022/11/26,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東京湾岸,都橋交番,131083,東京都,江東区,有明４丁目,2022/1/19,12,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東京湾岸,都橋交番,131083,東京都,江東区,東雲２丁目,2021/12/27,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東京湾岸,都橋交番,131083,東京都,江東区,東雲２丁目,2022/7/7,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東京湾岸,都橋交番,131083,東京都,江東区,東雲２丁目,2022/8/9,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,品川,三ツ木交番,131091,東京都,品川区,西品川３丁目,不明,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,品川,天王洲交番,131091,東京都,品川区,東品川４丁目,2022/3/13,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,品川,御殿山交番,131091,東京都,品川区,北品川５丁目,2022/5/11,14,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,品川,青物横丁駅前交番,131091,東京都,品川区,南品川５丁目,2022/9/20,16,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2020/8/2,0,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2022/6/5,22,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2022/6/11,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大井,大井町駅前交番,131091,東京都,品川区,東大井５丁目,2022/5/8,15,道路上,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,大崎,五反田駅前交番,131091,東京都,品川区,西五反田２丁目,2022/1/18,17,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,荏原,武蔵小山交番,131091,東京都,品川区,小山２丁目,2021/11/30,14,その他,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大森,大森西交番,131113,東京都,大田区,大森西２丁目,2022/4/25,16,一戸建住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,大森,大森西交番,131113,東京都,大田区,大森西５丁目,2022/5/21,18,その他,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2022/4/2,8,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2022/7/7,23,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2022/9/12,22,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2022/9/29,5,その他,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大森,山王交番,131113,東京都,大田区,山王３丁目,2022/1/25,7,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大森,山王交番,131113,東京都,大田区,山王３丁目,2022/9/29,20,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大森,森ケ崎交番,131113,東京都,大田区,大森東３丁目,2022/9/20,6,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大森,森ケ崎交番,131113,東京都,大田区,大森南２丁目,2022/6/19,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大森,谷戸交番,131113,東京都,大田区,大森中２丁目,2022/9/21,14,一戸建住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大森,谷戸交番,131113,東京都,大田区,大森西３丁目,2022/5/27,19,一戸建住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,蒲田,京急蒲田駅前交番,131113,東京都,大田区,蒲田３丁目,2020/6/1,18,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,蒲田,京急蒲田駅前交番,131113,東京都,大田区,東蒲田２丁目,2022/11/20,13,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,蒲田,大鳥居交番,131113,東京都,大田区,羽田３丁目,2022/1/3,12,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,蒲田,大鳥居交番,131113,東京都,大田区,羽田３丁目,2022/8/19,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,蒲田,日の出通交番,131113,東京都,大田区,西糀谷４丁目,2022/5/24,18,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,蒲田,本羽田交番,131113,東京都,大田区,本羽田１丁目,2022/5/4,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,蒲田,本羽田交番,131113,東京都,大田区,本羽田２丁目,2020/12/15,17,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,蒲田,本羽田交番,131113,東京都,大田区,本羽田２丁目,2022/3/14,19,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,蒲田,東六郷交番,131113,東京都,大田区,仲六郷４丁目,2022/5/23,1,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,蒲田,東六郷交番,131113,東京都,大田区,仲六郷４丁目,2022/7/27,20,その他,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2022/7/31,17,４階建て以上共同住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2022/11/7,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田５丁目,2022/1/12,20,その他,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田本町１丁目,2022/12/12,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田５丁目,2022/9/29,13,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田５丁目,2022/12/7,20,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2022/10/8,23,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2022/10/11,10,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,蒲田,蒲田駅西口交番,131113,東京都,大田区,東蒲田１丁目,2022/10/26,16,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,蒲田,西六郷交番,131113,東京都,大田区,西六郷１丁目,2022/5/5,15,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,蒲田,西六郷交番,131113,東京都,大田区,西六郷１丁目,2022/9/15,17,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,蒲田,西六郷交番,131113,東京都,大田区,西六郷３丁目,2022/2/3,17,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,蒲田,西蒲田交番,131113,東京都,大田区,大森西７丁目,2022/9/10,3,その他,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,蒲田,西蒲田交番,131113,東京都,大田区,西蒲田４丁目,2022/12/10,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2022/1/15,21,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,池上,ガス橋交番,131113,東京都,大田区,下丸子４丁目,2022/8/6,1,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,池上,ガス橋交番,131113,東京都,大田区,矢口２丁目,2022/6/5,14,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,池上,ガス橋交番,131113,東京都,大田区,矢口２丁目,2022/11/25,18,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,池上,市野倉交番,131113,東京都,大田区,中央６丁目,2022/4/9,0,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,池上,市野倉交番,131113,東京都,大田区,中央７丁目,2021/12/30,6,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,池上,市野倉交番,131113,東京都,大田区,中央７丁目,2022/11/25,6,一戸建住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,池上,池上駅前交番,131113,東京都,大田区,池上６丁目,2022/8/16,8,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,池上,蓮沼交番,131113,東京都,大田区,西蒲田３丁目,2022/5/29,17,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,池上,蓮沼交番,131113,東京都,大田区,西蒲田６丁目,2022/10/10,16,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,池上,西馬込交番,131113,東京都,大田区,西馬込１丁目,2022/5/7,16,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,池上,西馬込交番,131113,東京都,大田区,西馬込２丁目,2022/7/14,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,池上,西馬込交番,131113,東京都,大田区,南馬込１丁目,2021/12/24,7,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東京空港,第３ターミナル交番,131113,東京都,大田区,羽田空港３丁目,2022/5/24,8,その他,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,世田谷,三宿交番,131121,東京都,世田谷区,下馬２丁目,2022/8/1,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,世田谷,下馬四丁目交番,131121,東京都,世田谷区,下馬５丁目,2022/3/5,23,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘４丁目,2022/1/5,8,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,世田谷,若林交番,131121,東京都,世田谷区,若林１丁目,2022/6/24,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,北沢,宮前橋交番,131121,東京都,世田谷区,梅丘１丁目,2022/6/18,18,一戸建住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,北沢,宮前橋交番,131121,東京都,世田谷区,代田４丁目,2022/8/10,23,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,北沢,明大前駅前交番,131121,東京都,世田谷区,松原２丁目,2022/7/18,7,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,北沢,淡島通交番,131121,東京都,世田谷区,梅丘１丁目,2022/10/8,23,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,北沢,経堂駅前交番,131121,東京都,世田谷区,宮坂３丁目,2022/2/19,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,玉川,深沢交番,131121,東京都,世田谷区,深沢５丁目,2022/11/28,22,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,玉川,瀬田交番,131121,東京都,世田谷区,瀬田４丁目,2022/1/10,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,玉川,瀬田交番,131121,東京都,世田谷区,瀬田５丁目,2022/8/12,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,玉川,馬事公苑前駐在所,131121,東京都,世田谷区,上用賀４丁目,2021/1/1,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,成城,上北沢駅前交番,131121,東京都,世田谷区,上北沢５丁目,2022/5/17,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成城,千歳台交番,131121,東京都,世田谷区,千歳台４丁目,2022/2/20,12,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成城,喜多見駐在所,131121,東京都,世田谷区,喜多見２丁目,2022/2/28,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成城,大蔵二丁目交番,131121,東京都,世田谷区,砧２丁目,2022/7/18,1,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成城,烏山交番,131121,東京都,世田谷区,南烏山６丁目,2022/9/18,2,４階建て以上共同住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,成城,祖師谷大蔵交番,131121,東京都,世田谷区,祖師谷１丁目,2022/8/20,0,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,目黒,三田交番,131105,東京都,目黒区,三田１丁目,2022/9/6,8,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,目黒,中目黒駅前交番,131105,東京都,目黒区,中目黒３丁目,2022/9/20,20,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,目黒,油面交番,131105,東京都,目黒区,中町２丁目,2022/10/19,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,碑文谷,学芸大学駅前交番,131105,東京都,目黒区,鷹番２丁目,2022/10/4,17,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,碑文谷,学芸大学駅前交番,131105,東京都,目黒区,鷹番２丁目,2022/11/25,9,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,碑文谷,本町二丁目交番,131105,東京都,目黒区,目黒本町２丁目,2022/2/26,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,渋谷,代官山交番,131130,東京都,渋谷区,代官山町,2022/9/1,17,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,渋谷,宇田川交番,131130,東京都,渋谷区,道玄坂２丁目,2022/11/13,12,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿南１丁目,2022/7/15,18,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,渋谷,渋谷駅前交番,131130,東京都,渋谷区,道玄坂１丁目,2022/1/19,6,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2019/8/1,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2022/12/1,10,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,原宿,神宮前交番,131130,東京都,渋谷区,神宮前３丁目,2022/2/26,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,代々木,不動前交番,131130,東京都,渋谷区,本町５丁目,2020/1/1,不明,道路上,その他,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,上原２丁目,2015/7/1,0,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷１丁目,2022/10/27,5,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,代々木,笹塚交番,131130,東京都,渋谷区,笹塚２丁目,2017/8/1,不明,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,牛込,河田町交番,131041,東京都,新宿区,戸山２丁目,2022/4/29,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,牛込,河田町交番,131041,東京都,新宿区,河田町,2022/10/21,21,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,新宿,北新宿一丁目交番,131041,東京都,新宿区,北新宿１丁目,2022/4/29,22,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,新宿,大久保交番,131041,東京都,新宿区,大久保３丁目,2022/2/27,13,その他,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,新宿,成子坂交番,131041,東京都,新宿区,西新宿７丁目,2022/11/12,8,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,新宿,新宿駅西口交番,131041,東京都,新宿区,西新宿１丁目,2021/12/18,9,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町１丁目,2022/7/22,9,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2022/6/2,17,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2022/8/13,2,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,新宿,淀橋市場前交番,131041,東京都,新宿区,百人町３丁目,2022/7/27,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,新宿,百人町交番,131041,東京都,新宿区,百人町１丁目,2022/9/20,11,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,新宿,百人町交番,131041,東京都,新宿区,百人町２丁目,2022/11/29,2,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,新宿,西新宿三丁目交番,131041,東京都,新宿区,西新宿３丁目,2022/7/13,8,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,下落合三丁目駐在所,131041,東京都,新宿区,下落合２丁目,2022/8/17,16,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,西落合交番,131041,東京都,新宿区,西落合２丁目,2021/10/19,20,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場３丁目,2022/4/5,15,その他,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,四谷,四谷三丁目交番,131041,東京都,新宿区,四谷４丁目,2021/12/28,20,その他,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四谷,四谷三丁目交番,131041,東京都,新宿区,四谷４丁目,2022/8/7,17,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
