罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,被害者の性別,被害者の年齢,現金被害の有無
窃盗,ひったくり,大崎,五反田駅前交番,131091,東京都,品川区,東五反田５丁目,2019-05-09,17,道路上,女性,70歳以上,あり
窃盗,ひったくり,荏原,旗の台交番,131091,東京都,品川区,旗の台１丁目,2019-05-22,17,道路上,男性,40歳代,なし
窃盗,ひったくり,荏原,武蔵小山交番,131091,東京都,品川区,小山台２丁目,2019-04-13,13,道路上,女性,65-69歳,あり
窃盗,ひったくり,大森,谷戸交番,131113,東京都,大田区,大森西５丁目,2019-02-07,22,道路上,女性,70歳以上,あり
窃盗,ひったくり,大森,大森西交番,131113,東京都,大田区,大森中２丁目,2019-06-16,13,道路上,女性,70歳以上,あり
窃盗,ひったくり,大森,大森西交番,131113,東京都,大田区,大森西３丁目,2019-06-28,22,道路上,男性,30歳代,あり
窃盗,ひったくり,大森,山王交番,131113,東京都,大田区,山王３丁目,2019-05-30,23,道路上,男性,30歳代,あり
窃盗,ひったくり,田園調布,田園調布駅前交番,131113,東京都,大田区,田園調布４丁目,2019-12-27,08,道路上,女性,60-64歳,あり
窃盗,ひったくり,田園調布,田園調布駅前交番,131113,東京都,大田区,田園調布５丁目,2019-05-23,12,道路上,女性,30歳代,あり
窃盗,ひったくり,田園調布,嶺駐在所,131113,東京都,大田区,東嶺町,2019-12-27,21,道路上,女性,70歳以上,なし
窃盗,ひったくり,田園調布,多摩川台駐在所,131113,東京都,大田区,田園調布４丁目,2019-09-02,20,道路上,男性,50歳代,あり
窃盗,ひったくり,田園調布,丸子橋交番,131113,東京都,大田区,田園調布１丁目,2019-05-17,14,道路上,女性,50歳代,あり
窃盗,ひったくり,田園調布,丸子橋交番,131113,東京都,大田区,田園調布１丁目,2019-07-02,00,その他,女性,30歳代,なし
窃盗,ひったくり,蒲田,西蒲田交番,131113,東京都,大田区,西蒲田１丁目,2019-01-25,08,道路上,男性,65-69歳,なし
窃盗,ひったくり,蒲田,京急蒲田駅前交番,131113,東京都,大田区,蒲田２丁目,2019-05-10,22,道路上,女性,30歳代,あり
窃盗,ひったくり,蒲田,京急蒲田駅前交番,131113,東京都,大田区,東蒲田２丁目,2019-07-27,00,道路上,男性,40歳代,あり
窃盗,ひったくり,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田５丁目,2019-05-05,00,道路上,男性,50歳代,あり
窃盗,ひったくり,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田５丁目,2019-05-18,23,道路上,男性,40歳代,あり
窃盗,ひったくり,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田５丁目,2019-07-02,23,道路上,男性,50歳代,あり
窃盗,ひったくり,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田５丁目,2019-09-25,04,道路上,男性,50歳代,あり
窃盗,ひったくり,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2019-06-04,22,道路上,男性,60-64歳,あり
窃盗,ひったくり,蒲田,西六郷交番,131113,東京都,大田区,新蒲田１丁目,2019-07-21,00,道路上,男性,50歳代,あり
窃盗,ひったくり,池上,,131113,東京都,大田区,西蒲田７丁目,2019-07-10,23,道路上,男性,20歳代,あり
窃盗,ひったくり,池上,西馬込交番,131113,東京都,大田区,南馬込６丁目,2019-01-06,01,道路上,女性,40歳代,あり
窃盗,ひったくり,池上,西馬込交番,131113,東京都,大田区,南馬込６丁目,2019-12-27,21,道路上,女性,50歳代,あり
窃盗,ひったくり,池上,千鳥交番,131113,東京都,大田区,久が原５丁目,2019-12-24,01,道路上,女性,65-69歳,あり
窃盗,ひったくり,池上,ガス橋交番,131113,東京都,大田区,下丸子１丁目,2019-12-16,17,道路上,男性,70歳以上,あり
窃盗,ひったくり,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂５丁目,2019-10-15,20,道路上,女性,10歳代,あり
窃盗,ひったくり,北沢,赤堤交番,131121,東京都,世田谷区,豪徳寺１丁目,2019-08-20,23,道路上,女性,20歳代,あり
窃盗,ひったくり,玉川,奥沢駅前交番,131121,東京都,世田谷区,奥沢５丁目,2019-08-18,13,道路上,女性,20歳代,あり
窃盗,ひったくり,玉川,二子玉川交番,131121,東京都,世田谷区,上野毛２丁目,2019-08-15,12,道路上,女性,20歳代,あり
窃盗,ひったくり,玉川,二子玉川交番,131121,東京都,世田谷区,玉川２丁目,2019-06-04,16,道路上,女性,50歳代,あり
窃盗,ひったくり,玉川,瀬田交番,131121,東京都,世田谷区,上野毛４丁目,2019-05-20,15,道路上,女性,40歳代,あり
窃盗,ひったくり,成城,烏山交番,131121,東京都,世田谷区,南烏山４丁目,2019-06-04,22,道路上,男性,50歳代,なし
窃盗,ひったくり,成城,岡本駐在所,131121,東京都,世田谷区,岡本１丁目,2019-05-20,12,道路上,女性,70歳以上,あり
窃盗,ひったくり,目黒,三田交番,131105,東京都,目黒区,三田１丁目,2019-05-17,20,道路上,女性,65-69歳,あり
窃盗,ひったくり,目黒,下目黒交番,131105,東京都,目黒区,下目黒２丁目,2019-02-15,14,道路上,女性,50歳代,あり
窃盗,ひったくり,目黒,油面交番,131105,東京都,目黒区,下目黒４丁目,2019-05-23,16,道路上,女性,65-69歳,あり
窃盗,ひったくり,目黒,油面交番,131105,東京都,目黒区,目黒４丁目,2019-06-18,16,道路上,女性,30歳代,あり
窃盗,ひったくり,目黒,祐天寺駅前交番,131105,東京都,目黒区,中央町２丁目,2019-05-27,17,道路上,女性,50歳代,あり
窃盗,ひったくり,碑文谷,都立大学駅前交番,131105,東京都,目黒区,平町２丁目,2019-11-04,19,道路上,女性,40歳代,なし
窃盗,ひったくり,碑文谷,都立大学駅前交番,131105,東京都,目黒区,八雲１丁目,2019-04-17,23,道路上,女性,20歳代,なし
窃盗,ひったくり,渋谷,渋谷駅前交番,131130,東京都,渋谷区,渋谷３丁目,2019-12-27,15,道路上,男性,50歳代,なし
窃盗,ひったくり,渋谷,渋谷駅前交番,131130,東京都,渋谷区,神南１丁目,2019-12-19,20,道路上,女性,30歳代,あり
窃盗,ひったくり,渋谷,道玄坂上交番,131130,東京都,渋谷区,道玄坂２丁目,2019-01-01,00,道路上,男性,20歳代,あり
窃盗,ひったくり,渋谷,代官山交番,131130,東京都,渋谷区,猿楽町,2019-09-15,22,道路上,女性,30歳代,あり
窃盗,ひったくり,渋谷,代官山交番,131130,東京都,渋谷区,猿楽町,2019-09-25,06,道路上,女性,70歳以上,あり
窃盗,ひったくり,渋谷,恵比寿四丁目交番,131130,東京都,渋谷区,恵比寿３丁目,2019-05-21,17,道路上,女性,20歳代,あり
窃盗,ひったくり,渋谷,美竹交番,131130,東京都,渋谷区,神宮前５丁目,2019-10-17,01,道路上,男性,40歳代,なし
窃盗,ひったくり,代々木,笹塚交番,131130,東京都,渋谷区,笹塚２丁目,2019-07-20,22,道路上,男性,40歳代,あり
窃盗,ひったくり,代々木,笹塚交番,131130,東京都,渋谷区,笹塚３丁目,2019-06-07,00,道路上,女性,30歳代,あり
窃盗,ひったくり,代々木,代々木上原駅前交番,131130,東京都,渋谷区,大山町,2019-06-21,14,道路上,女性,65-69歳,あり
窃盗,ひったくり,新宿,成子坂交番,131041,東京都,新宿区,西新宿７丁目,2019-06-05,21,道路上,女性,20歳代,あり
窃盗,ひったくり,新宿,淀橋市場前交番,131041,東京都,新宿区,北新宿３丁目,2019-04-25,09,道路上,女性,70歳以上,あり
窃盗,ひったくり,新宿,大久保交番,131041,東京都,新宿区,大久保１丁目,2019-03-20,23,道路上,女性,30歳代,なし
窃盗,ひったくり,新宿,大久保交番,131041,東京都,新宿区,大久保２丁目,2019-04-28,07,道路上,男性,70歳以上,なし
窃盗,ひったくり,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町１丁目,2019-01-26,18,道路上,女性,20歳代,なし
窃盗,ひったくり,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2019-03-19,04,道路上,女性,20歳代,あり
窃盗,ひったくり,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2019-04-23,03,道路上,女性,50歳代,あり
窃盗,ひったくり,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2019-05-10,21,道路上,男性,40歳代,あり
窃盗,ひったくり,新宿,新宿駅東口交番,131041,東京都,新宿区,新宿３丁目,2019-01-13,11,その他,女性,10歳代,なし
窃盗,ひったくり,新宿,新宿駅東口交番,131041,東京都,新宿区,新宿３丁目,2019-03-21,22,道路上,女性,20歳代,なし
窃盗,ひったくり,新宿,新宿駅東口交番,131041,東京都,新宿区,新宿３丁目,2019-04-09,05,道路上,女性,20歳代,あり
窃盗,ひったくり,戸塚,高田馬場駅前交番,131041,東京都,新宿区,百人町４丁目,2019-09-30,06,道路上,女性,20歳代,なし
窃盗,ひったくり,戸塚,下落合駅前交番,131041,東京都,新宿区,下落合３丁目,2019-05-30,17,道路上,女性,40歳代,あり
窃盗,ひったくり,戸塚,下落合駅前交番,131041,東京都,新宿区,下落合３丁目,2019-07-17,18,道路上,女性,65-69歳,あり
窃盗,ひったくり,戸塚,下落合駅前交番,131041,東京都,新宿区,中落合１丁目,2019-11-19,07,道路上,男性,60-64歳,あり
窃盗,ひったくり,戸塚,西落合交番,131041,東京都,新宿区,中落合３丁目,2019-02-13,18,道路上,女性,70歳以上,あり
窃盗,ひったくり,四谷,,131041,東京都,新宿区,新宿３丁目,2019-09-09,17,道路上,男性,10歳代,あり
窃盗,ひったくり,四谷,大京町交番,131041,東京都,新宿区,内藤町,2019-02-23,05,その他,女性,20歳代,あり
窃盗,ひったくり,中野,中野坂上交番,131148,東京都,中野区,中央２丁目,2019-08-27,17,その他,女性,70歳以上,あり
窃盗,ひったくり,野方,薬師駅前交番,131148,東京都,中野区,上高田３丁目,2019-06-03,00,道路上,女性,20歳代,あり
窃盗,ひったくり,野方,薬師駅前交番,131148,東京都,中野区,上高田５丁目,2019-07-25,16,道路上,女性,20歳代,あり
窃盗,ひったくり,高井戸,西荻南交番,131156,東京都,杉並区,西荻南２丁目,2019-05-29,22,道路上,女性,20歳代,あり
窃盗,ひったくり,荻窪,西荻窪交番,131156,東京都,杉並区,西荻北３丁目,2019-06-01,05,その他,女性,20歳代,あり
窃盗,ひったくり,荻窪,西荻窪交番,131156,東京都,杉並区,西荻北４丁目,2019-05-08,00,道路上,女性,30歳代,あり
窃盗,ひったくり,荻窪,荻窪駅北口交番,131156,東京都,杉並区,上荻１丁目,2019-09-09,01,その他,男性,70歳以上,なし
窃盗,ひったくり,荻窪,天沼交番,131156,東京都,杉並区,清水２丁目,2019-02-16,07,道路上,女性,20歳代,あり
窃盗,ひったくり,荻窪,下井草駅前交番,131156,東京都,杉並区,下井草３丁目,2019-09-07,21,道路上,女性,70歳以上,あり
窃盗,ひったくり,本富士,天神町交番,131059,東京都,文京区,湯島３丁目,2019-12-06,18,道路上,男性,20歳代,あり
窃盗,ひったくり,巣鴨,巣鴨新田交番,131164,東京都,豊島区,上池袋１丁目,2019-07-25,22,道路上,女性,10歳代,なし
窃盗,ひったくり,池袋,池袋駅東口交番,131164,東京都,豊島区,東池袋１丁目,2019-02-24,14,道路上,法人・団体,法人・団体、被害者なし,あり
窃盗,ひったくり,池袋,池袋駅東口交番,131164,東京都,豊島区,東池袋１丁目,2019-08-04,17,道路上,女性,20歳代,なし
窃盗,ひったくり,池袋,池袋駅東口交番,131164,東京都,豊島区,南池袋１丁目,2019-08-24,12,その他,女性,70歳以上,あり
窃盗,ひったくり,池袋,池袋駅西口交番,131164,東京都,豊島区,西池袋３丁目,2019-09-10,01,道路上,男性,50歳代,あり
窃盗,ひったくり,目白,目白駅前交番,131164,東京都,豊島区,目白５丁目,2019-11-19,07,道路上,男性,60-64歳,あり
窃盗,ひったくり,目白,要町交番,131164,東京都,豊島区,要町１丁目,2019-11-19,08,道路上,男性,50歳代,あり
窃盗,ひったくり,王子,王子駅前交番,131172,東京都,北区,堀船１丁目,2019-05-17,10,道路上,女性,70歳以上,あり
窃盗,ひったくり,王子,王子駅前交番,131172,東京都,北区,堀船３丁目,2019-05-13,22,道路上,女性,20歳代,なし
窃盗,ひったくり,王子,王子五丁目交番,131172,東京都,北区,豊島３丁目,2019-05-21,20,道路上,女性,30歳代,あり
窃盗,ひったくり,王子,中十条交番,131172,東京都,北区,岸町２丁目,2019-05-22,06,道路上,女性,65-69歳,あり
窃盗,ひったくり,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽１丁目,2019-09-25,03,道路上,男性,65-69歳,あり
窃盗,ひったくり,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽２丁目,2019-06-26,22,道路上,男性,60-64歳,あり
窃盗,ひったくり,板橋,熊野町交番,131199,東京都,板橋区,熊野町,2019-04-17,12,その他,女性,65-69歳,あり
窃盗,ひったくり,板橋,常盤台交番,131199,東京都,板橋区,常盤台１丁目,2019-12-17,22,道路上,女性,30歳代,あり
窃盗,ひったくり,志村,蓮根交番,131199,東京都,板橋区,蓮根３丁目,2019-02-21,23,道路上,女性,10歳代,あり
窃盗,ひったくり,練馬,貫井交番,131202,東京都,練馬区,貫井２丁目,2019-11-10,02,道路上,女性,50歳代,なし
窃盗,ひったくり,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2019-05-23,18,道路上,女性,50歳代,あり
窃盗,ひったくり,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町５丁目,2019-10-19,14,道路上,女性,40歳代,あり
窃盗,ひったくり,石神井,関町交番,131202,東京都,練馬区,関町東１丁目,2019-09-12,20,道路上,女性,70歳以上,あり
窃盗,ひったくり,石神井,南大泉交番,131202,東京都,練馬区,東大泉６丁目,2019-09-21,00,道路上,女性,20歳代,あり
窃盗,ひったくり,石神井,南大泉交番,131202,東京都,練馬区,南大泉３丁目,2019-05-09,16,道路上,女性,40歳代,あり
窃盗,ひったくり,石神井,富士街道交番,131202,東京都,練馬区,石神井台２丁目,2019-09-07,19,道路上,女性,70歳以上,あり
窃盗,ひったくり,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2019-05-22,22,その他,男性,30歳代,あり
窃盗,ひったくり,高島平,西台駅前交番,131199,東京都,板橋区,高島平９丁目,2019-04-06,23,道路上,女性,30歳代,あり
窃盗,ひったくり,高島平,赤塚交番,131199,東京都,板橋区,赤塚新町３丁目,2019-10-19,16,道路上,女性,65-69歳,あり
窃盗,ひったくり,高島平,成増駅前交番,131199,東京都,板橋区,成増１丁目,2019-10-19,16,道路上,女性,70歳以上,あり
窃盗,ひったくり,光が丘,田柄交番,131202,東京都,練馬区,北町３丁目,2019-01-29,18,道路上,女性,20歳代,なし
窃盗,ひったくり,上野,公園前交番,131067,東京都,台東区,上野４丁目,2019-09-11,00,道路上,男性,30歳代,あり
窃盗,ひったくり,下谷,入谷西交番,131067,東京都,台東区,下谷２丁目,2019-02-16,14,道路上,女性,20歳代,あり
窃盗,ひったくり,蔵前,菊屋橋交番,131067,東京都,台東区,松が谷３丁目,2019-09-15,03,道路上,男性,60-64歳,あり
窃盗,ひったくり,蔵前,蔵前二丁目交番,131067,東京都,台東区,駒形２丁目,2019-07-20,11,道路上,男性,30歳代,あり
窃盗,ひったくり,南千住,南千住駅東口交番,131181,東京都,荒川区,南千住４丁目,2019-07-15,11,その他,女性,20歳代,なし
窃盗,ひったくり,南千住,南千住駅東口交番,131181,東京都,荒川区,南千住７丁目,2019-12-08,22,その他,女性,20歳代,あり
窃盗,ひったくり,荒川,三河島駅前交番,131181,東京都,荒川区,西日暮里１丁目,2019-06-02,01,道路上,女性,60-64歳,あり
窃盗,ひったくり,荒川,町屋交番,131181,東京都,荒川区,町屋１丁目,2019-07-02,22,道路上,男性,50歳代,あり
窃盗,ひったくり,荒川,町屋交番,131181,東京都,荒川区,町屋４丁目,2019-02-07,19,道路上,女性,50歳代,あり
窃盗,ひったくり,荒川,荒川五丁目交番,131181,東京都,荒川区,荒川７丁目,2019-05-07,21,道路上,男性,40歳代,あり
窃盗,ひったくり,荒川,日暮里駅前交番,131181,東京都,荒川区,西日暮里２丁目,2019-01-14,22,道路上,女性,65-69歳,あり
窃盗,ひったくり,千住,曙町交番,131211,東京都,足立区,千住曙町,2019-11-02,07,道路上,男性,50歳代,あり
窃盗,ひったくり,千住,曙町交番,131211,東京都,足立区,千住曙町,2019-11-25,20,道路上,男性,50歳代,あり
窃盗,ひったくり,西新井,梅田一丁目交番,131211,東京都,足立区,梅田４丁目,2019-06-05,21,道路上,男性,40歳代,あり
窃盗,ひったくり,西新井,西新井駅前交番,131211,東京都,足立区,西新井栄町１丁目,2019-07-12,23,道路上,男性,20歳代,あり
窃盗,ひったくり,西新井,関原三丁目交番,131211,東京都,足立区,関原２丁目,2019-06-05,21,道路上,男性,60-64歳,あり
窃盗,ひったくり,綾瀬,大谷田交番,131211,東京都,足立区,大谷田３丁目,2019-02-05,14,道路上,女性,70歳以上,あり
窃盗,ひったくり,綾瀬,弘道交番,131211,東京都,足立区,青井４丁目,2019-01-13,21,道路上,男性,40歳代,あり
窃盗,ひったくり,綾瀬,足立四丁目交番,131211,東京都,足立区,足立４丁目,2019-04-17,13,道路上,女性,60-64歳,なし
窃盗,ひったくり,竹の塚,伊興町交番,131211,東京都,足立区,伊興３丁目,2019-03-11,14,道路上,女性,70歳以上,あり
窃盗,ひったくり,竹の塚,伊興町交番,131211,東京都,足立区,西竹の塚１丁目,2019-05-29,13,道路上,女性,60-64歳,あり
窃盗,ひったくり,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋３丁目,2019-04-11,21,その他,男性,70歳以上,あり
窃盗,ひったくり,本所,横網交番,131075,東京都,墨田区,本所１丁目,2019-10-13,21,その他,男性,30歳代,あり
窃盗,ひったくり,亀有,堀切七丁目交番,131229,東京都,葛飾区,堀切５丁目,2019-11-14,14,道路上,女性,70歳以上,あり
窃盗,ひったくり,亀有,亀有駅北口交番,131229,東京都,葛飾区,亀有５丁目,2019-10-20,23,道路上,男性,50歳代,あり
窃盗,ひったくり,亀有,金町駅南口交番,131229,東京都,葛飾区,金町５丁目,2019-10-21,13,道路上,男性,60-64歳,あり
窃盗,ひったくり,葛飾,四ツ木交番,131229,東京都,葛飾区,四つ木１丁目,2019-10-04,00,道路上,女性,50歳代,あり
窃盗,ひったくり,葛飾,堀切交番,131229,東京都,葛飾区,堀切１丁目,2019-12-09,16,道路上,女性,70歳以上,あり
窃盗,ひったくり,葛飾,細田交番,131229,東京都,葛飾区,細田５丁目,2019-09-10,21,道路上,男性,40歳代,あり
窃盗,ひったくり,小松川,小松川四丁目交番,131237,東京都,江戸川区,松江２丁目,2019-06-06,20,道路上,女性,50歳代,あり
窃盗,ひったくり,小松川,平井七丁目交番,131237,東京都,江戸川区,平井６丁目,2019-03-14,13,道路上,女性,40歳代,あり
窃盗,ひったくり,小松川,松島四丁目交番,131237,東京都,江戸川区,松島１丁目,2019-11-20,07,道路上,男性,40歳代,なし
窃盗,ひったくり,小松川,松島四丁目交番,131237,東京都,江戸川区,松島３丁目,2019-11-20,07,道路上,女性,40歳代,なし
窃盗,ひったくり,小松川,松江交番,131237,東京都,江戸川区,西一之江３丁目,2019-03-21,10,道路上,女性,40歳代,あり
窃盗,ひったくり,小松川,一之江交番,131237,東京都,江戸川区,一之江３丁目,2019-04-13,06,その他,女性,50歳代,あり
窃盗,ひったくり,小松川,篠崎駅前交番,131237,東京都,江戸川区,篠崎町２丁目,2019-08-13,18,道路上,女性,50歳代,あり
窃盗,ひったくり,小松川,篠崎駅前交番,131237,東京都,江戸川区,下篠崎町,2019-04-09,18,道路上,女性,70歳以上,あり
窃盗,ひったくり,小松川,篠崎駅前交番,131237,東京都,江戸川区,新堀１丁目,2019-05-09,14,道路上,女性,50歳代,あり
窃盗,ひったくり,小岩,菅原橋交番,131237,東京都,江戸川区,松本１丁目,2019-05-02,23,道路上,女性,40歳代,あり
窃盗,ひったくり,小岩,小岩駅前交番,131237,東京都,江戸川区,西小岩１丁目,2019-10-31,04,道路上,男性,65-69歳,あり
窃盗,ひったくり,小岩,小岩駅前交番,131237,東京都,江戸川区,南小岩７丁目,2019-12-26,01,道路上,女性,65-69歳,あり
窃盗,ひったくり,小岩,西小岩交番,131237,東京都,江戸川区,西小岩１丁目,2019-12-28,20,道路上,女性,60-64歳,あり
窃盗,ひったくり,小岩,西小岩交番,131237,東京都,江戸川区,西小岩３丁目,2019-09-10,21,道路上,男性,40歳代,あり
窃盗,ひったくり,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀４丁目,2019-02-12,11,道路上,男性,20歳代,あり
窃盗,ひったくり,葛西,葛西橋東交番,131237,東京都,江戸川区,東葛西４丁目,2019-08-13,16,道路上,女性,70歳以上,あり
窃盗,ひったくり,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西６丁目,2019-07-17,23,道路上,女性,20歳代,あり
窃盗,ひったくり,葛西,東葛西九丁目駐在所,131237,東京都,江戸川区,東葛西８丁目,2019-06-02,00,道路上,女性,30歳代,あり
窃盗,ひったくり,南大沢,下柚木交番,132012,東京都,八王子市,越野,2019-11-01,00,道路上,男性,20歳代,なし
窃盗,ひったくり,南大沢,堀之内駅前交番,132012,東京都,八王子市,堀之内３丁目,2019-01-14,01,道路上,女性,70歳以上,あり
窃盗,ひったくり,南大沢,南大沢駅前交番,132012,東京都,八王子市,南大沢２丁目,2019-06-17,22,道路上,男性,50歳代,あり
窃盗,ひったくり,高尾,並木町交番,132012,東京都,八王子市,散田町１丁目,2019-05-10,14,道路上,女性,40歳代,あり
窃盗,ひったくり,高尾,並木町交番,132012,東京都,八王子市,並木町,2019-05-13,19,道路上,女性,30歳代,あり
窃盗,ひったくり,多摩中央,愛宕交番,132241,東京都,多摩市,豊ケ丘１丁目,2019-09-24,22,道路上,女性,40歳代,あり
窃盗,ひったくり,多摩中央,貝取交番,132241,東京都,多摩市,落合４丁目,2019-06-28,23,道路上,女性,40歳代,あり
窃盗,ひったくり,多摩中央,多摩センター駅前交番,132241,東京都,多摩市,豊ケ丘１丁目,2019-04-06,00,道路上,女性,50歳代,あり
窃盗,ひったくり,多摩中央,多摩センター駅前交番,132241,東京都,多摩市,豊ケ丘１丁目,2019-09-13,20,道路上,女性,30歳代,あり
窃盗,ひったくり,青梅,大門駐在所,132055,東京都,青梅市,大門２丁目,2019-05-29,10,道路上,女性,40歳代,あり
窃盗,ひったくり,福生,福生駅前交番,132187,東京都,福生市,大字福生,2019-02-28,06,その他,男性,40歳代,あり
窃盗,ひったくり,福生,福生駅前交番,132187,東京都,福生市,武蔵野台２丁目,2019-06-11,14,その他,男性,40歳代,あり
窃盗,ひったくり,福生,横田交番,132187,東京都,福生市,大字熊川,2019-04-16,23,道路上,女性,20歳代,あり
窃盗,ひったくり,八王子,富士森交番,132012,東京都,八王子市,台町４丁目,2019-10-08,21,道路上,男性,70歳以上,あり
窃盗,ひったくり,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町３丁目,2019-01-23,02,道路上,女性,20歳代,あり
窃盗,ひったくり,八王子,八王子駅北口交番,132012,東京都,八王子市,中町,2019-09-20,02,道路上,女性,30歳代,なし
窃盗,ひったくり,八王子,八王子駅北口交番,132012,東京都,八王子市,南町,2019-09-20,02,道路上,女性,50歳代,あり
窃盗,ひったくり,町田,町田駅前交番,132098,東京都,町田市,森野２丁目,2019-04-24,20,道路上,男性,40歳代,なし
窃盗,ひったくり,町田,中町交番,132098,東京都,町田市,中町１丁目,2019-06-06,22,道路上,男性,30歳代,あり
窃盗,ひったくり,町田,中町交番,132098,東京都,町田市,中町１丁目,2019-07-17,23,道路上,男性,40歳代,あり
窃盗,ひったくり,町田,中町交番,132098,東京都,町田市,中町２丁目,2019-04-23,22,道路上,男性,50歳代,なし
窃盗,ひったくり,町田,中町交番,132098,東京都,町田市,中町２丁目,2019-05-17,23,道路上,男性,60-64歳,あり
窃盗,ひったくり,町田,中町交番,132098,東京都,町田市,森野２丁目,2019-06-03,11,道路上,男性,50歳代,あり
窃盗,ひったくり,町田,中町交番,132098,東京都,町田市,森野３丁目,2019-06-28,21,道路上,男性,60-64歳,なし
窃盗,ひったくり,町田,中町交番,132098,東京都,町田市,森野３丁目,2019-07-24,23,道路上,男性,40歳代,あり
窃盗,ひったくり,町田,原町田交番,132098,東京都,町田市,中町２丁目,2019-05-06,23,道路上,男性,30歳代,あり
窃盗,ひったくり,町田,金森交番,132098,東京都,町田市,金森３丁目,2019-11-17,17,道路上,女性,70歳以上,あり
窃盗,ひったくり,町田,金森交番,132098,東京都,町田市,金森６丁目,2019-03-13,17,道路上,男性,70歳以上,あり
窃盗,ひったくり,町田,常盤駐在所,132098,東京都,町田市,常盤町,2019-07-08,22,道路上,女性,20歳代,あり
窃盗,ひったくり,町田,成瀬駅前交番,132098,東京都,町田市,成瀬１丁目,2019-12-06,23,道路上,女性,20歳代,あり
