罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,池上,南馬込交番,131113,東京都,大田区,東馬込２丁目,2022/2/24,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,池上,南馬込交番,131113,東京都,大田区,南馬込３丁目,2022/4/21,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,池上,西馬込交番,131113,東京都,大田区,仲池上２丁目,2022/8/6,1,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,池上,西馬込交番,131113,東京都,大田区,南馬込５丁目,2022/1/12,21,道路上,その他,キーあり,あり,乗用自動車
窃盗,自動車盗,東京空港,第１ターミナル交番,131113,東京都,大田区,羽田空港３丁目,2022/4/26,6,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,東京空港,第１ターミナル交番,131113,東京都,大田区,羽田空港３丁目,2022/4/26,6,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,世田谷,世田谷交番,131121,東京都,世田谷区,世田谷１丁目,2022/2/23,3,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,世田谷,松ケ丘交番,131121,東京都,世田谷区,弦巻４丁目,2022/3/6,16,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,世田谷,若林交番,131121,東京都,世田谷区,上馬５丁目,2022/11/29,22,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,世田谷,馬事公苑駐在所,131121,東京都,世田谷区,上用賀２丁目,2022/8/3,17,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,北沢,宮前橋交番,131121,東京都,世田谷区,梅丘１丁目,2022/2/25,8,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,北沢,宮前橋交番,131121,東京都,世田谷区,代田３丁目,2022/3/2,2,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,北沢,淡島通交番,131121,東京都,世田谷区,代沢２丁目,2022/11/27,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,玉川,深沢交番,131121,東京都,世田谷区,深沢７丁目,2022/4/28,17,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,玉川,瀬田交番,131121,東京都,世田谷区,用賀１丁目,2022/2/22,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,成城,千歳台交番,131121,東京都,世田谷区,千歳台４丁目,2022/5/27,1,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,成城,大蔵二丁目交番,131121,東京都,世田谷区,砧５丁目,2022/7/12,22,一戸建住宅,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,目黒,油面交番,131105,東京都,目黒区,中町１丁目,2022/12/9,17,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,目黒,市野倉交番,131113,東京都,大田区,中央６丁目,2022/12/2,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,碑文谷,中根交番,131105,東京都,目黒区,八雲３丁目,2022/8/31,13,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,碑文谷,学芸大学駅前交番,131105,東京都,目黒区,碑文谷４丁目,2022/2/25,0,一戸建住宅,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,碑文谷,柿の木坂交番,131105,東京都,目黒区,東が丘１丁目,2022/9/1,15,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原１丁目,2021/11/16,0,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,代々木,清水橋交番,131130,東京都,渋谷区,本町３丁目,2022/4/11,23,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,新宿,淀橋市場前交番,131041,東京都,新宿区,北新宿３丁目,2022/1/27,14,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,新宿,淀橋市場前交番,131041,東京都,新宿区,北新宿４丁目,2022/12/1,15,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,新宿,熊野神社前交番,131041,東京都,新宿区,西新宿４丁目,2022/1/13,20,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,戸塚,上落合交番,131041,東京都,新宿区,中井１丁目,2022/8/10,2,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場３丁目,2022/1/15,2,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,野方,江古田四丁目交番,131148,東京都,中野区,江古田３丁目,2022/8/10,7,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,野方,鷺宮六丁目交番,131148,東京都,中野区,上鷺宮１丁目,2022/2/22,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,高井戸,高井戸西交番,131156,東京都,杉並区,高井戸西１丁目,2022/7/28,0,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,荻窪,荻窪駅南口交番,131156,東京都,杉並区,荻窪３丁目,2022/12/4,22,一戸建住宅,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,本富士,本郷交番,131059,東京都,文京区,本郷４丁目,2022/10/6,12,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,池袋,川越通交番,131164,東京都,豊島区,池袋４丁目,2022/9/2,14,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,目白,千川交番,131164,東京都,豊島区,千早２丁目,2022/1/14,3,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,目白,東長崎駅前交番,131164,東京都,豊島区,千早３丁目,2022/5/18,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,赤羽,宮堀交番,131172,東京都,北区,神谷１丁目,2022/11/29,18,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,赤羽,志茂四丁目交番,131172,東京都,北区,志茂１丁目,2022/1/26,7,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,赤羽,志茂四丁目交番,131172,東京都,北区,志茂２丁目,2022/6/26,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,赤羽,赤羽駅前交番,131172,東京都,北区,志茂１丁目,2022/3/14,6,道路上,その他,キーあり,あり,乗用自動車
窃盗,自動車盗,板橋,大谷口交番,131199,東京都,板橋区,大谷口１丁目,2022/7/14,19,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,板橋,常盤台交番,131199,東京都,板橋区,常盤台１丁目,2022/11/26,3,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,志村,坂下交番,131199,東京都,板橋区,舟渡２丁目,2022/9/12,22,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,志村,坂下交番,131199,東京都,板橋区,舟渡２丁目,2022/9/19,0,４階建て以上共同住宅,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,志村,西台交番,131199,東京都,板橋区,西台３丁目,2022/3/11,1,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,練馬,早宮交番,131202,東京都,練馬区,早宮１丁目,2022/8/8,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,練馬,早宮交番,131202,東京都,練馬区,平和台３丁目,2022/5/25,22,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,練馬,桜台交番,131202,東京都,練馬区,桜台３丁目,2022/8/31,15,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,練馬,桜台交番,131202,東京都,練馬区,桜台５丁目,2022/12/10,13,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,石神井,北大泉交番,131202,東京都,練馬区,大泉町５丁目,2022/8/24,23,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,高島平,北野交番,131199,東京都,板橋区,徳丸１丁目,2022/4/20,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,高島平,北野交番,131199,東京都,板橋区,徳丸３丁目,2022/10/3,8,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,高島平,赤塚交番,131199,東京都,板橋区,赤塚新町３丁目,2022/7/17,20,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,高島平,高島平駅前交番,131199,東京都,板橋区,高島平７丁目,2022/5/8,22,道路上,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,光が丘,三原台交番,131202,東京都,練馬区,土支田２丁目,2022/12/18,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,光が丘,光が丘三丁目交番,131202,東京都,練馬区,高松５丁目,2022/6/9,19,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,光が丘,土支田交番,131202,東京都,練馬区,高松６丁目,2022/5/5,18,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,光が丘,田柄交番,131202,東京都,練馬区,北町３丁目,2022/5/17,0,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,光が丘,田柄交番,131202,東京都,練馬区,田柄４丁目,2022/9/10,6,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,光が丘,田柄交番,131202,東京都,練馬区,田柄４丁目,2022/10/15,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,光が丘,谷原交番,131202,東京都,練馬区,谷原１丁目,2022/10/8,21,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,光が丘,谷原交番,131202,東京都,練馬区,谷原３丁目,2022/3/11,16,その他,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,光が丘,高松駐在所,131202,東京都,練馬区,高松２丁目,2022/1/7,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,光が丘,高松駐在所,131202,東京都,練馬区,高松２丁目,2022/6/9,16,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,光が丘,氷川台駐在所,131202,東京都,練馬区,氷川台３丁目,2022/7/28,15,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,上野,台東交番,131067,東京都,台東区,台東２丁目,2022/10/18,11,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,蔵前,小島二丁目交番,131067,東京都,台東区,元浅草３丁目,2021/12/29,19,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,蔵前,須賀橋交番,131067,東京都,台東区,柳橋１丁目,2022/10/6,13,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,千住,北千住駅西口交番,131211,東京都,足立区,千住１丁目,2022/10/14,21,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,千住,曙町交番,131211,東京都,足立区,柳原１丁目,2022/4/12,21,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,西新井,大師前交番,131211,東京都,足立区,西新井６丁目,2022/7/22,1,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西新井,島根交番,131211,東京都,足立区,栗原２丁目,2022/3/7,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西新井,扇交番,131211,東京都,足立区,扇１丁目,2022/11/20,1,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,西新井,扇交番,131211,東京都,足立区,扇２丁目,2022/2/22,1,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,西新井,新田駐在所,131211,東京都,足立区,新田３丁目,2022/2/5,16,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西新井,皿沼交番,131211,東京都,足立区,加賀２丁目,2022/1/12,22,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,西新井,皿沼交番,131211,東京都,足立区,加賀２丁目,2022/9/27,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,西新井,皿沼交番,131211,東京都,足立区,鹿浜６丁目,2022/4/21,16,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西新井,皿沼交番,131211,東京都,足立区,鹿浜６丁目,2022/7/28,18,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西新井,皿沼交番,131211,東京都,足立区,谷在家２丁目,2022/11/4,18,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,西新井,西新井五丁目交番,131211,東京都,足立区,栗原４丁目,2022/9/1,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,西新井,西新井五丁目交番,131211,東京都,足立区,西新井５丁目,2022/9/8,0,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西新井,西新井駅前交番,131211,東京都,足立区,梅島３丁目,2022/2/15,21,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,西新井,鹿浜交番,131211,東京都,足立区,鹿浜２丁目,2022/6/27,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,綾瀬,一ツ家交番,131211,東京都,足立区,加平２丁目,2022/3/9,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,綾瀬,神明交番,131211,東京都,足立区,神明３丁目,2022/8/27,1,一戸建住宅,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,綾瀬,神明交番,131211,東京都,足立区,谷中５丁目,2022/5/26,18,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,谷中１丁目,2022/8/18,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,綾瀬,綾瀬駅西口交番,131211,東京都,足立区,西綾瀬４丁目,2022/4/7,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,竹の塚,伊興町交番,131211,東京都,足立区,伊興４丁目,2022/4/2,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,竹の塚,保木間交番,131211,東京都,足立区,東保木間１丁目,2022/7/6,0,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,竹の塚,保木間交番,131211,東京都,足立区,保木間１丁目,2022/11/8,1,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,竹の塚,入谷町交番,131211,東京都,足立区,入谷１丁目,2022/10/29,19,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚６丁目,2022/1/9,4,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,城東,亀戸交番,131083,東京都,江東区,亀戸７丁目,2022/5/17,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,本所,押上駅前交番,131075,東京都,墨田区,押上１丁目,2022/11/26,0,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,本所,横網交番,131075,東京都,墨田区,本所１丁目,2022/12/17,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋４丁目,2022/7/11,7,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,向島,,,,,,2022/6/13,22,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,亀有,南水元交番,131229,東京都,葛飾区,南水元４丁目,2022/7/30,0,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,亀有,東金町交番,131229,東京都,葛飾区,東金町４丁目,2022/5/10,7,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,亀有,柴又交番,131229,東京都,葛飾区,柴又５丁目,2022/4/4,22,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,亀有,水元公園前交番,131229,東京都,葛飾区,東水元３丁目,2022/10/31,21,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,亀有,水元駐在所,131229,東京都,葛飾区,西水元２丁目,2022/3/14,19,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,亀有,水元駐在所,131229,東京都,葛飾区,水元１丁目,2022/8/9,1,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,亀有,葛三橋交番,131229,東京都,葛飾区,水元４丁目,2022/4/4,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,葛飾,四ツ木交番,131229,東京都,葛飾区,四つ木１丁目,2022/11/6,12,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩２丁目,2022/4/10,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,葛飾,立石駅前交番,131229,東京都,葛飾区,立石６丁目,2022/4/26,0,４階建て以上共同住宅,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,葛飾,細田交番,131229,東京都,葛飾区,細田４丁目,2022/5/17,16,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,葛飾,鎌倉交番,131229,東京都,葛飾区,鎌倉４丁目,2022/8/24,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,葛飾,青砥駅前交番,131229,東京都,葛飾区,青戸３丁目,2022/10/22,19,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,小松川,八蔵橋交番,131237,東京都,江戸川区,松島１丁目,2022/3/14,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,小松川,南篠崎交番,131237,東京都,江戸川区,南篠崎町１丁目,2022/8/19,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,小松川,小松川四丁目交番,131237,東京都,江戸川区,平井１丁目,2022/4/10,23,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,小松川,平井駅前交番,131237,東京都,江戸川区,平井５丁目,2022/11/10,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,小松川,椿町駐在所,131237,東京都,江戸川区,春江町３丁目,2022/8/20,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,小岩,上篠崎駐在所,131237,東京都,江戸川区,篠崎町１丁目,2022/12/12,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,小岩,京成小岩駅前交番,131237,東京都,江戸川区,北小岩６丁目,2022/11/21,15,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨１丁目,2022/8/27,19,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨２丁目,2022/5/2,17,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,葛西,南葛西交番,131237,東京都,江戸川区,南葛西１丁目,2022/6/16,18,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,葛西,南葛西交番,131237,東京都,江戸川区,南葛西４丁目,2022/6/13,10,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,葛西,葛西橋東交番,131237,東京都,江戸川区,北葛西４丁目,2022/5/9,16,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西７丁目,2022/3/9,22,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,南大沢,みなみ野交番,132012,東京都,八王子市,七国３丁目,2022/3/3,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,南大沢,相原駐在所,132098,東京都,町田市,小山ヶ丘４丁目,2022/6/14,18,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,南大沢,高嶺交番,132012,東京都,八王子市,北野台５丁目,2022/6/29,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,高尾,諏訪交番,132012,東京都,八王子市,叶谷町,2022/8/21,4,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,高尾,館ケ丘駐在所,132012,東京都,八王子市,狭間町,2022/6/8,1,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,多摩中央,若葉台駅前交番,132250,東京都,稲城市,若葉台４丁目,2022/2/17,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,東大和,奈良橋交番,132209,東京都,東大和市,中央１丁目,2022/5/24,0,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,東大和,残堀駐在所,132233,東京都,武蔵村山市,伊奈平５丁目,2022/2/19,20,その他,駐車（輪）場,キーなし,あり,特殊自動車
窃盗,自動車盗,福生,五ノ神駐在所,132276,東京都,羽村市,神明台２丁目,2022/10/13,10,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,福生,元狭山駐在所,133035,東京都,瑞穂町,大字富士山栗原新田,2022/3/4,17,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,福生,秋川駅前交番,132284,東京都,あきる野市,平沢,2022/8/28,10,その他,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,福生,長岡駐在所,133035,東京都,瑞穂町,大字長岡長谷部,2022/6/27,22,一戸建住宅,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,八王子,宮下駐在所,132012,東京都,八王子市,宮下町,2022/8/20,21,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,八王子,小宮町駐在所,132012,東京都,八王子市,小宮町,2022/6/19,14,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,八王子,左入町駐在所,132012,東京都,八王子市,谷野町,2022/4/16,18,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,八王子,石川駐在所,132012,東京都,八王子市,石川町,2022/11/30,13,その他,駐車（輪）場,キーあり,あり,特殊自動車
窃盗,自動車盗,町田,中町交番,132098,東京都,町田市,森野４丁目,2021/1/25,13,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,町田,中町交番,132098,東京都,町田市,森野５丁目,2022/4/6,17,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,町田,南町田グランベリーパーク駅前交,132098,東京都,町田市,鶴間６丁目,2022/6/25,5,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,町田,小山田駐在所,132098,東京都,町田市,上小山田町,2022/3/12,13,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,町田,忠生地区交番,132098,東京都,町田市,根岸２丁目,2022/2/23,22,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
