罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金被害の有無
窃盗,自動販売機ねらい,丸の内,八重洲口交番,131016,東京都,千代田区,丸の内１丁目,2018-07-07,13,その他,あり
窃盗,自動販売機ねらい,神田,神保町交番,131016,東京都,千代田区,,2018-07-31,12,道路上,あり
窃盗,自動販売機ねらい,神田,水道橋駅前交番,131016,東京都,千代田区,,2018-12-12,10,道路上,あり
窃盗,自動販売機ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,外神田１丁目,2017-12-30,10,その他,あり
窃盗,自動販売機ねらい,久松,箱崎交番,131024,東京都,中央区,日本橋箱崎町,2018-01-30,12,その他,あり
窃盗,自動販売機ねらい,築地,数寄屋橋交番,131024,東京都,中央区,銀座４丁目,2018-10-20,23,駐車（輪）場,あり
窃盗,自動販売機ねらい,愛宕,東新橋交番,131032,東京都,港区,新橋５丁目,2018-07-12,14,その他,あり
窃盗,自動販売機ねらい,愛宕,東新橋交番,131032,東京都,港区,新橋５丁目,2018-11-13,17,道路上,あり
窃盗,自動販売機ねらい,愛宕,東京タワー前交番,131032,東京都,港区,西新橋３丁目,2018-02-22,10,道路上,あり
窃盗,自動販売機ねらい,愛宕,東京タワー前交番,131032,東京都,港区,西新橋３丁目,2018-08-17,05,その他,なし
窃盗,自動販売機ねらい,三田,三田通交番,131032,東京都,港区,芝５丁目,2018-12-17,00,道路上,あり
窃盗,自動販売機ねらい,高輪,高輪二丁目交番,131032,東京都,港区,高輪１丁目,2018-12-08,11,駐車（輪）場,あり
窃盗,自動販売機ねらい,高輪,高輪二丁目交番,131032,東京都,港区,高輪１丁目,2018-12-11,16,駐車（輪）場,あり
窃盗,自動販売機ねらい,麻布,一之橋交番,131032,東京都,港区,東麻布１丁目,2018-12-23,21,駐車（輪）場,あり
窃盗,自動販売機ねらい,麻布,一之橋交番,131032,東京都,港区,南麻布１丁目,2018-02-02,18,その他,あり
窃盗,自動販売機ねらい,麻布,一之橋交番,131032,東京都,港区,南麻布１丁目,2018-12-10,23,駐車（輪）場,なし
窃盗,自動販売機ねらい,麻布,盛岡町交番,131032,東京都,港区,元麻布１丁目,2018-12-10,19,駐車（輪）場,あり
窃盗,自動販売機ねらい,麻布,盛岡町交番,131032,東京都,港区,元麻布１丁目,2018-12-16,20,駐車（輪）場,あり
窃盗,自動販売機ねらい,麻布,盛岡町交番,131032,東京都,港区,元麻布１丁目,2018-12-23,16,駐車（輪）場,あり
窃盗,自動販売機ねらい,麻布,西麻布交番,131032,東京都,港区,西麻布２丁目,2018-06-19,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,赤坂,赤坂見附交番,131032,東京都,港区,元赤坂１丁目,2018-07-30,13,その他,あり
窃盗,自動販売機ねらい,品川,三ツ木交番,131091,東京都,品川区,西品川２丁目,2018-04-03,11,道路上,あり
窃盗,自動販売機ねらい,品川,青物横丁駅前交番,131091,東京都,品川区,南品川２丁目,2018-12-11,00,駐車（輪）場,あり
窃盗,自動販売機ねらい,大井,鹿島神社前交番,131091,東京都,品川区,大井３丁目,2018-05-12,11,その他,あり
窃盗,自動販売機ねらい,大井,大井町駅前交番,131091,東京都,品川区,大井１丁目,2018-04-30,21,その他,あり
窃盗,自動販売機ねらい,大井,大井町駅前交番,131091,東京都,品川区,東大井５丁目,2018-01-01,22,駐車（輪）場,あり
窃盗,自動販売機ねらい,大井,大井町駅前交番,131091,東京都,品川区,東大井５丁目,2018-01-06,19,駐車（輪）場,あり
窃盗,自動販売機ねらい,大井,大井町駅前交番,131091,東京都,品川区,東大井５丁目,2018-12-04,06,その他,あり
窃盗,自動販売機ねらい,大井,南大井交番,131091,東京都,品川区,南大井３丁目,2018-08-15,09,駐車（輪）場,あり
窃盗,自動販売機ねらい,大井,南大井交番,131091,東京都,品川区,南大井６丁目,2018-09-28,10,その他,あり
窃盗,自動販売機ねらい,大井,西大井駅前交番,131091,東京都,品川区,西大井５丁目,2018-01-19,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,大井,西大井駅前交番,131091,東京都,品川区,西大井５丁目,2018-01-24,05,駐車（輪）場,なし
窃盗,自動販売機ねらい,大井,西大井駅前交番,131091,東京都,品川区,西大井６丁目,2017-12-27,17,駐車（輪）場,あり
窃盗,自動販売機ねらい,大井,西大井駅前交番,131091,東京都,品川区,西大井６丁目,2018-01-02,14,駐車（輪）場,あり
窃盗,自動販売機ねらい,大崎,西五反田交番,131091,東京都,品川区,西五反田４丁目,2018-07-18,12,道路上,あり
窃盗,自動販売機ねらい,荏原,平塚橋交番,131091,東京都,品川区,平塚３丁目,2018-12-12,17,駐車（輪）場,あり
窃盗,自動販売機ねらい,荏原,平塚橋交番,131091,東京都,品川区,平塚３丁目,2018-12-17,12,駐車（輪）場,なし
窃盗,自動販売機ねらい,荏原,戸越交番,131091,東京都,品川区,戸越３丁目,2018-12-16,13,駐車（輪）場,あり
窃盗,自動販売機ねらい,荏原,戸越交番,131091,東京都,品川区,戸越３丁目,2018-12-18,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,荏原,二葉町交番,131091,東京都,品川区,二葉２丁目,2018-08-15,12,道路上,あり
窃盗,自動販売機ねらい,荏原,源氏前交番,131091,東京都,品川区,中延５丁目,2018-10-08,15,道路上,あり
窃盗,自動販売機ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森南２丁目,2018-10-07,17,その他,あり
窃盗,自動販売機ねらい,大森,大森海岸交番,131113,東京都,大田区,大森北３丁目,2018-12-20,14,駐車（輪）場,あり
窃盗,自動販売機ねらい,大森,大森海岸交番,131113,東京都,大田区,大森北３丁目,2018-12-24,04,駐車（輪）場,あり
窃盗,自動販売機ねらい,大森,大森海岸交番,131113,東京都,大田区,平和島１丁目,2018-07-30,08,その他,あり
窃盗,自動販売機ねらい,大森,大森海岸交番,131113,東京都,大田区,平和島１丁目,2018-11-24,16,その他,なし
窃盗,自動販売機ねらい,大森,大森海岸交番,131113,東京都,大田区,平和島２丁目,2018-12-07,07,道路上,あり
窃盗,自動販売機ねらい,大森,大森海岸交番,131113,東京都,大田区,平和島５丁目,2018-11-29,07,道路上,あり
窃盗,自動販売機ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北４丁目,2018-12-21,20,駐車（輪）場,あり
窃盗,自動販売機ねらい,田園調布,洗足池交番,131113,東京都,大田区,上池台１丁目,2018-12-24,05,駐車（輪）場,あり
窃盗,自動販売機ねらい,田園調布,石川台交番,131113,東京都,大田区,東雪谷３丁目,2018-06-24,21,その他,あり
窃盗,自動販売機ねらい,田園調布,石川台交番,131113,東京都,大田区,雪谷大塚町,2018-12-08,16,駐車（輪）場,あり
窃盗,自動販売機ねらい,田園調布,石川台交番,131113,東京都,大田区,雪谷大塚町,2018-12-17,11,駐車（輪）場,あり
窃盗,自動販売機ねらい,田園調布,丸子橋交番,131113,東京都,大田区,田園調布１丁目,2018-10-31,14,その他,あり
窃盗,自動販売機ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,蒲田３丁目,2018-05-15,00,その他,あり
窃盗,自動販売機ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,蒲田３丁目,2018-12-05,14,駐車（輪）場,あり
窃盗,自動販売機ねらい,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田５丁目,2018-12-14,13,駐車（輪）場,あり
窃盗,自動販売機ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2018-11-27,10,道路上,あり
窃盗,自動販売機ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷１丁目,2018-12-15,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷１丁目,2018-12-21,17,駐車（輪）場,あり
窃盗,自動販売機ねらい,蒲田,本羽田交番,131113,東京都,大田区,南六郷１丁目,2018-08-21,14,道路上,あり
窃盗,自動販売機ねらい,蒲田,大鳥居交番,131113,東京都,大田区,萩中３丁目,2018-12-20,14,道路上,あり
窃盗,自動販売機ねらい,蒲田,北糀谷交番,131113,東京都,大田区,西糀谷３丁目,2018-01-07,08,駐車（輪）場,なし
窃盗,自動販売機ねらい,池上,市野倉交番,131113,東京都,大田区,中央８丁目,2018-07-01,18,その他,あり
窃盗,自動販売機ねらい,池上,ガス橋交番,131113,東京都,大田区,矢口２丁目,2018-07-21,06,その他,あり
窃盗,自動販売機ねらい,世田谷,三宿交番,131121,東京都,世田谷区,太子堂２丁目,2018-02-10,18,その他,あり
窃盗,自動販売機ねらい,世田谷,若林交番,131121,東京都,世田谷区,三軒茶屋２丁目,2018-07-25,06,道路上,あり
窃盗,自動販売機ねらい,世田谷,松ケ丘交番,131121,東京都,世田谷区,弦巻４丁目,2018-10-19,12,道路上,あり
窃盗,自動販売機ねらい,北沢,下北沢交番,131121,東京都,世田谷区,北沢２丁目,2017-10-20,不明,その他,なし
窃盗,自動販売機ねらい,北沢,下北沢交番,131121,東京都,世田谷区,代田６丁目,2018-06-15,00,その他,あり
窃盗,自動販売機ねらい,北沢,赤堤交番,131121,東京都,世田谷区,松原６丁目,2018-12-22,21,その他,あり
窃盗,自動販売機ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原１丁目,2018-12-06,15,駐車（輪）場,あり
窃盗,自動販売機ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原１丁目,2018-12-06,15,駐車（輪）場,あり
窃盗,自動販売機ねらい,玉川,奥沢駅前交番,131121,東京都,世田谷区,奥沢４丁目,2018-02-01,17,その他,あり
窃盗,自動販売機ねらい,玉川,瀬田交番,131121,東京都,世田谷区,上用賀１丁目,2018-01-20,08,その他,あり
窃盗,自動販売機ねらい,玉川,瀬田交番,131121,東京都,世田谷区,玉川台２丁目,2018-07-02,15,その他,あり
窃盗,自動販売機ねらい,玉川,用賀交番,131121,東京都,世田谷区,用賀４丁目,2018-11-08,16,道路上,あり
窃盗,自動販売機ねらい,成城,烏山交番,131121,東京都,世田谷区,北烏山１丁目,2018-08-25,19,その他,なし
窃盗,自動販売機ねらい,成城,烏山交番,131121,東京都,世田谷区,北烏山１丁目,2018-08-26,02,その他,なし
窃盗,自動販売機ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山３丁目,2018-10-29,01,その他,あり
窃盗,自動販売機ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山５丁目,2018-01-05,09,駐車（輪）場,あり
窃盗,自動販売機ねらい,目黒,中目黒駅前交番,131105,東京都,目黒区,青葉台１丁目,2018-05-19,16,その他,あり
窃盗,自動販売機ねらい,目黒,中目黒駅前交番,131105,東京都,目黒区,上目黒３丁目,2018-01-19,15,その他,なし
窃盗,自動販売機ねらい,碑文谷,自由が丘交番,131105,東京都,目黒区,自由が丘２丁目,2018-10-16,18,その他,あり
窃盗,自動販売機ねらい,碑文谷,学芸大学駅前交番,131105,東京都,目黒区,碑文谷６丁目,2018-08-05,15,その他,あり
窃盗,自動販売機ねらい,渋谷,渋谷駅前交番,131130,東京都,渋谷区,道玄坂１丁目,2018-12-17,03,駐車（輪）場,あり
窃盗,自動販売機ねらい,渋谷,道玄坂上交番,131130,東京都,渋谷区,道玄坂２丁目,2018-12-15,09,駐車（輪）場,あり
窃盗,自動販売機ねらい,渋谷,道玄坂上交番,131130,東京都,渋谷区,道玄坂２丁目,2018-12-15,09,駐車（輪）場,あり
窃盗,自動販売機ねらい,渋谷,道玄坂上交番,131130,東京都,渋谷区,道玄坂２丁目,2018-12-23,17,駐車（輪）場,なし
窃盗,自動販売機ねらい,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2018-12-11,18,駐車（輪）場,あり
窃盗,自動販売機ねらい,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2018-12-16,11,駐車（輪）場,あり
窃盗,自動販売機ねらい,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2018-03-16,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,代々木,笹塚交番,131130,東京都,渋谷区,笹塚１丁目,2017-12-28,10,その他,あり
窃盗,自動販売機ねらい,代々木,笹塚交番,131130,東京都,渋谷区,笹塚１丁目,2018-01-20,22,その他,なし
窃盗,自動販売機ねらい,代々木,笹塚交番,131130,東京都,渋谷区,笹塚１丁目,2018-02-27,17,その他,あり
窃盗,自動販売機ねらい,代々木,笹塚交番,131130,東京都,渋谷区,笹塚１丁目,2018-03-27,11,道路上,あり
窃盗,自動販売機ねらい,代々木,笹塚交番,131130,東京都,渋谷区,笹塚３丁目,2018-11-29,16,その他,あり
窃盗,自動販売機ねらい,代々木,代々木公園交番,131130,東京都,渋谷区,上原２丁目,2018-12-14,09,駐車（輪）場,あり
窃盗,自動販売機ねらい,代々木,代々木公園交番,131130,東京都,渋谷区,代々木神園町,2018-03-11,23,その他,あり
窃盗,自動販売機ねらい,新宿,北新宿一丁目交番,131041,東京都,新宿区,北新宿２丁目,2018-09-21,15,駐車（輪）場,あり
窃盗,自動販売機ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保１丁目,2018-12-27,01,駐車（輪）場,あり
窃盗,自動販売機ねらい,戸塚,西落合交番,131041,東京都,新宿区,西落合１丁目,2018-03-12,18,道路上,あり
窃盗,自動販売機ねらい,四谷,四谷三丁目交番,131041,東京都,新宿区,荒木町,2018-10-08,16,駐車（輪）場,あり
窃盗,自動販売機ねらい,四谷,四谷三丁目交番,131041,東京都,新宿区,荒木町,2018-11-21,15,駐車（輪）場,あり
窃盗,自動販売機ねらい,中野,早稲田通交番,131148,東京都,中野区,中野５丁目,2018-12-12,13,駐車（輪）場,あり
窃盗,自動販売機ねらい,中野,中央五丁目交番,131148,東京都,中野区,中央４丁目,2018-01-17,14,その他,あり
窃盗,自動販売機ねらい,中野,中央五丁目交番,131148,東京都,中野区,中央４丁目,2018-05-18,11,道路上,あり
窃盗,自動販売機ねらい,中野,中央五丁目交番,131148,東京都,中野区,中央５丁目,2018-07-31,17,道路上,あり
窃盗,自動販売機ねらい,野方,江原町交番,131148,東京都,中野区,江原町２丁目,2018-07-01,11,その他,あり
窃盗,自動販売機ねらい,野方,江古田四丁目交番,131148,東京都,中野区,松が丘２丁目,2018-10-22,16,その他,あり
窃盗,自動販売機ねらい,野方,白鷺駐在所,131148,東京都,中野区,白鷺２丁目,2018-04-04,11,その他,あり
窃盗,自動販売機ねらい,杉並,新高円寺駅前交番,131156,東京都,杉並区,松ノ木３丁目,2018-09-21,13,駐車（輪）場,あり
窃盗,自動販売機ねらい,杉並,高円寺交番,131156,東京都,杉並区,和田３丁目,2018-03-10,11,その他,あり
窃盗,自動販売機ねらい,杉並,高円寺南四丁目交番,131156,東京都,杉並区,高円寺南２丁目,2018-11-16,14,道路上,あり
窃盗,自動販売機ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷南２丁目,2018-02-23,11,道路上,あり
窃盗,自動販売機ねらい,杉並,成宗交番,131156,東京都,杉並区,阿佐谷北２丁目,2018-04-13,13,その他,あり
窃盗,自動販売機ねらい,杉並,成宗交番,131156,東京都,杉並区,阿佐谷南３丁目,2018-04-13,18,その他,あり
窃盗,自動販売機ねらい,杉並,成宗交番,131156,東京都,杉並区,阿佐谷南３丁目,2018-07-13,12,その他,あり
窃盗,自動販売機ねらい,高井戸,泉南交番,131156,東京都,杉並区,和泉１丁目,2018-06-12,09,その他,あり
窃盗,自動販売機ねらい,高井戸,下高井戸交番,131156,東京都,杉並区,永福１丁目,2018-12-22,18,その他,あり
窃盗,自動販売機ねらい,高井戸,上高井戸交番,131156,東京都,杉並区,上高井戸２丁目,2017-12-30,10,その他,あり
窃盗,自動販売機ねらい,高井戸,浜田山交番,131156,東京都,杉並区,浜田山３丁目,2018-07-27,16,駐車（輪）場,あり
窃盗,自動販売機ねらい,荻窪,天沼交番,131156,東京都,杉並区,本天沼２丁目,2017-12-21,16,道路上,あり
窃盗,自動販売機ねらい,荻窪,下井草駅前交番,131156,東京都,杉並区,井草２丁目,2018-05-29,13,その他,あり
窃盗,自動販売機ねらい,荻窪,今川交番,131156,東京都,杉並区,桃井１丁目,2018-12-01,00,駐車（輪）場,あり
窃盗,自動販売機ねらい,荻窪,神明駐在所,131156,東京都,杉並区,南荻窪２丁目,2018-09-28,07,その他,あり
窃盗,自動販売機ねらい,富坂,春日交番,131059,東京都,文京区,白山２丁目,2018-11-27,15,道路上,あり
窃盗,自動販売機ねらい,本富士,本郷交番,131059,東京都,文京区,本郷２丁目,2018-01-18,15,その他,あり
窃盗,自動販売機ねらい,本富士,壱岐坂交番,131059,東京都,文京区,本郷２丁目,2018-06-09,08,その他,あり
窃盗,自動販売機ねらい,本富士,天神町交番,131059,東京都,文京区,湯島３丁目,2018-12-11,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,駒込,浅嘉交番,131059,東京都,文京区,向丘１丁目,2018-12-21,16,道路上,あり
窃盗,自動販売機ねらい,巣鴨,巣鴨駅前交番,131164,東京都,豊島区,巣鴨２丁目,2018-07-24,18,道路上,あり
窃盗,自動販売機ねらい,巣鴨,巣鴨駅前交番,131164,東京都,豊島区,巣鴨２丁目,2018-11-02,10,その他,あり
窃盗,自動販売機ねらい,池袋,池袋駅西口交番,131164,東京都,豊島区,西池袋１丁目,2018-07-12,03,道路上,あり
窃盗,自動販売機ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋３丁目,2018-11-11,11,道路上,あり
窃盗,自動販売機ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋３丁目,2018-11-19,11,道路上,あり
窃盗,自動販売機ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋３丁目,2018-11-22,21,道路上,あり
窃盗,自動販売機ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋４丁目,2018-11-21,21,道路上,あり
窃盗,自動販売機ねらい,池袋,平和通交番,131164,東京都,豊島区,池袋１丁目,2018-12-16,16,道路上,あり
窃盗,自動販売機ねらい,目白,東長崎駅前交番,131164,東京都,豊島区,南長崎４丁目,2018-09-30,12,その他,あり
窃盗,自動販売機ねらい,滝野川,板橋駅東口交番,131172,東京都,北区,滝野川６丁目,2018-01-12,07,その他,あり
窃盗,自動販売機ねらい,滝野川,谷戸駐在所,131172,東京都,北区,西ケ原４丁目,2018-12-11,21,その他,あり
窃盗,自動販売機ねらい,王子,王子駅前交番,131172,東京都,北区,王子１丁目,2018-12-07,11,駐車（輪）場,あり
窃盗,自動販売機ねらい,王子,王子駅前交番,131172,東京都,北区,豊島１丁目,2018-10-01,11,その他,あり
窃盗,自動販売機ねらい,王子,東十条交番,131172,東京都,北区,東十条３丁目,2018-03-08,10,道路上,あり
窃盗,自動販売機ねらい,王子,十条仲原交番,131172,東京都,北区,上十条３丁目,2018-03-18,15,駐車（輪）場,あり
窃盗,自動販売機ねらい,王子,王子本町交番,131172,東京都,北区,王子本町３丁目,2018-03-01,20,その他,あり
窃盗,自動販売機ねらい,赤羽,志茂四丁目交番,131172,東京都,北区,志茂１丁目,2018-02-01,11,道路上,あり
窃盗,自動販売機ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽南２丁目,2018-10-11,16,道路上,なし
窃盗,自動販売機ねらい,赤羽,法善寺交番,131172,東京都,北区,桐ケ丘１丁目,2018-03-07,11,その他,あり
窃盗,自動販売機ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋２丁目,2018-10-25,16,道路上,あり
窃盗,自動販売機ねらい,板橋,加賀交番,131199,東京都,板橋区,板橋４丁目,2018-08-09,10,駐車（輪）場,あり
窃盗,自動販売機ねらい,板橋,養育院前交番,131199,東京都,板橋区,大山東町,2018-09-23,19,その他,あり
窃盗,自動販売機ねらい,板橋,養育院前交番,131199,東京都,板橋区,氷川町,2018-11-27,09,その他,あり
窃盗,自動販売機ねらい,板橋,上板橋駅前交番,131199,東京都,板橋区,上板橋１丁目,2017-12-26,13,駐車（輪）場,なし
窃盗,自動販売機ねらい,板橋,上板橋駅前交番,131199,東京都,板橋区,上板橋２丁目,2018-02-13,14,その他,あり
窃盗,自動販売機ねらい,志村,清水町交番,131199,東京都,板橋区,宮本町,2018-05-08,13,その他,あり
窃盗,自動販売機ねらい,志村,坂上交番,131199,東京都,板橋区,志村１丁目,2018-12-15,00,その他,あり
窃盗,自動販売機ねらい,志村,坂下交番,131199,東京都,板橋区,舟渡２丁目,2018-09-14,13,駐車（輪）場,あり
窃盗,自動販売機ねらい,志村,蓮根交番,131199,東京都,板橋区,蓮根２丁目,2018-07-18,09,道路上,あり
窃盗,自動販売機ねらい,志村,蓮根交番,131199,東京都,板橋区,蓮根３丁目,2018-09-27,02,その他,あり
窃盗,自動販売機ねらい,練馬,貫井交番,131202,東京都,練馬区,貫井２丁目,2018-11-22,18,その他,あり
窃盗,自動販売機ねらい,練馬,練馬駅前交番,131202,東京都,練馬区,練馬１丁目,2018-03-11,14,道路上,あり
窃盗,自動販売機ねらい,練馬,桜台交番,131202,東京都,練馬区,桜台２丁目,2018-12-06,00,駐車（輪）場,あり
窃盗,自動販売機ねらい,練馬,桜台交番,131202,東京都,練馬区,桜台４丁目,2018-12-13,00,駐車（輪）場,あり
窃盗,自動販売機ねらい,練馬,羽沢交番,131202,東京都,練馬区,羽沢２丁目,2018-06-03,14,その他,あり
窃盗,自動販売機ねらい,練馬,羽沢交番,131202,東京都,練馬区,羽沢２丁目,2018-07-02,15,その他,あり
窃盗,自動販売機ねらい,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2018-12-14,23,駐車（輪）場,あり
窃盗,自動販売機ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町１丁目,2018-12-14,23,駐車（輪）場,あり
窃盗,自動販売機ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町２丁目,2018-11-25,20,その他,あり
窃盗,自動販売機ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町６丁目,2018-12-14,17,駐車（輪）場,あり
窃盗,自動販売機ねらい,石神井,上石神井駅前交番,131202,東京都,練馬区,上石神井２丁目,2018-11-13,19,その他,あり
窃盗,自動販売機ねらい,石神井,上石神井駅前交番,131202,東京都,練馬区,上石神井南町,2018-11-06,13,その他,あり
窃盗,自動販売機ねらい,石神井,関町交番,131202,東京都,練馬区,関町南１丁目,2018-11-06,22,その他,あり
窃盗,自動販売機ねらい,石神井,関町交番,131202,東京都,練馬区,関町南１丁目,2018-11-06,22,その他,あり
窃盗,自動販売機ねらい,石神井,武蔵関駐在所,131202,東京都,練馬区,関町北３丁目,2018-02-05,16,道路上,なし
窃盗,自動販売機ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増２丁目,2018-12-09,15,駐車（輪）場,あり
窃盗,自動販売機ねらい,高島平,上赤塚交番,131199,東京都,板橋区,成増５丁目,2018-02-23,21,その他,あり
窃盗,自動販売機ねらい,光が丘,北町交番,131202,東京都,練馬区,北町２丁目,2017-12-29,17,その他,あり
窃盗,自動販売機ねらい,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,南田中３丁目,2018-11-22,13,駐車（輪）場,あり
窃盗,自動販売機ねらい,光が丘,谷原交番,131202,東京都,練馬区,富士見台４丁目,2018-11-22,18,その他,あり
窃盗,自動販売機ねらい,光が丘,谷原交番,131202,東京都,練馬区,富士見台４丁目,2018-11-22,18,その他,あり
窃盗,自動販売機ねらい,光が丘,谷原交番,131202,東京都,練馬区,谷原３丁目,2018-04-19,21,その他,あり
窃盗,自動販売機ねらい,光が丘,土支田交番,131202,東京都,練馬区,旭町１丁目,2018-06-23,01,その他,あり
窃盗,自動販売機ねらい,上野,稲荷町交番,131067,東京都,台東区,東上野３丁目,2018-05-04,11,その他,あり
窃盗,自動販売機ねらい,上野,稲荷町交番,131067,東京都,台東区,東上野５丁目,2018-08-23,16,道路上,あり
窃盗,自動販売機ねらい,上野,動物園前交番,131067,東京都,台東区,上野公園,2018-03-26,07,道路上,あり
窃盗,自動販売機ねらい,浅草,日本堤交番,131067,東京都,台東区,東浅草２丁目,2018-07-05,10,駐車（輪）場,あり
窃盗,自動販売機ねらい,浅草,東浅草交番,131067,東京都,台東区,浅草５丁目,2018-07-08,14,駐車（輪）場,あり
窃盗,自動販売機ねらい,浅草,西浅草三丁目交番,131067,東京都,台東区,浅草３丁目,2018-06-21,04,駐車（輪）場,あり
窃盗,自動販売機ねらい,浅草,西浅草三丁目交番,131067,東京都,台東区,浅草３丁目,2018-07-11,03,駐車（輪）場,あり
窃盗,自動販売機ねらい,浅草,西浅草三丁目交番,131067,東京都,台東区,浅草４丁目,2018-01-06,17,道路上,あり
窃盗,自動販売機ねらい,浅草,公園六区交番,131067,東京都,台東区,浅草２丁目,2018-05-14,08,道路上,あり
窃盗,自動販売機ねらい,尾久,熊野前交番,131181,東京都,荒川区,東尾久８丁目,2018-03-01,23,その他,あり
窃盗,自動販売機ねらい,南千住,南千住八丁目交番,131181,東京都,荒川区,南千住８丁目,2018-06-28,09,駐車（輪）場,なし
