罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,深川,清澄庭園前交番,131083,東京都,江東区,平野２丁目,2022/8/8,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,深川,清澄庭園前交番,131083,東京都,江東区,深川１丁目,2022/7/1,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,深川,清澄庭園前交番,131083,東京都,江東区,深川１丁目,2022/10/23,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,深川,現代美術館前交番,131083,東京都,江東区,白河２丁目,2022/7/23,1,道路上,その他,施錠せず,なし
窃盗,車上ねらい,深川,現代美術館前交番,131083,東京都,江東区,白河４丁目,2022/4/5,8,その他,その他,施錠せず,なし
窃盗,車上ねらい,深川,豊洲交番,131083,東京都,江東区,豊洲２丁目,2022/1/14,15,その他,その他,施錠した,あり
窃盗,車上ねらい,深川,門前仲町交番,131083,東京都,江東区,永代２丁目,2022/1/24,16,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,深川,門前仲町交番,131083,東京都,江東区,牡丹１丁目,2022/9/28,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,深川,門前仲町交番,131083,東京都,江東区,門前仲町２丁目,2022/3/4,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,深川,門前仲町交番,131083,東京都,江東区,門前仲町２丁目,2022/12/16,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,麹町,市ケ谷見付交番,131016,東京都,千代田区,五番町,2022/11/10,11,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,丸の内,内幸町交番,131016,東京都,千代田区,霞が関１丁目,2022/5/17,11,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,丸の内,有楽町駅前交番,131016,東京都,千代田区,丸の内２丁目,2021/12/21,17,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,丸の内,有楽町駅前交番,131016,東京都,千代田区,有楽町１丁目,2022/5/22,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,万世橋,岩本町交番,131016,東京都,千代田区,神田東松下町,2022/9/20,20,道路上,その他,施錠せず,なし
窃盗,車上ねらい,万世橋,神田駅交番,131016,東京都,千代田区,内神田３丁目,2022/3/4,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,万世橋,神田駅交番,131016,東京都,千代田区,神田北乗物町,2022/3/17,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,神田佐久間町１丁目,2022/2/3,19,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,神田松永町,2022/12/12,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,外神田１丁目,2022/5/5,8,道路上,その他,施錠せず,なし
窃盗,車上ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,外神田２丁目,2022/8/27,1,道路上,その他,施錠せず,あり
窃盗,車上ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,外神田３丁目,2021/12/31,23,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,外神田３丁目,2022/10/30,3,道路上,その他,施錠せず,なし
窃盗,車上ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,外神田４丁目,2022/6/16,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,万世橋,美倉橋交番,131016,東京都,千代田区,神田佐久間町２丁目,2022/3/9,13,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,久松,東日本橋交番,131024,東京都,中央区,日本橋浜町１丁目,2022/1/15,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,久松,東日本橋交番,131024,東京都,中央区,東日本橋２丁目,2022/4/9,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,久松,箱崎交番,131024,東京都,中央区,日本橋箱崎町,2022/7/6,19,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,築地,小田原町交番,131024,東京都,中央区,築地２丁目,2022/11/20,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,築地,数寄屋橋交番,131024,東京都,中央区,銀座３丁目,2022/1/21,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,築地,数寄屋橋交番,131024,東京都,中央区,銀座３丁目,2022/1/31,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,築地,数寄屋橋交番,131024,東京都,中央区,銀座３丁目,2022/5/18,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,築地,銀座一丁目交番,131024,東京都,中央区,銀座１丁目,2022/4/1,11,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,築地,銀座八丁目交番,131024,東京都,中央区,銀座８丁目,2022/5/18,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,月島,佃交番,131024,東京都,中央区,佃１丁目,2022/7/11,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,月島,勝どき橋交番,131024,東京都,中央区,勝どき１丁目,2022/4/30,21,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,月島,勝どき橋交番,131024,東京都,中央区,勝どき３丁目,2022/11/19,8,道路上,その他,施錠せず,なし
窃盗,車上ねらい,月島,勝どき橋交番,131024,東京都,中央区,豊海町,2022/2/7,18,その他,その他,施錠せず,あり
窃盗,車上ねらい,愛宕,東京タワー前交番,131032,東京都,港区,西新橋３丁目,2022/1/5,14,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,愛宕,浜松町交番,131032,東京都,港区,浜松町１丁目,2022/10/12,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,三田,三田通交番,131032,東京都,港区,芝５丁目,2022/8/30,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,三田,三田通交番,131032,東京都,港区,三田１丁目,2022/2/27,9,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,三田,三田通交番,131032,東京都,港区,三田１丁目,2022/11/26,19,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,三田,田町駅東口交番,131032,東京都,港区,芝浦１丁目,2022/5/23,9,道路上,その他,施錠せず,なし
窃盗,車上ねらい,三田,田町駅東口交番,131032,東京都,港区,芝浦２丁目,2022/5/18,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,三田,芝四丁目交番,131032,東京都,港区,芝２丁目,2022/2/4,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,高輪,品川駅港南口交番,131032,東京都,港区,港南２丁目,2022/9/6,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,高輪,品川駅港南口交番,131032,東京都,港区,港南２丁目,2022/10/6,21,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高輪,清正公前交番,131032,東京都,港区,白金２丁目,2022/2/2,10,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,高輪,清正公前交番,131032,東京都,港区,高輪１丁目,2022/5/30,9,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,高輪,白金三光町交番,131032,東京都,港区,白金２丁目,2022/5/18,0,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,高輪,白金三光町交番,131032,東京都,港区,白金２丁目,2022/9/1,20,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,麻布,六本木交番,131032,東京都,港区,六本木４丁目,2022/2/24,20,道路上,その他,施錠せず,あり
窃盗,車上ねらい,麻布,六本木六丁目交番,131032,東京都,港区,六本木６丁目,2021/12/24,17,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,麻布,盛岡町交番,131032,東京都,港区,元麻布３丁目,2022/8/29,18,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,麻布,盛岡町交番,131032,東京都,港区,元麻布３丁目,2022/11/7,3,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,麻布,盛岡町交番,131032,東京都,港区,元麻布３丁目,2022/12/16,2,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,麻布,西麻布交番,131032,東京都,港区,西麻布１丁目,2022/4/27,3,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,麻布,西麻布交番,131032,東京都,港区,西麻布３丁目,2022/4/23,17,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,麻布,西麻布交番,131032,東京都,港区,西麻布４丁目,2022/2/11,14,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,麻布,西麻布交番,131032,東京都,港区,西麻布４丁目,2022/9/26,15,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,赤坂,表参道交番,131032,東京都,港区,赤坂４丁目,2022/12/11,21,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,赤坂,表参道交番,131032,東京都,港区,南青山６丁目,2022/4/3,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,赤坂,赤坂見附交番,131032,東京都,港区,赤坂３丁目,2022/6/11,0,道路上,その他,施錠せず,あり
窃盗,車上ねらい,東京湾岸,お台場海浜公園駅前交番,131032,東京都,港区,台場１丁目,2022/7/20,20,道路上,その他,施錠せず,なし
窃盗,車上ねらい,東京湾岸,お台場海浜公園駅前交番,131032,東京都,港区,台場１丁目,2022/7/31,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,東京湾岸,お台場海浜公園駅前交番,131083,東京都,江東区,青海１丁目,2022/5/26,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,お台場海浜公園駅前交番,131083,東京都,江東区,青海１丁目,2022/7/11,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,お台場海浜公園駅前交番,131083,東京都,江東区,青海１丁目,2022/8/29,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,お台場海浜公園駅前交番,131083,東京都,江東区,青海１丁目,2022/10/8,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,お台場海浜公園駅前交番,131083,東京都,江東区,海の森２丁目,2022/7/6,16,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,大田市場前交番,131113,東京都,大田区,東海３丁目,2022/1/26,9,その他,その他,施錠せず,あり
窃盗,車上ねらい,東京湾岸,大田市場前交番,131113,東京都,大田区,東海５丁目,2022/2/5,21,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,大田市場前交番,131113,東京都,大田区,東海５丁目,2022/7/22,13,その他,その他,施錠せず,なし
窃盗,車上ねらい,東京湾岸,新木場駅前交番,131083,東京都,江東区,新木場３丁目,2022/8/26,13,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東京湾岸,第五台場交番,131091,東京都,品川区,八潮３丁目,2022/12/24,3,その他,その他,施錠せず,なし
窃盗,車上ねらい,東京湾岸,辰巳交番,131083,東京都,江東区,辰巳１丁目,2022/12/14,8,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,都橋交番,131083,東京都,江東区,有明１丁目,2022/12/18,14,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,都橋交番,131083,東京都,江東区,有明３丁目,2022/1/22,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,都橋交番,131083,東京都,江東区,有明３丁目,2022/10/30,10,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,都橋交番,131083,東京都,江東区,有明４丁目,2022/5/20,22,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,都橋交番,131083,東京都,江東区,東雲１丁目,2021/12/28,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,東京湾岸,都橋交番,131083,東京都,江東区,東雲１丁目,2022/7/25,7,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,都橋交番,131083,東京都,江東区,東雲１丁目,2022/9/12,20,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,品川,台場交番,131091,東京都,品川区,東品川１丁目,2021/12/10,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,品川,青物横丁駅前交番,131091,東京都,品川区,南品川３丁目,2022/10/8,1,道路上,その他,施錠せず,あり
窃盗,車上ねらい,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2022/2/15,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2022/5/8,17,その他,その他,施錠せず,なし
窃盗,車上ねらい,大井,南大井交番,131091,東京都,品川区,南大井２丁目,2022/4/7,22,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大井,南大井交番,131091,東京都,品川区,南大井３丁目,2022/4/7,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大井,南大井交番,131091,東京都,品川区,南大井４丁目,2022/5/11,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,大井,南大井交番,131091,東京都,品川区,南大井４丁目,2022/5/21,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大井,南大井交番,131091,東京都,品川区,南大井６丁目,2022/3/26,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,大井,大井町駅前交番,131091,東京都,品川区,大井１丁目,2022/9/16,9,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大井,大井町駅前交番,131091,東京都,品川区,東大井５丁目,2022/11/3,4,道路上,その他,施錠せず,あり
窃盗,車上ねらい,大井,立会川交番,131091,東京都,品川区,東大井３丁目,2022/5/15,9,その他の住宅（３階建て以下共同住宅等）,その他,施錠せず,なし
窃盗,車上ねらい,大井,立会川交番,131091,東京都,品川区,東大井３丁目,2022/8/1,8,道路上,その他,施錠せず,なし
窃盗,車上ねらい,大井,鹿島神社前交番,131091,東京都,品川区,大井４丁目,2022/3/15,20,道路上,その他,施錠せず,あり
窃盗,車上ねらい,大崎,中原口交番,131091,東京都,品川区,西五反田７丁目,2022/3/26,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,大崎,五反田駅前交番,131091,東京都,品川区,西五反田１丁目,2022/10/26,0,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,大崎,五反田駅前交番,131091,東京都,品川区,西五反田２丁目,2022/6/20,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,大崎,五反田駅前交番,131091,東京都,品川区,西五反田２丁目,2022/10/19,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,大崎,五反田駅前交番,131091,東京都,品川区,東五反田２丁目,2022/3/16,9,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大崎,大崎駅前交番,131091,東京都,品川区,大崎１丁目,2022/10/18,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,大崎,大崎駅前交番,131091,東京都,品川区,大崎１丁目,2022/11/2,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大崎,目黒駅前交番,131091,東京都,品川区,上大崎４丁目,2022/6/27,20,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,大崎,西五反田交番,131091,東京都,品川区,西五反田２丁目,2022/2/19,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大崎,西五反田交番,131091,東京都,品川区,西五反田４丁目,2022/5/31,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,大崎,長者丸駐在所,131091,東京都,品川区,上大崎２丁目,2022/7/10,20,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,荏原,平塚橋交番,131091,東京都,品川区,荏原１丁目,2022/5/20,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,荏原,平塚橋交番,131091,東京都,品川区,荏原３丁目,2022/5/31,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,荏原,平塚橋交番,131091,東京都,品川区,平塚２丁目,2022/12/19,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,荏原,旗の台交番,131091,東京都,品川区,旗の台６丁目,2022/1/29,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,荏原,武蔵小山交番,131091,東京都,品川区,小山３丁目,2022/8/11,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,荏原,武蔵小山交番,131091,東京都,品川区,小山３丁目,2022/11/20,15,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,荏原,武蔵小山交番,131091,東京都,品川区,小山台２丁目,2022/10/29,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,荏原,江戸見坂交番,131091,東京都,品川区,小山６丁目,2022/4/15,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,荏原,源氏前交番,131091,東京都,品川区,中延６丁目,2022/5/18,22,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,荏原,荏原中延駅前交番,131091,東京都,品川区,中延４丁目,2022/5/25,11,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,荏原,豊町交番,131091,東京都,品川区,豊町５丁目,2022/3/4,9,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,大森北３丁目,2022/3/1,不明,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,大森北３丁目,2022/4/21,14,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,大森北３丁目,2022/4/26,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,大森北３丁目,2022/4/30,17,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,大森北３丁目,2022/5/9,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,大森北３丁目,2022/5/10,23,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,大森北３丁目,2022/5/23,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,大森北６丁目,2022/3/1,不明,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,大森本町２丁目,2022/4/25,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,大森本町２丁目,2022/4/25,17,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西１丁目,2022/5/2,18,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西１丁目,2022/5/3,20,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西２丁目,2022/5/1,21,その他の住宅（３階建て以下共同住宅等）,その他,施錠した,あり
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西２丁目,2022/5/2,13,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西２丁目,2022/5/10,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西２丁目,2022/5/10,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西２丁目,2022/5/11,不明,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西２丁目,2022/5/12,17,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西２丁目,2022/5/17,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西３丁目,2022/4/26,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西４丁目,2022/5/31,9,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西５丁目,2022/4/8,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西７丁目,2022/4/20,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2021/12/29,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2022/5/30,9,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北２丁目,2022/5/1,4,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北２丁目,2022/6/5,14,その他,その他,施錠せず,なし
窃盗,車上ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北３丁目,2022/4/1,不明,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北３丁目,2022/4/24,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北３丁目,2022/5/11,不明,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北４丁目,2022/5/1,12,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北４丁目,2022/5/23,20,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,山王交番,131113,東京都,大田区,山王１丁目,2022/3/3,23,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大森,山王交番,131113,東京都,大田区,山王１丁目,2022/5/13,18,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大森,山王交番,131113,東京都,大田区,山王２丁目,2022/3/12,21,道路上,その他,施錠せず,なし
窃盗,車上ねらい,大森,山王交番,131113,東京都,大田区,山王２丁目,2022/4/28,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,春日橋交番,131113,東京都,大田区,中央３丁目,2022/10/29,13,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森東２丁目,2022/4/20,15,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森東２丁目,2022/4/25,19,一戸建住宅,その他,施錠した,なし
窃盗,車上ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森東２丁目,2022/4/25,20,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森東２丁目,2022/5/2,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森東２丁目,2022/5/3,21,一戸建住宅,その他,施錠した,なし
窃盗,車上ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森東２丁目,2022/5/13,15,一戸建住宅,その他,施錠した,あり
窃盗,車上ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森東３丁目,2022/4/1,不明,駐車（輪）場,駐車（輪）場,施錠した,あり
