罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金被害の有無
窃盗,自動販売機ねらい,田園調布,鵜の木駅前交番,131113,東京都,大田区,鵜の木１丁目,2019-11-12,10,その他,なし
窃盗,自動販売機ねらい,田園調布,多摩川台駐在所,131113,東京都,大田区,田園調布５丁目,2019-02-09,16,その他,あり
窃盗,自動販売機ねらい,田園調布,丸子橋交番,131113,東京都,大田区,田園調布南,2019-01-14,17,その他,あり
窃盗,自動販売機ねらい,田園調布,丸子橋交番,131113,東京都,大田区,西嶺町,2019-02-21,11,その他,あり
窃盗,自動販売機ねらい,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田５丁目,2019-01-01,20,駐車（輪）場,あり
窃盗,自動販売機ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2019-02-10,09,その他,あり
窃盗,自動販売機ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷１丁目,2019-08-24,21,その他,あり
窃盗,自動販売機ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷１丁目,2019-09-28,12,その他,あり
窃盗,自動販売機ねらい,蒲田,本羽田交番,131113,東京都,大田区,本羽田１丁目,2019-05-10,10,道路上,あり
窃盗,自動販売機ねらい,池上,市野倉交番,131113,東京都,大田区,中央６丁目,2019-11-19,14,駐車（輪）場,あり
窃盗,自動販売機ねらい,池上,南馬込交番,131113,東京都,大田区,南馬込５丁目,2019-06-27,21,その他,あり
窃盗,自動販売機ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂４丁目,2019-11-03,12,その他,あり
窃盗,自動販売機ねらい,世田谷,三宿交番,131121,東京都,世田谷区,三宿２丁目,2019-06-26,14,道路上,あり
窃盗,自動販売機ねらい,世田谷,上馬交番,131121,東京都,世田谷区,弦巻２丁目,2019-01-10,15,その他,あり
窃盗,自動販売機ねらい,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘３丁目,2019-08-31,10,その他,あり
窃盗,自動販売機ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,経堂４丁目,2019-07-26,11,その他,あり
窃盗,自動販売機ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,経堂４丁目,2019-07-27,21,その他,あり
窃盗,自動販売機ねらい,北沢,宮前橋交番,131121,東京都,世田谷区,代田１丁目,2019-06-14,10,その他,あり
窃盗,自動販売機ねらい,北沢,淡島通交番,131121,東京都,世田谷区,代田１丁目,2019-04-26,02,その他,なし
窃盗,自動販売機ねらい,北沢,下北沢交番,131121,東京都,世田谷区,北沢２丁目,2019-07-29,13,道路上,あり
窃盗,自動販売機ねらい,北沢,下北沢交番,131121,東京都,世田谷区,北沢５丁目,2019-07-18,14,その他,あり
窃盗,自動販売機ねらい,北沢,下北沢交番,131121,東京都,世田谷区,代田６丁目,2019-07-30,15,道路上,あり
窃盗,自動販売機ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原２丁目,2019-11-17,19,その他,あり
窃盗,自動販売機ねらい,玉川,二子玉川交番,131121,東京都,世田谷区,玉川２丁目,2019-08-15,23,その他,なし
窃盗,自動販売機ねらい,玉川,用賀交番,131121,東京都,世田谷区,用賀２丁目,2019-04-18,08,その他,あり
窃盗,自動販売機ねらい,玉川,深沢交番,131121,東京都,世田谷区,深沢３丁目,2019-04-20,05,その他,あり
窃盗,自動販売機ねらい,玉川,深沢交番,131121,東京都,世田谷区,深沢６丁目,2019-06-26,15,駐車（輪）場,あり
窃盗,自動販売機ねらい,玉川,馬事公苑前駐在所,131121,東京都,世田谷区,上用賀１丁目,2019-06-13,08,その他,あり
窃盗,自動販売機ねらい,玉川,尾山台駐在所,131121,東京都,世田谷区,玉堤１丁目,2019-04-08,17,その他,あり
窃盗,自動販売機ねらい,玉川,尾山台駐在所,131121,東京都,世田谷区,玉堤２丁目,2019-04-08,22,その他,あり
窃盗,自動販売機ねらい,成城,成城交番,131121,東京都,世田谷区,成城１丁目,2019-11-16,23,その他,あり
窃盗,自動販売機ねらい,成城,烏山交番,131121,東京都,世田谷区,北烏山１丁目,2019-09-05,09,道路上,あり
窃盗,自動販売機ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,千歳台２丁目,2019-04-30,10,駐車（輪）場,あり
窃盗,自動販売機ねらい,成城,東宝前交番,131121,東京都,世田谷区,大蔵６丁目,2019-04-18,22,その他,あり
窃盗,自動販売機ねらい,成城,鎌田駐在所,131121,東京都,世田谷区,宇奈根１丁目,2019-07-03,03,その他,あり
窃盗,自動販売機ねらい,成城,鎌田駐在所,131121,東京都,世田谷区,鎌田１丁目,2019-07-02,18,その他,あり
窃盗,自動販売機ねらい,成城,鎌田駐在所,131121,東京都,世田谷区,鎌田２丁目,2019-03-25,09,道路上,あり
窃盗,自動販売機ねらい,成城,北烏山駐在所,131121,東京都,世田谷区,北烏山５丁目,2019-03-14,12,その他,あり
窃盗,自動販売機ねらい,成城,北烏山駐在所,131121,東京都,世田谷区,北烏山５丁目,2019-03-19,09,その他,あり
窃盗,自動販売機ねらい,成城,桜上水交番,131121,東京都,世田谷区,桜上水３丁目,2019-06-21,15,その他,あり
窃盗,自動販売機ねらい,目黒,下目黒交番,131105,東京都,目黒区,下目黒２丁目,2019-12-10,18,その他,あり
窃盗,自動販売機ねらい,目黒,宿山交番,131105,東京都,目黒区,上目黒５丁目,2019-03-05,23,その他,あり
窃盗,自動販売機ねらい,目黒,大橋交番,131105,東京都,目黒区,駒場３丁目,2019-08-16,13,その他,あり
窃盗,自動販売機ねらい,目黒,大橋交番,131105,東京都,目黒区,駒場３丁目,2019-08-16,13,その他,あり
窃盗,自動販売機ねらい,碑文谷,柿の木坂交番,131105,東京都,目黒区,八雲１丁目,2019-04-21,16,その他,あり
窃盗,自動販売機ねらい,碑文谷,原町交番,131105,東京都,目黒区,洗足２丁目,2019-09-19,05,その他,あり
窃盗,自動販売機ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,宇田川町,2019-01-29,10,道路上,あり
窃盗,自動販売機ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,円山町,2019-06-13,17,駐車（輪）場,あり
窃盗,自動販売機ねらい,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿４丁目,2019-07-13,12,道路上,あり
窃盗,自動販売機ねらい,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿南２丁目,2019-07-31,13,道路上,あり
窃盗,自動販売機ねらい,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿南２丁目,2019-08-02,12,道路上,あり
窃盗,自動販売機ねらい,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,広尾１丁目,2019-07-21,15,道路上,あり
窃盗,自動販売機ねらい,渋谷,広尾五丁目交番,131130,東京都,渋谷区,広尾１丁目,2019-07-20,11,道路上,あり
窃盗,自動販売機ねらい,渋谷,広尾五丁目交番,131130,東京都,渋谷区,広尾５丁目,2019-07-22,13,道路上,あり
窃盗,自動販売機ねらい,渋谷,恵比寿四丁目交番,131130,東京都,渋谷区,恵比寿１丁目,2019-07-19,12,道路上,あり
窃盗,自動販売機ねらい,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2019-05-31,09,その他,あり
窃盗,自動販売機ねらい,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2019-07-04,09,その他,あり
窃盗,自動販売機ねらい,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2019-05-04,11,その他,あり
窃盗,自動販売機ねらい,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2019-05-29,11,その他,あり
窃盗,自動販売機ねらい,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2019-06-02,14,その他,あり
窃盗,自動販売機ねらい,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,千駄ヶ谷２丁目,2019-11-07,19,その他,あり
窃盗,自動販売機ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,本町２丁目,2019-07-27,20,その他,あり
窃盗,自動販売機ねらい,代々木,清水橋交番,131130,東京都,渋谷区,本町３丁目,2018-12-27,15,道路上,あり
窃盗,自動販売機ねらい,代々木,清水橋交番,131130,東京都,渋谷区,本町３丁目,2019-08-16,19,その他,あり
窃盗,自動販売機ねらい,代々木,初台二丁目交番,131130,東京都,渋谷区,元代々木町,2019-08-24,17,その他,あり
窃盗,自動販売機ねらい,代々木,代々木公園交番,131130,東京都,渋谷区,上原２丁目,2019-01-18,不明,駐車（輪）場,なし
窃盗,自動販売機ねらい,牛込,河田町交番,131041,東京都,新宿区,余丁町,2019-09-03,13,道路上,あり
窃盗,自動販売機ねらい,牛込,河田町交番,131041,東京都,新宿区,若松町,2019-06-12,14,道路上,あり
窃盗,自動販売機ねらい,牛込,河田町交番,131041,東京都,新宿区,若松町,2019-09-09,12,道路上,あり
窃盗,自動販売機ねらい,牛込,河田町交番,131041,東京都,新宿区,戸山２丁目,2019-06-16,12,道路上,あり
窃盗,自動販売機ねらい,牛込,鶴巻町交番,131041,東京都,新宿区,東五軒町,2019-06-05,08,道路上,あり
窃盗,自動販売機ねらい,牛込,鶴巻町交番,131041,東京都,新宿区,山吹町,2019-05-28,10,その他,あり
窃盗,自動販売機ねらい,牛込,鶴巻町交番,131041,東京都,新宿区,早稲田鶴巻町,2019-06-13,10,道路上,あり
窃盗,自動販売機ねらい,牛込,大曲交番,131041,東京都,新宿区,改代町,2019-06-06,11,道路上,あり
窃盗,自動販売機ねらい,牛込,大曲交番,131041,東京都,新宿区,新小川町,2019-06-02,08,道路上,あり
窃盗,自動販売機ねらい,牛込,大曲交番,131041,東京都,新宿区,水道町,2019-05-30,08,駐車（輪）場,あり
窃盗,自動販売機ねらい,牛込,大曲交番,131041,東京都,新宿区,水道町,2019-06-10,10,道路上,あり
窃盗,自動販売機ねらい,牛込,神楽坂上交番,131041,東京都,新宿区,下宮比町,2019-11-20,15,その他,あり
窃盗,自動販売機ねらい,新宿,新宿駅西口交番,131041,東京都,新宿区,西新宿１丁目,2019-06-20,10,その他,あり
窃盗,自動販売機ねらい,新宿,成子坂交番,131041,東京都,新宿区,西新宿７丁目,2019-05-30,16,その他,あり
窃盗,自動販売機ねらい,新宿,成子坂交番,131041,東京都,新宿区,西新宿７丁目,2019-05-31,10,その他,あり
窃盗,自動販売機ねらい,新宿,成子坂交番,131041,東京都,新宿区,西新宿７丁目,2019-06-03,17,その他,あり
窃盗,自動販売機ねらい,新宿,成子坂交番,131041,東京都,新宿区,西新宿７丁目,2019-06-11,19,その他,あり
窃盗,自動販売機ねらい,新宿,淀橋市場前交番,131041,東京都,新宿区,北新宿４丁目,2019-08-28,09,駐車（輪）場,あり
窃盗,自動販売機ねらい,新宿,百人町交番,131041,東京都,新宿区,百人町１丁目,2019-06-06,10,道路上,あり
窃盗,自動販売機ねらい,新宿,百人町交番,131041,東京都,新宿区,百人町２丁目,2019-03-15,14,道路上,あり
窃盗,自動販売機ねらい,新宿,百人町交番,131041,東京都,新宿区,百人町２丁目,2019-05-05,09,その他,あり
窃盗,自動販売機ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保１丁目,2019-07-16,10,道路上,あり
窃盗,自動販売機ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保２丁目,2018-12-31,20,駐車（輪）場,あり
窃盗,自動販売機ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保２丁目,2019-01-19,22,駐車（輪）場,なし
窃盗,自動販売機ねらい,新宿,大久保交番,131041,東京都,新宿区,新宿７丁目,2019-06-13,11,その他,あり
窃盗,自動販売機ねらい,新宿,新宿六丁目交番,131041,東京都,新宿区,新宿６丁目,2019-06-12,14,その他,あり
窃盗,自動販売機ねらい,新宿,新宿六丁目交番,131041,東京都,新宿区,新宿６丁目,2019-06-12,15,その他,あり
窃盗,自動販売機ねらい,新宿,新宿六丁目交番,131041,東京都,新宿区,新宿７丁目,2019-06-12,11,その他,あり
窃盗,自動販売機ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町１丁目,2019-02-27,11,道路上,あり
窃盗,自動販売機ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2019-05-07,14,道路上,あり
窃盗,自動販売機ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2019-06-13,08,道路上,あり
窃盗,自動販売機ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2019-06-20,09,道路上,あり
窃盗,自動販売機ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2019-07-22,11,道路上,あり
窃盗,自動販売機ねらい,新宿,新宿駅東口交番,131041,東京都,新宿区,新宿３丁目,2019-02-11,22,その他,あり
窃盗,自動販売機ねらい,新宿,新宿駅東口交番,131041,東京都,新宿区,新宿３丁目,2019-06-02,10,その他,あり
窃盗,自動販売機ねらい,戸塚,戸塚一丁目交番,131041,東京都,新宿区,西早稲田１丁目,2019-06-11,08,その他,あり
窃盗,自動販売機ねらい,戸塚,戸塚一丁目交番,131041,東京都,新宿区,西早稲田１丁目,2019-06-11,16,道路上,あり
窃盗,自動販売機ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場１丁目,2019-02-20,22,その他,あり
窃盗,自動販売機ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場２丁目,2019-04-25,09,道路上,あり
窃盗,自動販売機ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場２丁目,2019-08-08,16,その他,なし
窃盗,自動販売機ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場３丁目,2019-06-12,17,道路上,あり
窃盗,自動販売機ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場３丁目,2019-06-18,16,道路上,あり
窃盗,自動販売機ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場３丁目,2019-06-19,16,道路上,あり
窃盗,自動販売機ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場３丁目,2019-06-22,06,道路上,あり
窃盗,自動販売機ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場３丁目,2019-06-23,14,道路上,あり
窃盗,自動販売機ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場４丁目,2019-06-17,06,道路上,あり
窃盗,自動販売機ねらい,戸塚,下落合駅前交番,131041,東京都,新宿区,下落合１丁目,2019-06-12,13,道路上,あり
窃盗,自動販売機ねらい,四谷,四谷見附交番,131041,東京都,新宿区,,2019-07-11,15,道路上,あり
窃盗,自動販売機ねらい,四谷,四谷見附交番,131041,東京都,新宿区,,2019-03-22,13,その他,あり
窃盗,自動販売機ねらい,四谷,四谷見附交番,131041,東京都,新宿区,四谷本塩町,2019-06-17,13,道路上,あり
窃盗,自動販売機ねらい,四谷,新宿交番,131041,東京都,新宿区,新宿１丁目,2019-06-06,10,駐車（輪）場,あり
窃盗,自動販売機ねらい,四谷,新宿四丁目交番,131041,東京都,新宿区,新宿２丁目,2019-05-29,12,その他,あり
窃盗,自動販売機ねらい,中野,中野坂上交番,131148,東京都,中野区,本町２丁目,2019-01-16,12,道路上,あり
窃盗,自動販売機ねらい,中野,中野駅前交番,131148,東京都,中野区,中野３丁目,2018-11-15,14,道路上,あり
窃盗,自動販売機ねらい,中野,中野駅前交番,131148,東京都,中野区,中野５丁目,2019-06-27,09,道路上,あり
窃盗,自動販売機ねらい,中野,本郷通交番,131148,東京都,中野区,弥生町１丁目,2019-09-20,05,道路上,あり
窃盗,自動販売機ねらい,中野,本郷通交番,131148,東京都,中野区,弥生町３丁目,2019-08-05,19,その他,あり
窃盗,自動販売機ねらい,中野,鍋屋横丁交番,131148,東京都,中野区,中央３丁目,2019-03-13,13,道路上,あり
窃盗,自動販売機ねらい,中野,鍋屋横丁交番,131148,東京都,中野区,中央３丁目,2019-08-19,12,その他,あり
窃盗,自動販売機ねらい,中野,南台交番,131148,東京都,中野区,南台１丁目,2019-11-01,15,その他,あり
窃盗,自動販売機ねらい,中野,南台交番,131148,東京都,中野区,南台４丁目,2019-08-10,13,駐車（輪）場,あり
窃盗,自動販売機ねらい,中野,南台交番,131148,東京都,中野区,南台５丁目,2019-06-14,13,道路上,あり
窃盗,自動販売機ねらい,中野,中央五丁目交番,131148,東京都,中野区,中央４丁目,2019-03-12,12,道路上,あり
窃盗,自動販売機ねらい,中野,中央五丁目交番,131148,東京都,中野区,本町６丁目,2019-08-19,17,その他,あり
窃盗,自動販売機ねらい,野方,野方駅前交番,131148,東京都,中野区,野方５丁目,2019-10-16,17,その他,あり
窃盗,自動販売機ねらい,野方,家政通交番,131148,東京都,中野区,若宮１丁目,2019-03-24,00,その他,あり
窃盗,自動販売機ねらい,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮４丁目,2019-01-27,15,その他,あり
窃盗,自動販売機ねらい,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮４丁目,2019-03-20,15,その他,あり
窃盗,自動販売機ねらい,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮４丁目,2019-04-29,09,その他,あり
窃盗,自動販売機ねらい,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺２丁目,2019-03-05,10,道路上,あり
窃盗,自動販売機ねらい,野方,野方一丁目交番,131148,東京都,中野区,中野４丁目,2019-05-10,14,道路上,あり
窃盗,自動販売機ねらい,野方,野方一丁目交番,131148,東京都,中野区,大和町２丁目,2019-09-05,02,その他,あり
窃盗,自動販売機ねらい,野方,白鷺駐在所,131148,東京都,中野区,白鷺１丁目,2019-03-12,14,その他,あり
窃盗,自動販売機ねらい,野方,鷺宮六丁目交番,131148,東京都,中野区,鷺宮５丁目,2019-05-06,17,道路上,あり
窃盗,自動販売機ねらい,杉並,東田町交番,131156,東京都,杉並区,成田東４丁目,2019-02-26,09,その他,あり
窃盗,自動販売機ねらい,杉並,東田町交番,131156,東京都,杉並区,成田東４丁目,2019-05-08,09,その他,あり
窃盗,自動販売機ねらい,杉並,新高円寺駅前交番,131156,東京都,杉並区,阿佐谷北５丁目,2019-03-09,12,その他,あり
窃盗,自動販売機ねらい,杉並,新高円寺駅前交番,131156,東京都,杉並区,高円寺南３丁目,2019-05-27,12,道路上,あり
