罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,中央,八重洲通交番,131024,東京都,中央区,八重洲１丁目,2022/4/17,17,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,中央,八重洲通交番,131024,東京都,中央区,八重洲２丁目,2022/4/1,7,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,中央,八重洲通交番,131024,東京都,中央区,八重洲２丁目,2022/7/19,19,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,中央,日本橋交番,131024,東京都,中央区,日本橋１丁目,2022/5/27,11,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,中央,日本橋交番,131024,東京都,中央区,日本橋２丁目,2021/11/11,18,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,中央,日本橋交番,131024,東京都,中央区,日本橋３丁目,2022/9/15,21,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,中央,日本橋交番,131024,東京都,中央区,日本橋小伝馬町,2022/4/12,22,道路上,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,中央,日本橋交番,131024,東京都,中央区,日本橋堀留町１丁目,2022/6/15,22,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,中央,日本橋交番,131024,東京都,中央区,日本橋堀留町１丁目,2022/8/21,18,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,中央,日本橋交番,131024,東京都,中央区,日本橋堀留町１丁目,2022/9/30,16,その他,その他,20歳代,その他,施錠した
窃盗,自転車盗,中央,日本橋交番,131024,東京都,中央区,日本橋本石町４丁目,2022/4/9,14,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,中央,日本橋交番,131024,東京都,中央区,日本橋本町１丁目,2022/7/28,15,道路上,その他,10歳代,大学生,施錠した
窃盗,自転車盗,中央,日本橋交番,131024,東京都,中央区,日本橋室町１丁目,2022/2/17,22,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,中央,日本橋交番,131024,東京都,中央区,日本橋室町１丁目,2022/4/25,18,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,中央,日本橋交番,131024,東京都,中央区,日本橋室町２丁目,2022/6/9,22,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,中央,日本橋交番,131024,東京都,中央区,日本橋室町２丁目,2022/8/14,16,道路上,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,中央,日本橋交番,131024,東京都,中央区,日本橋室町３丁目,2021/12/29,10,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,中央,日本橋交番,131024,東京都,中央区,八重洲１丁目,2022/1/12,2,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,中央,本町交番,131024,東京都,中央区,日本橋大伝馬町,2022/8/29,5,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,中央,本町交番,131024,東京都,中央区,日本橋大伝馬町,2022/11/22,9,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,中央,本町交番,131024,東京都,中央区,日本橋小伝馬町,2022/1/29,1,道路上,その他,65-69歳,その他,施錠した
窃盗,自転車盗,中央,本町交番,131024,東京都,中央区,日本橋小伝馬町,2022/3/11,10,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,中央,本町交番,131024,東京都,中央区,日本橋堀留町１丁目,2021/12/11,18,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,中央,本町交番,131024,東京都,中央区,日本橋本町１丁目,2022/8/29,12,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,中央,本町交番,131024,東京都,中央区,日本橋本町３丁目,2022/3/27,11,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,中央,本町交番,131024,東京都,中央区,日本橋本町３丁目,2022/8/28,7,４階建て以上共同住宅,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,中央,本町交番,131024,東京都,中央区,日本橋本町４丁目,2022/3/27,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,中央,本町交番,131024,東京都,中央区,日本橋室町４丁目,2022/7/30,16,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠した
窃盗,自転車盗,中央,本町交番,131024,東京都,中央区,日本橋室町４丁目,2022/8/21,11,道路上,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,中央,茅場町交番,131024,東京都,中央区,日本橋兜町,2022/6/30,16,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,中央,茅場町交番,131024,東京都,中央区,日本橋兜町,2022/10/27,17,道路上,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,中央,茅場町交番,131024,東京都,中央区,日本橋茅場町１丁目,2021/12/25,23,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,中央,茅場町交番,131024,東京都,中央区,日本橋茅場町２丁目,2022/1/27,15,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,中央,茅場町交番,131024,東京都,中央区,日本橋茅場町２丁目,2022/2/15,7,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,中央,茅場町交番,131024,東京都,中央区,日本橋茅場町２丁目,2022/4/6,8,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,中央,茅場町交番,131024,東京都,中央区,日本橋茅場町２丁目,2022/8/6,17,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川１丁目,2021/12/7,13,４階建て以上共同住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川１丁目,2022/2/3,0,４階建て以上共同住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川１丁目,2022/4/23,0,道路上,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川１丁目,2022/5/13,20,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川１丁目,2022/5/23,6,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川１丁目,2022/5/31,17,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川１丁目,2022/8/5,11,４階建て以上共同住宅,その他,70歳以上,その他,施錠した
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川１丁目,2022/8/20,13,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川１丁目,2022/8/29,13,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川１丁目,2022/9/9,10,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川２丁目,2021/12/30,9,道路上,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川２丁目,2022/4/23,0,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川２丁目,2022/4/24,10,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川２丁目,2022/7/31,19,道路上,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川２丁目,2022/9/1,2,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川２丁目,2022/10/23,23,４階建て以上共同住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川２丁目,2022/11/12,16,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,中央,高橋交番,131024,東京都,中央区,新川２丁目,2022/11/21,18,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,海辺,2022/8/30,0,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,越中島３丁目,2022/9/28,19,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,猿江１丁目,2021/11/24,18,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,猿江１丁目,2022/1/15,12,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,猿江２丁目,2021/12/1,12,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,猿江２丁目,2021/12/23,8,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,猿江２丁目,2022/1/13,11,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,猿江２丁目,2022/10/4,8,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,住吉１丁目,2021/10/18,20,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,住吉１丁目,2022/1/12,15,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,住吉１丁目,2022/6/18,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,住吉１丁目,2022/9/15,18,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,住吉２丁目,2021/11/14,20,その他,その他,40歳代,その他,施錠した
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,住吉２丁目,2022/7/30,15,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,住吉２丁目,2022/8/7,10,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,住吉２丁目,2022/8/16,11,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,毛利１丁目,2022/7/28,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,毛利２丁目,2022/5/3,15,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,毛利２丁目,2022/6/12,18,その他,その他,30歳代,その他,施錠した
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,森下４丁目,2022/3/27,8,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,海辺,2022/4/27,23,一戸建住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,扇橋１丁目,2022/1/9,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,扇橋１丁目,2022/1/29,19,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,扇橋１丁目,2022/5/27,20,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,扇橋１丁目,2022/6/18,16,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,扇橋３丁目,2021/12/6,15,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,扇橋３丁目,2021/12/7,18,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,扇橋３丁目,2022/9/4,0,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,千石１丁目,2021/11/11,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,千石１丁目,2022/8/15,6,その他,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,千石２丁目,2021/11/13,7,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,千石２丁目,2021/11/17,17,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,千石３丁目,2021/11/9,21,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,千石３丁目,2021/11/20,16,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,千田,2022/4/30,17,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,東陽６丁目,2022/6/9,8,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,東陽６丁目,2022/8/25,18,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,東陽６丁目,2022/9/27,19,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,越中島３丁目,2021/9/26,16,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,木場１丁目,2022/2/19,19,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,木場２丁目,2021/10/28,19,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,木場５丁目,2022/5/3,8,道路上,その他,10歳代,中学生,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,木場５丁目,2022/5/10,18,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,木場５丁目,2022/7/14,22,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,塩浜２丁目,2021/11/20,23,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,塩浜２丁目,2021/12/13,16,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,塩浜２丁目,2022/5/1,不明,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,塩浜２丁目,2022/7/28,14,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,塩浜２丁目,2022/8/27,15,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,千石１丁目,2022/7/2,21,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽１丁目,2021/11/9,16,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽１丁目,2022/4/29,16,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽１丁目,2022/6/13,22,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽１丁目,2022/10/27,0,道路上,その他,20歳代,大学生,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽２丁目,2022/6/12,15,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽２丁目,2022/9/24,18,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽２丁目,2022/10/28,9,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/1/8,10,道路上,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/1/25,17,その他,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/2/28,16,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/7/2,12,道路上,その他,70歳以上,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/7/14,12,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/9/6,17,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/9/10,7,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/9/11,9,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/10/5,1,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/11/29,不明,その他,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2021/11/13,23,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2021/12/16,17,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2022/4/19,13,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2022/4/28,22,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2022/7/11,12,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2022/7/14,12,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2022/9/13,18,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2022/9/21,12,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2022/10/15,15,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2022/10/25,15,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽５丁目,2021/12/29,14,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽５丁目,2022/1/20,11,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽５丁目,2022/4/8,18,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽５丁目,2022/5/9,16,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽５丁目,2022/8/15,10,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,豊洲３丁目,2022/7/23,20,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,門前仲町２丁目,2021/10/21,21,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,枝川１丁目,2022/2/15,23,道路上,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,枝川１丁目,2022/8/30,20,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,越中島２丁目,2022/6/17,23,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,越中島３丁目,2022/8/2,22,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,越中島３丁目,2022/8/27,20,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,越中島３丁目,2022/10/3,14,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,塩浜１丁目,2021/6/1,不明,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,塩浜１丁目,2021/12/29,12,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,塩浜１丁目,2022/9/1,23,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,塩浜２丁目,2022/3/15,19,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,塩浜２丁目,2022/9/1,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,潮見２丁目,2022/12/3,8,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,深川,枝川交番,131083,東京都,江東区,古石場２丁目,2022/6/30,20,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,新大橋１丁目,2021/11/26,18,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,新大橋１丁目,2022/4/15,21,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,新大橋３丁目,2022/7/20,20,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,高橋,2022/8/11,12,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,東陽２丁目,2022/9/15,8,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,常盤１丁目,2021/11/19,23,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,常盤２丁目,2021/11/25,12,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,常盤２丁目,2022/3/9,19,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,常盤２丁目,2022/10/10,10,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,毛利２丁目,2021/10/29,22,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,森下１丁目,2022/9/13,12,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,森下２丁目,2021/10/20,10,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,森下２丁目,2022/5/2,23,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,森下２丁目,2022/6/18,23,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,深川,森下交番,131083,東京都,江東区,森下２丁目,2022/9/18,9,道路上,その他,20歳代,その他,施錠せず
