罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,現金被害の有無
窃盗,車上ねらい,玉川,等々力不動前駐在所,131121,東京都,世田谷区,野毛２丁目,2019-01-31,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,千歳台２丁目,2019-04-14,22,一戸建住宅,施錠した,なし
窃盗,車上ねらい,成城,千歳台交番,131121,東京都,世田谷区,粕谷２丁目,2019-06-19,04,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見４丁目,2019-02-06,03,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,宇田川町,2019-11-26,20,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,本町１丁目,2018-12-13,17,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,新宿,熊野神社前交番,131041,東京都,新宿区,西新宿４丁目,2019-11-17,14,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2019-06-26,09,道路上,施錠した,なし
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2019-11-27,09,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,戸塚,戸塚一丁目交番,131041,東京都,新宿区,西早稲田２丁目,2018-11-01,22,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,戸塚,戸塚一丁目交番,131041,東京都,新宿区,西早稲田２丁目,2019-02-01,22,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,戸塚,上落合交番,131041,東京都,新宿区,上落合２丁目,2019-07-09,15,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,中野,本郷通交番,131148,東京都,中野区,弥生町３丁目,2018-11-01,22,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,野方,薬師駅前交番,131148,東京都,中野区,新井２丁目,2019-02-21,02,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,野方,江原町交番,131148,東京都,中野区,江原町２丁目,2019-11-24,23,一戸建住宅,施錠した,なし
窃盗,車上ねらい,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内２丁目,2019-08-11,14,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内３丁目,2019-08-11,18,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2019-09-14,23,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,荻窪,今川交番,131156,東京都,杉並区,今川１丁目,2019-04-26,19,その他の住宅（３階建て以下共同住宅等）,施錠した,なし
窃盗,車上ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,長崎２丁目,2019-03-31,03,一戸建住宅,施錠した,なし
窃盗,車上ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,南長崎１丁目,2018-06-17,09,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,目白,東長崎駅前交番,131164,東京都,豊島区,千早３丁目,2019-11-26,23,一戸建住宅,施錠した,なし
窃盗,車上ねらい,目白,要町交番,131164,東京都,豊島区,千早１丁目,2018-09-29,17,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,王子,十条駅前交番,131172,東京都,北区,上十条３丁目,2019-12-05,09,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽南２丁目,2019-09-20,10,その他,施錠した,あり
窃盗,車上ねらい,赤羽,宮堀交番,131172,東京都,北区,神谷２丁目,2019-02-10,22,一戸建住宅,施錠した,あり
窃盗,車上ねらい,赤羽,宮堀交番,131172,東京都,北区,神谷２丁目,2019-10-11,04,道路上,施錠した,あり
窃盗,車上ねらい,板橋,大山町交番,131199,東京都,板橋区,幸町,2018-12-11,02,４階建て以上共同住宅,施錠した,あり
窃盗,車上ねらい,板橋,大谷口交番,131199,東京都,板橋区,大谷口２丁目,2018-03-21,22,一戸建住宅,施錠した,あり
窃盗,車上ねらい,板橋,茂呂交番,131199,東京都,板橋区,向原２丁目,2019-10-25,21,一戸建住宅,施錠した,あり
窃盗,車上ねらい,志村,清水町交番,131199,東京都,板橋区,宮本町,2019-03-27,06,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,志村,清水町交番,131199,東京都,板橋区,宮本町,2019-10-26,18,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,志村,坂上交番,131199,東京都,板橋区,志村２丁目,2019-06-23,05,その他,施錠した,なし
窃盗,車上ねらい,志村,坂下交番,131199,東京都,板橋区,舟渡２丁目,2019-12-03,21,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,志村,中台交番,131199,東京都,板橋区,若木１丁目,2019-04-29,10,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,志村,西台交番,131199,東京都,板橋区,西台２丁目,2019-12-07,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石神井,関町交番,131202,東京都,練馬区,関町南２丁目,2019-08-10,17,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,西大泉１丁目,2019-02-08,07,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,西大泉１丁目,2019-02-08,20,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平８丁目,2019-01-20,21,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,三園２丁目,2019-09-07,17,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高島平,西台駅前交番,131199,東京都,板橋区,新河岸１丁目,2019-04-05,21,道路上,施錠した,なし
窃盗,車上ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平１丁目,2019-10-29,15,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平１丁目,2019-10-29,19,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚２丁目,2019-02-03,06,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高島平,赤塚交番,131199,東京都,板橋区,赤塚３丁目,2019-02-03,21,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増５丁目,2019-01-21,21,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高島平,松月院前交番,131199,東京都,板橋区,赤塚７丁目,2019-02-03,17,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,光が丘,土支田交番,131202,東京都,練馬区,土支田４丁目,2019-12-17,22,４階建て以上共同住宅,施錠した,あり
窃盗,車上ねらい,光が丘,三原台交番,131202,東京都,練馬区,三原台３丁目,2019-10-04,22,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,下谷,入谷西交番,131067,東京都,台東区,下谷１丁目,2019-05-01,08,道路上,施錠した,なし
窃盗,車上ねらい,蔵前,菊屋橋交番,131067,東京都,台東区,松が谷１丁目,2019-12-01,14,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,蔵前,須賀橋交番,131067,東京都,台東区,浅草橋２丁目,2019-11-28,12,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,千住,北千住駅東口交番,131211,東京都,足立区,柳原２丁目,2019-11-26,17,その他,施錠した,あり
窃盗,車上ねらい,西新井,皿沼交番,131211,東京都,足立区,加賀２丁目,2019-01-15,20,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,西新井,皿沼交番,131211,東京都,足立区,鹿浜７丁目,2019-12-01,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西新井,鹿浜交番,131211,東京都,足立区,鹿浜３丁目,2019-11-08,20,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西新井,扇交番,131211,東京都,足立区,扇２丁目,2019-06-30,21,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,綾瀬,大谷田交番,131211,東京都,足立区,大谷田１丁目,2019-01-08,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,綾瀬,大谷田交番,131211,東京都,足立区,大谷田１丁目,2019-04-10,01,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,綾瀬６丁目,2019-01-19,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,綾瀬,中央本町交番,131211,東京都,足立区,平野２丁目,2019-09-15,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,綾瀬,一ツ家交番,131211,東京都,足立区,一ツ家２丁目,2019-05-03,15,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,綾瀬,東和交番,131211,東京都,足立区,東和５丁目,2019-04-08,08,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,竹の塚,花畑交番,131211,東京都,足立区,花畑３丁目,2019-02-07,15,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,竹の塚,西保木間交番,131211,東京都,足立区,西保木間２丁目,2019-12-12,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚１丁目,2019-07-10,21,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚６丁目,2019-12-23,15,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,竹の塚,伊興町交番,131211,東京都,足立区,伊興３丁目,2019-01-07,15,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷２丁目,2019-02-22,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,城東,元八幡交番,131083,東京都,江東区,新砂３丁目,2019-01-24,11,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,城東,砂町交番,131083,東京都,江東区,北砂４丁目,2019-08-02,17,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,城東,大島交番,131083,東京都,江東区,大島４丁目,2019-09-03,13,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸４丁目,2019-09-01,20,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸４丁目,2019-09-03,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,本所,江東橋交番,131075,東京都,墨田区,石原４丁目,2019-11-10,12,道路上,施錠した,あり
窃盗,車上ねらい,本所,江東橋交番,131075,東京都,墨田区,亀沢４丁目,2019-07-13,14,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,本所,錦糸町駅北口交番,131075,東京都,墨田区,錦糸１丁目,2019-09-05,18,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,本所,横川交番,131075,東京都,墨田区,太平２丁目,2019-11-07,22,４階建て以上共同住宅,施錠した,あり
窃盗,車上ねらい,本所,横網交番,131075,東京都,墨田区,本所２丁目,2019-07-10,15,その他,施錠した,あり
窃盗,車上ねらい,向島,平井橋交番,131075,東京都,墨田区,立花６丁目,2019-10-20,12,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,向島,小村井交番,131075,東京都,墨田区,立花５丁目,2019-10-21,09,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,向島,京島二丁目交番,131075,東京都,墨田区,京島１丁目,2019-10-20,00,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,向島,京島二丁目交番,131075,東京都,墨田区,京島３丁目,2019-07-04,09,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,向島,八広四丁目交番,131075,東京都,墨田区,八広４丁目,2019-09-05,19,一戸建住宅,施錠した,あり
窃盗,車上ねらい,向島,八広四丁目交番,131075,東京都,墨田区,八広４丁目,2019-09-05,21,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,向島,八広四丁目交番,131075,東京都,墨田区,八広４丁目,2019-09-05,22,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2019-05-06,18,道路上,施錠した,あり
窃盗,車上ねらい,亀有,金町駅南口交番,131229,東京都,葛飾区,金町４丁目,2019-05-02,21,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,亀有,金町駅南口交番,131229,東京都,葛飾区,金町５丁目,2019-08-26,15,その他の住宅（３階建て以下共同住宅等）,施錠した,なし
窃盗,車上ねらい,亀有,柴又交番,131229,東京都,葛飾区,柴又４丁目,2019-08-28,21,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,亀有,柴又交番,131229,東京都,葛飾区,柴又４丁目,2019-11-07,17,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,亀有,柴又交番,131229,東京都,葛飾区,柴又５丁目,2019-04-13,16,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,亀有,柴又交番,131229,東京都,葛飾区,柴又６丁目,2019-08-17,18,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,亀有,柴又交番,131229,東京都,葛飾区,柴又７丁目,2019-11-07,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,亀有,西亀有交番,131229,東京都,葛飾区,西亀有３丁目,2019-02-22,20,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,亀有,西亀有交番,131229,東京都,葛飾区,西亀有３丁目,2019-03-13,21,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,亀有,西亀有交番,131229,東京都,葛飾区,西亀有３丁目,2019-05-10,22,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,亀有,青戸南部駐在所,131229,東京都,葛飾区,青戸３丁目,2019-04-20,01,４階建て以上共同住宅,施錠した,あり
窃盗,車上ねらい,亀有,亀田橋駐在所,131229,東京都,葛飾区,高砂６丁目,2019-11-07,21,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,亀有,亀田橋駐在所,131229,東京都,葛飾区,高砂７丁目,2019-11-07,19,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,亀有,東金町交番,131229,東京都,葛飾区,東金町４丁目,2019-10-18,16,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,亀有,水元公園前交番,131229,東京都,葛飾区,新宿５丁目,2019-11-07,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葛飾,立石駅前交番,131229,東京都,葛飾区,立石４丁目,2019-07-04,20,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,葛飾,細田交番,131229,東京都,葛飾区,細田１丁目,2019-03-12,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葛飾,細田交番,131229,東京都,葛飾区,細田１丁目,2019-08-12,23,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葛飾,細田交番,131229,東京都,葛飾区,細田４丁目,2019-01-05,不明,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葛飾,細田交番,131229,東京都,葛飾区,細田４丁目,2019-07-24,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葛飾,細田交番,131229,東京都,葛飾区,細田５丁目,2019-08-27,00,一戸建住宅,施錠した,あり
窃盗,車上ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2019-09-03,20,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩３丁目,2019-11-13,07,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,葛飾,たつみ橋交番,131229,東京都,葛飾区,東新小岩２丁目,2019-09-26,21,４階建て以上共同住宅,施錠した,あり
窃盗,車上ねらい,葛飾,上平井交番,131229,東京都,葛飾区,東新小岩４丁目,2019-03-25,20,その他,施錠した,あり
窃盗,車上ねらい,葛飾,平和橋交番,131229,東京都,葛飾区,東立石１丁目,2019-10-18,19,その他,施錠した,なし
窃盗,車上ねらい,葛飾,四ツ木駅前交番,131229,東京都,葛飾区,東四つ木４丁目,2019-08-09,18,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,葛飾,鎌倉交番,131229,東京都,葛飾区,鎌倉１丁目,2019-08-26,16,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葛飾,鎌倉交番,131229,東京都,葛飾区,鎌倉３丁目,2019-01-14,15,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,葛飾,鎌倉交番,131229,東京都,葛飾区,鎌倉３丁目,2019-01-28,10,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葛飾,鎌倉交番,131229,東京都,葛飾区,鎌倉３丁目,2019-02-08,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葛飾,鎌倉交番,131229,東京都,葛飾区,鎌倉３丁目,2019-02-10,01,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,葛飾,鎌倉交番,131229,東京都,葛飾区,鎌倉３丁目,2019-05-29,16,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,葛飾,鎌倉交番,131229,東京都,葛飾区,鎌倉３丁目,2019-08-10,22,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葛飾,鎌倉交番,131229,東京都,葛飾区,鎌倉３丁目,2019-08-12,18,一戸建住宅,施錠した,なし
窃盗,車上ねらい,葛飾,鎌倉交番,131229,東京都,葛飾区,鎌倉３丁目,2019-08-12,22,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小松川,小松川四丁目交番,131237,東京都,江戸川区,平井２丁目,2019-09-01,22,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小松川,平井駅前交番,131237,東京都,江戸川区,平井１丁目,2019-11-15,12,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,平井駅前交番,131237,東京都,江戸川区,平井４丁目,2019-09-03,17,一戸建住宅,施錠した,あり
窃盗,車上ねらい,小松川,平井駅前交番,131237,東京都,江戸川区,平井５丁目,2019-09-03,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小松川,平井七丁目交番,131237,東京都,江戸川区,平井６丁目,2019-09-03,19,一戸建住宅,施錠した,なし
窃盗,車上ねらい,小松川,平井七丁目交番,131237,東京都,江戸川区,平井７丁目,2019-09-03,14,一戸建住宅,施錠した,なし
窃盗,車上ねらい,小松川,松島四丁目交番,131237,東京都,江戸川区,松江２丁目,2019-07-06,20,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小松川,八蔵橋交番,131237,東京都,江戸川区,中央１丁目,2019-07-07,03,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小松川,八蔵橋交番,131237,東京都,江戸川区,中央２丁目,2019-10-11,23,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,八蔵橋交番,131237,東京都,江戸川区,中央２丁目,2019-10-12,02,４階建て以上共同住宅,施錠した,あり
窃盗,車上ねらい,小松川,八蔵橋交番,131237,東京都,江戸川区,中央３丁目,2019-11-12,13,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,八蔵橋交番,131237,東京都,江戸川区,松島３丁目,2019-10-12,01,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,八蔵橋交番,131237,東京都,江戸川区,大杉４丁目,2019-02-10,20,４階建て以上共同住宅,施錠した,あり
窃盗,車上ねらい,小松川,八蔵橋交番,131237,東京都,江戸川区,大杉５丁目,2019-07-01,23,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,八蔵橋交番,131237,東京都,江戸川区,大杉５丁目,2019-10-05,15,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,八蔵橋交番,131237,東京都,江戸川区,大杉５丁目,2019-11-18,21,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,京葉通交番,131237,東京都,江戸川区,一之江１丁目,2019-07-17,20,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,京葉通交番,131237,東京都,江戸川区,江戸川２丁目,2019-10-10,09,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,京葉通交番,131237,東京都,江戸川区,西一之江２丁目,2019-10-16,23,その他,施錠した,なし
窃盗,車上ねらい,小松川,京葉通交番,131237,東京都,江戸川区,松江１丁目,2019-05-10,14,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小松川,京葉通交番,131237,東京都,江戸川区,松江２丁目,2019-07-06,20,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,京葉通交番,131237,東京都,江戸川区,大杉１丁目,2019-10-16,20,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,松江交番,131237,東京都,江戸川区,西一之江３丁目,2019-07-17,15,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,松江交番,131237,東京都,江戸川区,西一之江３丁目,2019-10-04,16,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小松川,松江交番,131237,東京都,江戸川区,西一之江４丁目,2019-07-19,22,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,松江交番,131237,東京都,江戸川区,東小松川２丁目,2019-05-11,20,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小松川,松江交番,131237,東京都,江戸川区,東小松川２丁目,2019-10-16,17,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,松江交番,131237,東京都,江戸川区,東小松川２丁目,2019-10-16,19,一戸建住宅,施錠した,あり
窃盗,車上ねらい,小松川,松江交番,131237,東京都,江戸川区,松江３丁目,2019-11-07,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小松川,松江交番,131237,東京都,江戸川区,松江６丁目,2019-08-26,22,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小松川,一之江交番,131237,東京都,江戸川区,一之江３丁目,2019-07-19,18,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,小松川,一之江交番,131237,東京都,江戸川区,一之江５丁目,2019-10-21,19,その他,施錠した,なし
窃盗,車上ねらい,小松川,一之江交番,131237,東京都,江戸川区,一之江７丁目,2019-10-24,19,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,一之江交番,131237,東京都,江戸川区,春江町４丁目,2019-09-21,20,その他,施錠した,なし
窃盗,車上ねらい,小松川,椿町駐在所,131237,東京都,江戸川区,春江町２丁目,2019-08-24,14,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小松川,東小松川交番,131237,東京都,江戸川区,東小松川４丁目,2019-10-14,17,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,東小松川交番,131237,東京都,江戸川区,松江５丁目,2019-10-16,16,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小松川,瑞江駅前交番,131237,東京都,江戸川区,瑞江４丁目,2019-07-11,17,一戸建住宅,施錠した,なし
窃盗,車上ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,新堀１丁目,2019-07-09,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,瑞江１丁目,2019-06-26,17,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,谷河内１丁目,2019-07-09,20,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,小岩,一里塚交番,131237,東京都,江戸川区,東小岩３丁目,2019-01-24,01,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,小岩,一里塚交番,131237,東京都,江戸川区,東小岩４丁目,2019-07-20,11,一戸建住宅,施錠した,なし
