罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,蒲田,北糀谷交番,131113,東京都,大田区,北糀谷１丁目,2021/7/28,21,一戸建住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,蒲田,北糀谷交番,131113,東京都,大田区,北糀谷１丁目,2021/7/29,17,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,蒲田,北糀谷交番,131113,東京都,大田区,北糀谷２丁目,2021/8/16,17,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,蒲田,大鳥居交番,131113,東京都,大田区,本羽田３丁目,2021/9/29,18,一戸建住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,蒲田,日の出通交番,131113,東京都,大田区,西糀谷１丁目,2021/8/15,22,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,蒲田,本羽田交番,131113,東京都,大田区,本羽田１丁目,2021/9/14,13,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,蒲田,東六郷交番,131113,東京都,大田区,南六郷１丁目,2021/9/24,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2021/9/8,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,蒲田,西六郷交番,131113,東京都,大田区,新蒲田２丁目,2021/9/14,18,駐車（輪）場,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,蒲田,西六郷交番,131113,東京都,大田区,新蒲田３丁目,2021/9/15,17,一戸建住宅,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,蒲田,西六郷交番,131113,東京都,大田区,西六郷１丁目,2021/9/29,21,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,蒲田,西六郷交番,131113,東京都,大田区,西六郷２丁目,2021/10/9,21,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,蒲田,西六郷交番,131113,東京都,大田区,西六郷２丁目,2021/10/22,20,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,蒲田,西六郷交番,131113,東京都,大田区,西六郷４丁目,2021/6/3,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2021/9/25,15,駐車（輪）場,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,池上,ガス橋交番,131113,東京都,大田区,下丸子２丁目,2021/10/7,18,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,池上,三本松交番,131113,東京都,大田区,東馬込１丁目,2021/7/29,12,その他,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,池上,千鳥交番,131113,東京都,大田区,多摩川１丁目,2021/10/10,18,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,池上,多摩川大橋交番,131113,東京都,大田区,矢口３丁目,2021/10/13,11,駐車（輪）場,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,池上,市野倉交番,131113,東京都,大田区,中央７丁目,2021/10/6,22,４階建て以上共同住宅,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂２丁目,2021/11/16,1,道路上,その他,キーあり,なし,特殊自動車
窃盗,自動車盗,北沢,赤松交番,131121,東京都,世田谷区,赤堤５丁目,2021/12/5,16,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,玉川,上野毛交番,131121,東京都,世田谷区,中町３丁目,2021/11/11,16,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,碑文谷,学芸大学駅前交番,131105,東京都,目黒区,鷹番２丁目,2021/12/22,1,道路上,その他,キーあり,あり,乗用自動車
窃盗,自動車盗,渋谷,渋谷駅前交番,131130,東京都,渋谷区,桜丘町,2021/12/6,23,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,代々木,代々木公園交番,131130,東京都,渋谷区,上原１丁目,2021/11/28,16,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,中野,東中野駅前交番,131148,東京都,中野区,東中野１丁目,2021/9/15,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,中野,東中野駅前交番,131148,東京都,中野区,東中野１丁目,2021/9/18,16,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,野方,沼袋交番,131148,東京都,中野区,中野４丁目,2021/5/11,18,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,野方,鷺宮駅前交番,131148,東京都,中野区,上鷺宮１丁目,2021/6/20,19,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内２丁目,2021/10/20,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,富坂,後楽交番,131059,東京都,文京区,小石川３丁目,2021/10/12,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,富坂,竹早交番,131059,東京都,文京区,大塚３丁目,2021/12/26,22,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,大塚,目白台交番,131059,東京都,文京区,目白台２丁目,2021/12/6,22,４階建て以上共同住宅,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,池袋,上池袋交番,131164,東京都,豊島区,上池袋４丁目,2021/9/27,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,池袋,平和通交番,131164,東京都,豊島区,池袋２丁目,2021/3/30,1,道路上,その他,キーなし,あり,なし
窃盗,自動車盗,王子,十条仲原交番,131172,東京都,北区,十条仲原３丁目,2021/8/3,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,王子,王子駅前交番,131172,東京都,北区,豊島１丁目,2021/8/7,18,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,赤羽,赤羽北交番,131172,東京都,北区,赤羽北２丁目,2021/8/18,19,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,赤羽,赤羽西交番,131172,東京都,北区,赤羽西４丁目,2021/5/27,21,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,板橋,加賀交番,131199,東京都,板橋区,板橋４丁目,2021/12/18,1,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,板橋,常盤台交番,131199,東京都,板橋区,常盤台２丁目,2021/10/31,14,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,板橋,平尾交番,131199,東京都,板橋区,板橋１丁目,2021/6/15,21,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,志村,前野町交番,131199,東京都,板橋区,前野町１丁目,2021/10/9,21,駐車（輪）場,駐車（輪）場,キーなし,あり,特殊自動車
窃盗,自動車盗,志村,前野町交番,131199,東京都,板橋区,前野町４丁目,2021/8/4,16,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,志村,小豆沢交番,131199,東京都,板橋区,小豆沢１丁目,2021/8/7,17,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,志村,小豆沢交番,131199,東京都,板橋区,小豆沢２丁目,2021/8/18,22,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,志村,小豆沢交番,131199,東京都,板橋区,小豆沢２丁目,2021/8/23,6,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,志村,小豆沢交番,131199,東京都,板橋区,小豆沢２丁目,2021/10/2,9,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,志村,清水町交番,131199,東京都,板橋区,清水町,2021/8/3,18,駐車（輪）場,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,志村,蓮根交番,131199,東京都,板橋区,中台２丁目,2021/8/7,14,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,志村,西台交番,131199,東京都,板橋区,西台３丁目,2021/9/10,12,道路上,その他,キーあり,なし,特殊自動車
窃盗,自動車盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2021/7/9,21,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,高島平,上赤塚交番,131199,東京都,板橋区,赤塚４丁目,2021/9/17,17,駐車（輪）場,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,高島平,北野交番,131199,東京都,板橋区,徳丸３丁目,2021/4/29,20,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,高島平,松月院前交番,131199,東京都,板橋区,赤塚５丁目,2021/8/7,20,駐車（輪）場,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,高島平,松月院前交番,131199,東京都,板橋区,四葉２丁目,2021/8/7,17,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2021/8/4,17,駐車（輪）場,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2021/9/18,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,光が丘,北町交番,131202,東京都,練馬区,北町５丁目,2021/8/6,15,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,光が丘,土支田交番,131202,東京都,練馬区,光が丘７丁目,2021/10/11,14,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,光が丘,田柄交番,131202,東京都,練馬区,北町８丁目,2021/8/6,18,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,光が丘,田柄交番,131202,東京都,練馬区,北町８丁目,2021/8/6,19,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,光が丘,田柄交番,131202,東京都,練馬区,田柄４丁目,2021/8/14,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,光が丘,田柄交番,131202,東京都,練馬区,光が丘１丁目,2021/8/14,15,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,富士見台１丁目,2021/10/11,16,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,光が丘,谷原交番,131202,東京都,練馬区,高松３丁目,2020/12/18,21,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,光が丘,谷原交番,131202,東京都,練馬区,富士見台４丁目,2021/3/1,0,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,上野,御徒町交番,131067,東京都,台東区,東上野２丁目,2021/12/26,17,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,下谷,三ノ輪交番,131067,東京都,台東区,竜泉２丁目,2021/8/22,2,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,蔵前,須賀橋交番,131067,東京都,台東区,浅草橋３丁目,2021/10/4,15,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,荒川,荒川五丁目交番,131181,東京都,荒川区,荒川４丁目,2021/7/10,19,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,西新井,新田駐在所,131211,東京都,足立区,新田１丁目,2021/6/3,0,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西新井,皿沼交番,131211,東京都,足立区,江北７丁目,2021/12/23,19,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西新井,西新井五丁目交番,131211,東京都,足立区,西新井２丁目,2021/6/28,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西新井,西新井駅前交番,131211,東京都,足立区,西新井栄町２丁目,2021/12/9,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西新井,鹿浜交番,131211,東京都,足立区,鹿浜３丁目,2021/9/10,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,西新井,鹿浜交番,131211,東京都,足立区,鹿浜４丁目,2021/8/28,20,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,西新井,鹿浜交番,131211,東京都,足立区,鹿浜５丁目,2021/9/9,13,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,西新井,鹿浜交番,131211,東京都,足立区,椿１丁目,2021/8/27,17,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,西新井,鹿浜交番,131211,東京都,足立区,椿１丁目,2021/9/9,20,一戸建住宅,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,西新井,鹿浜交番,131211,東京都,足立区,椿１丁目,2021/12/15,20,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西新井,鹿浜交番,131211,東京都,足立区,椿２丁目,2021/9/7,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,綾瀬,一ツ家交番,131211,東京都,足立区,青井６丁目,2021/5/23,21,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,綾瀬,一ツ家交番,131211,東京都,足立区,加平２丁目,2021/9/30,13,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,綾瀬,中央本町交番,131211,東京都,足立区,平野２丁目,2021/5/9,16,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,綾瀬,中央本町交番,131211,東京都,足立区,保塚町,2021/11/4,0,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,綾瀬,大谷田交番,131211,東京都,足立区,六木２丁目,2021/5/23,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,綾瀬,大谷田交番,131211,東京都,足立区,六木２丁目,2021/12/13,22,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,綾瀬,神明交番,131211,東京都,足立区,六木３丁目,2021/3/17,2,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,東綾瀬３丁目,2021/11/17,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,谷中１丁目,2021/12/15,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,綾瀬２丁目,2021/10/7,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,東綾瀬１丁目,2021/10/4,15,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,綾瀬,綾瀬駅西口交番,131211,東京都,足立区,綾瀬４丁目,2021/10/4,21,その他,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,綾瀬,足立駐在所,131211,東京都,足立区,足立２丁目,2021/10/20,19,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,竹の塚,古千谷駐在所,131211,東京都,足立区,西伊興２丁目,2021/7/12,23,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,竹の塚,古千谷駐在所,131211,東京都,足立区,西伊興２丁目,2021/9/10,19,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,竹の塚,古千谷駐在所,131211,東京都,足立区,西伊興３丁目,2021/11/28,17,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,竹の塚,西保木間交番,131211,東京都,足立区,西保木間２丁目,2021/10/20,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人２丁目,2021/10/2,19,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人４丁目,2021/12/22,23,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人５丁目,2021/9/11,0,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,向島,八広四丁目交番,131075,東京都,墨田区,東墨田３丁目,2021/1/29,15,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,亀有,お花茶屋交番,131229,東京都,葛飾区,お花茶屋１丁目,2021/10/5,14,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,亀有,東金町交番,131229,東京都,葛飾区,東金町７丁目,2021/10/6,20,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,亀有,柴又二丁目交番,131229,東京都,葛飾区,柴又２丁目,2021/12/6,15,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,亀有,西亀有交番,131229,東京都,葛飾区,亀有４丁目,2021/9/9,2,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,亀有,金町駅南口交番,131229,東京都,葛飾区,金町２丁目,2021/3/18,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,亀有,青戸北部駐在所,131229,東京都,葛飾区,青戸６丁目,2021/10/16,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,葛飾,四ツ木交番,131229,東京都,葛飾区,四つ木３丁目,2021/10/16,15,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸３丁目,2021/2/11,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸６丁目,2021/10/14,16,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,葛飾,立石駅前交番,131229,東京都,葛飾区,立石２丁目,2021/2/2,0,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,葛飾,立石駅前交番,131229,東京都,葛飾区,立石５丁目,2021/10/15,15,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,葛飾,立石駅前交番,131229,東京都,葛飾区,立石６丁目,2021/10/21,16,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,葛飾,立石駅前交番,131229,東京都,葛飾区,立石６丁目,2021/10/21,20,４階建て以上共同住宅,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,小松川,椿町駐在所,131237,東京都,江戸川区,春江町２丁目,2021/11/2,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,葛西,清新町交番,131237,東京都,江戸川区,西葛西８丁目,2021/10/27,16,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,葛西,臨海公園交番,131237,東京都,江戸川区,南葛西５丁目,2021/7/12,15,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,葛西,葛西橋東交番,131237,東京都,江戸川区,北葛西４丁目,2021/7/7,23,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,葛西,葛西駅前交番,131237,東京都,江戸川区,中葛西７丁目,2021/8/12,18,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西６丁目,2021/8/27,3,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,南大沢,南大沢駅前交番,132012,東京都,八王子市,南大沢２丁目,2021/7/19,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,東中野,2021/8/9,16,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,南大沢,松が谷交番,132012,東京都,八王子市,松が谷,2021/7/19,21,駐車（輪）場,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,多摩中央,大丸交番,132250,東京都,稲城市,大丸,2021/9/17,18,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,多摩中央,大丸交番,132250,東京都,稲城市,大丸,2021/9/27,2,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,多摩中央,大丸交番,132250,東京都,稲城市,東長沼,2021/7/5,20,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,多摩中央,東長沼駐在所,132250,東京都,稲城市,東長沼,2021/7/12,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,多摩中央,百村駐在所,132250,東京都,稲城市,百村,2021/1/11,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,多摩中央,百村駐在所,132250,東京都,稲城市,百村,2021/7/17,17,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,多摩中央,矢野口交番,132250,東京都,稲城市,東長沼,2021/7/14,18,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,多摩中央,矢野口交番,132250,東京都,稲城市,矢野口,2021/7/1,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,多摩中央,矢野口交番,132250,東京都,稲城市,矢野口,2021/9/20,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,多摩中央,貝取交番,132241,東京都,多摩市,貝取５丁目,2020/10/10,不明,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,東大和,三ツ木交番,132233,東京都,武蔵村山市,残堀４丁目,2021/4/22,1,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,東大和,中藤交番,132233,東京都,武蔵村山市,本町１丁目,2021/5/30,22,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,青梅,川野駐在所,133086,東京都,奥多摩町,川野,2021/9/29,9,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,青梅,新町交番,132055,東京都,青梅市,河辺町８丁目,2021/11/18,23,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,福生,上福生駐在所,132187,東京都,福生市,大字福生,2021/8/24,16,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,福生,元狭山駐在所,133035,東京都,瑞穂町,大字駒形富士山,2021/11/5,18,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,福生,小作駅前交番,132276,東京都,羽村市,小作台１丁目,2021/11/5,2,道路上,その他,キーあり,なし,乗用自動車
