駅名,エスカレーター（地上～改札階）,エレベーター（地上～改札階）,エスカレーター（改札階～ホーム階）,エレベーター（改札階～ホーム階）,バリアフリートイレ（車椅子使用者対応トイレ）,ホーム形式,1ルート確保（エレベーター等）,駅タイプ,連絡先
（E-29）西新宿五丁目,エスカレーター,地上行エレベーター,エスカレーター,ホーム階行エレベーター,車いす対応トイレ,島式,○,3,03-3377-9152
（E-30）中野坂上,エスカレーター,地上行エレベーター,エスカレーター,ホーム階行エレベーター,車いす対応トイレ,島式,○,3,03-3368-3129
（E-31）東中野,エスカレーター,地上行エレベーター,エスカレーター,ホーム階行エレベーター,車いす対応トイレ,島式,○,3,03-3361-9085
（E-32）中井,エスカレーター,地上行エレベーター,エスカレーター,ホーム階行エレベーター,車いす対応トイレ,島式,○,3,03-5330-2751
（E-33）落合南長崎,エスカレーター,地上行エレベーター,エスカレーター,ホーム階行エレベーター,車いす対応トイレ,島式,○,3,03-5982-3715
（E-34）新江古田,エスカレーター,地上行エレベーター,エスカレーター,ホーム階行エレベーター,車いす対応トイレ,島式,○,3,03-3992-9536
（E-35）練馬,エスカレーター,地上行エレベーター,エスカレーター,ホーム階行エレベーター,車いす対応トイレ,島式,○,3,03-5999-8711
（E-36）豊島園,エスカレーター,地上行エレベーター,エスカレーター,ホーム階行エレベーター,車いす対応トイレ,島式,○,3,03-3993-1329
（E-37）練馬春日町,エスカレーター,地上行エレベーター,エスカレーター,ホーム階行エレベーター,車いす対応トイレ,島式,○,3,03-3999-1431
（E-38）光が丘,エスカレーター,地上行エレベーター,エスカレーター,ホーム階行エレベーター,車いす対応トイレ,島式,○,3,03-3976-6967
