"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","選択肢A","選択肢B","選択肢C","選択肢D","選択肢E","選択肢F","選択肢G","選択肢H","選択肢I","選択肢J","選択肢K","選択肢L","選択肢M","選択肢N","選択肢O","選択肢P","選択肢Q","選択肢R","選択肢S","選択肢T"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","女性 70歳以上","75","1","1","3","2","3","4","4","7","2","6","3","3","5","6","9","3","7","5","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","女性 無回答","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","無回答","10","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","2","0","3","0","2"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","職業別","自営業主・家族従業","92","4","2","2","5","6","3","6","8","6","9","0","4","5","3","8","7","8","5","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","職業別","会社員・団体職員・公務員","280","5","2","8","20","15","11","21","17","12","13","8","8","27","8","12","14","44","29","5","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","職業別","アルバイト・パートタイマー","58","1","0","1","5","2","4","3","6","2","4","1","1","7","1","1","2","6","6","4","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","職業別","家事専業","94","2","1","4","5","5","2","6","2","3","8","1","5","9","5","7","6","5","14","4","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","職業別","学生","20","0","0","0","1","1","1","2","1","1","3","1","3","3","0","0","0","1","1","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","職業別","無職","83","0","0","1","2","3","4","3","6","5","5","3","5","6","9","6","4","11","10","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","職業別","その他","26","2","0","0","1","0","1","2","2","0","1","2","3","0","2","2","1","2","5","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","職業別","無回答","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","居住地区別","芝地区","107","14","5","16","39","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","居住地区別","麻布地区","140","0","0","0","0","0","26","43","42","29","0","0","0","0","0","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","居住地区別","赤坂地区","88","0","0","0","0","0","0","0","0","0","43","16","29","0","0","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","居住地区別","高輪地区","155","0","0","0","0","0","0","0","0","0","0","0","0","57","28","36","34","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","居住地区別","芝浦港南地区","164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77","72","15","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","居住地区別","無回答","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","住居形態別","持家（一戸建）","95","3","2","4","6","3","4","4","7","8","7","6","4","13","3","11","9","1","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","住居形態別","持家（マンション）","302","9","0","5","18","16","8","14","18","13","22","3","17","28","22","12","17","36","40","4","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","住居形態別","借家（一戸建）","7","0","1","0","0","0","0","1","0","0","0","1","1","2","0","1","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","171","1","2","4","8","12","13","17","14","7","11","2","4","11","3","11","7","30","13","0","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","28","0","0","0","3","1","0","1","1","0","0","2","0","1","0","0","0","3","14","2","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","0","0","2","0","0","0","0","0","0","0","1","2","0","0","0","0","3","1","9","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","住居形態別","社宅・公務員宿舎","20","0","0","0","2","1","0","4","1","0","1","1","0","2","0","0","0","4","4","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","6","1","0","0","0","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","住居形態別","その他","5","0","0","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","住居形態別","無回答","6","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","3"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","定住意向別","ずっと住み続けていたい","366","9","2","8","22","22","12","23","26","17","17","8","17","39","21","20","22","37","38","5","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","定住意向別","当分は住んでいたい","224","5","1","8","11","10","12","14","13","8","18","7","10","11","6","11","9","32","27","8","3"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","0","1","0","3","1","1","2","2","3","4","0","2","4","0","2","2","7","6","2","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","9","0","1","0","0","0","0","2","0","0","2","0","0","1","1","1","0","1","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","定住意向別","わからない","14","0","0","0","3","0","1","2","1","1","1","1","0","2","0","0","1","0","1","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","定住意向別","無回答","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"

"第32回港区民世論調査クロス集計表・あなたご自身についてQ31-05","Ver202003",,,,,,,,,,,,,,,,,,,,,,,,,
