73,木製品,"1,179,405","9,623","1,169,782","1,179,405","9,623","1,169,782","61,830",516,"61,314","8,689",9,"8,680","43,446",159,"43,287","2,683",-,"2,683",73,木製品,,,
74,その他製造工業品,"564,249","266,502","297,747","564,249","266,502","297,747","35,348","11,000","24,348","4,915",300,"4,615","32,930","18,963","13,967",356,125,231,74,その他製造工業品,,,
特殊品,,"4,879,038","2,700,781","2,178,257","4,879,038","2,700,781","2,178,257","1,031,486","128,334","903,152","77,336","34,917","42,419","133,037","79,672","53,365","46,400","12,547","33,853",特殊品,,,,
75,金属くず,"143,357","71,316","72,041","143,357","71,316","72,041","24,572","1,473","23,099","9,812",240,"9,572","2,970",221,"2,749",310,-,310,75,金属くず,,,
76,再利用資材,"2,220,569","2,173,069","47,500","2,220,569","2,173,069","47,500","76,508","52,406","24,102","24,492","20,874","3,618","53,813","52,720","1,093","12,064","11,756",308,76,再利用資材,,,
77,動植物性製造飼肥料,"1,052,195","23,875","1,028,320","1,052,195","23,875","1,028,320","798,057","1,398","796,659","11,251",-,"11,251","18,931",77,"18,854","26,645",-,"26,645",77,動植物性製造飼肥料,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,
80,輸送用容器,"1,150,053","196,466","953,587","1,150,053","196,466","953,587","74,687","18,231","56,456","21,040","3,285","17,755","44,729","16,383","28,346","6,965",530,"6,435",80,輸送用容器,,,
81,取合せ品,"312,864","236,055","76,809","312,864","236,055","76,809","57,662","54,826","2,836","10,741","10,518",223,"12,594","10,271","2,323",416,261,155,81,取合せ品,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,
