種別,区分,学科数（学科）,学科数／うち昼間（学科）,学科数／１年～１年11ヶ月（学科）,学科数／２年～２年11ヶ月（学科）,学科数／３年以上（学科）,生徒数（人）,生徒数／男（人）,生徒数／女（人）,生徒数／うち昼間の学科（人）,生徒数／うち昼間の学科／男（人）,生徒数／うち昼間の学科／女（人）,生徒数／高等課程（人）,生徒数／高等課程／男（人）,生徒数／高等課程／女（人）,生徒数／専門課程（人）,生徒数／専門課程／男（人）,生徒数／専門課程／女（人）,生徒数／一般課程（人）,生徒数／一般課程／男（人）,生徒数／一般課程／女（人）,入学者数（春期）（人）,入学者数（春期）／男（人）,入学者数（春期）／女（人）,卒業者数（令和3年度間）（人）,卒業者数（令和3年度間）／男（人）,卒業者数（令和3年度間）／女（人）
総数（国・公・私立）,教育・社会福祉関係のうち社会福祉,17,14,10,4,3,511,189,322,379,135,244,－,－,－,511,189,322,－,－,－,414,152,262,449,179,270
総数（国・公・私立）,教育・社会福祉関係のうちその他,7,7,4,1,2,190,73,117,190,73,117,－,－,－,190,73,117,－,－,－,96,44,52,39,28,11
総数（国・公・私立）,商業実務関係,218,205,40,160,18,12348,5767,6581,12187,5725,6462,2,2,－,12322,5752,6570,24,13,11,5459,2529,2930,7626,3517,4109
総数（国・公・私立）,商業実務関係のうち商業,18,18,2,15,1,910,503,407,910,503,407,－,－,－,910,503,407,－,－,－,415,237,178,516,293,223
総数（国・公・私立）,商業実務関係のうち経理・簿記,25,21,10,12,3,2019,1213,806,2012,1211,801,2,2,－,1993,1198,795,24,13,11,1005,586,419,1169,691,478
総数（国・公・私立）,商業実務関係のうちタイピスト,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,商業実務関係のうち秘書,1,1,－,1,－,14,－,14,14,－,14,－,－,－,14,－,14,－,－,－,5,－,5,8,－,8
総数（国・公・私立）,商業実務関係のうち経営,22,21,4,16,2,1466,728,738,1463,725,738,－,－,－,1466,728,738,－,－,－,528,270,258,848,428,420
総数（国・公・私立）,商業実務関係のうち旅行,63,58,4,53,6,3277,1352,1925,3135,1315,1820,－,－,－,3277,1352,1925,－,－,－,1368,588,780,2464,975,1489
総数（国・公・私立）,商業実務関係のうち情報,44,42,9,33,2,1846,1254,592,1846,1254,592,－,－,－,1846,1254,592,－,－,－,822,549,273,1020,669,351
総数（国・公・私立）,商業実務関係のうちビジネス,32,31,10,19,3,1557,475,1082,1548,475,1073,－,－,－,1557,475,1082,－,－,－,673,165,508,945,325,620
総数（国・公・私立）,商業実務関係のうちその他,13,13,1,11,1,1259,242,1017,1259,242,1017,－,－,－,1259,242,1017,－,－,－,643,134,509,656,136,520
総数（国・公・私立）,服飾・家政関係,130,105,39,56,35,6893,2194,4699,6249,1964,4285,51,4,47,6833,2190,4643,9,－,9,2926,885,2041,2694,704,1990
総数（国・公・私立）,服飾・家政関係のうち家政,4,3,－,1,3,2,1,1,2,1,1,2,1,1,－,－,－,－,－,－,2,1,1,－,－,－
総数（国・公・私立）,服飾・家政関係のうち家庭,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,服飾・家政関係のうち和洋裁,104,81,32,42,30,6363,1999,4364,5734,1778,3956,49,3,46,6305,1996,4309,9,－,9,2688,803,1885,2439,625,1814
総数（国・公・私立）,服飾・家政関係のうち料理,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,服飾・家政関係のうち編物・手芸,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,服飾・家政関係のうちファッションビジネス,16,15,3,11,2,463,185,278,448,176,272,－,－,－,463,185,278,－,－,－,205,76,129,231,77,154
総数（国・公・私立）,服飾・家政関係のうちその他,6,6,4,2,－,65,9,56,65,9,56,－,－,－,65,9,56,－,－,－,31,5,26,24,2,22
総数（国・公・私立）,文化・教養関係,489,467,100,291,98,43539,19992,23547,42574,19640,22934,819,302,517,35540,14734,20806,7180,4956,2224,23976,11801,12175,25589,12416,13173
総数（国・公・私立）,文化・教養関係のうち音楽,65,64,5,47,13,6449,2580,3869,6419,2573,3846,208,31,177,6241,2549,3692,－,－,－,3198,1245,1953,3126,1248,1878
総数（国・公・私立）,文化・教養関係のうち美術,38,31,20,13,5,2305,864,1441,2090,805,1285,84,37,47,1693,667,1026,528,160,368,1511,557,954,1333,486,847
総数（国・公・私立）,文化・教養関係のうちデザイン,99,93,7,57,35,8173,3224,4949,7754,3124,4630,58,20,38,8115,3204,4911,－,－,－,3282,1244,2038,3088,1230,1858
総数（国・公・私立）,文化・教養関係のうち茶華道,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,文化・教養関係のうち外国語,57,56,10,44,3,3910,1159,2751,3910,1159,2751,－,－,－,3910,1159,2751,－,－,－,1621,489,1132,2936,869,2067
総数（国・公・私立）,文化・教養関係のうち演劇・映画,34,33,1,27,6,3365,1402,1963,3354,1398,1956,75,26,49,3290,1376,1914,－,－,－,1660,654,1006,1650,661,989
総数（国・公・私立）,文化・教養関係のうち写真,4,3,－,3,1,416,220,196,375,197,178,－,－,－,416,220,196,－,－,－,187,91,96,197,100,97
総数（国・公・私立）,文化・教養関係のうち通訳・ガイド,13,13,－,13,－,1180,297,883,1180,297,883,－,－,－,1180,297,883,－,－,－,409,92,317,980,186,794
総数（国・公・私立）,文化・教養関係のうち受験・補習,27,27,27,－,－,6652,4796,1856,6652,4796,1856,－,－,－,－,－,－,6652,4796,1856,6652,4796,1856,6848,4792,2056
総数（国・公・私立）,文化・教養関係のうち動物,34,34,－,17,17,3379,733,2646,3379,733,2646,－,－,－,3379,733,2646,－,－,－,1675,367,1308,1455,307,1148
総数（国・公・私立）,文化・教養関係のうち法律行政,25,24,9,15,1,1779,1296,483,1774,1293,481,－,－,－,1779,1296,483,－,－,－,963,707,256,1112,854,258
総数（国・公・私立）,文化・教養関係のうちスポーツ,29,25,1,20,8,2067,1584,483,1823,1428,395,－,－,－,2067,1584,483,－,－,－,902,682,220,1130,851,279
総数（国・公・私立）,文化・教養関係のうちその他,64,64,20,35,9,3864,1837,2027,3864,1837,2027,394,188,206,3470,1649,1821,－,－,－,1916,877,1039,1734,832,902
国立,総数,1,1,－,1,－,30,6,24,…,…,…,－,－,－,30,6,24,－,－,－,14,2,12,20,5,15
国立,医療関係,1,1,－,1,－,30,6,24,…,…,…,－,－,－,30,6,24,－,－,－,14,2,12,20,5,15
国立,医療関係のうち看護,1,1,－,1,－,30,6,24,…,…,…,－,－,－,30,6,24,－,－,－,14,2,12,20,5,15
国立,医療関係のうち歯科技工,－,－,－,－,－,－,－,－,…,…,…,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,総数,8,8,－,－,8,1916,186,1730,…,…,…,－,－,－,1916,186,1730,－,－,－,639,67,572,632,54,578
公立,医療関係,8,8,－,－,8,1916,186,1730,…,…,…,－,－,－,1916,186,1730,－,－,－,639,67,572,632,54,578
公立,医療関係のうち看護,8,8,－,－,8,1916,186,1730,…,…,…,－,－,－,1916,186,1730,－,－,－,639,67,572,632,54,578
,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和４年度　学校基本統計（学校基本調査報告書）,,,,,,,,,,,,,,,,,,,,,,,,,,,
１１－７　専修学校　分野別学科数、生徒数、入学者数及び卒業者数,,,,,,,,,,,,,,,,,,,,,,,,,,,
注）学科区分の詳細については、巻末の学校基本調査 専修学校の学科及び各種学校の課程のコード表を参照,,,,,,,,,,,,,,,,,,,,,,,,,,,
