種別,地域階層,地域,和暦（年度）,西暦（年度）,教員数（本務者）（人）,教員数（本務者）／男（人）,教員数（本務者）／女（人）,教員数（本務者）／園長／男（人）,教員数（本務者）／園長／女（人）,教員数（本務者）／副園長／男（人）,教員数（本務者）／副園長／女（人）,教員数（本務者）／教頭／男（人）,教員数（本務者）／教頭／女（人）,教員数（本務者）／主幹保育教諭／男（人）,教員数（本務者）／主幹保育教諭／女（人）,教員数（本務者）／指導保育教諭／男（人）,教員数（本務者）／指導保育教諭／女（人）,教員数（本務者）／保育教諭／男（人）,教員数（本務者）／保育教諭／女（人）,教員数（本務者）／助保育教諭／男（人）,教員数（本務者）／助保育教諭／女（人）,教員数（本務者）／主幹養護教諭／男（人）,教員数（本務者）／主幹養護教諭／女（人）,教員数（本務者）／養護教諭／男（人）,教員数（本務者）／養護教諭／女（人）,教員数（本務者）／養護助教諭／男（人）,教員数（本務者）／養護助教諭／女（人）,教員数（本務者）／主幹栄養教諭／男（人）,教員数（本務者）／主幹栄養教諭／女（人）,教員数（本務者）／栄養教諭／男（人）,教員数（本務者）／栄養教諭／女（人）,教員数（本務者）／講師／男（人）,教員数（本務者）／講師／女（人）,教員数（兼務者）／男（人）,教員数（兼務者）／女（人）,教諭等／本務者（人）,教諭等／本務者／男（人）,教諭等／本務者／女（人）,教諭等／兼務者／男（人）,教諭等／兼務者／女（人）,保育士／本務者（人）,保育士／本務者／男（人）,保育士／本務者／女（人）,保育士／兼務者／男（人）,保育士／兼務者／女（人）,教育・保育補助員／本務者（人）,教育・保育補助員／本務者／男（人）,教育・保育補助員／本務者／女（人）,教育・保育補助員／兼務者／男（人）,教育・保育補助員／兼務者／女（人）,その他職員数（本務者）（人）,その他職員数（本務者）／男（人）,その他職員数（本務者）／女（人）
総数（公・私立）,2,板橋区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,練馬区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,足立区,令和4,2022,33,－,33,－,2,－,－,－,－,－,－,－,－,－,31,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,37,－,37,－,19,3,－,3
総数（公・私立）,2,葛飾区,令和4,2022,150,7,143,3,1,－,3,－,1,1,6,1,6,2,126,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,18,1,1,－,－,－,1,－,1,－,8,15,1,14,－,17,23,11,12
総数（公・私立）,2,江戸川区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,1,市部,令和4,2022,475,36,439,7,12,2,14,－,1,7,29,－,16,20,327,－,14,－,－,－,2,－,－,－,4,－,10,－,10,3,98,5,3,2,－,6,13,1,12,－,23,67,－,67,4,78,104,14,90
総数（公・私立）,2,八王子市,令和4,2022,180,8,172,4,3,1,3,－,－,－,11,－,11,3,113,－,14,－,－,－,－,－,－,－,4,－,3,－,10,－,10,－,－,－,－,2,4,－,4,－,4,52,－,52,2,10,43,7,36
総数（公・私立）,2,立川市,令和4,2022,26,1,25,－,1,－,2,－,－,－,1,－,1,1,16,－,－,－,－,－,2,－,－,－,－,－,2,－,－,2,6,－,－,－,－,－,2,－,2,－,2,－,－,－,－,5,4,1,3
総数（公・私立）,2,武蔵野市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,三鷹市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,青梅市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,府中市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,昭島市,令和4,2022,27,2,25,－,1,－,2,－,－,1,5,－,－,1,17,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,5,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－,3,－,3
総数（公・私立）,2,調布市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,町田市,令和4,2022,111,12,99,1,3,－,3,－,－,2,6,－,－,9,85,－,－,－,－,－,－,－,－,－,－,－,2,－,－,1,17,5,3,2,－,3,7,1,6,－,8,14,－,14,2,19,24,3,21
総数（公・私立）,2,小金井市,令和4,2022,17,3,14,－,1,1,－,－,－,1,－,－,－,1,13,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,15,－,－,－,－,－,－,－,－,－,－,－,－,－,－,10,4,－,4
総数（公・私立）,2,小平市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,日野市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,東村山市,令和4,2022,25,3,22,1,－,－,1,－,－,－,1,－,－,2,20,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,7,－,－,－,－,－,－,－,－,－,－,1,－,1,－,2,3,1,2
総数（公・私立）,2,国分寺市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,国立市,令和4,2022,13,1,12,－,1,－,－,－,－,－,1,－,－,1,10,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,13,9,1,8
総数（公・私立）,2,福生市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,狛江市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,東大和市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,清瀬市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,東久留米市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,武蔵村山市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,多摩市,令和4,2022,30,1,29,－,1,－,1,－,1,1,1,－,－,－,23,－,－,－,－,－,－,－,－,－,－,－,2,－,－,－,18,－,－,－,－,1,－,－,－,－,5,－,－,－,－,9,3,－,3
総数（公・私立）,2,稲城市,令和4,2022,21,1,20,1,－,－,1,－,－,－,2,－,－,－,17,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,5,－,－,－,－,－,－,－,－,－,－,－,－,－,－,3,3,1,2
総数（公・私立）,2,羽村市,令和4,2022,25,4,21,－,1,－,1,－,－,2,1,－,4,2,13,－,－,－,－,－,－,－,－,－,－,－,1,－,－,－,15,－,－,－,－,－,－,－,－,－,3,－,－,－,－,7,8,－,8
総数（公・私立）,2,あきる野市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,西東京市,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,1,郡部,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,瑞穂町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,日の出町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,檜原村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,奥多摩町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,1,島部,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,大島町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,利島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,新島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,神津島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,三宅村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,御蔵島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,八丈町,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,青ヶ島村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公・私立）,2,小笠原村,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,0,総数,平成29,2017,189,11,178,－,9,－,8,－,－,－,－,－,－,11,159,－,－,－,－,－,1,－,－,－,－,－,－,－,1,－,9,－,－,－,－,2,2,－,2,－,2,29,1,28,2,1,23,－,23
公立,0,総数,平成30,2018,194,9,185,－,9,－,8,－,－,－,－,－,－,9,165,－,－,－,－,－,1,－,－,－,－,－,－,－,2,－,9,－,－,－,－,－,3,－,3,－,1,31,－,31,2,20,5,－,5
公立,0,総数,令和元,2019,197,9,188,－,9,－,7,－,－,－,－,－,－,9,169,－,－,－,－,－,1,－,－,－,－,－,－,－,2,－,16,－,－,－,－,－,2,－,2,－,12,23,－,23,－,10,5,－,5
公立,0,総数,令和2,2020,195,11,184,－,9,1,6,－,－,－,－,－,－,10,168,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－,12,－,－,－,－,－,2,－,2,－,13,20,－,20,－,31,6,－,6
公立,0,総数,令和3,2021,199,10,189,－,10,1,7,－,－,－,－,－,－,9,170,－,－,－,－,－,1,－,－,－,－,－,1,－,－,－,8,－,－,－,－,－,1,－,1,－,17,21,－,21,－,31,6,－,6
公立,0,総数,令和4,2022,199,10,189,－,10,－,7,－,－,－,－,－,－,10,172,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,10,－,－,－,－,－,－,－,－,－,13,37,－,37,－,49,9,－,9
公立,1,区部,令和4,2022,199,10,189,－,10,－,7,－,－,－,－,－,－,10,172,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,10,－,－,－,－,－,－,－,－,－,13,37,－,37,－,49,9,－,9
公立,2,千代田区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,中央区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,港区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,新宿区,令和4,2022,96,6,90,－,4,－,3,－,－,－,－,－,－,6,83,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－,3,－,－,－,－,22,2,－,2
公立,2,文京区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,台東区,令和4,2022,21,－,21,－,1,－,1,－,－,－,－,－,－,－,19,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,墨田区,令和4,2022,38,4,34,－,2,－,2,－,－,－,－,－,－,4,30,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－,－,－,－,－,10,－,－,－,－,6,4,－,4
公立,2,江東区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,品川区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,目黒区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,大田区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,世田谷区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,渋谷区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,中野区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,杉並区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,豊島区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,北区,令和4,2022,11,－,11,－,1,－,1,－,－,－,－,－,－,－,9,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,8,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2,－,－,－
公立,2,荒川区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,板橋区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,練馬区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,足立区,令和4,2022,33,－,33,－,2,－,－,－,－,－,－,－,－,－,31,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,37,－,37,－,19,3,－,3
公立,2,葛飾区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
公立,2,江戸川区,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
