種別,性別,地域階層,地域,和暦（年）,西暦（年）,月,卒業者数（人）,卒業者数／高等学校進学者（Ａ）（人）,卒業者数／専修学校（高等課程）進学者（Ｂ）（人）,卒業者数／専修学校（一般課程）等入学者（Ｃ）（人）,卒業者数／公共職業能力開発施設等入学者（D）（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／自営業主等（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／常用雇用者／無期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／常用雇用者／有期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／臨時労働者（人）,卒業者数／就職者（人）,卒業者数／左記以外の者（人）,卒業者数／不詳・死亡（人）,左記Ａのうち他県への進学者（再掲）（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ａのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｂのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｃのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｄのうち（人）,左記Ｅ有期雇用労働者のうち雇用契約期間が一年以上、かつフルタイム勤務相当の者（再掲）（人）,高等学校等進学率（％）,就職者総数（再掲）（人）,卒業者に占める就職者の割合（％）
総数（国・公・私立）,総数（男・女）,2,国立市,令和4,2022,3月,790,780,4,－,－,1,1,－,－,…,4,－,32,－,－,－,－,－,－,98.7,2,0.3
総数（国・公・私立）,総数（男・女）,2,福生市,令和4,2022,3月,329,322,3,3,－,－,－,－,－,…,1,－,36,1,－,－,1,－,－,97.9,1,0.3
総数（国・公・私立）,総数（男・女）,2,狛江市,令和4,2022,3月,438,429,3,3,－,－,－,－,－,…,3,－,41,－,－,－,－,－,－,97.9,－,－
総数（国・公・私立）,総数（男・女）,2,東大和市,令和4,2022,3月,667,658,3,－,－,1,1,－,－,…,4,－,53,－,－,－,－,－,－,98.7,2,0.3
総数（国・公・私立）,総数（男・女）,2,清瀬市,令和4,2022,3月,655,641,6,－,－,－,－,－,－,…,8,－,36,－,－,－,－,－,－,97.9,－,－
総数（国・公・私立）,総数（男・女）,2,東久留米市,令和4,2022,3月,931,919,4,－,－,1,1,2,1,…,3,－,86,－,－,－,－,－,1,98.7,3,0.3
総数（国・公・私立）,総数（男・女）,2,武蔵村山市,令和4,2022,3月,704,692,1,－,－,1,3,－,2,…,5,－,61,－,－,－,－,－,－,98.3,4,0.6
総数（国・公・私立）,総数（男・女）,2,多摩市,令和4,2022,3月,1321,1308,8,2,－,－,－,－,－,…,3,－,60,－,－,－,－,－,－,99,－,－
総数（国・公・私立）,総数（男・女）,2,稲城市,令和4,2022,3月,776,762,2,3,－,－,－,－,－,…,8,1,49,－,－,－,－,－,－,98.2,－,－
総数（国・公・私立）,総数（男・女）,2,羽村市,令和4,2022,3月,469,461,3,－,－,－,－,－,－,…,5,－,38,－,－,－,－,－,－,98.3,－,－
総数（国・公・私立）,総数（男・女）,2,あきる野市,令和4,2022,3月,809,788,12,2,－,－,1,－,－,…,6,－,52,－,－,－,－,－,－,97.4,1,0.1
総数（国・公・私立）,総数（男・女）,2,西東京市,令和4,2022,3月,1496,1482,7,1,－,－,－,－,－,…,6,－,85,－,－,－,－,－,－,99.1,－,－
総数（国・公・私立）,総数（男・女）,1,郡部,令和4,2022,3月,440,423,5,2,－,3,－,－,4,…,3,－,51,1,－,1,－,－,－,96.1,4,0.9
総数（国・公・私立）,総数（男・女）,2,瑞穂町,令和4,2022,3月,248,236,3,1,－,3,－,－,4,…,1,－,39,1,－,1,－,－,－,95.2,4,1.6
総数（国・公・私立）,総数（男・女）,2,日の出町,令和4,2022,3月,159,157,1,－,－,－,－,－,－,…,1,－,12,－,－,－,－,－,－,98.7,－,－
総数（国・公・私立）,総数（男・女）,2,檜原村,令和4,2022,3月,5,5,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,総数（男・女）,2,奥多摩町,令和4,2022,3月,28,25,1,1,－,－,－,－,－,…,1,－,－,－,－,－,－,－,－,89.3,－,－
総数（国・公・私立）,総数（男・女）,1,島部,令和4,2022,3月,196,192,－,1,－,－,－,－,－,…,3,－,20,－,－,－,－,－,－,98,－,－
総数（国・公・私立）,総数（男・女）,2,大島町,令和4,2022,3月,48,47,－,－,－,－,－,－,－,…,1,－,3,－,－,－,－,－,－,97.9,－,－
総数（国・公・私立）,総数（男・女）,2,利島村,令和4,2022,3月,8,8,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,総数（男・女）,2,新島村,令和4,2022,3月,22,21,－,－,－,－,－,－,－,…,1,－,3,－,－,－,－,－,－,95.5,－,－
総数（国・公・私立）,総数（男・女）,2,神津島村,令和4,2022,3月,15,15,－,－,－,－,－,－,－,…,－,－,3,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,総数（男・女）,2,三宅村,令和4,2022,3月,11,11,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,総数（男・女）,2,御蔵島村,令和4,2022,3月,3,3,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,総数（男・女）,2,八丈町,令和4,2022,3月,63,62,－,－,－,－,－,－,－,…,1,－,8,－,－,－,－,－,－,98.4,－,－
総数（国・公・私立）,総数（男・女）,2,青ヶ島村,令和4,2022,3月,2,1,－,1,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,50,－,－
総数（国・公・私立）,総数（男・女）,2,小笠原村,令和4,2022,3月,24,24,－,－,－,－,－,－,－,…,－,－,3,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,男,0,総数,平成29,2017,3月,52252,51475,200,67,16,…,…,…,…,141,345,8,3023,9,7,－,2,－,…,98.5,150,0.3
総数（国・公・私立）,男,0,総数,平成30,2018,3月,51862,51200,165,55,15,52,33,15,6,…,314,7,3289,16,14,2,－,－,7,98.7,108,0.2
総数（国・公・私立）,男,0,総数,平成31,2019,3月,51970,51253,184,66,12,48,33,9,11,…,349,5,3355,16,14,－,－,2,3,98.6,100,0.2
総数（国・公・私立）,男,0,総数,令和2,2020,3月,50839,50149,169,51,14,42,40,9,9,…,354,2,3526,28,24,1,2,1,5,98.6,115,0.2
総数（国・公・私立）,男,0,総数,令和3,2021,3月,49887,49288,150,68,7,28,34,6,16,…,290,－,3589,20,19,－,1,－,4,98.8,86,0.2
総数（国・公・私立）,男,0,総数,令和4,2022,3月,52176,51535,158,68,5,26,27,5,6,…,341,5,3808,10,6,1,2,1,4,98.8,67,0.1
総数（国・公・私立）,男,1,区部,令和4,2022,3月,33798,33428,61,41,4,12,8,3,1,…,236,4,2289,2,1,－,1,－,2,98.9,24,0.1
総数（国・公・私立）,男,2,千代田区,令和4,2022,3月,326,320,－,2,－,－,－,－,－,…,4,－,21,－,－,－,－,－,－,98.2,－,－
総数（国・公・私立）,男,2,中央区,令和4,2022,3月,347,342,－,－,－,－,－,－,－,…,5,－,44,－,－,－,－,－,－,98.6,－,－
総数（国・公・私立）,男,2,港区,令和4,2022,3月,1542,1527,1,1,－,－,－,－,－,…,13,－,197,－,－,－,－,－,－,99,－,－
総数（国・公・私立）,男,2,新宿区,令和4,2022,3月,1418,1406,3,－,－,－,－,－,－,…,9,－,36,－,－,－,－,－,－,99.2,－,－
総数（国・公・私立）,男,2,文京区,令和4,2022,3月,1398,1384,1,3,－,－,－,－,－,…,10,－,59,－,－,－,－,－,－,99,－,－
総数（国・公・私立）,男,2,台東区,令和4,2022,3月,530,520,2,1,－,1,－,1,－,…,5,－,26,－,－,－,－,－,1,98.1,2,0.4
総数（国・公・私立）,男,2,墨田区,令和4,2022,3月,1018,1012,1,－,－,1,－,－,－,…,4,－,50,－,－,－,－,－,－,99.4,1,0.1
総数（国・公・私立）,男,2,江東区,令和4,2022,3月,1728,1718,1,－,－,－,1,－,－,…,8,－,137,－,－,－,－,－,－,99.4,1,0.1
総数（国・公・私立）,男,2,品川区,令和4,2022,3月,976,966,2,－,－,－,－,－,－,…,8,－,45,－,－,－,－,－,－,99,－,－
総数（国・公・私立）,男,2,目黒区,令和4,2022,3月,782,774,－,1,－,－,－,－,－,…,7,－,66,－,－,－,－,－,－,99,－,－
総数（国・公・私立）,男,2,大田区,令和4,2022,3月,2087,2062,4,2,－,－,2,1,－,…,14,2,181,－,－,－,－,－,－,98.8,2,0.1
総数（国・公・私立）,男,2,世田谷区,令和4,2022,3月,3444,3408,5,4,－,－,－,－,－,…,26,1,234,1,1,－,－,－,－,99,1,0
総数（国・公・私立）,男,2,渋谷区,令和4,2022,3月,589,576,1,3,1,－,－,－,－,…,8,－,23,－,－,－,－,－,－,97.8,－,－
総数（国・公・私立）,男,2,中野区,令和4,2022,3月,1019,1012,1,3,－,－,－,－,－,…,3,－,37,－,－,－,－,－,－,99.3,－,－
総数（国・公・私立）,男,2,杉並区,令和4,2022,3月,1696,1674,7,4,－,－,－,－,－,…,11,－,106,1,－,－,1,－,－,98.7,1,0.1
総数（国・公・私立）,男,2,豊島区,令和4,2022,3月,1377,1370,2,3,－,－,－,－,－,…,2,－,40,－,－,－,－,－,－,99.5,－,－
総数（国・公・私立）,男,2,北区,令和4,2022,3月,1177,1164,1,1,1,1,－,－,－,…,9,－,69,－,－,－,－,－,－,98.9,1,0.1
総数（国・公・私立）,男,2,荒川区,令和4,2022,3月,836,829,3,－,－,－,－,－,－,…,3,1,45,－,－,－,－,－,－,99.2,－,－
総数（国・公・私立）,男,2,板橋区,令和4,2022,3月,1954,1936,5,－,－,1,－,－,1,…,11,－,102,－,－,－,－,－,－,99.1,1,0.1
総数（国・公・私立）,男,2,練馬区,令和4,2022,3月,2744,2714,10,5,－,1,1,－,－,…,13,－,222,－,－,－,－,－,－,98.9,2,0.1
総数（国・公・私立）,男,2,足立区,令和4,2022,3月,2555,2524,3,2,2,3,1,－,－,…,20,－,184,－,－,－,－,－,－,98.8,4,0.2
総数（国・公・私立）,男,2,葛飾区,令和4,2022,3月,1592,1565,3,1,－,2,2,1,－,…,18,－,128,－,－,－,－,－,1,98.3,5,0.3
総数（国・公・私立）,男,2,江戸川区,令和4,2022,3月,2663,2625,5,5,－,2,1,－,－,…,25,－,237,－,－,－,－,－,－,98.6,3,0.1
総数（国・公・私立）,男,1,市部,令和4,2022,3月,18012,17753,94,26,1,12,19,2,2,…,102,1,1470,7,5,－,1,1,2,98.6,40,0.2
総数（国・公・私立）,男,2,八王子市,令和4,2022,3月,2621,2570,15,5,1,5,6,－,－,…,19,－,222,1,－,－,－,1,－,98.1,12,0.5
総数（国・公・私立）,男,2,立川市,令和4,2022,3月,613,605,4,－,－,－,1,－,－,…,3,－,55,－,－,－,－,－,－,98.7,1,0.2
総数（国・公・私立）,男,2,武蔵野市,令和4,2022,3月,589,580,4,1,－,－,－,－,－,…,4,－,12,－,－,－,－,－,－,98.5,－,－
総数（国・公・私立）,男,2,三鷹市,令和4,2022,3月,706,689,5,3,－,1,－,－,－,…,8,－,48,－,－,－,－,－,－,97.6,1,0.1
総数（国・公・私立）,男,2,青梅市,令和4,2022,3月,556,547,－,－,－,1,3,－,－,…,5,－,67,2,2,－,－,－,－,98.4,6,1.1
総数（国・公・私立）,男,2,府中市,令和4,2022,3月,1101,1094,3,－,－,－,－,1,－,…,3,－,72,－,－,－,－,－,1,99.4,1,0.1
総数（国・公・私立）,男,2,昭島市,令和4,2022,3月,451,446,2,1,－,－,－,－,－,…,2,－,38,－,－,－,－,－,－,98.9,－,－
総数（国・公・私立）,男,2,調布市,令和4,2022,3月,886,882,－,1,－,1,－,－,－,…,2,－,47,－,－,－,－,－,－,99.5,1,0.1
総数（国・公・私立）,男,2,町田市,令和4,2022,3月,2201,2176,6,3,－,－,－,－,－,…,15,1,239,1,1,－,－,－,－,98.9,1,0
総数（国・公・私立）,男,2,小金井市,令和4,2022,3月,710,681,28,－,－,－,－,－,－,…,1,－,44,－,－,－,－,－,－,95.9,－,－
総数（国・公・私立）,男,2,小平市,令和4,2022,3月,867,863,2,1,－,－,－,－,－,…,1,－,51,－,－,－,－,－,－,99.5,－,－
総数（国・公・私立）,男,2,日野市,令和4,2022,3月,734,726,3,－,－,1,1,－,－,…,3,－,80,1,1,－,－,－,－,98.9,3,0.4
総数（国・公・私立）,男,2,東村山市,令和4,2022,3月,681,673,3,－,－,－,1,－,－,…,4,－,83,1,1,－,－,－,－,98.8,2,0.3
総数（国・公・私立）,男,2,国分寺市,令和4,2022,3月,538,529,3,4,－,－,－,－,－,…,2,－,34,－,－,－,－,－,－,98.3,－,－
総数（国・公・私立）,男,2,国立市,令和4,2022,3月,499,490,4,－,－,1,1,－,－,…,3,－,21,－,－,－,－,－,－,98.2,2,0.4
総数（国・公・私立）,男,2,福生市,令和4,2022,3月,148,146,－,1,－,－,－,－,－,…,1,－,20,1,－,－,1,－,－,98.6,1,0.7
総数（国・公・私立）,男,2,狛江市,令和4,2022,3月,217,214,－,2,－,－,－,－,－,…,1,－,29,－,－,－,－,－,－,98.6,－,－
総数（国・公・私立）,男,2,東大和市,令和4,2022,3月,331,329,－,－,－,－,1,－,－,…,1,－,38,－,－,－,－,－,－,99.4,1,0.3
総数（国・公・私立）,男,2,清瀬市,令和4,2022,3月,347,341,－,－,－,－,－,－,－,…,6,－,21,－,－,－,－,－,－,98.3,－,－
総数（国・公・私立）,男,2,東久留米市,令和4,2022,3月,482,476,1,－,－,1,1,1,1,…,1,－,43,－,－,－,－,－,1,98.8,3,0.6
総数（国・公・私立）,男,2,武蔵村山市,令和4,2022,3月,352,346,－,－,－,1,3,－,1,…,1,－,34,－,－,－,－,－,－,98.3,4,1.1
総数（国・公・私立）,男,2,多摩市,令和4,2022,3月,604,601,2,1,－,－,－,－,－,…,－,－,33,－,－,－,－,－,－,99.5,－,－
総数（国・公・私立）,男,2,稲城市,令和4,2022,3月,379,371,1,2,－,－,－,－,－,…,5,－,27,－,－,－,－,－,－,97.9,－,－
総数（国・公・私立）,男,2,羽村市,令和4,2022,3月,234,230,－,－,－,－,－,－,－,…,4,－,29,－,－,－,－,－,－,98.3,－,－
総数（国・公・私立）,男,2,あきる野市,令和4,2022,3月,442,431,5,1,－,－,1,－,－,…,4,－,34,－,－,－,－,－,－,97.5,1,0.2
総数（国・公・私立）,男,2,西東京市,令和4,2022,3月,723,717,3,－,－,－,－,－,－,…,3,－,49,－,－,－,－,－,－,99.2,－,－
総数（国・公・私立）,男,1,郡部,令和4,2022,3月,243,233,3,1,－,2,－,－,3,…,1,－,35,1,－,1,－,－,－,95.9,3,1.2
総数（国・公・私立）,男,2,瑞穂町,令和4,2022,3月,139,132,2,－,－,2,－,－,3,…,－,－,26,1,－,1,－,－,－,95,3,2.2
総数（国・公・私立）,男,2,日の出町,令和4,2022,3月,82,82,－,－,－,－,－,－,－,…,－,－,9,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,男,2,檜原村,令和4,2022,3月,3,3,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,男,2,奥多摩町,令和4,2022,3月,19,16,1,1,－,－,－,－,－,…,1,－,－,－,－,－,－,－,－,84.2,－,－
総数（国・公・私立）,男,1,島部,令和4,2022,3月,123,121,－,－,－,－,－,－,－,…,2,－,14,－,－,－,－,－,－,98.4,－,－
総数（国・公・私立）,男,2,大島町,令和4,2022,3月,32,32,－,－,－,－,－,－,－,…,－,－,3,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,男,2,利島村,令和4,2022,3月,5,5,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,男,2,新島村,令和4,2022,3月,15,14,－,－,－,－,－,－,－,…,1,－,3,－,－,－,－,－,－,93.3,－,－
総数（国・公・私立）,男,2,神津島村,令和4,2022,3月,11,11,－,－,－,－,－,－,－,…,－,－,2,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,男,2,三宅村,令和4,2022,3月,9,9,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,男,2,御蔵島村,令和4,2022,3月,3,3,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,男,2,八丈町,令和4,2022,3月,32,31,－,－,－,－,－,－,－,…,1,－,5,－,－,－,－,－,－,96.9,－,－
総数（国・公・私立）,男,2,青ヶ島村,令和4,2022,3月,1,1,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,男,2,小笠原村,令和4,2022,3月,15,15,－,－,－,－,－,－,－,…,－,－,1,－,－,－,－,－,－,100,－,－
総数（国・公・私立）,女,0,総数,平成29,2017,3月,51022,50485,150,69,2,…,…,…,…,33,280,3,1518,4,3,－,1,－,…,98.9,37,0.1
総数（国・公・私立）,女,0,総数,平成30,2018,3月,50395,49762,213,88,－,10,10,11,11,…,290,－,1781,1,1,－,－,－,5,98.7,26,0.1
総数（国・公・私立）,女,0,総数,平成31,2019,3月,50191,49566,188,90,4,8,10,4,7,…,308,6,1903,3,2,－,－,1,－,98.8,21,0
総数（国・公・私立）,女,0,総数,令和2,2020,3月,49624,49081,189,54,4,7,8,7,5,…,268,1,2055,8,7,1,－,－,3,98.9,26,0.1
総数（国・公・私立）,女,0,総数,令和3,2021,3月,48348,47780,226,68,4,13,2,2,4,…,247,2,2129,7,6,－,1,－,－,98.8,22,0
総数（国・公・私立）,女,0,総数,令和4,2022,3月,50253,49638,198,87,1,7,2,2,3,…,313,2,2456,2,1,－,1,－,－,98.8,11,0
総数（国・公・私立）,女,1,区部,令和4,2022,3月,32384,32048,77,51,－,1,2,－,1,…,203,1,1400,1,－,－,1,－,－,99,4,0
総数（国・公・私立）,女,2,千代田区,令和4,2022,3月,1694,1690,－,2,－,－,－,－,－,…,2,－,32,－,－,－,－,－,－,99.8,－,－
総数（国・公・私立）,女,2,中央区,令和4,2022,3月,362,354,2,2,－,－,－,－,－,…,4,－,39,－,－,－,－,－,－,97.8,－,－
総数（国・公・私立）,女,2,港区,令和4,2022,3月,1583,1561,－,4,－,－,1,－,－,…,17,－,32,－,－,－,－,－,－,98.6,1,0.1
総数（国・公・私立）,女,2,新宿区,令和4,2022,3月,649,639,4,－,－,－,－,－,－,…,6,－,10,－,－,－,－,－,－,98.5,－,－
総数（国・公・私立）,女,2,文京区,令和4,2022,3月,1377,1368,1,－,－,－,－,－,－,…,8,－,42,－,－,－,－,－,－,99.3,－,－
