種別,性別,課程,区分,卒業者数（人）,卒業者数／大学等進学者（Ａ）（人）,卒業者数／専修学校（専門課程）進学者（Ｂ）（人）,卒業者数／専修学校（一般課程）等入学者（Ｃ）（人）,卒業者数／公共職業能力開発施設等入学者（Ｄ）（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／自営業主等（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／常用雇用者／無期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／常用雇用者／有期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／臨時労働者（人）,卒業者数／左記以外の者（人）,卒業者数／不詳・死亡（人）,"左記Ａ,Ｂ,Ｃ,Ｄのうち就職している者（再掲）（人）","左記Ａ,Ｂ,Ｃ,Ｄのうち就職している者（再掲）／自営業主等無期雇用労働者（人）","左記Ａ,Ｂ,Ｃ,Ｄのうち就職している者（再掲）／雇用契約期間が一年以上、かつフルタイム勤務相当の者（人）",左記Ｅ有期雇用労働者のうち雇用契約期間が一年以上、かつフルタイム勤務相当の者（再掲）（人）,Ａのうち大学・短期大学の通信教育部を除く進学者（再掲）（人）,大学等進学率（％）,就職者総数（再掲）（人）,卒業者に占める就職者の割合（％）
総数（国・公・私立）,総数（男・女）,全日制,普通（その他）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,総数（男・女）,全日制,農業,601,185,186,45,11,－,138,1,6,29,－,－,－,－,－,184,30.8,138,23
総数（国・公・私立）,総数（男・女）,全日制,工業,3531,967,526,177,48,28,1458,129,8,190,－,－,－,－,127,965,27.4,1613,45.7
総数（国・公・私立）,総数（男・女）,全日制,商業,2197,793,561,113,6,13,561,36,18,96,－,－,－,－,7,788,36.1,581,26.4
総数（国・公・私立）,総数（男・女）,全日制,水産,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,総数（男・女）,全日制,家庭,267,99,76,29,2,1,46,4,3,7,－,－,－,－,－,97,37.1,47,17.6
総数（国・公・私立）,総数（男・女）,全日制,看護,36,35,1,－,－,－,－,－,－,－,－,－,－,－,－,35,97.2,－,－
総数（国・公・私立）,総数（男・女）,全日制,情報,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,総数（男・女）,全日制,福祉,18,6,6,－,－,－,5,1,－,－,－,－,－,－,－,6,33.3,5,27.8
総数（国・公・私立）,総数（男・女）,全日制,その他,1737,1132,192,85,17,2,106,5,－,198,－,1,1,－,1,1128,65.2,110,6.3
総数（国・公・私立）,総数（男・女）,全日制,総合学科,2278,1301,596,137,7,4,50,7,2,174,－,－,－,－,5,1295,57.1,59,2.6
総数（国・公・私立）,総数（男・女）,定時制,総数,2760,858,571,100,70,22,532,140,33,434,－,－,－,－,21,834,31.1,575,20.8
総数（国・公・私立）,総数（男・女）,定時制,普通（普通）,1689,546,356,59,36,12,332,79,23,246,－,－,－,－,19,531,32.3,363,21.5
総数（国・公・私立）,総数（男・女）,定時制,普通（学際領域）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,総数（男・女）,定時制,普通（地域社会）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,総数（男・女）,定時制,普通（その他）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,総数（男・女）,定時制,農業,72,3,18,2,4,5,23,9,1,7,－,－,－,－,－,3,4.2,28,38.9
総数（国・公・私立）,総数（男・女）,定時制,工業,150,16,8,31,7,3,59,9,－,17,－,－,－,－,－,14,10.7,62,41.3
総数（国・公・私立）,総数（男・女）,定時制,商業,47,1,7,2,1,－,20,3,－,13,－,－,－,－,2,1,2.1,22,46.8
総数（国・公・私立）,総数（男・女）,定時制,水産,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,総数（男・女）,定時制,家庭,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,総数（男・女）,定時制,看護,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,総数（男・女）,定時制,情報,55,23,14,1,－,－,－,－,－,17,－,－,－,－,－,23,41.8,－,－
総数（国・公・私立）,総数（男・女）,定時制,福祉,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,総数（男・女）,定時制,その他,22,2,3,－,－,1,9,5,－,2,－,－,－,－,－,2,9.1,10,45.5
総数（国・公・私立）,総数（男・女）,定時制,総合学科,725,267,165,5,22,1,89,35,9,132,－,－,－,－,－,260,36.8,90,12.4
総数（国・公・私立）,男,総数（全日制・定時制）,総数,48768,33705,4261,3158,182,80,2764,267,76,4274,1,3,2,1,154,33667,69.1,3001,6.2
総数（国・公・私立）,男,総数（全日制・定時制）,普通（普通）,42661,31524,3199,2889,86,32,988,91,54,3797,1,2,1,1,29,31495,73.9,1051,2.5
総数（国・公・私立）,男,総数（全日制・定時制）,普通（学際領域）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,総数（全日制・定時制）,普通（地域社会）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,総数（全日制・定時制）,普通（その他）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,総数（全日制・定時制）,農業,295,68,89,20,11,5,75,6,1,20,－,－,－,－,－,68,23.1,80,27.1
総数（国・公・私立）,男,総数（全日制・定時制）,工業,3154,778,452,156,52,27,1388,129,7,165,－,－,－,－,122,774,24.7,1537,48.7
総数（国・公・私立）,男,総数（全日制・定時制）,商業,872,377,208,37,2,10,163,19,9,47,－,－,－,－,2,377,43.2,175,20.1
総数（国・公・私立）,男,総数（全日制・定時制）,水産,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,総数（全日制・定時制）,家庭,38,9,6,4,－,－,15,－,3,1,－,－,－,－,－,9,23.7,15,39.5
総数（国・公・私立）,男,総数（全日制・定時制）,看護,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,総数（全日制・定時制）,情報,37,12,11,－,－,－,－,－,－,14,－,－,－,－,－,12,32.4,－,－
総数（国・公・私立）,男,総数（全日制・定時制）,福祉,5,4,－,－,－,－,1,－,－,－,－,－,－,－,－,4,80,1,20
総数（国・公・私立）,男,総数（全日制・定時制）,その他,574,336,70,13,13,1,64,6,－,71,－,1,1,－,－,335,58.5,66,11.5
総数（国・公・私立）,男,総数（全日制・定時制）,総合学科,1132,597,226,39,18,5,70,16,2,159,－,－,－,－,1,593,52.7,76,6.7
総数（国・公・私立）,男,全日制,総数,47143,33233,3919,3104,126,64,2428,180,66,4022,1,3,2,1,134,33203,70.5,2629,5.6
総数（国・公・私立）,男,全日制,普通（普通）,41651,31218,2976,2853,55,25,789,35,46,3653,1,2,1,1,10,31193,75,826,2
総数（国・公・私立）,男,全日制,普通（学際領域）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,全日制,普通（地域社会）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,全日制,普通（その他）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,全日制,農業,242,65,76,19,8,－,59,－,1,14,－,－,－,－,－,65,26.9,59,24.4
総数（国・公・私立）,男,全日制,工業,3054,773,446,141,45,24,1339,123,7,156,－,－,－,－,122,771,25.3,1485,48.6
総数（国・公・私立）,男,全日制,商業,847,377,205,36,1,10,150,18,9,41,－,－,－,－,1,377,44.5,161,19
総数（国・公・私立）,男,全日制,水産,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,全日制,家庭,38,9,6,4,－,－,15,－,3,1,－,－,－,－,－,9,23.7,15,39.5
総数（国・公・私立）,男,全日制,看護,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,全日制,情報,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,全日制,福祉,5,4,－,－,－,－,1,－,－,－,－,－,－,－,－,4,80,1,20
総数（国・公・私立）,男,全日制,その他,556,334,68,13,13,1,55,3,－,69,－,1,1,－,－,333,60.1,57,10.3
総数（国・公・私立）,男,全日制,総合学科,750,453,142,38,4,4,20,1,－,88,－,－,－,－,1,451,60.4,25,3.3
総数（国・公・私立）,男,定時制,総数,1625,472,342,54,56,16,336,87,10,252,－,－,－,－,20,464,29,372,22.9
総数（国・公・私立）,男,定時制,普通（普通）,1010,306,223,36,31,7,199,56,8,144,－,－,－,－,19,302,30.3,225,22.3
総数（国・公・私立）,男,定時制,普通（学際領域）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,定時制,普通（地域社会）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,定時制,普通（その他）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,定時制,農業,53,3,13,1,3,5,16,6,－,6,－,－,－,－,－,3,5.7,21,39.6
総数（国・公・私立）,男,定時制,工業,100,5,6,15,7,3,49,6,－,9,－,－,－,－,－,3,5,52,52
総数（国・公・私立）,男,定時制,商業,25,－,3,1,1,－,13,1,－,6,－,－,－,－,1,－,－,14,56
総数（国・公・私立）,男,定時制,水産,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,定時制,家庭,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,定時制,看護,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,定時制,情報,37,12,11,－,－,－,－,－,－,14,－,－,－,－,－,12,32.4,－,－
総数（国・公・私立）,男,定時制,福祉,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,男,定時制,その他,18,2,2,－,－,－,9,3,－,2,－,－,－,－,－,2,11.1,9,50
総数（国・公・私立）,男,定時制,総合学科,382,144,84,1,14,1,50,15,2,71,－,－,－,－,－,142,37.7,51,13.4
総数（国・公・私立）,女,総数（全日制・定時制）,総数,49945,36850,6586,1933,63,42,1683,133,115,2539,1,1,－,1,20,36790,73.8,1746,3.5
総数（国・公・私立）,女,総数（全日制・定時制）,普通（普通）,44316,34201,5289,1575,34,32,895,65,90,2134,1,1,－,1,3,34161,77.2,931,2.1
総数（国・公・私立）,女,総数（全日制・定時制）,普通（学際領域）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,総数（全日制・定時制）,普通（地域社会）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,総数（全日制・定時制）,普通（その他）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,総数（全日制・定時制）,農業,378,120,115,27,4,－,86,4,6,16,－,－,－,－,－,119,31.7,86,22.8
総数（国・公・私立）,女,総数（全日制・定時制）,工業,527,205,82,52,3,4,129,9,1,42,－,－,－,－,5,205,38.9,138,26.2
総数（国・公・私立）,女,総数（全日制・定時制）,商業,1372,417,360,78,5,3,418,20,9,62,－,－,－,－,7,412,30.4,428,31.2
総数（国・公・私立）,女,総数（全日制・定時制）,水産,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,総数（全日制・定時制）,家庭,229,90,70,25,2,1,31,4,－,6,－,－,－,－,－,88,39.3,32,14
総数（国・公・私立）,女,総数（全日制・定時制）,看護,36,35,1,－,－,－,－,－,－,－,－,－,－,－,－,35,97.2,－,－
総数（国・公・私立）,女,総数（全日制・定時制）,情報,18,11,3,1,－,－,－,－,－,3,－,－,－,－,－,11,61.1,－,－
総数（国・公・私立）,女,総数（全日制・定時制）,福祉,13,2,6,－,－,－,4,1,－,－,－,－,－,－,－,2,15.4,4,30.8
総数（国・公・私立）,女,総数（全日制・定時制）,その他,1185,798,125,72,4,2,51,4,－,129,－,－,－,－,1,795,67.3,54,4.6
総数（国・公・私立）,女,総数（全日制・定時制）,総合学科,1871,971,535,103,11,－,69,26,9,147,－,－,－,－,4,962,51.9,73,3.9
総数（国・公・私立）,女,全日制,総数,48810,36464,6357,1887,49,36,1487,80,92,2357,1,1,－,1,19,36420,74.7,1543,3.2
総数（国・公・私立）,女,全日制,普通（普通）,43637,33961,5156,1552,29,27,762,42,75,2032,1,1,－,1,3,33932,77.8,793,1.8
総数（国・公・私立）,女,全日制,普通（学際領域）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,全日制,普通（地域社会）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,全日制,普通（その他）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,全日制,農業,359,120,110,26,3,－,79,1,5,15,－,－,－,－,－,119,33.4,79,22
総数（国・公・私立）,女,全日制,工業,477,194,80,36,3,4,119,6,1,34,－,－,－,－,5,194,40.7,128,26.8
総数（国・公・私立）,女,全日制,商業,1350,416,356,77,5,3,411,18,9,55,－,－,－,－,6,411,30.8,420,31.1
総数（国・公・私立）,女,全日制,水産,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,全日制,家庭,229,90,70,25,2,1,31,4,－,6,－,－,－,－,－,88,39.3,32,14
総数（国・公・私立）,女,全日制,看護,36,35,1,－,－,－,－,－,－,－,－,－,－,－,－,35,97.2,－,－
総数（国・公・私立）,女,全日制,情報,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,全日制,福祉,13,2,6,－,－,－,4,1,－,－,－,－,－,－,－,2,15.4,4,30.8
総数（国・公・私立）,女,全日制,その他,1181,798,124,72,4,1,51,2,－,129,－,－,－,－,1,795,67.6,53,4.5
総数（国・公・私立）,女,全日制,総合学科,1528,848,454,99,3,－,30,6,2,86,－,－,－,－,4,844,55.5,34,2.2
総数（国・公・私立）,女,定時制,総数,1135,386,229,46,14,6,196,53,23,182,－,－,－,－,1,370,34,203,17.9
総数（国・公・私立）,女,定時制,普通（普通）,679,240,133,23,5,5,133,23,15,102,－,－,－,－,－,229,35.3,138,20.3
総数（国・公・私立）,女,定時制,普通（学際領域）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,定時制,普通（地域社会）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,定時制,普通（その他）,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,定時制,農業,19,－,5,1,1,－,7,3,1,1,－,－,－,－,－,－,－,7,36.8
総数（国・公・私立）,女,定時制,工業,50,11,2,16,－,－,10,3,－,8,－,－,－,－,－,11,22,10,20
総数（国・公・私立）,女,定時制,商業,22,1,4,1,－,－,7,2,－,7,－,－,－,－,1,1,4.5,8,36.4
総数（国・公・私立）,女,定時制,水産,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,定時制,家庭,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,定時制,看護,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,定時制,情報,18,11,3,1,－,－,－,－,－,3,－,－,－,－,－,11,61.1,－,－
総数（国・公・私立）,女,定時制,福祉,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（国・公・私立）,女,定時制,その他,4,－,1,－,－,1,－,2,－,－,－,－,－,－,－,－,－,1,25
総数（国・公・私立）,女,定時制,総合学科,343,123,81,4,8,－,39,20,7,61,－,－,－,－,－,118,35.9,39,11.4
,,,,,,,,,,,,,,,,,,,,,,
令和４年度　学校基本統計（学校基本調査報告書）,,,,,,,,,,,,,,,,,,,,,,
１５－４　卒業後の状況調査（高等学校  全日制・定時制）　学科、状況別卒業者数、大学等進学率及び卒業者に占める就職者の割合,,,,,,,,,,,,,,,,,,,,,,
