"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","知っている（実際に見たことがある）[人]","知っているが、見たことはない[人]","知らなかったが、見てみたい[人]","知らないし、見たいとも思わない[人]","無回答[人]"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","職業別","自営業主・家族従業","92","13","5","58","12","4"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","職業別","会社員・団体職員・公務員","280","46","16","155","61","2"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","職業別","アルバイト・パートタイマー","58","7","5","35","11","0"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","職業別","家事専業","94","13","13","55","12","1"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","職業別","学生","20","2","1","11","6","0"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","職業別","無職","83","10","8","47","16","2"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","職業別","その他","26","3","2","19","2","0"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","職業別","無回答","5","1","1","2","0","1"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","居住地区別","芝地区","107","34","9","49","12","3"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","居住地区別","麻布地区","140","13","7","88","32","0"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","居住地区別","赤坂地区","88","7","4","54","22","1"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","居住地区別","高輪地区","155","14","18","92","29","2"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","居住地区別","芝浦港南地区","164","27","13","96","25","3"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","居住地区別","無回答","4","0","0","3","0","1"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","住居形態別","持家（一戸建）","95","25","13","43","11","3"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","住居形態別","持家（マンション）","302","41","29","172","57","3"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","住居形態別","借家（一戸建）","7","1","0","4","2","0"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","171","19","4","113","34","1"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","28","3","4","14","6","1"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","1","1","12","4","0"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","住居形態別","社宅・公務員宿舎","20","3","0","14","3","0"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","6","1","0","3","2","0"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","住居形態別","その他","5","1","0","3","1","0"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","住居形態別","無回答","6","0","0","4","0","2"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","定住意向別","ずっと住み続けていたい","366","68","35","204","54","5"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","定住意向別","当分は住んでいたい","224","19","15","136","51","3"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","7","0","25","9","1"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","2","0","0"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","9","0","1","7","1","0"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","定住意向別","わからない","14","1","0","7","5","1"
"202003","平和","Q27. 区では、平成17年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。（１つ選択）","定住意向別","無回答","1","0","0","1","0","0"

"第32回港区民世論調査クロス集計表・平和Q27","Ver202003",,,,,,,,,
