"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","そう思う[人]","まあそう思う[人]","どちらともいえない[人]","あまり思わない[人]","全く思わない[人]","無回答[人]"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","職業別","学生","20","3","2","12","2","1","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","職業別","無職","83","2","16","41","10","7","7"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","職業別","その他","26","1","4","16","3","2","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","職業別","無回答","5","0","1","1","0","0","3"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","居住地区別","芝地区","107","4","17","56","21","5","4"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","居住地区別","麻布地区","140","13","17","82","13","9","6"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","居住地区別","赤坂地区","88","3","13","46","13","8","5"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","居住地区別","高輪地区","155","3","18","96","18","9","11"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","居住地区別","芝浦港南地区","164","6","25","94","24","7","8"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","居住地区別","無回答","4","0","1","1","0","1","1"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","住居形態別","持家（一戸建）","95","8","12","48","11","6","10"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","住居形態別","持家（マンション）","302","12","47","167","47","18","11"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","住居形態別","借家（一戸建）","7","1","0","2","4","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","住居形態別","民間の賃貸マンション・アパート","171","5","17","114","18","12","5"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","住居形態別","都営住宅・区営住宅・区立住宅","28","1","4","16","0","0","7"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","0","3","7","7","1","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","住居形態別","社宅・公務員宿舎","20","2","3","12","2","1","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","3","3","0","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","住居形態別","その他","5","0","0","4","0","1","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","住居形態別","無回答","6","0","2","2","0","0","2"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","定住意向別","ずっと住み続けていたい","366","19","56","202","42","18","29"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","定住意向別","当分は住んでいたい","224","8","26","134","34","17","5"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","1","5","23","9","3","1"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","1","0","1","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","定住意向別","近いうちに区外に転居する予定である","9","0","2","5","2","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","定住意向別","わからない","14","1","1","10","2","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(7)先見性がある","定住意向別","無回答","1","0","1","0","0","0","0"

"第32回港区民世論調査クロス集計表・港区の職員に対する印象Q29-07","Ver202003",,,,,,,,,,,
