年度,Fiscal year,地域階層,地域コード,地域,District,病院病床  Beds／総数 Total,病院病床  Beds／精神病床 Psychiatric ,病院病床  Beds／結核病床 Tuberculosis,病院病床  Beds／感染症病床 Infectious diseases beds,病院病床  Beds ／療養病床 Long-term care,病院病床  Beds／一般病床 General,患者延数 Total number of patients／在院患者 Inpatients,患者延数 Total number of patients／新入院患者数 New inpatients,患者延数 Total number of patients／外来患者数 Outpatients
平成30,2018,2,13203,武蔵野市,Musashino-shi,1125,-,-,20,128,977,340305,24796,549205
平成30,2018,2,13204,三鷹市,Mitaka-shi,2910,1223,-,-,227,1460,864942,32327,958509
平成30,2018,2,13205,青梅市,Ome-shi,4588,2442,-,4,1430,712,1435529,17489,508884
平成30,2018,2,13206,府中市,Fuchu-shi,3619,933,60,-,238,2388,1035817,51519,1025072
平成30,2018,2,13207,昭島市,Akishima-shi,1782,258,30,-,489,1005,440881,13856,469692
平成30,2018,2,13208,調布市,Chofu-shi,1601,821,-,-,279,501,466830,8060,370053
平成30,2018,2,13209,町田市,Machida-shi,4100,1502,-,-,1065,1533,1306809,26500,932073
平成30,2018,2,13210,小金井市,Koganei-shi,1140,508,-,-,384,248,379873,5235,169720
平成30,2018,2,13211,小平市,Kodaira-shi,2342,699,-,6,561,1076,734341,22667,564340
平成30,2018,2,13212,日野市,Hino-shi,1210,316,-,-,446,448,384234,9219,286749
平成30,2018,2,13213,東村山市,Higashimurayama-shi,2431,670,8,-,432,1321,669232,15063,492537
平成30,2018,2,13214,国分寺市,Kokubunji-shi,251,-,-,-,209,42,80769,1121,23553
平成30,2018,2,13215,国立市,Kunitachi-shi,66,-,-,-,-,66,17392,1872,89503
平成30,2018,2,13218,福生市,Fussa-shi,688,-,-,-,96,592,178759,8794,259734
平成30,2018,2,13219,狛江市,Komae-shi,717,20,27,-,136,534,207555,12824,381502
平成30,2018,2,13220,東大和市,Higashiyamato-shi,412,-,-,-,-,412,129672,8090,95202
平成30,2018,2,13221,清瀬市,Kiyose-shi,2052,255,208,-,675,914,591633,13759,421075
平成30,2018,2,13222,東久留米市,Higashikurume-shi,330,183,-,-,-,147,102697,3795,188701
平成30,2018,2,13223,武蔵村山市,Musashimurayama-shi,839,-,-,-,216,623,254975,9636,328383
平成30,2018,2,13224,多摩市,Tama-shi,2217,852,-,-,250,1115,678638,22069,519037
平成30,2018,2,13225,稲城市,Inagi-shi,911,302,-,-,319,290,256246,7576,167716
平成30,2018,2,13227,羽村市,Hamura-shi,246,-,-,-,186,60,82006,489,12892
平成30,2018,2,13228,あきる野市,Akiruno-shi,578,113,-,-,100,365,159404,5332,223978
平成30,2018,2,13229,西東京市,Nishitokyo-shi,1316,326,-,-,113,877,402183,13922,539196
平成30,2018,1,13300,郡部,All gun,584,60,-,-,425,99,185339,1484,46856
平成30,2018,2,13303,瑞穂町,Mizuho-machi,120,-,-,-,120,-,41367,216,6738
平成30,2018,2,13305,日の出町,Hinode-machi,421,60,-,-,305,56,135880,945,27704
平成30,2018,2,13307,檜原村,Hinohara-mura,-,-,-,-,-,-,-,-,-
平成30,2018,2,13308,奥多摩町,Okutama-machi,43,-,-,-,-,43,8092,323,12414
平成30,2018,1,13350,島部,All islands,54,-,-,2,-,52,10337,648,57477
,,,,,,,,,,,,,,
東京都統計年鑑（平成31年･令和元年）TOKYO STATISTICAL YEARBOOK ( 2019 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,
19-3  種類別病床数及び患者延数 (平成26～30年度) 19-3  NUMBER OF BEDS AND PATIENTS BY TYPE OF CARE ( Fiscal Years 2014-2018 ),,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課「東京都の医療施設」 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,
