年次,Year,区分階層,項番 Item number,種類,Kind,受理 Received／総数 Total,受理 Received／旧受 Previously received,受理 Received／新受 Newly received,既済 Disposed／総数 Total,既済 Disposed／認容 Granted,既済 Disposed／却下 Rejected,既済 Disposed／取下 Withdrawn,既済 Disposed／その他 Others,未済 Pending
平成31･令和元,2019,2,,うち離縁に関する処分,(of which) Disposition regarding dissolution of special adoption ,-,-,-,-,-,-,-,-,-
平成31･令和元,2019,2,28,親権喪失，親権停止又は管理権喪失の審判及びその取消し,Adjudication on loss or suspension of parental authority or loss of the right of administration of property / rescission of such adjudication,68,14,54,42,11,6,22,3,26
平成31･令和元,2019,2,,うち親権喪失の審判,(of which) Adjudication on loss of parental authority,23,5,18,21,4,-,16,1,2
平成31･令和元,2019,2,,うち親権停止の審判,(of which) Adjudication on suspension of parental authority,43,9,34,20,7,6,6,1,23
平成31･令和元,2019,2,,うち管理権喪失の審判,(of which) Adjudication on loss of the right of administration of property,1,-,1,1,-,-,-,1,-
平成31･令和元,2019,2,29,親権・管理権の辞任・回復,Surrender or restoration of parental authority or the right of administration of property,-,-,-,-,-,-,-,-,-
平成31･令和元,2019,2,30,扶養義務の設定及びその取消し,Establishment of an obligation of support / rescission of such establishment,8,1,7,8,7,1,-,-,-
平成31･令和元,2019,2,31,推定相続人の廃除及びその取消し,Disinheritance of presumptive heirs / rescission of such disinheritance,40,14,26,26,3,10,13,-,14
平成31･令和元,2019,2,32,推定相続人廃除等に伴う遺産の管理に関する処分,Disposition regarding administration of estates upon disinheritance of presumptive heirs， etc.,1,-,1,1,1,-,-,-,-
平成31･令和元,2019,2,33,相続の承認又は放棄の期間の伸長,Extension of the period for acceptance or renunciation of inheritance,1050,44,1006,995,930,2,49,14,55
平成31･令和元,2019,2,34,相続財産の保存又は管理に関する処分,Disposition regarding preservation or management of inherited property,312,15,297,292,278,1,13,-,20
平成31･令和元,2019,2,35,相続の限定承認又は放棄の取消し,Rescission of qualified acceptance or renunciation of inheritance,11,2,9,6,3,1,2,-,5
平成31･令和元,2019,2,36,相続の限定承認の申述受理,Acceptance of a statement of qualified acceptance of inheritance,111,10,101,101,100,-,1,-,10
平成31･令和元,2019,2,37,鑑定人の選任,Appointment of an appraiser,10,-,10,8,7,-,1,-,2
平成31･令和元,2019,2,38,相続の放棄の申述の受理,Acceptance of a statement of renunciation of inheritance,22263,1046,21217,20533,20006,28,341,158,1730
平成31･令和元,2019,2,39,相続財産の分離に関する処分,Disposition regarding separation of inherited property,-,-,-,-,-,-,-,-,-
平成31･令和元,2019,2,40,相続財産管理に関する処分（財産分離）,Disposition regarding the administration of inherited property (separation of property),-,-,-,-,-,-,-,-,-
平成31･令和元,2019,2,41,相続財産管理人選任等（相続人不分明）,Appointment of an administrator of inherited property， etc. (heirs unknown),2748,182,2566,2578,2482,2,78,16,170
平成31･令和元,2019,2,42,特別縁故者への相続財産の分与,Distribution of inherited property to a person with a special connection,226,72,154,151,98,14,39,-,75
平成31･令和元,2019,2,43,遺言の確認,Confirmation of a will,30,10,20,23,20,1,2,-,7
平成31･令和元,2019,2,44,遺言書の検認,Probate of a will,3354,242,3112,3092,3045,2,29,16,262
平成31･令和元,2019,2,45,遺言執行者の選任,Appointment of an executor,408,27,381,361,344,-,16,1,47
平成31･令和元,2019,2,46,遺言執行者に対する報酬の付与,Grant of remuneration to an executor ,87,4,83,77,73,-,4,-,10
平成31･令和元,2019,2,47,遺言執行者の解任及び辞任,Dismissal and resignation of an executor,35,7,28,26,11,2,13,-,9
平成31･令和元,2019,2,48,遺言の取消し,Rescission of a will,3,2,1,2,-,-,2,-,1
平成31･令和元,2019,2,49,遺留分の放棄についての許可,Permission for an heir's renunciation of said heir's legally reserved portion  ,179,22,157,169,157,-,10,2,10
平成31･令和元,2019,2,50,任意後見契約に関する法律関係,Legal relationship concerning a voluntary guardianship contract,712,29,683,680,669,2,3,6,32
平成31･令和元,2019,2,,うち任意後見監督人の選任,(of which) Appointment of a supervisor for a voluntarily appointed guardian,161,16,145,138,127,2,3,6,23
平成31･令和元,2019,2,,うち任意後見監督処分,(of which) Supervisory disposition of a voluntarily appointed guardianship ,1,-,1,1,1,-,-,-,-
平成31･令和元,2019,2,,うち任意後見監督人の辞任,(of which) Resignation of the supervisor of a voluntarily appointed guardian,1,1,-,1,1,-,-,-,-
平成31･令和元,2019,2,,うち任意後見人等の解任,(of which) Dismissal of a voluntarily appointed guardian， etc.,2,-,2,-,-,-,-,-,2
平成31･令和元,2019,2,,うち任意後見監督人に対する報酬の付与,(of which) Grant of remuneration to the supervisor of a voluntarily appointed guardian,543,10,533,538,538,-,-,-,5
平成31･令和元,2019,2,51,戸籍法による氏の変更についての許可,Permission for change of surname under the Family Register Act,1482,85,1397,1364,1137,29,192,6,118
平成31･令和元,2019,2,52,戸籍法による名の変更についての許可,Permission for change of first name under the Family Register Act,1166,97,1069,1049,678,38,319,14,117
平成31･令和元,2019,2,53,就籍についての許可,Permission for the registration of an unregistered person,52,21,31,33,15,4,14,-,19
平成31･令和元,2019,2,54,戸籍の訂正についての許可,Permission for correction of a family register,179,32,147,142,121,1,16,4,37
平成31･令和元,2019,2,55,戸籍事件についての処分に対する不服,Appeal against the disposition of a family register-related case,4,3,1,4,-,3,1,-,-
平成31･令和元,2019,2,56,性同一性障害者の性別の取扱いの特例に関する法律3条1項の事件,Cases under Article 3， Paragraph 1 of the Act on Special Cases in Handling Gender for People with Gender Identity Disorder,150,8,142,141,141,-,-,-,9
平成31･令和元,2019,2,57,児童福祉法28条1項の事件,Cases under Article 28， Paragraph 1 of the Child Welfare Act,83,34,49,56,39,-,17,-,27
平成31･令和元,2019,2,58,児童福祉法28条2項の事件,Cases under Article 28， Paragraph 2 of the Child Welfare Act,24,7,17,19,17,-,2,-,5
平成31･令和元,2019,2,59,生活保護法30条3項の事件,Cases under Article 30， Paragraph 3 of the Public Assistance Act,-,-,-,-,-,-,-,-,-
平成31･令和元,2019,2,60,心神喪失等の状態で重大な他害行為を行った者の医療及び観察等に関する法律23条の2第2項ただし書の事件,Cases under the proviso of Article 23-2， Paragraph 2 of the Act on Medical Care and Treatment for Persons Who Have Caused Serious Cases Under the Condition of Insanity,3,1,2,3,3,-,-,-,-
平成31･令和元,2019,2,61,破産法61条の事件,Cases under Article 61 of the Bankruptcy Act,-,-,-,-,-,-,-,-,-
平成31･令和元,2019,2,62,破産法238条の事件,Cases under Article 238 of the Bankruptcy Act,2,-,2,2,2,-,-,-,-
平成31･令和元,2019,2,63,中小企業における経営の承継の円滑化に関する法律8条1項の事件,Cases under Article 8， Paragraph 1 of the Act on Facilitation of Succession of Management of Small and Medium Sized Enterprises,7,2,5,6,6,-,-,-,1
平成31･令和元,2019,1,,別表第二審判事件総数,Total number of cases of adjudication of domestic relations under Appended Table 2 of the Domestic Relations Case Procedure Act,3239,1158,2081,2105,953,239,359,554,1134
平成31･令和元,2019,2,1,夫婦の同居・協力扶助,Cohabitation， cooperation， and mutual assistance between husband and wife,18,5,13,13,-,6,6,1,5
平成31･令和元,2019,2,2,婚姻費用の分担,Sharing of living expenses arising from marriage,574,170,404,383,224,23,41,95,191
平成31･令和元,2019,2,3,子の監護者の指定その他の処分,Designation of a child custodian and other dispositions,1645,667,978,1078,342,148,263,325,567
平成31･令和元,2019,2,,うち監護者の指定,(of which) Designation of a child custodian ,494,204,290,302,101,25,89,87,192
平成31･令和元,2019,2,,うち養育費請求,(of which) Claim for child support payments,311,104,207,245,108,27,36,74,66
平成31･令和元,2019,2,,うち面会交流,(of which) Visitation and contacts,422,182,240,266,111,20,32,103,156
平成31･令和元,2019,2,,うち子の引渡し,(of which) Surrender of child custody,406,172,234,261,22,76,105,58,145
平成31･令和元,2019,2,4,財産の分与に関する処分,Disposition regarding the distribution of property,88,50,38,51,22,6,5,18,37
平成31･令和元,2019,2,5,祭祀の承継者の指定,Appointment of a successor of rights relating to rituals,31,12,19,13,6,2,3,2,18
平成31･令和元,2019,2,6,離縁後の親権者の指定,Designation of person who is to have parental authority upon dissolution of adoptive relationship,-,-,-,-,-,-,-,-,-
平成31･令和元,2019,2,7,親権者の指定又は変更,Designation or change of person having parental authority,213,60,153,139,69,18,22,30,74
平成31･令和元,2019,2,8,扶養に関する処分,Disposition on support,21,5,16,15,6,3,4,2,6
平成31･令和元,2019,2,9,遺産の分割に関する処分など,Disposition on division of estate， etc. ,323,120,203,167,96,2,10,59,156
平成31･令和元,2019,2,10,寄与分を定める処分,Disposition to determine an heir's contributing portion,86,29,57,47,8,29,2,8,39
平成31･令和元,2019,2,11,請求すべき按分割合に関する処分,Disposition regarding the pro rata share to be requested,240,40,200,199,180,2,3,14,41
平成31･令和元,2019,2,12,生活保護法77条2項の事件,Cases under Article 77， Paragraph 2 of the Public Assistance Act,-,-,-,-,-,-,-,-,-
平成31･令和元,2019,2,13,推定相続人の廃除及びその取消し（家事審判法第9条乙類）,Disinheritance of a presumptive heir / rescission of such disinheritance (Article 9， Clause 2 of the Domestic Relations Trial Act),-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,
東京都統計年鑑（平成31年・令和元年）TOKYO STATISTICAL YEARBOOK ( 2019 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,
20-5  家事審判事件の種類別件数 （平成30， 平成31･令和元年） 20-5  CASES OF ADJUDICATION OF DOMESTIC RELATIONS BY KIND ( 2018 and 2019 ),,,,,,,,,,,,,,
資料：東京家庭裁判所事務局総務課 Source: Tokyo Family Court,,,,,,,,,,,,,,
区分階層(0:総数　1:区分　2:区分内訳),,,,,,,,,,,,,,
