年次,Year,地域階層,地域コード,地域,District,施設数 Facilities／総数 Total,施設数 Facilities／公立 Public,施設数 Facilities／私立 Private,児童定員 Capacity／総数 Total,児童定員 Capacity／公立 Public,児童定員 Capacity／私立 Private,入所児童数 Children enrolled／総数 Total,入所児童数 Children enrolled／公立 Public,入所児童数 Children enrolled／私立 Private
平成31,2019,2,13215,国立市,Kunitachi-shi,17,4,13,1461,424,1037,1483,396,1087
平成31,2019,2,13218,福生市,Fussa-shi,14,-,14,1357,-,1357,1355,-,1355
平成31,2019,2,13219,狛江市,Komae-shi,19,4,15,1809,439,1370,1713,439,1274
平成31,2019,2,13220,東大和市,Higashiyamato-shi,16,1,15,1996,105,1891,1897,86,1811
平成31,2019,2,13221,清瀬市,Kiyose-shi,15,5,10,1367,328,1039,1338,310,1028
平成31,2019,2,13222,東久留米市,Higashikurume-shi,21,8,13,2222,840,1382,2144,848,1296
平成31,2019,2,13223,武蔵村山市,Musashimurayama-shi,13,1,12,1979,146,1833,1908,132,1776
平成31,2019,2,13224,多摩市,Tama-shi,20,2,18,2593,218,2375,2431,155,2276
平成31,2019,2,13225,稲城市,Inagi-shi,17,4,13,1969,408,1561,1927,386,1541
平成31,2019,2,13227,羽村市,Hamura-shi,12,-,12,1125,-,1125,1146,-,1146
平成31,2019,2,13228,あきる野市,Akiruno-shi,15,3,12,1779,200,1579,1696,140,1556
平成31,2019,2,13229,西東京市,Nishitokyo-shi,37,17,20,3432,1732,1700,3547,1825,1722
平成31,2019,1,13300,郡部,All gun,16,2,14,1377,230,1147,1319,218,1101
平成31,2019,1,13350,島部,All islands,13,11,2,1056,936,120,689,579,110
,,,,,,,,,,,,,,
東京都統計年鑑（平成31年･令和元年）TOKYO STATISTICAL YEARBOOK ( 2019 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,,,,
18-4  地域別保育所の状況（平成27～31年） 18-4  CHILDREN DAY CARE CENTERS BY DISTRICT ( 2015-2019 ) ,,,,,,,,,,,,,,
各年4月1日現在。休止中の施設を除く。 ,,,,,,,,,,,,,,
As of April 1 of the year noted．Figures exclude facilities currently inactive.,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 「福祉・衛生統計年報」 Source: Bureau of Social Welfare and Public Health， TMG    ,,,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,,,,
