会計,Account,会計階層,区分,Classification,当初予算額 Original budget,最終予算額 Final budget,決算額 Settlement
母子父子福祉貸付資金,Single parent welfare loan funds,0,歳入,Revenue,3936,3936,6541
母子父子福祉貸付資金,Single parent welfare loan funds,1,事業収入,Operations,3119,3119,3450
母子父子福祉貸付資金,Single parent welfare loan funds,1,繰入金,Funds transferred,145,145,132
母子父子福祉貸付資金,Single parent welfare loan funds,1,諸収入,Miscellaneous,0,0,7
母子父子福祉貸付資金,Single parent welfare loan funds,1,繰越金,Balance brought forward,673,673,2952
母子父子福祉貸付資金,Single parent welfare loan funds,0,歳出,Expenditure,3936,3936,2607
母子父子福祉貸付資金,Single parent welfare loan funds,1,貸付費,Loans,3936,3936,2607
心身障害者扶養年金,Annuity for the mentally or physically impaired,0,歳入,Revenue,4341,4341,4121
心身障害者扶養年金,Annuity for the mentally or physically impaired,1,財産収入,Revenue from property,82,82,52
心身障害者扶養年金,Annuity for the mentally or physically impaired,1,繰入金,Funds transferred,4259,4259,4066
心身障害者扶養年金,Annuity for the mentally or physically impaired,1,諸収入,Miscellaneous,0,0,3
心身障害者扶養年金,Annuity for the mentally or physically impaired,1,繰越金,Balance brought forward,0,0,0
心身障害者扶養年金,Annuity for the mentally or physically impaired,0,歳出,Expenditure,4341,4341,4121
心身障害者扶養年金,Annuity for the mentally or physically impaired,1,扶養年金費,Annuity,4341,4341,4121
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,0,歳入,Revenue,865,865,2441
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,事業収入,Operations,773,773,673
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,繰入金,Funds transferred,19,19,14
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,諸収入,Miscellaneous,0,0,0
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,都債,Metropolitan debt,58,58,39
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,繰越金,Balance brought forward,15,15,1715
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,0,歳出,Expenditure,865,865,723
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,助成費,Subsidies,865,865,723
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,0,歳入,Revenue,52,52,110
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,1,事業収入,Operations,3,3,3
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,1,繰入金,Funds transferred,1,1,-
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,1,諸収入,Miscellaneous,0,0,0
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,1,繰越金,Balance brought forward,48,48,107
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,0,歳出,Expenditure,52,52,-
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,1,助成費,Subsidies,52,52,-
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,0,歳入,Revenue,48,48,168
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,1,事業収入,Operations,14,14,14
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,1,繰入金,Funds transferred,1,1,0
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,1,諸収入,Miscellaneous,0,0,0
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,1,繰越金,Balance brought forward,33,33,154
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,0,歳出,Expenditure,48,48,3
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,1,助成費,Subsidies,48,48,3
と場,Slaughter house,0,歳入,Revenue,5553,5553,5270
と場,Slaughter house,1,使用料及手数料,Charges and fees,1416,1416,1328
と場,Slaughter house,1,繰入金,Funds transferred,3874,3874,3684
と場,Slaughter house,1,諸収入,Miscellaneous,51,51,110
と場,Slaughter house,1,都債,Metropolitan bonds,212,212,148
と場,Slaughter house,1,繰越金,Balance brought forward,0,0,-
と場,Slaughter house,0,歳出,Expenditure,5553,5553,5270
と場,Slaughter house,1,と場事業費,Slaughter house operations,5553,5553,5270
都営住宅等事業,Metropolitan public housing， etc.,0,歳入,Revenue,171431,187532,159068
都営住宅等事業,Metropolitan public housing， etc.,1,分担金及負担金,Beneficiary contribution,840,840,188
都営住宅等事業,Metropolitan public housing， etc.,1,使用料及手数料,Charges and fees,68251,68251,67154
都営住宅等事業,Metropolitan public housing， etc.,1,国庫支出金,National treasury disbursements,33091,39837,27291
都営住宅等事業,Metropolitan public housing， etc.,1,財産収入,Revenue from property ,2318,2318,2289
都営住宅等事業,Metropolitan public housing， etc.,1,繰入金,Funds transferred,28984,29702,28455
都営住宅等事業,Metropolitan public housing， etc.,1,諸収入,Miscellaneous,6119,6576,6338
都営住宅等事業,Metropolitan public housing， etc.,1,都債,Metropolitan bonds,31827,40005,26442
都営住宅等事業,Metropolitan public housing， etc.,1,繰越金,Balance brought forward,0,3,912
都営住宅等事業,Metropolitan public housing， etc.,0,歳出,Expenditure,171431,187532,158142
都営住宅等事業,Metropolitan public housing， etc.,1,都営住宅等事業費,Metropolitan public housing， etc.,171431,187532,158142
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,0,歳入,Revenue,10177,10177,10178
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,保証金収入,Security deposits ,605,605,636
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,繰入金,Funds transferred,2186,2186,2185
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,諸収入,Miscellaneous,1,1,1
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,繰越金,Balance brought forward,7385,7385,7356
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,0,歳出,Expenditure,2502,2502,2453
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,返還金,Refunds,645,645,596
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,繰出金,Funds transferred,1857,1857,1857
都市開発資金,Urban development funds,0,歳入,Revenue,4954,4954,3953
都市開発資金,Urban development funds,1,財産収入,Revenue from property,3950,3950,3953
都市開発資金,Urban development funds,1,繰入金,Funds transferred,4,4,-
都市開発資金,Urban development funds,1,諸収入,Miscellaneous,0,0,0
都市開発資金,Urban development funds,1,都債,Metropolitan bonds,1000,1000,-
都市開発資金,Urban development funds,1,繰越金,Balance brought forward,0,0,-
都市開発資金,Urban development funds,0,歳出,Expenditure,4954,4954,3953
都市開発資金,Urban development funds,1,用地費,Land acquisition,4954,4954,3953
用地,Land acquisition,0,歳入,Revenue,43138,19236,12385
用地,Land acquisition,1,財産収入,Revenue from property,4735,4735,4719
用地,Land acquisition,1,繰入金,Funds transferred,24710,710,480
用地,Land acquisition,1,諸収入,Miscellaneous,1,1,0
用地,Land acquisition,1,都債,Metropolitan bonds,9510,9607,151
用地,Land acquisition,1,繰越金,Balance brought forward,4182,4183,7035
用地,Land acquisition,0,歳出,Expenditure,43138,19236,5594
用地,Land acquisition,1,用地費,Land acquisition,43138,19236,5594
公債費,Debt services,0,歳入,Revenue,1287454,1287454,1281157
公債費,Debt services,1,財産収入,Revenue from property,1664,1664,1786
公債費,Debt services,1,繰入金,Funds transferred,998725,998725,992420
公債費,Debt services,1,諸収入,Miscellaneous,442,442,508
公債費,Debt services,1,都債,Metropolitan bonds,286623,286623,286443
公債費,Debt services,0,歳出,Expenditure,1287454,1287454,1281157
公債費,Debt services,1,公債費,Debt services,1287454,1287454,1281157
臨海都市基盤整備事業,Waterfront urban infrastructure development,0,歳入,Revenue,4172,4316,3809
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,使用料及手数料,Charges and fees,0,0,0
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,財産収入,Revenue from property,0,0,0
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,繰入金,Funds transferred,1334,1403,566
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,諸収入,Miscellaneous,1,1,0
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,繰越金,Balance brought forward,2837,2912,3242
臨海都市基盤整備事業,Waterfront urban infrastructure development,0,歳出,Expenditure,2111,2254,771
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,臨海都市基盤整備費,Waterfront urban infrastructure development,2111,2254,771
,,,,,,,
東京都統計年鑑（平成31年・令和元年）TOKYO STATISTICAL YEARBOOK ( 2019 )　21  財政 21  PUBLIC FINANCE,,,,,,,
21-3  特別会計予算，決算額 (令和元年度) 21-3  BUDGETS AND SETTLEMENTS OF THE SPECIAL ACCOUNTS ( Fiscal Year 2019 ),,,,,,,
注) 最終予算額は，前年度からの繰越額を含む。 ,,,,,,,
Note: The final budget includes the balance brought forward from the previous fiscal year.  ,,,,,,,
資料：都財務局主計部財政課 Source: Bureau of Finance， TMG,,,,,,,
会計階層（0:歳入・歳出　1:会計）,,,,,,,
（単位　百万円）(In millions of yen),,,,,,,
