年次,Year,地域階層,地域コード,項番 Item number,地域,District,発生件数 Number of fires／総数 Total,発生件数 Number of fires／建物 Buildings,発生件数 Number of fires／車両 Vehicles,発生件数 Number of fires／船舶 Vessels,発生件数 Number of fires／林野 Forests,発生件数 Number of fires／その他 Others,被災世帯数 Households damaged／全損 Total destruction,被災世帯数 Households damaged／半損 Significant partial destruction,被災世帯数 Households damaged／小損 Partial destruction,被災延面積 Total area damaged／建物 Buildings (m2),被災延面積 Total area damaged／林野 Forests (m2),死傷者 Killed or injured／死者 Killed,死傷者 Killed or injured／傷者 Injured,損害見積額 Estimated amount of loss (千円 in thousand yen)
平成31･令和元,2019,2,13220,18,東大和市,Higashiyamato-shi,18,11,2,-,-,5,6,2,11,332,-,-,2,20651
平成31･令和元,2019,2,13221,19,清瀬市,Kiyose-shi,19,9,-,-,-,10,-,-,3,2,-,-,2,2311
平成31･令和元,2019,2,13222,20,東久留米市,Higashikurume-shi,26,18,1,-,-,7,3,3,20,353,-,1,4,54102
平成31･令和元,2019,2,13223,21,武蔵村山市,Musashimurayama-shi,11,6,1,-,-,4,-,-,2,13,-,-,-,1303
平成31･令和元,2019,2,13224,22,多摩市,Tama-shi,46,29,5,-,-,12,2,1,25,285,-,-,11,764895
平成31･令和元,2019,2,13225,23,稲城市,Inagi-shi,20,8,-,-,-,12,1,1,8,207,-,-,1,20175
平成31･令和元,2019,2,13227,24,羽村市,Hamura-shi,17,10,-,-,-,7,-,-,3,-,-,-,1,143
平成31･令和元,2019,2,13228,25,あきる野市,Akiruno-shi,27,15,2,-,-,10,1,-,10,101,-,-,4,11120
平成31･令和元,2019,2,13229,26,西東京市,Nishitokyo-shi,37,32,-,-,-,5,5,-,41,319,-,-,11,57132
平成31･令和元,2019,1,13300,,郡部,All gun,26,9,4,-,3,10,1,3,2,313,752,-,6,19909
平成31･令和元,2019,2,13303,1,瑞穂町,Mizuho-machi,10,3,2,-,-,5,-,2,-,79,-,-,2,11245
平成31･令和元,2019,2,13305,2,日の出町,Hinode-machi ,7,3,1,-,-,3,-,1,2,18,-,-,2,5139
平成31･令和元,2019,2,13307,3,檜原村,Hinohara-mura,1,-,-,-,1,-,-,-,-,-,749,-,-,936
平成31･令和元,2019,2,13308,4,奥多摩町,Okutama-machi,8,3,1,-,2,2,1,-,-,216,3,-,2,2589
平成31･令和元,2019,1,13350,,島部,All islands,12,5,-,-,-,7,2,-,1,322,-,-,-,16360
平成31･令和元,2019,2,13361,1,大島町,Oshima-machi,2,2,-,-,-,-,-,-,1,18,-,-,-,-
平成31･令和元,2019,2,13362,2,利島村,Toshima-mura,1,-,-,-,-,1,-,-,-,-,-,-,-,10
平成31･令和元,2019,2,13363,3,新島村,Niijima-mura ,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成31･令和元,2019,2,13364,4,神津島村,Kozushima-mura,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成31･令和元,2019,2,13381,5,三宅村,Miyake-mura ,1,1,-,-,-,-,1,-,-,171,-,-,-,11576
平成31･令和元,2019,2,13382,6,御蔵島村,Mikurajima-mura,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成31･令和元,2019,2,13401,7,八丈町,Hachijo-machi,6,1,-,-,-,5,1,-,-,133,-,-,-,4774
平成31･令和元,2019,2,13402,8,青ヶ島村,Aogashima-mura,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成31･令和元,2019,2,13421,9,小笠原村,Ogasawara-mura ,2,1,-,-,-,1,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成31年・令和元年）TOKYO STATISTICAL YEARBOOK ( 2019 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,
20-17  地域別火災の発生件数 （平成30，平成31･令和元年） 20-17 NUMBER OF FIRES BY DISTRICT ( 2018 and 2019 ),,,,,,,,,,,,,,,,,,,,
注) 死傷者には消防吏員及び消防団員を含む。,,,,,,,,,,,,,,,,,,,,
Note: Firefighter personnel and fire corps volunteers are included in the number of people killed or injured.,,,,,,,,,,,,,,,,,,,,
資料：都総務局総合防災部防災管理課 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,
