自治体名／区役所（代表電話）,区の子育て支援窓口／名称,区の子育て支援窓口／電話番号,区の子育て支援窓口／住所,区の子育て支援窓口／緯度,区の子育て支援窓口／経度,区の子育て支援窓口／座標系,東京都／担当する児童相談所
板橋区／03-3964-1111,板橋区保健所（健康推進課）,03-3579-2302,板橋区板橋2-66-1,35.750694,139.709503,JGD2011,北児童相談所／03-3913-5421
板橋区／03-3964-1111,板橋区保健所（健康推進課）／板橋健康福祉センター,03-3579-2333,板橋区板橋2-61-7,35.750721,139.70993,JGD2011,北児童相談所／03-3913-5421
板橋区／03-3964-1111,板橋区保健所（健康推進課）／上板橋健康福祉センター,03-3937-1041,板橋区桜川3-18-6,35.760166,139.675323,JGD2011,北児童相談所／03-3913-5421
板橋区／03-3964-1111,板橋区保健所（健康推進課）／赤塚健康福祉センター,03-3979-0511,板橋区赤塚1-10-13,35.772301,139.647263,JGD2011,北児童相談所／03-3913-5421
板橋区／03-3964-1111,板橋区保健所（健康推進課）／志村健康福祉センター,03-3969-3836,板橋区蓮根2-5-5,35.781204,139.677444,JGD2011,北児童相談所／03-3913-5421
板橋区／03-3964-1111,板橋区保健所（健康推進課）／高島平健康福祉センター,03-3938-8621,板橋区高島平3-12-18,35.787403,139.657867,JGD2011,北児童相談所／03-3913-5421
練馬区／03-3993-1111,練馬区子ども家庭支援センター,03-3993-2066,練馬区豊玉北5-18-12,35.737183,139.654419,JGD2011,児童相談センター／03-3208-1121
練馬区／03-3993-1111,練馬区保健所（健康推進課）,03-5984-2482,練馬区豊玉北6-12-1,35.73571,139.651672,JGD2011,児童相談センター／03-3208-1121
練馬区／03-3993-1111,練馬区保健所（健康推進課）／豊玉保健相談所,03-3992-1188,練馬区豊玉北5-15-19,35.735954,139.65509,JGD2011,児童相談センター／03-3208-1121
練馬区／03-3993-1111,練馬区保健所（健康推進課）／北保健相談所,03-3931-1347,練馬区北町8-2-11,35.764168,139.650726,JGD2011,児童相談センター／03-3208-1121
練馬区／03-3993-1111,練馬区保健所（健康推進課）／光が丘保健相談所,03-5997-7722,練馬区光が丘2-9-6,35.75914,139.630356,JGD2011,児童相談センター／03-3208-1121
練馬区／03-3993-1111,練馬区保健所（健康推進課）／石神井保健相談所,03-3996-0634,練馬区石神井町7-3-28,35.74477,139.601196,JGD2011,児童相談センター／03-3208-1121
練馬区／03-3993-1111,練馬区保健所（健康推進課）／大泉保健相談所,03-3921-0217,練馬区大泉学園町5-8-8,35.767048,139.586395,JGD2011,児童相談センター／03-3208-1121
練馬区／03-3993-1111,練馬区保健所（健康推進課）／関保健相談所,03-3929-5381,練馬区関町東1-27-4,35.726334,139.581268,JGD2011,児童相談センター／03-3208-1121
足立区／03-3880-5111,足立区こども家庭支援センター,03-3606-1333,足立区東綾瀬1-5-17,35.763477,139.830551,JGD2011,足立児童相談所／03-3854-1181
足立区／03-3880-5111,足立保健所（健康推進課）,03-3880-5892,足立区中央本町1-17-1,35.775124,139.805023,JGD2011,足立児童相談所／03-3854-1181
足立区／03-3880-5111,足立保健所（健康推進課）／中央本町保健総合センター,03-3880-5351,足立区中央本町1-5-3,35.771118,139.803574,JGD2011,足立児童相談所／03-3854-1181
足立区／03-3880-5111,足立保健所（健康推進課）／竹の塚保健総合センター,03-3855-5082,足立区西竹の塚1-11-2,35.792786,139.789124,JGD2011,足立児童相談所／03-3854-1181
足立区／03-3880-5111,足立保健所（健康推進課）／江北保健総合センター,03-3896-4004,足立区西新井本町2-30-40,35.776131,139.771713,JGD2011,足立児童相談所／03-3854-1181
足立区／03-3880-5111,足立保健所（健康推進課）／千住保健総合センター,03-3888-4277,足立区千住仲町19-3,35.746437,139.801193,JGD2011,足立児童相談所／03-3854-1181
足立区／03-3880-5111,足立保健所（健康推進課）／東和保健総合センター,03-3606-4171,足立区東和3-12-9,35.771023,139.839294,JGD2011,足立児童相談所／03-3854-1181
葛飾区／03-3695-1111,葛飾区金町子ども家庭支援センター,03-5660-0004,葛飾区東金町3-8-1,35.771355,139.875427,JGD2011,足立児童相談所／03-3854-1181
葛飾区／03-3695-1111,葛飾区青戸子ども家庭支援センター,03-5671-3092,葛飾区立石6-38-11,35.743801,139.854538,JGD2011,足立児童相談所／03-3854-1181
葛飾区／03-3695-1111,葛飾区保健所（地域保健課）,03-3691-9631,葛飾区立石8-18-6,35.742271,139.85376,JGD2011,足立児童相談所／03-3854-1181
葛飾区／03-3695-1111,葛飾区保健所（地域保健課）／金町保健センター,03-3607-4141,葛飾区金町4-18-19,35.764519,139.865417,JGD2011,足立児童相談所／03-3854-1181
葛飾区／03-3695-1111,葛飾区保健所（地域保健課）／小菅保健センター,03-3602-8403,葛飾区小菅2-19-21,35.750057,139.825867,JGD2011,足立児童相談所／03-3854-1181
葛飾区／03-3695-1111,葛飾区保健所（地域保健課）／新小岩保健センター,03-3696-3781,葛飾区西新小岩4-21-12,35.721821,139.852249,JGD2011,足立児童相談所／03-3854-1181
葛飾区／03-3695-1111,葛飾区保健所（地域保健課）／高砂保健センター,03-3672-8135,葛飾区高砂3-26-9,35.748463,139.870514,JGD2011,足立児童相談所／03-3854-1181
葛飾区／03-3695-1111,葛飾区保健所（地域保健課）／水元保健センター,03-3627-1911,葛飾区東水元1-7-3,35.778809,139.867294,JGD2011,足立児童相談所／03-3854-1181
江戸川区／03-3652-1151,江戸川区子ども家庭支援センター,03-3877-2460,江戸川区船堀4-2-5勤労福祉会館内,35.685486,139.864838,JGD2011,墨田児童相談所／03-3632-4631
江戸川区／03-3652-1151,江戸川保健所（保健予防課）,03-5661-2464,江戸川区中央4-24-19,35.709316,139.868256,JGD2011,墨田児童相談所／03-3632-4631
江戸川区／03-3652-1151,江戸川保健所（保健予防課）／中央健康サポートセンター,03-5661-2467,江戸川区中央4-24-19,35.709316,139.868256,JGD2011,墨田児童相談所／03-3632-4631
江戸川区／03-3652-1151,江戸川保健所（保健予防課）／小岩健康サポートセンター,03-3658-3171,江戸川区東小岩3-23-3,35.733902,139.893646,JGD2011,墨田児童相談所／03-3632-4631
江戸川区／03-3652-1151,江戸川保健所（保健予防課）／東部健康サポートセンター,03-3678-6441,江戸川区瑞江2-5-7,35.694172,139.897446,JGD2011,墨田児童相談所／03-3632-4631
江戸川区／03-3652-1151,江戸川保健所（保健予防課）／清新町健康サポートセンター,03-3878-1221,江戸川区清新町1-3-11,35.662628,139.85556,JGD2011,墨田児童相談所／03-3632-4631
江戸川区／03-3652-1151,江戸川保健所（保健予防課）／葛西健康サポートセンター,03-3688-0154,江戸川区中葛西3-10-1,35.665894,139.869385,JGD2011,墨田児童相談所／03-3632-4631
江戸川区／03-3652-1151,江戸川保健所（保健予防課）／鹿骨健康サポートセンター,03-3678-8711,江戸川区鹿骨1-55-10,35.709831,139.890839,JGD2011,墨田児童相談所／03-3632-4631
江戸川区／03-3652-1151,江戸川保健所（保健予防課）／小松川健康サポートセンター,03-3683-5531,江戸川区小松川3-6-1,35.697018,139.849319,JGD2011,墨田児童相談所／03-3632-4631
江戸川区／03-3652-1151,江戸川保健所（保健予防課）／なぎさ健康サポートセンター,03-5675-2515,江戸川区南西7-1-27,35.688934,139.904984,JGD2011,墨田児童相談所／03-3632-4631
