自治体名／市役所・役場(代表電話）,市町村の子育て支援窓口／名称,市町村の子育て支援窓口／電話番号,市町村の子育て支援窓口／住所,市町村の子育て支援窓口／緯度,市町村の子育て支援窓口／経度,市町村の子育て支援窓口／座標系,東京都／担当する児童相談所／保健所
東大和市／042-563-2111,東大和市子ども家庭支援センター,042-565-3651,東大和市立野1-1034-2保健センター別館内,35.739784,139.418915,JGD2011,小平児童相談所／0424-67-3711
東大和市／042-563-2111,保健センター,042-565-5211,東大和市立野1-1064,35.744541,139.421631,JGD2011,多摩立川保健所／042-524-5171
清瀬市／0424-92-5111,清瀬市子ども家庭支援センター,0424-95-7701,清瀬市中清戸3-235-5児童センター内,35.778671,139.53389,JGD2011,小平児童相談所／0424-67-3711
清瀬市／0424-92-5111,健康センター,0424-92-5111,清瀬市中里5-842,35.785568,139.52655,JGD2011,多摩小平保健所／0424-50-3111
清瀬市／0424-92-5111,健康相談所,0424-91-8611,清瀬市上清戸2-6-10,35.77898,139.521072,JGD2011,多摩小平保健所／0424-50-3111
東久留米市／0424-70-7777,東久留米市子ども家庭支援センター（18年5月開設予定）,,,,,,小平児童相談所／0424-67-3711
東久留米市／0424-70-7777,保健福祉センター,0424-77-0022,東久留米市幸町4-6-15,35.758148,139.515488,JGD2011,多摩小平保健所／0424-50-3111
武蔵村山市／042-565-1111,武蔵村山市子ども家庭支援センター,042-590-1152,武蔵村山市学園4-5-1武蔵村山市市民総合センター内,35.746132,139.403259,JGD2011,小平児童相談所／0424-67-3711
武蔵村山市／042-565-1111,保健相談センター,042-565-9315,武蔵村山市本町１-23,35.752819,139.387421,JGD2011,多摩立川保健所／042-524-5171
武蔵村山市／042-565-1111,保健相談センターお伊勢の森分室,042-564-5421,武蔵村山市中央2-118,35.751041,139.3936,JGD2011,多摩立川保健所／042-524-5171
稲城市／042-378-2111,稲城市子ども家庭支援センター,042-378-6366,稲城市向陽台3-2,35.637012,139.488022,JGD2011,多摩児童相談所／042-372-5600
稲城市／042-378-2111,保健センター,042-378-3421,稲城市百村112-１,35.63797,139.497314,JGD2011,南多摩保健所／042-371-7661
多摩市／042-375-8111,多摩市子ども家庭支援センター,042-355-3777,多摩市永山3-9東永山複合施設内,35.623714,139.449417,JGD2011,多摩児童相談所／042-372-5600
多摩市／042-375-8111,健康センター,042-376-9111,多摩市関戸4-19-5,35.648975,139.449585,JGD2011,南多摩保健所／042-371-7661
羽村市／042-555-1111,羽村市子ども家庭支援センター,042-578-2882,羽村市緑ヶ丘5-1-30羽村市役所分庁舎内,35.76709,139.310135,JGD2011,立川児童相談所／042-523-1321
羽村市／042-555-1111,保健センター,042-555-1111,羽村市緑ヶ丘5-5-2,35.768913,139.312088,JGD2011,西多摩保健所／0428-22-6141
あきる野市／042-558-1111,あきる野市子ども家庭支援センター,042-550-3313,あきる野市平沢175-4,35.732151,139.302475,JGD2011,立川児童相談所／042-523-1321
あきる野市／042-558-1111,秋川健康会館,042-559-3233,あきる野市ニ宮670,35.728889,139.294174,JGD2011,西多摩保健所／0428-22-6141
あきる野市／042-558-1111,五日市保健センター,042-558-1111,あきる野市五日市414-5,35.729248,139.219559,JGD2011,西多摩保健所／0428-22-6141
あきる野市／042-558-1111,あきる野保健相談所,042-558-5091,あきる野市秋川6-1-2,35.728931,139.290115,JGD2011,西多摩保健所／0428-22-6141
瑞穂町／042-557-0501,瑞穂町子ども家庭支援センター,042-568-0051,瑞穂町石畑1972,35.776951,139.359375,JGD2011,立川児童相談所／042-523-1321
瑞穂町／042-557-0501,保健センター,042-557-5072,瑞穂町大字石畑1970,35.776951,139.359375,JGD2011,西多摩保健所／0428-22-6141
日の出町／042-597-0511,日の出町子ども家庭支援センター,042-597-6177,日の出町平井1254-1日の出町志茂町児童館,35.740917,139.270004,JGD2011,立川児童相談所／042-523-1321
日の出町／042-597-0511,保健センター,042-597-0511,日の出町平井2780,35.742443,139.256607,JGD2011,西多摩保健所／0428-22-6141
檜原村／042-598-1011,檜原村子ども家庭支援センター,042-598-3121,檜原村2717やすらぎの里ふれあい館内,35.726822,139.14888,JGD2011,立川児童相談所／042-523-1321
檜原村／042-598-1011,やすらぎの里,042-598-3121,檜原村2717,35.726822,139.14888,JGD2011,西多摩保健所／0428-22-6141
奥多摩町／0428-83-2111,奥多摩町子ども家庭支援センター,0428-83-8183,奥多摩町氷川199番地ロ奥多摩町福祉会館2階,35.823605,139.093445,JGD2011,立川児童相談所／042-523-1321
奥多摩町／0428-83-2111,保健福祉センター,0428-83-2777,奥多摩町氷川1111,35.823605,139.093445,JGD2011,西多摩保健所／0428-22-6141
大島町／04992-2-1441,大島町子ども家庭支援センター,04992-2-2398,大島町野増字ワダ169,34.729626,139.355499,JGD2011,児童相談センター／03-3208-1121
大島町／04992-2-1441,けんこうセンター,04992-2-8141,大島町岡田字沢立111-1,34.783028,139.382507,JGD2011,島しょ保健所大島出張所／04992-2-1436
新島村／04992-5-0240,さわやか健康センター,04992-5-1856,新島村本村3-12-8,34.372868,139.25946,JGD2011,児童相談センター／03-3208-1121／島しょ保健所大島出張所新島支所／04992-5-1600
神津島村／04992-8-0011,保健センター,04992-8-0010,神津島村1009-1,34.204605,139.13504,JGD2011,児童相談センター／03-3208-1121／島しょ保健所大島出張所神津島支所／04992-8-0880
八丈町／04996-2-1121,八丈町子ども家庭支援センター,04996-2-4300,八丈町三根4869-1富士見地区公会堂,33.122372,139.792862,JGD2011,児童相談センター／03-3208-1121
八丈町／04996-2-1121,保健福祉センター,04996-2-5570,八丈町三根2,33.11377,139.792114,JGD2011,島しょ保健所八丈出張所／04996-2-1291
青ヶ島村／04996-9-0111,おじゃれセンター,04996-9-0200,青ヶ島村無番地,32.466946,139.763336,JGD2011,児童相談センター／03-3208-1121／島しょ保健所八丈出張所／04996-2-1291
利島村／04992-9-0011,,,利島村248,34.52943,139.282074,JGD2011,児童相談センター／03-3208-1121／島しょ保健所大島出張所／04992-2-1436
三宅村／04994-5-0981,,,三宅村阿古497,34.076126,139.479889,JGD2011,児童相談センター／03-3208-1121／島しょ保健所三宅支所／04994-2-0181
御蔵島村／04994-8-2121,,,御蔵島村字入りかねが沢,33.897289,139.595901,JGD2011,児童相談センター／03-3208-1121／島しょ保健所三宅支所／04994-2-0181
小笠原村／04998-2-3111,,,小笠原村父島字西町,27.071243,142.20961,JGD2011,児童相談センター／03-3208-1121／島しょ保健所小笠原出張所／04998-2-2951
