"","保険料 保険税の別／(1)科","保険料 保険税の別／(2)科","保険料(税)賊課方式／(1)4方式","保険料(税)賊課方式／(2)3方式","保険料(税)賊課方式／(3)2方式","保険料(税)賊課方式／(4)その他","保険料(税)徴収回数(回)","保険料(税)算定額(千円)","保険料(税)軽減額(千円)","災害等による減免額(千円)","その他の減免額(千円)","賊課限度額額を超える額(千円)","符号／1増","符号／2減","増減額(千円)","保険料(税)調定額(千円)","保険料(税)算定額内訳／所得割(千円)","保険料(税)算定額内訳／所得割(%)","保険料(税)算定額内訳／資産割(千円)","保険料(税)算定額内訳／資産割(%)","保険料(税)算定額内訳／均等割(千円)","保険料(税)算定額内訳／均等割(%)","保険料(税)算定額内訳／平等割(千円)","保険料(税)算定額内訳／平等割(%)","料(税)率／所得割(%)","料(税)率／資産割(%)","料(税)率／均等割(%)","料(税)率／平等割(%)","課税対象額／所得割(千円)","課税対象額／資産割(千円)","課税対象世帯数","保険料(税)軽減世帯数","災害等による減免世帯数","その他の減免世帯数","賦課限度額額を超える世帯数","課税対象被保険者数","賦課限度額(千円)","所得割の算定基礎／(1)課税総所得金額(基礎控除)","所得割の算定基礎／(2)課税総所得金額(各種控除)","所得割の算定基礎／(3)市町村民税の所得割額","所得割の算定基礎／(4)市町村民税額等","所得割の算定基礎／(5)その他","資産割の算定基礎／(1)固定資産税額等","資産割の算定基礎／(2)固定資産税のうち土地家屋に係る部分の額","資産割の算定基礎／(3)その他"
"設定値","22","0","0","0","0","22","","22240108","0","11700","13450","0","11","11","511298","22726256","0","","0","","0","","0","","","","","","0","0","400024","0","271","116","0","580932","","0","0","0","0","0","0","0","0"
　　,11
電気を使用する道具・装置_電気機器_ジューサ　　　　,5
電気を使用する道具・装置_電気機器_電気温蔵庫,2
電気を使用する道具・装置_電気機器_扇風機　　　　　　　　　　　,8
電気を使用する道具・装置_電気機器_冷暖房機　　　　　　　　　　,16
電気を使用する道具・装置_電気機器_サーキュレータ　　　　　　,3
電気を使用する道具・装置_電気機器_空気清浄機　　　　　　　　　,3
電気を使用する道具・装置_電気機器_除湿機　　　　　　　　　　　,1
電気を使用する道具・装置_電気機器_加湿機　　　　　　　　　　　,4
電気を使用する道具・装置_電気機器_ハロゲンヒータ（暖房器具）,9
電気を使用する道具・装置_電気機器_カーボンヒータ,12
電気を使用する道具・装置_電気機器_白熱電球　　　　　　　　　　,10
電気を使用する道具・装置_電気機器_白熱灯スタンド　　　　　　　,4
電気を使用する道具・装置_電気機器_蛍光灯　　　　　　　　　　　,39
電気を使用する道具・装置_電気機器_蛍光灯スタンド　　　　　　　,1
電気を使用する道具・装置_電気機器_ブラケット　　　　　　　　　,2
電気を使用する道具・装置_電気機器_シーリングライト　　　　　　,1
電気を使用する道具・装置_電気機器_ダウンライト　　　　　　　　,11
電気を使用する道具・装置_電気機器_スポットライト　　　　　　　,1
電気を使用する道具・装置_電気機器_投光器　　　　　　　　　　　,2
電気を使用する道具・装置_電気機器_器具外付け安定器　　　　　　,2
電気を使用する道具・装置_電気機器_看板灯　　　　　　　　　　　,2
電気を使用する道具・装置_電気機器_ネオン灯配線　　　　　　　　,2
電気を使用する道具・装置_電気機器_電気表示板（盤）　　　　　　,1
電気を使用する道具・装置_電気機器_ペンダントライト,4
電気を使用する道具・装置_電気機器_ハロゲンランプ,6
電気を使用する道具・装置_電気機器_クリップライト,4
電気を使用する道具・装置_電気機器_ＬＥＤ,46
電気を使用する道具・装置_電気機器_スピーカ　　　　　　　　,3
電気を使用する道具・装置_電気機器_ＬＤ，ＣＤ，ＭＤ，ＤＶＤプレーヤ　　　,2
電気を使用する道具・装置_電気機器_テレビゲーム機器,1
電気を使用する道具・装置_電気機器_テレビ（液晶モニタ式）,3
電気を使用する道具・装置_電気機器_洗濯機　　　　　　　　　　　,2
電気を使用する道具・装置_電気機器_掃除機　　　　　　　　　　　,15
電気を使用する道具・装置_電気機器_電気あんま器　　　　　　　　,2
電気を使用する道具・装置_電気機器_鑑賞魚用ポンプモータ　　,1
電気を使用する道具・装置_電気機器_洗濯乾燥機　　　　　　　　　,3
電気を使用する道具・装置_電気機器_電気美容器具　　　　　　　　,1
電気を使用する道具・装置_電気機器_電話機　　　　　　　　　　　,1
電気を使用する道具・装置_電気機器_直流電源装置（ＡＣアダプタ含む）,34
電気を使用する道具・装置_電気機器_コンピュータ（本体）　　　　,18
電気を使用する道具・装置_電気機器_コンピュータ（モニタ）　　,5
電気を使用する道具・装置_電気機器_携帯電話機,17
電気を使用する道具・装置_電気機器_コンピュータ（その他外付機器）,1
電気を使用する道具・装置_電気機器_ネットワーク関係（ルータ等）,3
電気を使用する道具・装置_電気機器_自動販売機　　　　　　　　　,2
電気を使用する道具・装置_電気機器_自動現金支払機　　　　　　　,1
電気を使用する道具・装置_電気機器_電気ドリル　　　　　　　　　,2
電気を使用する道具・装置_電気機器_合成樹脂成型機　　　　　　　,1
電気を使用する道具・装置_電気機器_印刷機　　　　　　　　　　　,7
電気を使用する道具・装置_電気機器_送（排）風機　　　　　　　　,3
電気を使用する道具・装置_電気機器_研磨機（グラインダ含む）,17
電気を使用する道具・装置_電気機器_かくはん機　　　　　　　　　,1
電気を使用する道具・装置_電気機器_電動遊技（戯）機器　　　　　,1
電気を使用する道具・装置_電気機器_電気のこぎり　　　　　　　　,2
電気を使用する道具・装置_電気機器_旋盤　　　　　　　　　　　　,1
電気を使用する道具・装置_電気機器_分析装置　　　　　　　　　　,2
電気を使用する道具・装置_電気機器_レーザー加工機　　　　　　　,3
電気を使用する道具・装置_電気機器_空気圧縮機　　　　　　　　　,3
電気を使用する道具・装置_電気機器_水中ポンプ　　　　　　　　　,2
電気を使用する道具・装置_電気機器_充電式電池　　　　　　　　　,111
電気を使用する道具・装置_電気機器_蓄電池　　　　　　　　　　　,6
電気を使用する道具・装置_電気機器_リチウム電池　　　　　　　　,3
電気を使用する道具・装置_電気機器_無停電電源装置,1
電気を使用する道具・装置_電気機器_太陽光発電装置,2
電気を使用する道具・装置_電気機器_燃料ポンプ,2
電気を使用する道具・装置_電気機器_包装機（結束機を含む）　　　,1
電気を使用する道具・装置_電気機器_レーザーメス,1
電気を使用する道具・装置_電気機器_裁断機　　　　　　　　　　　,3
電気を使用する道具・装置_電気機器_ニッケルカドミウム電池　　　,1
電気を使用する道具・装置_電気機器_クリプトン電球,1
電気を使用する道具・装置_電気機器_乾電池　　　　　　　　　　　,1
電気を使用する道具・装置_電気機器_食器洗器　　　　　　　　　　,3
電気を使用する道具・装置_電気機器_コンピュータ（プリンタ）　,2
電気を使用する道具・装置_電気機器_歯科治療器　　　　　　　　　,1
電気を使用する道具・装置_電気機器_インターホン　　　　　　　　,2
電気を使用する道具・装置_電気機器_映写機　　　　　　　　　　　,2
電気を使用する道具・装置_電気機器_充電式カミソリ　　　　　　　,1
電気を使用する道具・装置_電気機器_Ｘ線装置（周辺機器を含む）　,2
電気を使用する道具・装置_電気機器_ＣＤ，ＭＤ，ＤＶＤレコーダ　　　　,1
電気を使用する道具・装置_電気機器_メタルハライドランプ,2
電気を使用する道具・装置_電気機器_床みがき機　　　　　　　　　,1
電気を使用する道具・装置_電気機器_冷水機　　　　　　　　　　　,2
電気を使用する道具・装置_電気装置,93
電気を使用する道具・装置_電気装置_整流器　　　　　　　　　　　,6
電気を使用する道具・装置_電気装置_充電器　　　　　　　　　　　,3
電気を使用する道具・装置_電気装置_トランス　　　　　　　　　　,10
電気を使用する道具・装置_電気装置_抵抗器　　　　　　　　　　　,2
電気を使用する道具・装置_電気装置_単相モータ　　　　,2
電気を使用する道具・装置_電気装置_三相モータ　　　　　　　　,7
電気を使用する道具・装置_電気装置_セルモータ　　　　　　　　,7
電気を使用する道具・装置_電気装置_オルタネータ　　　　　　　,7
電気を使用する道具・装置_電気装置_直流モータ,3
電気を使用する道具・装置_電気装置_コンデンサ（低圧）　　　　,6
電気を使用する道具・装置_電気装置_制御盤　　　　　　　　　　　,23
電気を使用する道具・装置_電気装置_分電盤　　　　　　　　　　　,15
電気を使用する道具・装置_電気装置_発電機　　　　　　　　　　　,2
電気を使用する道具・装置_電灯・電話等の配線,186
電気を使用する道具・装置_電灯・電話等の配線_配電線（高圧）　　　　　　　,23
電気を使用する道具・装置_電灯・電話等の配線_配電線（低圧）　　　　　　　,5
電気を使用する道具・装置_電灯・電話等の配線_き電線（高圧）　　　　　　　,1
電気を使用する道具・装置_電灯・電話等の配線_引込線（高圧）　　　　　　　,4
電気を使用する道具・装置_電灯・電話等の配線_引込線（低圧）　　　　　　　,7
電気を使用する道具・装置_電灯・電話等の配線_屋外線　　　　　　　　　　　,13
電気を使用する道具・装置_電灯・電話等の配線_屋側線　　　　　　　　　　　,2
電気を使用する道具・装置_電灯・電話等の配線_屋内線　　　　　　　　　　　,42
電気を使用する道具・装置_電灯・電話等の配線_変電設備内配線　　　　　　　,1
電気を使用する道具・装置_電灯・電話等の配線_コード　　　　　　　　　　　,53
電気を使用する道具・装置_電灯・電話等の配線_交通機関内配線　　　　　　　,30
電気を使用する道具・装置_電灯・電話等の配線_ディストリビュータ　　　,4
電気を使用する道具・装置_電灯・電話等の配線_コンタクトブレーカ　　　　,1
電気を使用する道具・装置_配線器具関連,324
電気を使用する道具・装置_配線器具関連_タイムスイッチ　　　　　　　,1
電気を使用する道具・装置_配線器具関連_タンブラースイッチ　　　　　,9
電気を使用する道具・装置_配線器具関連_ロータリースイッチ　　　　　,1
電気を使用する道具・装置_配線器具関連_押しボタンスイッチ　　　　　,2
電気を使用する道具・装置_配線器具関連_街頭スイッチ　　　　　　　　,2
電気を使用する道具・装置_配線器具関連_電磁開閉器　　　　　　　　　,2
電気を使用する道具・装置_配線器具関連_配線用遮断器　　　　　　　　,12
電気を使用する道具・装置_配線器具関連_電流制限器　　　　　　　　　,4
電気を使用する道具・装置_配線器具関連_漏電遮断器　　　　　　　　　,16
電気を使用する道具・装置_配線器具関連_継電器　　　　　　　　　　　,4
電気を使用する道具・装置_配線器具関連_高圧カットアウト　　　　　　,2
電気を使用する道具・装置_配線器具関連_断路器（ジスコン）　　　　　,1
電気を使用する道具・装置_配線器具関連_真空遮断器　　　　　　　　　,1
電気を使用する道具・装置_配線器具関連_電磁接触器,10
電気を使用する道具・装置_配線器具関連_気中開閉器,1
電気を使用する道具・装置_配線器具関連_避雷器,3
電気を使用する道具・装置_配線器具関連_差し込みプラグ　　　　　　　,82
電気を使用する道具・装置_配線器具関連_コンセント　　　　　　　　　,86
電気を使用する道具・装置_配線器具関連_電灯付家具、コンセント付家具,5
電気を使用する道具・装置_配線器具関連_テーブルタップ　　　　　　　,28
電気を使用する道具・装置_配線器具関連_マルチタップ　　　　　　　　,13
電気を使用する道具・装置_配線器具関連_コードコネクタ　　　　　　,17
電気を使用する道具・装置_配線器具関連_引掛ローゼット　　　　　　　,2
電気を使用する道具・装置_配線器具関連_アダプタ　　　　　　　　　,2
電気を使用する道具・装置_配線器具関連_ジョイントボックス　　　　　,4
電気を使用する道具・装置_配線器具関連_積算電力計　　　　　　　　　,4
電気を使用する道具・装置_配線器具関連_柱上低圧開閉器　　　　　　　,2
電気を使用する道具・装置_配線器具関連_調光器,4
電気を使用する道具・装置_配線器具関連_箱開閉器　　　　　　　　　　,1
電気を使用する道具・装置_配線器具関連_ランプレセプタクル　　　　　,1
電気を使用する道具・装置_配線器具関連_キーソケット　　　　　　　　,1
電気を使用する道具・装置_配線器具関連_ガス開閉器,1
電気を使用する道具・装置_漏電により発熱した部分,9
電気を使用する道具・装置_漏電により発熱した部分_金属と接地線の接触部　　　　,7
電気を使用する道具・装置_漏電により発熱した部分_金属と金属の接触部　　　　　,1
電気を使用する道具・装置_漏電により発熱した部分_雨樋の支え釘　　　　　　　　,1
電気を使用する道具・装置_静電スパーク,1
電気を使用する道具・装置_静電スパーク_帯電衣類のスパーク　　　　　　　　　,1
ガス・油等を燃料とする道具装置,665
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置,476
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_ガスこんろ,34
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_ガステーブル,274
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_大型ガスこんろ　　　　　　　,81
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_ガスレンジ　　　　　　　　　,16
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_大型レンジ　　　　　　　　　,21
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_ガスオーブン　　　　　　　　,2
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_ガス炊飯器　　　　　　　　　,3
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_瞬間湯沸器,2
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_給湯器,4
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_ガス鉄板焼器　　　　　　　　,2
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_コーヒー焙煎機　　　　　　　,4
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_ガスロースタ（無煙を除く）,1
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_焼鳥炉　　　　　　　　　　　,1
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_ガスハースグリラ　　　　,3
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_フライヤ,5
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_無煙ガスロースタ,5
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_ゆで麺機,2
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_ガスストーブ,1
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_ガスファンヒータ,3
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_ガス衣類乾燥機　　　　　　　,4
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_風呂がま,2
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_築造かまど　　　　　　　　　,1
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_回転かまど　　　　　　　　　,2
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_ボイラ,1
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_ガスペイント溶解用ケトル　　,1
ガス・油等を燃料とする道具装置_都市ガスを用いる道具装置_ガス溶解がま　　　　　　　　,1
ガス・油等を燃料とする道具装置_プロパンガスを用いる道具装置,78
ガス・油等を燃料とする道具装置_プロパンガスを用いる道具装置_ガスこんろ,1
ガス・油等を燃料とする道具装置_プロパンガスを用いる道具装置_ガステーブル,17
ガス・油等を燃料とする道具装置_プロパンガスを用いる道具装置_大型ガスこんろ　　　　　　　,9
ガス・油等を燃料とする道具装置_プロパンガスを用いる道具装置_簡易型ガスこんろ　　　　　　,28
ガス・油等を燃料とする道具装置_プロパンガスを用いる道具装置_大型レンジ　　　　　　　　　,2
ガス・油等を燃料とする道具装置_プロパンガスを用いる道具装置_ガスロースタ（無煙を除く）,1
ガス・油等を燃料とする道具装置_プロパンガスを用いる道具装置_無煙ガスロースタ,1
ガス・油等を燃料とする道具装置_プロパンガスを用いる道具装置_ガスストーブ,1
ガス・油等を燃料とする道具装置_プロパンガスを用いる道具装置_簡易型ガスストーブ　　　　　,5
ガス・油等を燃料とする道具装置_プロパンガスを用いる道具装置_ガス溶接器　　　　　　　　　,1
ガス・油等を燃料とする道具装置_プロパンガスを用いる道具装置_ガス切断器　　　　　　　　　,10
ガス・油等を燃料とする道具装置_プロパンガスを用いる道具装置_ガスバーナ　　　　　　　　,2
ガス・油等を燃料とする道具装置_油を燃料とする道具装置,41
ガス・油等を燃料とする道具装置_油を燃料とする道具装置_アルコールランプ　　　　　　,1
ガス・油等を燃料とする道具装置_油を燃料とする道具装置_アルコールこんろ　　　　　　,1
ガス・油等を燃料とする道具装置_油を燃料とする道具装置_石油ストーブ,12
ガス・油等を燃料とす�
