会計,款,項,目,細目,事業名,所管部署,決算額（千円）,カルテ作成
一般,2,1,8,96,財政調整基金積立,財政課,1151126,×
一般,2,1,9,97,青少年問題活動費,児童青少年課,9953,○（Ｓ）
一般,2,1,9,951,子ども若者育成支援事業,児童青少年課,2864,○
一般,2,1,10,98,交通問題事務経費,交通対策担当,5527,○
一般,2,1,10,99,交通安全対策事務経費,交通対策担当,4156,○
一般,2,1,10,100,交通安全指導経費,交通対策担当,13472,○
一般,2,1,10,102,放置自転車等対策事業,交通対策担当,94254,○
一般,2,1,10,104,駐車場対策事務経費,交通対策担当,33,※
一般,2,1,10,105,地域密着型交通運行事業,交通対策担当,54909,○
一般,2,1,11,114,複合文化施設修繕事業,文化・市民協働課【文化・生涯学習推進課】,0,●
一般,2,1,11,112,多摩市立複合文化施設等管理運営事業,文化・市民協働課【文化・生涯学習推進課】,360000,●
一般,2,1,11,923,複合文化施設等大規模改修事業,文化・市民協働課【文化・生涯学習推進課】,197658,○
一般,2,1,12,115,文化推進事務経費,文化・市民協働課【文化・生涯学習推進課】,77,※
一般,2,1,12,116,都市交流推進事業,文化・市民協働課【文化・生涯学習推進課】,469,○
一般,2,1,12,118,国際化推進事業,文化・市民協働課【文化・生涯学習推進課】,2236,●
一般,2,1,12,119,多摩市国際交流センター補助事業,文化・市民協働課【文化・生涯学習推進課】,3780,●
一般,2,1,13,121,多摩市自治連合会補助事業,コミュニティ・生活課,3036,○
一般,2,1,13,122,集会所管理経費,コミュニティ・生活課,23643,○
一般,2,1,13,124,複合施設等管理経費,コミュニティ・生活課,41059,●
一般,2,1,13,125,老人福祉館・地区市民ホール運営費,コミュニティ・生活課,19791,●（Ｓ）
一般,2,1,13,127,コミュニティセンター管理運営事業,コミュニティ・生活課,303202,○
一般,2,1,13,129,地域複合館改修事業,コミュニティ・生活課,4000,○
一般,2,1,13,864,市民協働推進事業,文化・市民協働課【企画課】,415,○
一般,2,1,13,990,コミュニティセンター改修事業,コミュニティ・生活課,7400,○
一般,2,1,15,137,出張所管理運営費,市民課,34820,○
一般,2,1,16,138,防犯対策事務経費,防災安全課,6551,○
一般,2,1,17,139,諸事務経費,総務契約課,2482,×
一般,2,1,17,140,人権啓発事業,平和・人権課,3203,○
一般,2,1,17,141,過誤納還付金及び還付加算金,納税課,225846,×
一般,2,1,17,143,保護司活動支援経費,平和・人権課【福祉総務課】,1495,○
一般,2,1,17,144,防衛施設関係経費,企画課,10,×
一般,2,1,17,150,犯罪被害者等支援事業,平和・人権課,2539,○
一般,2,2,1,4,職員人件費等,人事課（人件費）,358004,×
一般,2,2,1,153,固定資産評価審査委員会運営費,文書法制課,112,※
一般,2,2,2,155,課税事務経費,課税課,31863,※
一般,2,2,2,156,資産税事務経費,課税課,68181,※
一般,2,2,2,157,徴収事務経費,納税課,10876,※
一般,2,3,1,5,職員人件費等,人事課（人件費）,194524,×
一般,2,3,1,158,戸籍住民基本台帳事務経費,市民課,78124,○
一般,2,4,1,6,職員人件費等,人事課（人件費）,38993,×
一般,2,4,1,159,選挙管理委員会運営費,選挙管理委員会事務局,3799,○
一般,2,4,2,160,選挙常時啓発事業,選挙管理委員会事務局,1008,○
一般,2,4,3,168,市議会議員選挙執行経費,選挙管理委員会事務局,71259,○
一般,2,4,6,165,参議院議員選挙執行経費,選挙管理委員会事務局,68453,○
一般,2,5,1,7,職員人件費等,人事課（人件費）,21701,×
一般,2,5,2,171,統計調査事業,企画課,2903,×
一般,2,6,1,8,職員人件費等,人事課（人件費）,33936,×
一般,2,6,1,172,監査事務経費,監査委員事務局,2147,※
一般,3,1,1,9,職員人件費等,人事課（人件費）,459494,×
一般,3,1,1,173,国民健康保険特別会計繰出,保険年金課,1624756,×
一般,3,1,1,174,地域福祉事務経費,福祉総務課,34351,※
一般,3,1,1,175,多摩市社会福祉協議会助成事業,福祉総務課,245091,○
一般,3,1,1,176,民生委員推薦会運営費,福祉総務課,86,○
一般,3,1,1,177,民生委員協議会等運営費,福祉総務課,10665,○
一般,3,1,1,178,福祉委員会運営費,福祉総務課,15096,○
一般,3,1,1,179,福祉基金積立,福祉総務課,102865,×
一般,3,1,1,182,災害見舞金等支給事業,防災安全課,30,※
一般,3,1,1,183,地域福祉推進事業,福祉総務課,10418,○
一般,3,1,1,284,成年後見制度利用者支援事業,福祉総務課,16913,○
一般,3,1,1,873,社会福祉法人認可検査事務経費,福祉総務課,448,○
一般,3,1,1,887,自殺対策事業,福祉総務課,1893,○
一般,3,1,1,897,生活困窮者等支援事業,生活福祉課【福祉総務課】,45369,○（Ｓ）
一般,3,1,1,910,健幸まちづくり推進事業,健幸まちづくり推進室,2110,○
一般,3,1,1,925,（仮称）都営住宅合築福祉施設整備事業,福祉総務課,19576,○
一般,3,1,1,934,多摩市地域福祉計画推進事業,福祉総務課,220,※
一般,3,1,1,987,多摩市西永山福祉施設管理経費,福祉総務課,3388,×
一般,3,1,2,194,重度脳性麻痺者介護人派遣事業,障害福祉課,0,※
一般,3,1,2,192,心身障がい者支援事業,障害福祉課,62697,○（Ｓ）
一般,3,1,2,193,ハンディキャブ運行事業,障害福祉課,14216,○
一般,3,1,2,195,身体障がい者電話使用料助成事業,障害福祉課,189,○
一般,3,1,2,196,心身障がい者福祉手当支給事業,障害福祉課,357609,○
一般,3,1,2,197,心身障がい者医療事務費,障害福祉課,365,○
一般,3,1,2,198,特定疾病者福祉手当支給事業,障害福祉課,79686,○
一般,3,1,2,199,発達障がい児（者）相談支援事業,障害福祉課,15520,○
一般,3,1,2,200,聴覚障がい者用電話ファクシミリ使用料等助成事業,障害福祉課,1204,○
一般,3,1,2,203,障がい者チャレンジ雇用・就労支援事業,障害福祉課,30343,○（Ｓ）
一般,3,1,2,205,特別障がい者手当等支給事業,障害福祉課,88365,○
一般,3,1,2,206,児童発達支援通所事業,障害福祉課,67851,○
一般,3,1,2,210,身体・知的障がい者相談員事業運営費,障害福祉課,196,○
一般,3,1,2,211,障がい者福祉農園事業,障害福祉課,628,○
一般,3,1,2,214,精神障がい者グループホーム活用型ショートステイ事業,障害福祉課,4156,○
一般,3,1,2,218,障がい者おむつ支給等事業,障害福祉課,4520,○
一般,3,1,2,221,心身障がい者（児）一時保護事業,障害福祉課,26038,○（Ｓ）
一般,3,1,2,235,障がい者自立支援推進事業,障害福祉課,3819798,○（Ｓ）
一般,3,1,2,247,地域生活支援事業,障害福祉課,281389,○（Ｓ）
一般,3,1,3,257,老人保護措置費,高齢支援課,8131,○
一般,3,1,3,258,高齢者慶祝事業,高齢支援課,2298,○
一般,3,1,3,259,介護保険通所介護事業,高齢支援課,3,×
一般,3,1,3,261,シルバー人材センター助成事業,高齢支援課,33819,○
一般,3,1,3,266,老人福祉センター事業費,高齢支援課,63976,○
一般,3,1,3,270,老人クラブ助成事業,高齢支援課,9642,○
一般,3,1,3,272,高齢者集合住宅管理運営事業,高齢支援課,28355,※
一般,3,1,3,274,緊急通報システム事業,高齢支援課,1422,○
一般,3,1,3,278,介護保険推進事業,介護保険課,3758,○
一般,3,1,3,279,介護保険特別会計繰出,介護保険課,1514223,×
一般,3,1,3,286,高齢者おむつ支給等事業,高齢支援課,31122,○
一般,3,1,3,290,高齢者出張理髪事業,高齢支援課,274,○
一般,3,1,3,292,介護予防推進事業,高齢支援課,5500,○
一般,3,1,3,294,介護サービス基盤整備事業,高齢支援課,25006,○
一般,3,1,3,295,包括的支援一般福祉事業,高齢支援課,276,○
一般,3,1,3,296,後期高齢者医療特別会計繰出,保険年金課,1687859,×
一般,3,1,3,304,高齢者日常生活用具等給付事業,高齢支援課,723,○
一般,3,1,3,871,福祉サービス第三者評価事業,高齢支援課,1629,※
一般,3,1,3,876,高齢支援事務経費,高齢支援課,1025,×
一般,3,1,3,922,高齢者見守り相談窓口事業,高齢支援課,10793,○
一般,3,1,3,930,国庫支出金等返還に要する経費,介護保険課,6,×
一般,3,1,4,10,職員人件費等,人事課（人件費）,60149,×
一般,3,1,4,305,総合福祉センター管理運営費,福祉総務課,158311,○
一般,3,2,1,11,職員人件費等,人事課（人件費）,403954,×
一般,3,2,1,307,子育て支援課事務管理経費,子育て支援課,87779,×
一般,3,2,1,311,子ども・子育て支援推進事業,子育て支援課,3840,○
一般,3,2,1,882,たまっこ子育て応援事業,子育て支援課,264,○
一般,3,2,2,313,特別児童扶養手当支給事業,障害福祉課,62,×
一般,3,2,2,314,児童育成手当支給事業,子育て支援課,294467,○
一般,3,2,2,315,児童扶養手当支給事業,子育て支援課,521558,○
一般,3,2,2,316,子ども医療費助成事業,子育て支援課,509779,○（Ｓ）
一般,3,2,2,317,子どものための保育給付費,子育て支援課,2910149,○
一般,3,2,2,320,民間保育所補助事業,子育て支援課,1443219,○
一般,3,2,2,321,児童福祉法施行事務費,子育て支援課,242,○
一般,3,2,2,322,助産施設入所費,子育て支援課,3211,○
一般,3,2,2,323,子育てサポート事業,子育て支援課,58743,○
一般,3,2,2,324,認証保育所運営費補助事業,子育て支援課,680485,○
一般,3,2,2,325,病児・病後児保育事業,子育て支援課,22202,○
一般,3,2,2,329,ファミリー・サポート・センター運営事業,子育て総合センター【子ども家庭支援センター】,13427,○
一般,3,2,2,330,産前産後子育て支援事業,子育て支援課,2792,○
一般,3,2,2,331,子どもショートスティ事業,子育て支援課,1825,○
一般,3,2,2,336,児童手当支給事業,子育て支援課,2037351,○
一般,3,2,2,622,特定教育・保育の実費徴収に係る補足給付事業,子育て支援課,577,○
一般,3,2,2,623,保育サービス推進等事業,子育て支援課,24426,○
一般,3,2,2,704,保育士等キャリアアップ補助事業,子育て支援課,108032,○
一般,3,2,2,952,保育従事職員宿舎借り上げ支援事業,子育て支援課,6808,○
一般,3,2,2,985,多摩市保育所ブロック塀等改善事業補助金,子育て支援課,1069,●
一般,3,2,2,988,企業主導型保育事業保育料補助事業,子育て支援課,6403,○
一般,3,2,2,989,子育て支援施設等利用給付費,子育て支援課,151940,○（Ｓ）
一般,3,2,2,995,保育所等における新型コロナウイルス感染症対策事業補助金,子育て支援課,1150,○
一般,3,2,2,996,未婚の児童扶養手当受給者に対する臨時・特別給付金支給事業,子育て支援課,1336,×
一般,3,2,2,997,保育所等給食費負担軽減事業,子育て支援課,4251,○
一般,3,2,2,998,保育所等におけるＩＣＴ化推進事業,子育て支援課,42657,○
一般,3,2,2,999,多摩市保育人材と質の確保事業,子育て支援課,375,○
一般,3,2,3,337,ひとり親家庭等医療費助成事業,子育て支援課,50581,○
一般,3,2,3,339,ひとり親家庭ホームヘルプサービス事業,子育て支援課,3114,○
一般,3,2,3,341,ひとり親家庭自立支援給付金事業,子育て支援課,5835,○
一般,3,2,3,343,ひとり親家庭相談事業,子育て支援課,22103,○
一般,3,2,3,624,ひとり親家庭等学習支援事業,子育て支援課,6337,○
一般,3,2,4,12,職員人件費等,人事課（人件費）,550466,×
一般,3,2,4,345,児童館・学童クラブ管理経費,児童青少年課,291299,○
一般,3,2,4,346,児童館運営事業,児童青少年課,14616,○
一般,3,2,4,347,学童クラブ運営事業,児童青少年課,829663,○
一般,3,2,4,349,公立保育園管理運営費,子育て支援課,51572,○
一般,3,2,4,353,子ども家庭支援センター事業,子育て総合センター【子ども家庭支援センター】,18127,○
一般,3,2,4,354,子育て総合センター管理運営経費,子育て総合センター【子ども家庭支援センター】,49041,○
一般,3,2,4,992,パルテノン多摩・子どものエリア事業,子育て支援課,151,○
一般,3,3,1,13,職員人件費等,人事課（人件費）,243306,×
一般,3,3,1,360,生活保護法外事業,生活福祉課,7505,○
一般,3,3,2,361,生活保護法施行事務費,生活福祉課,74396,×
一般,3,3,2,362,生活保護費,生活福祉課,4110479,○
一般,3,3,2,363,中国残留邦人等支援事業,生活福祉課,12663,○
一般,3,4,1,14,職員人件費等,人事課（人件費）,27179,×
一般,3,4,1,364,国民年金事務経費,保険年金課,2992,○
一般,4,1,1,15,職員人件費等,人事課（人件費）,302954,×
一般,4,1,1,367,健康管理経費,健康推進課,26630,※
一般,4,1,1,368,健康センター管理経費,健康推進課,45796,※
一般,4,1,1,370,健康づくり地域活動推進事業,健康推進課,4468,○（Ｓ）
一般,4,1,1,371,母子保健事業,健康推進課,125152,○
一般,4,1,1,984,多摩市版地域医療連携構想策定事業,健康推進課,8050,○
一般,4,1,2,377,予防接種事業,健康推進課,322747,○
一般,4,1,2,378,感染症予防事業,健康推進課,42685,○
一般,4,1,2,380,成人保健対策事業,健康推進課,170111,○
一般,4,1,2,381,休日等診療事業,健康推進課,9461,○
一般,4,1,2,383,休日歯科応急診療事業,健康推進課,7675,○
一般,4,1,2,385,障がい児（者）歯科診療事業,健康推進課,34494,○
一般,4,1,2,388,歯科医療連携推進事業,健康推進課,490,○
一般,4,1,2,392,小児初期救急準夜診療事業,健康推進課,37505,○
一般,4,1,3,393,斎場・霊園管理経費,コミュニティ・生活課,35776,○
一般,4,1,3,394,公衆便所管理経費,公園緑地課,9022,○
一般,4,1,3,865,狂犬病予防・飼い主不明猫等対策経費,コミュニティ・生活課,1552,○（Ｓ）
一般,4,1,4,397,環境保全啓発事業,環境政策課,2928,○（Ｓ）
一般,4,1,4,850,多摩市みどりと環境審議会運営経費,環境政策課,770,○
一般,4,1,4,898,地球温暖化対策事業,環境政策課,8535,○
一般,4,1,5,403,公害対策事業,環境政策課,15429,○
一般,4,2,1,16,職員人件費等,人事課（人件費）,140113,×
一般,4,2,1,406,清掃事務経費,ごみ対策課,4533,○
一般,4,2,1,408,廃棄物減量等推進審議会経費,ごみ対策課,487,○
一般,4,2,2,409,塵芥収集事業,ごみ対策課,913522,○
一般,4,2,2,410,一部事務組合負担金,ごみ対策課,1025582,※
一般,4,2,2,412,ごみ減量化推進事業,ごみ対策課,50618,○
一般,4,2,2,413,資源化センター管理運営事業,資源化センター,912238,○
一般,4,2,2,414,収集機材管理事業,ごみ対策課,3293,○
一般,4,2,3,420,し尿処理事業,ごみ対策課,16088,○
一般,5,1,1,423,就業労働相談事業,経済観光課,6263,○
一般,5,1,1,424,勤労者福祉対策事業,経済観光課,12675,○
一般,6,1,1,426,農業委員会運営費,経済観光課,7830,○
一般,6,1,1,427,ふれあい農業推進事業,経済観光課,278,○
一般,6,1,2,17,職員人件費等,人事課（人件費）,35810,×
一般,6,1,2,428,農政事務経費,経済観光課,494,×
一般,6,1,3,430,都市農業推進事業,経済観光課,6833,○（Ｓ）
一般,6,1,3,432,家庭菜園推進事業,経済観光課,5339,○
一般,6,1,3,433,ふるさと多摩夏まつり補助事業,経済観光課,2100,○
一般,7,1,1,18,職員人件費等,人事課（人件費）,100844,×
一般,7,1,2,435,中小企業事業資金貸付あっせん事業,経済観光課,28322,○
一般,7,1,2,436,多摩商工会議所補助事業,経済観光課,9971,○
一般,7,1,2,437,多摩市商店会装飾街路灯補助事業,経済観光課,931,○
一般,7,1,2,439,創業支援事業,経済観光課,6606,○
一般,7,1,2,443,観光推進事業,経済観光課,4349,○
一般,7,1,2,445,聖蹟桜ヶ丘活性化事業,経済観光課,11513,○
一般,7,1,2,446,多摩センター地区活性化事業,経済観光課,14252,○
一般,7,1,2,447,商店街チャレンジ戦略支援事業,経済観光課,11874,○
一般,7,1,2,448,フィルムコミッション（撮影支援）事業,経済観光課,6061,○
一般,7,1,2,994,多摩市プレミアム付商品券事業,経済観光課,113482,※
一般,7,1,3,450,消費生活センター管理運営事業,コミュニティ・生活課,11432,○
一般,8,1,1,19,職員人件費等,人事課（人件費）,217388,×
一般,8,1,1,455,土木管理経費,道路交通課,18467,※
一般,8,1,1,456,営繕管理経費,施設保全課,10480,×
一般,8,2,1,20,職員人件費等,人事課（人件費）,97835,×
一般,8,2,1,458,道路橋りょう管理経費,道路交通課,14788,※
一般,8,2,1,461,街路灯維持管理経費,道路交通課,145200,○
一般,8,2,2,465,道路維持事業,道路交通課,175304,○
一般,8,2,2,466,多摩センター共同溝維持管理経費,道路交通課,34563,○
一般,8,2,2,467,街路樹等維持管理経費,道路交通課,215606,○
一般,8,2,3,468,道路整備事業,道路交通課,201965,○
一般,8,2,4,472,交通安全施設整備事業,道路交通課,43847,○
一般,8,2,5,473,橋りょう維持管理経費,道路交通課,195286,○
一般,8,3,1,21,職員人件費等,人事課（人件費）,291808,×
一般,8,3,1,475,都市計画審議会運営費,都市計画課,421,○
一般,8,3,1,476,都市計画管理経費,都市計画課,6086,○
一般,8,3,1,477,都市計画に関する基本的な方針推進事業,都市計画課,40366,○（Ｓ）
一般,8,3,1,479,地籍調査事業,道路交通課,38282,○
一般,8,3,1,480,都市計画基金積立,都市計画課,134102,×
一般,8,3,1,947,下水道事業会計繰出金,都市計画課,270498,×
一般,8,3,1,948,ニュータウン再生関連事業,都市計画課,29291,○
一般,8,3,4,493,公園管理経費,公園緑地課,653036,○
一般,8,3,4,494,公園整備事業,公園緑地課,492463,○
一般,8,3,5,495,みどりの保全育成事業,公園緑地課,6792,○
一般,8,3,5,497,グリーンライブセンター管理運営経費,公園緑地課,21582,○
一般,8,3,5,499,多摩市みどりの基金積立,環境政策課,5534,×
一般,8,4,1,500,住宅管理経費,都市計画課,67583,○
一般,8,4,1,501,住宅耐震改修等促進事業,都市計画課,6522,○（Ｓ）
一般,8,4,1,502,住宅相談事業,都市計画課,5327,○
一般,8,4,1,503,住宅助成事業,都市計画課,2100,○（Ｓ）
一般,8,4,1,921,住宅ストック対策事業,都市計画課,581,○
一般,9,1,1,506,消防事務委託等経費,防災安全課,1575025,○
一般,9,1,2,507,消防団運営経費,防災安全課,69353,○
一般,9,1,2,508,消防少年団育成指導費,防災安全課,100,○
一般,9,1,3,510,消防施設器具管理経費,防災安全課,98446,○
一般,9,1,4,512,水防対策経費,防災安全課,1339,○
一般,9,1,5,513,災害対策経費,防災安全課,249938,○
一般,9,1,5,514,総合防災訓練事業,防災安全課,4886,○
一般,9,1,5,515,自主防災組織育成事業,防災安全課,2629,○
一般,9,1,5,516,災害対策用資器材整備事業,防災安全課,28661,○
一般,9,1,5,518,急傾斜地崩壊対策事業,防災安全課,4078,○
一般,10,1,1,521,教育委員会運営費,教育振興課,6650,※
一般,10,1,1,522,表彰関係経費,教育振興課,101,○
一般,10,1,2,22,職員人件費等,人事課（人件費）,485848,×
一般,10,1,2,523,事務局事務経費,教育振興課,20122,※
一般,10,1,2,524,事務局事務経費,学校支援課,43749,×
一般,10,1,2,527,外国人学校児童・生徒の保護者に対する補助金,学校支援課,24,○
一般,10,1,2,531,学校情報環境整備事業,教育振興課,391486,○
一般,10,1,2,950,事務局事務経費,教育指導課,1062,×
一般,10,1,3,558,子どもパートナ―事業,教育指導課,0,○
一般,10,1,3,532,通学路安全対策事業,学校支援課,6311,○
一般,10,1,3,533,教育指導経費,教育指導課,147950,○（Ｓ）
一般,10,1,3,535,教育研究費,教育指導課,3313,○
一般,10,1,3,536,多摩市立教育センター運営費,教育センター,82775,○
一般,10,1,3,538,学校跡地施設管理経費,教育振興課,1675,×
一般,10,1,3,539,英語活動支援事業,教育指導課,36734,○
一般,10,1,3,541,市民キャリア等推進事業,教育指導課,864,○
一般,10,1,3,547,教職員研修等事業経費,教育指導課,265,※
一般,10,1,3,553,学校跡地施設市民開放経費,文化・市民協働課【文化・生涯学習推進課】,21527,○
一般,10,1,3,564,発表会運営事業,教育指導課,1876,○
一般,10,1,3,852,ＥＳＤ推進事業,教育指導課,865,○
一般,10,1,3,880,学校と家庭の連携推進事業,教育指導課,585,○
一般,10,1,3,899,オリンピック・パラリンピック教育推進事業,教育指導課,3724,○
一般,10,1,3,953,英語教育推進事業,教育指導課,9967,○
一般,10,1,3,982,プログラミング教育推進校事業,教育指導課,299,○
一般,10,2,1,23,職員人件費等,人事課（人件費）,81850,×
一般,10,2,1,565,学校管理運営費,教育振興課,262992,●
一般,10,2,1,566,学校管理運営費（小学校）,教育指導課,2661,○
一般,10,2,2,567,教育振興運営費,教育振興課,89685,△
一般,10,2,2,568,特別支援学級運営費,教育振興課,6557,◆
一般,10,2,2,569,就学援助費（小学校）,学校支援課,24480,○
一般,10,2,2,570,特別支援教育児童就学奨励事業（小学校）,学校支援課,1705,○
一般,10,2,2,571,学校行事等事業経費（小学校）,教育指導課,15318,○
一般,10,2,2,573,教科書採択事業（小学校）,教育指導課,73,○
一般,10,2,2,894,小学校動物飼育推進校事業,教育指導課,200,○
一般,10,2,3,578,保健管理運営費（小学校）,学校支援課,70852,○
一般,10,2,4,579,小学校施設整備事業,教育振興課,718256,○
一般,10,2,4,584,屋外運動場整備買取事業,教育振興課,452,×
一般,10,3,1,24,職員人件費等,人事課（人件費）,84008,×
一般,10,3,1,591,学校管理運営費,教育振興課,154886,●
一般,10,3,1,592,学校管理運営費（中学校）,教育指導課,1571,○
一般,10,3,2,593,教育振興運営費,教育振興課,57330,△
一般,10,3,2,594,特別支援学級運営費,教育振興課,2242,◆
一般,10,3,2,595,就学援助費（中学校）,学校支援課,18555,○
一般,10,3,2,596,特別支援教育生徒就学奨励事業（中学校）,学校支援課,3909,○
一般,10,3,2,597,学校行事等事業経費（中学校）,教育指導課,22717,○
一般,10,3,2,600,部活動補助事業,教育指導課,10370,○
一般,10,3,3,606,保健管理運営費（中学校）,学校支援課,40879,○
一般,10,3,4,607,中学校施設整備事業,教育振興課,1098340,○
一般,10,3,4,612,屋外運動場整備買取事業,教育振興課,933,×
一般,10,4,1,618,私立幼稚園等園児保護者補助金,子育て支援課,39883,○
一般,10,4,1,619,幼稚園就園奨励費補助金,子育て支援課,36926,○
一般,10,4,1,620,私立幼稚園に対する補助金,子育て支援課,18488,○
一般,10,4,1,621,子どものための教育給付費,子育て支援課,482011,○
一般,10,4,1,986,多摩市幼稚園ブロック塀等改善事業補助金,子育て支援課,2244,●
一般,10,5,1,26,職員人件費等,人事課（人件費）,194256,×
一般,10,5,1,632,文化関係団体育成費,文化・市民協働課【文化・生涯学習推進課】,3400,○
一般,10,5,1,635,放課後子ども教室事業,児童青少年課,7263,○
一般,10,5,1,636,成人式,児童青少年課,3965,○
一般,10,5,1,637,文化財保護審議会費,教育振興課,658,○
一般,10,5,1,638,文化財保護事業,教育振興課,11080,○
一般,10,5,1,639,埋蔵文化財発掘調査事業,教育振興課,10373,○
一般,10,5,1,640,古民家管理運営事業,教育振興課,12697,○
一般,10,5,1,641,旧多摩聖蹟記念館管理運営事業,教育振興課,10750,○
一般,10,5,1,642,生涯学習推進事業,文化・市民協働課【文化・生涯学習推進課】,3584,○
一般,10,5,1,644,地域教育力支援事業,教育振興課,14234,○
一般,10,5,1,648,施設予約システム管理運用経費,スポーツ振興課,6508,○
一般,10,5,1,862,学びあい育ちあい推進審議会費,教育振興課,1141,※
一般,10,5,1,901,わがまち学習講座事業,文化・市民協働課【文化・生涯学習推進課】,290,○
一般,10,5,1,983,旧北貝取小学校跡地整備事業,文化・市民協働課【文化・生涯学習推進課】,7000,○
一般,10,5,2,27,職員人件費等,人事課（人件費）,115228,×
一般,10,5,2,650,永山公民館管理運営費,永山公民館,164246,○
一般,10,5,2,651,学級・講座等社会教育事業,永山公民館,4941,○
一般,10,5,2,652,関戸公民館管理運営費,関戸公民館,596428,○
一般,10,5,2,653,学級・講座等社会教育事業,関戸公民館,2127,○
一般,10,5,3,28,職員人件費等,人事課（人件費）,309912,×
一般,10,5,3,655,図書館事務経費,図書館,9854,●
一般,10,5,3,656,図書整理事業,図書館,3816,●
一般,10,5,3,657,図書購入事業,図書館,56870,●
一般,10,5,3,658,図書館運営経費,図書館,198268,●（Ｓ）
一般,10,5,3,659,障がい者サービス事業,図書館,1711,●（Ｓ）
一般,10,5,3,931,多摩市立図書館本館再整備事業,図書館,8344,○
一般,10,5,4,662,八ヶ岳少年自然の家管理運営事業,教育振興課,67357,○
一般,10,6,1,667,学校開放費,教育振興課,70027,○
一般,10,6,1,668,体育事務経費,スポーツ振興課,742,×
一般,10,6,1,669,スポーツ推進委員費,スポーツ振興課,4218,○
一般,10,6,1,670,スポーツ教室運営事業,スポーツ振興課,5119,○
一般,10,6,1,672,スポーツ団体助成事業,スポーツ振興課,6432,○
一般,10,6,1,673,スポーツ大会等派遣事業,スポーツ振興課,2199,○
一般,10,6,1,674,地域スポーツ振興事業,スポーツ振興課,30,※
一般,10,6,1,881,東京ヴェルディ協働事業,スポーツ振興課,3259,○
一般,10,6,1,935,東京オリンピック・パラリンピック推進事業,オリンピック・パラリンピック推進室,21097,○
一般,10,6,1,960,スポーツ推進審議会経費,スポーツ振興課,4107,○
一般,10,6,2,677,クラブハウス管理運営費,教育振興課,5332,○
一般,10,6,2,683,武道館及び陸上競技場管理運営経費,スポーツ振興課,1097002,○
一般,10,6,2,685,温水プール管理運営費,スポーツ振興課,243527,○
一般,10,6,2,900,総合体育館及び屋外体育施設管理運営費,スポーツ振興課,341804,○
一般,10,6,3,30,職員人件費等,人事課（人件費）,84195,×
一般,10,6,3,688,学校給食費管理事務経費,学校支援課,42461,○
