"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","性・年代別","女性 18～29歳","28","3","6","13","4","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","性・年代別","女性 30～39歳","65","5","28","25","6","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","性・年代別","女性 40～49歳","95","14","21","48","10","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","性・年代別","女性 50～59歳","82","8","22","41","11","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","性・年代別","女性 60～69歳","55","2","13","29","10","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","性・年代別","女性 70歳以上","75","1","18","37","14","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","性・年代別","女性 無回答","0","0","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","性・年代別","無回答","10","1","2","6","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","職業別","自営業主・家族従業","92","8","27","40","15","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","職業別","会社員・団体職員・公務員","280","26","91","126","32","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","職業別","アルバイト・パートタイマー","58","6","13","24","13","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","職業別","家事専業","94","6","27","43","16","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","職業別","学生","20","5","2","9","3","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","職業別","無職","83","5","21","41","13","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","職業別","その他","26","3","8","12","3","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","職業別","無回答","5","0","0","3","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","居住地区別","芝地区","107","8","19","52","26","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","居住地区別","麻布地区","140","33","55","34","14","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","居住地区別","赤坂地区","88","2","21","49","15","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","居住地区別","高輪地区","155","5","41","83","23","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","居住地区別","芝浦港南地区","164","11","52","79","17","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","居住地区別","無回答","4","0","1","1","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","住居形態別","持家（一戸建）","95","3","25","41","23","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","住居形態別","持家（マンション）","302","21","81","153","44","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","住居形態別","借家（一戸建）","7","0","2","1","4","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","住居形態別","民間の賃貸マンション・アパート","171","26","57","67","17","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","住居形態別","都営住宅・区営住宅・区立住宅","28","3","7","11","4","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","2","6","6","3","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","住居形態別","社宅・公務員宿舎","20","2","5","12","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","5","1","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","住居形態別","その他","5","2","0","3","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","住居形態別","無回答","6","0","1","3","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","定住意向別","ずっと住み続けていたい","366","35","100","156","64","11"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","定住意向別","当分は住んでいたい","224","21","71","105","24","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","1","10","25","4","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","0","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","定住意向別","近いうちに区外に転居する予定である","9","2","3","3","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","定住意向別","わからない","14","0","5","8","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(16)商店街に活気がある","定住意向別","無回答","1","0","0","1","0","0"

"第32回港区民世論調査クロス集計表・区基本計画Q14-16","Ver202003",,,,,,,,,,
