"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","自分や家族の就職・転職・転勤のため[人]","商売が不振のため[人]","地代・家賃の負担が大きいため[人]","固定資産税・相続税の負担が大きいため[人]","住宅が狭いため[人]","日照・騒音などの環境が悪いため[人]","治安上安心して暮らせないため[人]","商店がないなど日常生活の便が悪いため[人]","地域のコミュニティが希薄で住みにくい[人]","子どもの教育環境が悪いため[人]","立ち退きを迫られているため[人]","結婚など家族関係の変化のため[人]","その他[人]"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","女性 18～29歳","4","0","0","3","0","3","1","0","1","0","2","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","女性 30～39歳","9","1","0","5","0","4","2","0","3","0","1","0","1","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","女性 40～49歳","12","4","0","4","0","4","1","0","0","1","2","0","0","3"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","女性 50～59歳","4","0","0","3","2","0","0","0","1","0","0","0","0","1"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","女性 60～69歳","2","0","0","0","0","0","1","0","1","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","女性 70歳以上","4","0","0","1","1","0","0","0","1","0","0","0","0","2"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","女性 無回答","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","無回答","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","職業別","自営業主・家族従業","9","0","0","0","3","0","3","0","4","1","2","0","0","2"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","職業別","会社員・団体職員・公務員","26","6","0","13","2","12","2","0","4","1","3","0","3","4"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","職業別","アルバイト・パートタイマー","3","0","0","2","0","0","2","0","1","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","職業別","家事専業","7","1","0","2","0","2","0","0","1","0","0","0","0","3"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","職業別","学生","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","職業別","無職","4","0","0","2","2","1","3","0","1","1","1","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","職業別","その他","4","1","0","2","1","0","0","0","1","1","1","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","職業別","無回答","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","居住地区別","芝地区","6","2","0","1","1","1","0","0","2","0","2","0","1","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","居住地区別","麻布地区","10","3","0","5","3","4","3","0","3","1","1","0","0","2"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","居住地区別","赤坂地区","8","0","0","2","2","0","3","0","1","2","0","0","0","3"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","居住地区別","高輪地区","13","1","0","4","2","3","3","0","3","1","2","0","1","2"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","居住地区別","芝浦港南地区","16","2","0","9","0","7","1","0","3","0","2","0","1","2"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","居住地区別","無回答","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","持家（一戸建）","4","1","0","0","3","0","2","0","2","1","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","持家（マンション）","21","1","0","5","5","4","6","0","6","3","3","0","2","3"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","借家（一戸建）","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","民間の賃貸マンション・アパート","23","4","0","14","0","11","1","0","3","0","4","0","1","4"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","都営住宅・区営住宅・区立住宅","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","1","0","0","1","0","0","0","0","0","0","0","0","0","1"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","社宅・公務員宿舎","4","2","0","1","0","0","1","0","1","0","0","0","0","1"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","寮・寄宿舎・住み込み・間借り","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","その他","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","無回答","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","定住意向別","ずっと住み続けていたい","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","定住意向別","当分は住んでいたい","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","5","0","20","8","15","9","0","11","4","6","0","1","5"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","0","0","0","1","0","1","0","1","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","定住意向別","近いうちに区外に転居する予定である","9","3","0","1","0","0","0","0","0","0","0","0","2","4"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","定住意向別","わからない","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","定住意向別","無回答","0","0","0","0","0","0","0","0","0","0","0","0","0","0"

"第32回港区民世論調査クロス集計表・定住意向Q2-1","Ver202003",,,,,,,,,,,,,,,,,
