文書番号,受付年月日,設置年月日,建築物の名称,建築敷地　地名地番,用途地域,高さ（ｍ）,延べ面積（㎡）,着工予定,主要用途,,
68,R5.12.14,R5.12.8,（仮称）日本橋本町一丁目９番計画新築工事,中央区日本橋本町一丁目6番地1、4、8、10、11、16、17、22,商業地域,49.95 ,"14,221.62 ",R6.6中旬,事務所、店舗、駐車場,,
69,R5.12.18,R5.12.15,八重洲一丁目北地区第一種市街地再開発事業に伴う施設建築物等新築工事（南地区）,中央区八重洲一丁目3番,商業地域,218.00 ,"185,600.00 ",R6.9.30,事務所、店舗、宿泊施設、駐車場,,
70,R5.12.22,R5.12.15,北清掃工場,北区志茂一丁目2番1 他,準工業地域,31.00 ,"35,812.53 ",R7.2.15,ごみ焼却場,,
71,R5.12.26,R5.12.22,中川建設発生土改良プラント　覆蓋施設、管理棟,足立区中川五丁目1番1号、他,準工業地域,10.15 ,"45,325.63 ",R7.4上旬,その他施設　建設発生土改良プラント,,
72,R5.12.27,R5.12.26,（仮称）葛飾区青戸四丁目計画,葛飾区青戸四丁目1154番,準工業地域,44.85 ,"13,516.48 ",R6.3中旬,共同住宅,,
73,R5.12.28,R5.12.26,月島四丁目住宅マンション建替事業,中央区月島四丁目1701番1,第二種住居地域,44.99 ,"44,550.00 ",R8.4.1,共同住宅,,
74,R6.1.17,R6.1.15,三田小山町西地区第一種市街地再開発事業に伴う施設建築物（北街区）,港区三田一丁目1004番,近隣商業地域、第二種住居地域,164.37 ,"106,964.69 ",R7.1.6,共同住宅、事務所、物販店舗、飲食店舗、駐車場、駐輪場,,
75,R6.1.17,R6.1.15,三田小山町西地区第一種市街地再開発事業に伴う施設建築物（南街区）,港区三田一丁目1005番,第二種住居地域,120.75 ,"70,688.89 ",R7.1.6,共同住宅、保育園、飲食店舗、駐車場、駐輪場,,
76,R6.1.17,R6.1.10,日本学生支援機構市谷事務所新営その他工事,新宿区市谷本村町42-10,第二種住居地域,26.369 ,"5,450.10 ",R6.4.1,事務所,,
77,R6.1.19,R6.1.16,（仮称）赤羽二丁目Ⅱ計画,北区赤羽二丁目3番21、23,商業地域,126.00 ,"34,600.00 ",R6.9.1,共同住宅（一部店舗）,,
78,R6.1.22,R6.1.18,（仮称）九段南２丁目計画,千代田区九段南二丁目1番1,第二種住居地域、商業地域,86.80 ,"22,404.81 ",R6.6.1,共同住宅,,
79,R6.1.22,R6.1.19,（仮称）大田区中馬込一丁目共同住宅　新築工事,大田区中馬込一丁目33番1、7、8、9,準住居地域、第二種住居地域,43.10 ,"24,760.71 ",R6.6.14,共同住宅、店舗、事務所,,
80,R6.1.31,R6.1.26,跡見学園中学校高等学校（仮称）多目的棟建設工事,文京区大塚一丁目56番地他　65番地他,第一種中高層住居専用地域、商業地域,13.50 ,824.12 ,R6.4.1,学校,,
81,R6.2.1,R6.1.29,（仮称）西麻布三丁目北東地区第一種市街地再開発事業施設建築物（A街区）新築工事,港区西麻布三丁目159番,商業地域／近隣商業地域、第二種中高層住居専用地域,199.98 ,"96,826.86 ",R6.9下旬,共同住宅、店舗、事務所、ホテル、自動車車庫,,
82,R6.2.5,R6.1.29,赤坂七丁目２番地区第一種市街地再開発事業　施設建築物等新築工事,港区赤坂七丁目2番　他　　,第二種住居地域,164.14 ,"87,839.00 ",R7.5.1,共同住宅、事務所、店舗、専修学校,,
83,R6.2.5,R6.2.2,（仮称）足立区中央本町一丁目計画,足立区中央本町一丁目398番2外,準工業地域、近隣商業地域,59.64 ,"12,925.41 ",R6.10.1,共同住宅,,
84,R6.2.5,R6.2.2,（仮称）小笠原父島プロジェクト,小笠原村父島字奥村6番4他,指定なし,12.60 ,"1,287.64 ",R6.6.1,共同住宅、寄宿舎、テナント,,
85,R6.2.7,R6.2.5,（仮称）板橋区加賀一丁目計画,板橋区加賀一丁目3356番1,準工業地域,36.04 ,"20,327.15 ",R6.9.30,共同住宅、店舗,,
86,R6.2.15,R6.2.13,（仮称）三田国際学園中学・高等学校ラボ棟増築工事,世田谷区用賀二丁目74番1,第一種低層住居専用地域,12.00 ,938.73 ,R6.5下旬,中学校、高等学校,,
87,R6.3.1,R6.2.29,（仮称）品川区南大井１丁目計画,品川区南大井一丁目1702番2,商業地域,69.18 ,"15,532.08 ",R7.1上旬,共同住宅,,
88,R6.3.21,R6.3.14,大田区立馬込第三小学校,大田区北馬込一丁目53番1,準住居地域、第一種中高層住居専用地域,23.80 ,"10,731.84 ",R7.11.1,小学校、児童福祉施設、資料館,,
89,R6.3.26,R6.2.20,（仮称）「新河岸水再生センター５号焼却炉電気室ほか2棟」建築工事,板橋区新河岸三丁目240番1ほか293筆,準工業地域,21.18 ,760.88 ,R7.4.1,下水道施設,,
90,R6.3.29,R6.3.22,（仮称）北区赤羽台1丁目計画,北区赤羽台一丁目１－３６、３－２、北区赤羽西一丁目４９８－２,第一種住居地域、第一種中高層住居専用地域、商業地域、近隣商業地域,102.00 ,"60,540.52 ",R7.1.1,共同住居、店舗、公共駐輪場,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,新規
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,93,,,
