月日（曜日）,予報日数,予報発令地域,予報発令時間,注意報日数,注意報発令地域,注意報発令時間,学校情報日数,学校情報提供地域,学校情報提供時間,オキシダント最高濃度時刻,オキシダント最高濃度測定局,オキシダント最高濃度濃度ppm,被害届出数（人）
6月6日（木）,,,,4,多摩西部,17:20～19:20,9,多摩西部,17:20～20:20,17,福生市本町,0.136,
6月6日（木）,,,,4,多摩南部,16:20～18:20,9,多摩南部,15:20～19:20,17,八王子市片倉町,0.13,
8月1日（木）,,,,,,,10,区東部,14:20～16:20,14,港区高輪,0.108,
8月1日（木）,,,,,,,,,,17,中央区晴海,0.108,
8月1日（木）,,,,,,,10,区北部,14:20～19:20,17,葛飾区鎌倉,0.126,
8月1日（木）,,,,5,区西部,14:20～17:20,10,区西部,13:20～18:20,15,練馬区石神井町,0.149,
8月1日（木）,,,,5,区南部,14:20～16:20,10,区南部,13:20～17:20,14,世田谷区世田谷,0.135,
8月1日（木）,,,,,,,10,,,15,世田谷区世田谷,0.135,
8月1日（木）,,,,5,多摩北部,14:20～17:20,10,多摩北部,13:20～18:20,15,武蔵野市関前,0.16,
8月1日（木）,,,,5,多摩中部,14:20～16:20,10,多摩中部,13:20～18:20,15,狛江市中和泉,0.156,
8月1日（木）,,,,,,,10,多摩南部,14:20～17:20,14,町田市能ヶ谷,0.11,
8月2日（金）,,,,,,,11,区東部,15:20～16:20,15,千代田区神田司町,0.107,
8月2日（金）,,,,,,,,,,15,港区高輪,0.107,
8月2日（金）,,,,,,,11,区北部,13:20～17:20,14,足立区西新井,0.123,
8月2日（金）,,,,6,区西部,14:20～16:20,11,区西部,12:20～17:20,14,練馬区石神井町,0.158,
8月2日（金）,,,,,,,,,,15,練馬区石神井町,0.158,
8月2日（金）,,,,6,区南部,13:20～16:20,11,区南部,12:20～16:20,13,世田谷区世田谷,0.144,
8月2日（金）,,,,6,多摩北部,14:20～16:20,11,多摩北部,12:20～17:20,14,武蔵野市関前,0.152,
8月2日（金）,,,,6,多摩中部,14:20～15:20,11,多摩中部,13:20～16:20,14,狛江市中和泉,0.135,
8月2日（金）,,,,,,,11,多摩西部,15:20～18:20,15,福生市本町,0.111,
8月2日（金）,,,,,,,11,多摩南部,14:20～16:20,13,町田市能ヶ谷,0.11,
8月3日（土）,3,区北部,10:20～14:20,,,,,,,16,足立区西新井,0.078,
8月3日（土）,3,多摩北部,10:20～14:20,,,,,,,13,西東京市田無町,0.097,
8月3日（土）,,,,,,,,,,14,清瀬市上清戸,0.097,
8月3日（土）,3,多摩中部,10:20～14:20,,,,,,,13,府中市宮西町,0.081,
9月1日（日）,,,,,,,12,区東部,16:20～18:20,16,江戸川区春江町,0.108,
9月10日（火）,,,,,,,13,区東部,14:20～18:20,16,江戸川区春江町,0.124,
9月10日（火）,,,,,,,13,区北部,15:20～18:20,15,荒川区南千住,0.115,
9月10日（火）,,,,7,区西部,16:20～18:20,13,区西部,15:20～18:20,16,練馬区石神井町,0.158,
9月10日（火）,,,,7,区南部,14:20～18:20,13,区南部,14:20～18:20,15,世田谷区世田谷,0.172,
9月10日（火）,,,,7,多摩北部,16:20～17:20,13,多摩北部,16:20～17:20,16,武蔵野市関前,0.145,
9月10日（火）,,,,7,多摩中部,16:20～17:20,13,多摩中部,15:20～17:20,15,狛江市中和泉,0.145,
9月11日（水）,,,,,,,14,区東部,13:20～15:20,13,江戸川区春江町,0.106,
9月11日（水）,,,,,,,14,区北部,14:20～15:20,14,荒川区南千住,0.105,
10月1日（火）,,,,,,,15,多摩北部,16:20～17:20,15,西東京市田無町,0.103,
10月2日（水）,,,,,,,16,区東部,16:20～18:20,16,江戸川区南葛西,0.131,
10月2日（水）,,,,,,,16,多摩北部,14:20～17:20,15,西東京市田無町,0.106,
10月2日（水）,,,,,,,16,多摩西部,16:20～18:20,16,福生市本町,0.107,
10月2日（水）,,,,,,,16,多摩南部,16:20～17:20,16,町田市金森,0.113,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
