市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
132217,,東京都,清瀬市,円通寺長屋門,エンツウジナガヤモン,,,市指定有形文化財,建造物,円通寺,東京都清瀬市下宿2-521,,35.797568,139.534432,042-491-0652,,1,棟,,円通寺,1981/10/1,常時,,,見学は外観のみ,,,寺社,,寺の記録から天保15年に建てられたことが判る長屋門。,,,
132217,,東京都,清瀬市,旧森田家主屋,キュウモリタケオモヤ,旧森田家,,市指定有形文化財,建造物,旧森田家,東京都清瀬市2-524-1,,35.79759,139.533366,,,1,棟,,清瀬市,1984/9/28,火水木金土日,09:30,16:30,"振替での休館日及び年末年始は利用不可
日曜日を除き施錠のため、見学は要問合せ。",,,古民家,,もとは野塩にあった農家で、江戸時代中期末から後期に建てられたものと思われる。,,,
132217,,東京都,清瀬市,外気舎記念館,ガイキシャキネンカン,外気舎,,市指定有形文化財,建造物,独立行政法人国立病院機構東京病院,東京都清瀬市竹丘3-1-1,,35.76696,139.504597,042-491-2111,,1,棟,,独立行政法人国立病院機構東京病院,2014/2/14,外観のみ見学可能,,,病院敷地内のため規制あり,,,療養施設,,大気療法･作業療法による退所前プログラムを実施する治療病棟として、昭和14年傷痍軍人東京療養所の開設にあわせて72棟を建築したうちの１棟。現状は屋根は波板に扉は引き戸に変更されているが、昭和４１年に移転保存した際の改築によるものと思われる。,,,
132217,,東京都,清瀬市,清戸獅子,キヨトジシ,清瀬の獅子舞,,市指定無形民俗文化財,芸能,日枝神社,東京都清瀬市中清戸2-616,,35.780059,139.526253,,,1,,,山王日枝神社清戸獅子舞保存会,1977/7/1,,,,,,,郷土芸能,,五穀豊穣を願って、三体の獅子と山の神による演舞が行われる。,,,
132217,,東京都,清瀬市,下宿囃子,シタジュクバヤシ,,,市指定無形民俗文化財,芸能,下宿八幡神社,東京都清瀬市下宿2-515,,35.798551,139.534935,,,1,,,下宿囃子保存会,1977/7/1,,,,,,,郷土芸能,,神田囃子の系統で、明治になってから娯楽との結集をはかって始められた。,,,
132217,,東京都,清瀬市,スギ,スギ,,,天然記念物,,日枝神社,東京都清瀬市中清戸2-616,,35.780059,139.526253,042-493-5211,,1,本,,日枝神社,1979/4/6,常時,,,,,,巨木,,日枝神社の御神木の杉で、推定樹齢は400年。,,,
132217,,東京都,清瀬市,ケヤキ,ケヤキ,,,天然記念物,,下宿八幡神社,東京都清瀬市下宿2-515,,35.798551,139.534935,,,1,本,,下宿八幡神社,1979/4/6,常時,,,,,,巨木,,26ｍにおよぶ樹高を持つケヤキで、幹は細くまっすぐに伸びる。推定樹齢は370年。,,,
132217,,東京都,清瀬市,清瀬病院跡地,キヨセビョウインアトチ,清瀬病院,,旧跡,その他,清瀬病院跡地,東京都清瀬市竹丘3-1-1,,35.76696,139.504597,042-491-2111,,1,,,独立行政法人国立病院機構東京病院外2件,2016/9/23,常時,,,現地に案内板３箇所あり,,,病院跡地,,昭和6年に東京府の結核病院として設置された。この病院の開設以降、周辺に多くの結核療養施設が開設された。,,,
132217,,東京都,清瀬市,中里の富士塚,ナカザトノフジヅカ,富士塚,,都指定有形民俗文化財,建造物,丸嘉講武州田無組中里講社,東京都清瀬市中里3-991-1,,35.783811,139.518492,,,1,,,丸嘉講武州田無組中里講社,1985/3/18,常時,,,,,,富士信仰,,築造年代は不明、富士講の一派である丸嘉講によって文政8年に再築されたと伝えられている。山頂には「仙元大菩薩」の社をかたどった石祠があり、これに向かって九十九折の登山道が設けられている。,,,
132217,,東京都,清瀬市,中里の火の花祭,ナカザトノヒノハナマツリ,火の花まつり,,都指定無形民俗文化財,その他,丸嘉講武州田無組中里講社,東京都清瀬市中里3-991-1,,35.783811,139.518492,,,1,,,丸嘉講武州田無組中里講社,1985/3/18,毎年9月1日に祭礼,,,,,,富士信仰に伴う祭り,,祭りの起源は不明。講中の人々によってお伝えと呼ばれる経文が唱えられたあと、富士塚の前に積み上げられた麦わらに火がつけられる。灰を持ち帰えり門口にまくと魔よけになるといわれる。,,,
132217,,東京都,清瀬市,下宿のふせぎ行事,シタジュクノフセギギョウジ,ふせぎ,,都指定無形民俗文化財,その他,下宿ふせぎ保存会,東京都清瀬市下宿2-519,,35.796863,139.534321,,,1,,,下宿ふせぎ保存会,1989/3/24,毎年5月3日に祭礼,,,,,,民間信仰,,旧清戸下宿村の民俗行事で、わらで編まれた蛇を村境に付け悪病や害虫から守る魔よけの風習。城前橋から下宿に入る所にある２本のアラカシの木に道をまたぐように大蛇を掛ける。,,,
132217,,東京都,清瀬市,清瀬のうちおり,キヨセノウチオリ,うちおり,,重要有形民俗文化財,美術工芸品,清瀬市郷土博物館,東京都清瀬市上清戸2-6-41,,35.779545,139.521398,042-493-8585,,469,枚,,清瀬市,2017/3/3,火水木金土日,09:00,17:00,月曜祝日の振替え休館日及び年末年始は利用不可。うちおりは常時公開していない,,,庶民衣料,,明治時代から昭和初期にかけて清瀬市とその周辺の地域で織られた布を用いた自家用の着物。,,http://www.museum-kiyose.jp/.html,
132217,,東京都,清瀬市,文明十年月待板碑,ブンメイジュウネンツキマチイタビ,板碑,,市指定有形文化財,その他,清瀬市郷土博物館,東京都清瀬市上清戸2-6-41,,35.779545,139.521398,042-493-8585,,1,基,,清瀬市,2019/12/20,火水木金土日,09:00,17:00,月曜祝日の振替え休館日及び年末年始は利用不可。,,,月待信仰に伴う供養塔,,文明十年（1478年）の銘がある月待信仰に伴う板碑で下宿内山遺跡から出土したもの。板碑は鎌倉時代～安土桃山時代にかけて各地で造立された供養塔のひとつ。,,http://www.museum-kiyose.jp/.html,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
