"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","そう思う[人]","まあそう思う[人]","どちらともいえない[人]","あまり思わない[人]","全く思わない[人]","無回答[人]"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(3)仕事に意欲的である","住居形態別","寮・寄宿舎・住み込み・間借り","6","1","4","1","0","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(3)仕事に意欲的である","住居形態別","その他","5","0","2","1","1","1","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(3)仕事に意欲的である","住居形態別","無回答","6","1","2","1","0","0","2"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(3)仕事に意欲的である","定住意向別","ずっと住み続けていたい","366","38","130","138","28","9","23"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(3)仕事に意欲的である","定住意向別","当分は住んでいたい","224","20","65","98","19","16","6"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(3)仕事に意欲的である","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","4","12","15","6","4","1"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(3)仕事に意欲的である","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","1","1","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(3)仕事に意欲的である","定住意向別","近いうちに区外に転居する予定である","9","1","4","3","1","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(3)仕事に意欲的である","定住意向別","わからない","14","1","5","8","0","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(3)仕事に意欲的である","定住意向別","無回答","1","1","0","0","0","0","0"

"第32回港区民世論調査クロス集計表・港区の職員に対する印象Q29-03","Ver202003",,,,,,,,,,,
