"年月[西暦]","調査項目","設問","方法","調査回答者の属性種別","調査回答者の属性","調査数[人]","利用したことがある[人]","実際に利用したことはないが、利用すると思う","利用しないと思う[人]","無回答[人]"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","性・年代別","女性 70歳以上","42","2","4","26","10"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","性・年代別","女性 無回答","0","0","0","0","0"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","性・年代別","無回答","14","0","1","2","11"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","職業別","自営業主・家族従業","86","11","13","52","10"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","職業別","会社員・団体職員・公務員","243","39","65","121","18"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","職業別","アルバイト・パートタイマー","35","4","10","18","3"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","職業別","家事専業","55","7","6","37","5"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","職業別","学生","13","1","3","8","1"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","職業別","無職","81","2","13","52","14"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","職業別","その他","31","6","4","16","5"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","職業別","無回答","14","0","0","2","12"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","居住地区別","芝地区","86","10","13","53","10"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","居住地区別","麻布地区","87","13","13","54","7"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","居住地区別","赤坂地区","81","11","16","46","8"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","居住地区別","高輪地区","146","18","31","84","13"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","居住地区別","芝浦港南地区","139","18","40","64","17"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","居住地区別","無回答","19","0","1","5","13"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","住居形態別","持家（一戸建）","64","6","14","34","10"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","住居形態別","持家（マンション）","267","34","57","149","27"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","住居形態別","借家（一戸建）","9","1","0","8","0"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","住居形態別","民間の賃貸マンション・アパート","151","28","24","84","15"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","住居形態別","都営住宅・区営住宅・区立住宅","26","0","7","16","3"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","1","5","4","1"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","住居形態別","社宅・公務員宿舎","10","0","6","4","0"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","住居形態別","寮・寄宿舎・住み込み・間借り","4","0","1","2","1"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","住居形態別","その他","5","0","0","5","0"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","住居形態別","無回答","11","0","0","0","11"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","定住意向別","ずっと住み続けていたい","279","26","52","167","34"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","定住意向別","当分は住んでいたい","203","37","50","91","25"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","5","8","28","4"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","0","0","5","0"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","定住意向別","近いうちに区外に転居する予定である","13","2","1","7","3"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","定住意向別","わからない","10","0","2","7","1"
"202203","自殺対策","Q29. あなたはストレスを感じたときに、以下の方法 で 悩みを相談したいと思いますか 。（○はそれぞれ１つずつ）","３　メールを利用して相談する","定住意向別","無回答","3","0","1","1","1"

"第33回港区民世論調査クロス集計表・自殺対策Q29-3","Ver202203",,,,,,,,,
