"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","性・年代別","女性 40～49歳","95","44","40","10","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","性・年代別","女性 50～59歳","82","34","41","5","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","性・年代別","女性 60～69歳","55","9","30","11","4","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","性・年代別","女性 70歳以上","75","16","40","14","1","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","性・年代別","女性 無回答","0","0","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","性・年代別","無回答","10","3","6","0","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","職業別","自営業主・家族従業","92","26","44","16","5","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","職業別","会社員・団体職員・公務員","280","108","131","30","6","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","職業別","アルバイト・パートタイマー","58","24","25","5","3","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","職業別","家事専業","94","30","51","12","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","職業別","学生","20","11","8","1","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","職業別","無職","83","22","43","13","2","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","職業別","その他","26","11","11","3","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","職業別","無回答","5","0","3","0","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","居住地区別","芝地区","107","38","56","7","2","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","居住地区別","麻布地区","140","52","60","21","5","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","居住地区別","赤坂地区","88","33","42","10","2","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","居住地区別","高輪地区","155","45","81","23","3","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","居住地区別","芝浦港南地区","164","64","74","19","5","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","居住地区別","無回答","4","0","3","0","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","住居形態別","持家（一戸建）","95","30","44","16","3","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","住居形態別","持家（マンション）","302","103","153","35","7","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","住居形態別","借家（一戸建）","7","2","3","1","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","住居形態別","民間の賃貸マンション・アパート","171","72","73","21","2","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","住居形態別","都営住宅・区営住宅・区立住宅","28","8","16","1","1","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","6","6","4","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","住居形態別","社宅・公務員宿舎","20","6","12","2","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","住居形態別","寮・寄宿舎・住み込み・間借り","6","3","3","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","住居形態別","その他","5","1","3","0","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","住居形態別","無回答","6","1","3","0","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","定住意向別","ずっと住み続けていたい","366","128","177","43","8","10"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","定住意向別","当分は住んでいたい","224","78","106","30","9","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","17","19","4","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","2","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","定住意向別","近いうちに区外に転居する予定である","9","5","3","1","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","定住意向別","わからない","14","4","8","2","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(5)バスや鉄道の利便性が高い","定住意向別","無回答","1","0","1","0","0","0"

"第32回港区民世論調査クロス集計表・区基本計画Q14-05","Ver202003",,,,,,,,,,
