事業所規模,産業,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30人以上,TL 調査産業計,令和３,2021,11月,18.1,18.7,17.1,146.8,157.1,131.7,133.2,140.6,122.4,13.6,16.5,9.3
30人以上,TL 調査産業計,令和３,2021,12月,17.8,18.4,16.9,145,155.5,129.8,131.5,139,120.8,13.5,16.5,9
30人以上,"C 鉱業,採石業,砂利採取業",平成28,2016,年平均,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,18.8,18.9,18.3,154.7,158.9,142.9,135.1,136.9,130,19.6,22,12.9
30人以上,"C 鉱業,採石業,砂利採取業",平成31・令和元,2019,年平均,18.6,18.7,18.2,154.6,157.9,143.5,136,137.5,130.9,18.6,20.4,12.6
30人以上,"C 鉱業,採石業,砂利採取業",令和２,2020,年平均,18.9,19,18.5,156.7,159.1,148.7,136.9,137.8,134,19.8,21.3,14.7
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,年平均,18.7,18.7,18.5,158.4,161.7,149.4,135.5,136.9,131.7,22.9,24.8,17.7
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,1月,16.8,16.7,17.1,145.9,147,141.9,126.2,127,123.2,19.7,20,18.7
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,2月,17,17.2,16.6,145.6,149,136.6,123.2,125.4,117.3,22.4,23.6,19.3
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,3月,21,21.2,20.6,179.4,182.6,170.6,152,154.1,146.3,27.4,28.5,24.3
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,4月,19.5,19.6,19.3,164.8,168.8,154.6,141.2,143.3,135.8,23.6,25.5,18.8
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,5月,17.1,17.3,16.5,145.4,150.8,132,123,125.8,115.9,22.4,25,16.1
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,6月,20.9,21,20.6,177.2,181,165.3,152.9,154.2,148.8,24.3,26.8,16.5
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,7月,19.1,19.2,18.6,163.7,167.5,151.8,138.5,140,133.9,25.2,27.5,17.9
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,8月,18.7,18.7,18.8,158.2,160.5,151.1,136.2,136.5,135.2,22,24,15.9
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,9月,18.2,18.2,18.2,156.3,159.1,147.6,132.7,133.2,131.2,23.6,25.9,16.4
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,10月,18.9,18.9,18.9,157.8,161,149.3,136.4,137.1,134.5,21.4,23.9,14.8
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,11月,18.5,18.6,18.3,155.4,158.8,146,133.2,134.5,129.5,22.2,24.3,16.5
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,12月,18.1,18.1,18.3,151.6,153.7,146.1,130.9,131.4,129.7,20.7,22.3,16.4
30人以上,D 建設業,平成28,2016,年平均,20.3,20.5,19,178.2,180.9,160.5,157.6,159.1,147.5,20.6,21.8,13
30人以上,D 建設業,平成29,2017,年平均,20.3,20.5,19.2,180,182.9,162.6,156.3,157.3,150.2,23.7,25.6,12.4
30人以上,D 建設業,平成30,2018,年平均,20.3,20.7,18.5,179.2,183.6,156.8,153.8,155.7,144.5,25.4,27.9,12.3
30人以上,D 建設業,平成31・令和元,2019,年平均,19.6,19.9,18.3,171,174.5,152.1,145.7,146.9,139.2,25.3,27.6,12.9
30人以上,D 建設業,令和２,2020,年平均,19.2,19.4,18.2,167.5,170.3,151.1,146.1,147.4,138.4,21.4,22.9,12.7
30人以上,D 建設業,令和３,2021,年平均,19.2,19.4,18.3,168.4,171,153.9,146.2,147.3,139.9,22.2,23.7,14
30人以上,D 建設業,令和３,2021,1月,18,18.2,17,155.5,157.7,145.1,136.3,137.1,132.5,19.2,20.6,12.6
30人以上,D 建設業,令和３,2021,2月,18.5,18.6,17.4,162.4,165,146.1,139.6,140.7,132.8,22.8,24.3,13.3
30人以上,D 建設業,令和３,2021,3月,19.8,19.9,19.4,175,177.1,163.1,150.7,151.3,147.4,24.3,25.8,15.7
30人以上,D 建設業,令和３,2021,4月,20.8,20.9,19.9,183,185.5,169,158.8,159.8,153,24.2,25.7,16
30人以上,D 建設業,令和３,2021,5月,18.4,18.6,17.5,161,163.6,147.1,139.5,140.7,133.1,21.5,22.9,14
30人以上,D 建設業,令和３,2021,6月,19.8,19.9,19.6,173.2,175.1,162.5,151.9,152.3,149.7,21.3,22.8,12.8
30人以上,D 建設業,令和３,2021,7月,20.6,20.8,19.2,177.8,181,159.4,155.6,157.3,146,22.2,23.7,13.4
30人以上,D 建設業,令和３,2021,8月,18,18.1,17.1,157.3,159.9,144,136.3,137.4,130.7,21,22.5,13.3
30人以上,D 建設業,令和３,2021,9月,18.6,18.8,17.6,163.2,166.1,148.3,141.6,142.9,134.8,21.6,23.2,13.5
30人以上,D 建設業,令和３,2021,10月,19.4,19.5,18.6,170.9,173.4,156.5,147.8,148.9,141.5,23.1,24.5,15
30人以上,D 建設業,令和３,2021,11月,19.8,20,18.6,173.7,176.8,156.9,150.9,152.5,142.2,22.8,24.3,14.7
30人以上,D 建設業,令和３,2021,12月,19.2,19.4,18.1,167.5,170.5,150.9,145.1,146.5,137.3,22.4,24,13.6
30人以上,E 製造業,平成28,2016,年平均,18.7,19,18,156.4,161.2,143.6,143.7,147.3,134.1,12.7,13.9,9.5
30人以上,E 製造業,平成29,2017,年平均,18.9,19.1,18.2,157.9,162.4,145.6,145,148.3,136.2,12.9,14.1,9.4
30人以上,E 製造業,平成30,2018,年平均,18.7,19.1,18,158.8,164.4,146.1,144.4,148.4,135.3,14.4,16,10.8
30人以上,E 製造業,平成31・令和元,2019,年平均,18.5,18.8,17.6,156.1,160.3,145.4,142.1,145.4,133.6,14,14.9,11.8
30人以上,E 製造業,令和２,2020,年平均,18.4,18.7,17.7,152.8,156.9,142.7,140.8,144.3,132.2,12,12.6,10.5
30人以上,E 製造業,令和３,2021,年平均,18.3,18.7,17.5,153.5,159.3,140.5,140.3,145.3,129.2,13.2,14,11.3
30人以上,E 製造業,令和３,2021,1月,16.8,17.1,16,140.5,146,128.4,128.4,133.1,118.2,12.1,12.9,10.2
30人以上,E 製造業,令和３,2021,2月,17.7,18,17,147.7,153.1,135.3,135.3,139.8,125,12.4,13.3,10.3
30人以上,E 製造業,令和３,2021,3月,18.6,19.2,17.4,156.6,163.6,140.7,143.1,149.1,129.5,13.5,14.5,11.2
30人以上,E 製造業,令和３,2021,4月,19.8,20.2,18.8,166,171.5,152.9,152.3,157.2,140.7,13.7,14.3,12.2
30人以上,E 製造業,令和３,2021,5月,17.1,17.3,16.5,143.6,147.7,134.4,131,134.6,122.9,12.6,13.1,11.5
30人以上,E 製造業,令和３,2021,6月,19.4,19.7,18.6,160.2,166.4,146.7,147.2,152.5,135.6,13,13.9,11.1
30人以上,E 製造業,令和３,2021,7月,19.3,19.7,18.4,160.8,167,147.1,147.1,152.4,135.6,13.7,14.6,11.5
30人以上,E 製造業,令和３,2021,8月,16.6,16.9,16.1,140.5,145.1,130.6,128.3,132.3,119.8,12.2,12.8,10.8
30人以上,E 製造業,令和３,2021,9月,18.3,18.7,17.4,153.1,159,140.1,139.8,144.8,128.9,13.3,14.2,11.2
30人以上,E 製造業,令和３,2021,10月,18.7,19.1,17.8,156.3,161.9,143.4,142.3,147.2,131,14,14.7,12.4
30人以上,E 製造業,令和３,2021,11月,19,19.5,18,160.1,167,144.6,146.1,151.8,133.3,14,15.2,11.3
30人以上,E 製造業,令和３,2021,12月,18.6,19,17.5,156.4,162.5,142.3,142.6,148,130.1,13.8,14.5,12.2
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,18.5,18.7,17.9,164.4,166.9,155,146.3,147.8,140.7,18.1,19.1,14.3
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,年平均,18.7,18.8,18,162.6,164.3,155.8,148.5,149.5,144.3,14.1,14.8,11.5
30人以上,F 電気・ガス・熱供給・水道業,平成30,2018,年平均,18.4,18.5,17.9,158.2,160.3,147.4,142.4,143.5,136.4,15.8,16.8,11
30人以上,F 電気・ガス・熱供給・水道業,平成31・令和元,2019,年平均,18,18.1,17.5,153.6,156.4,139,135.2,136.9,126.1,18.4,19.5,12.9
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,年平均,18.5,18.6,17.9,156.3,158.5,145.2,138.9,140.3,131.7,17.4,18.2,13.5
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,年平均,18.8,18.9,18.2,158.5,160.4,149.4,142.4,143.7,136.4,16.1,16.7,13
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,1月,17.3,17.5,16.5,145.8,148,134.6,130.5,132.1,122.7,15.3,15.9,11.9
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,2月,17.4,17.5,16.8,147.1,148.7,139.2,132.1,133.2,126.4,15,15.5,12.8
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,3月,19.4,19.5,18.7,165,166.8,155.7,147,148.4,139.9,18,18.4,15.8
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,4月,20.2,20.3,19.8,170.7,172.1,163.8,153.7,154.7,149,17,17.4,14.8
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,5月,17.5,17.6,16.9,147.8,149.5,138.9,132.7,133.9,126.6,15.1,15.6,12.3
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,6月,20.4,20.5,20.3,171.6,172.8,165.8,155.4,156,152.3,16.2,16.8,13.5
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,7月,19.2,19.3,18.5,160.9,162.9,151.4,145.1,146.4,139.1,15.8,16.5,12.3
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,8月,19.2,19.3,18.6,159.6,161.7,150.3,144.6,145.8,139.2,15,15.9,11.1
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,9月,18.6,18.8,17.9,156.4,158.3,146.2,141.3,142.6,134.6,15.1,15.7,11.6
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,10月,19.3,19.4,18.4,163.9,166.4,151.7,146.3,148,138.1,17.6,18.4,13.6
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,11月,18.8,18.9,18.1,159.4,161.4,149.8,142.1,143.4,135.9,17.3,18,13.9
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,12月,18.6,18.7,18,155.7,157.6,146.4,140.2,141.4,134.4,15.5,16.2,12
30人以上,G 情報通信業,平成28,2016,年平均,18.8,19,18,162.1,166,149.5,142.7,145.4,133.9,19.4,20.6,15.6
30人以上,G 情報通信業,平成29,2017,年平均,18.9,19.1,18.1,161.4,165.2,149.8,143.9,146.6,135.6,17.5,18.6,14.2
30人以上,G 情報通信業,平成30,2018,年平均,18.7,18.9,18.2,157.4,160.7,148.5,142.5,145.3,135,14.9,15.4,13.5
30人以上,G 情報通信業,平成31・令和元,2019,年平均,18.6,18.8,18,158.4,161.8,148.7,141.4,143.9,134.1,17,17.9,14.6
30人以上,G 情報通信業,令和２,2020,年平均,18.7,18.9,18,158.3,162.1,148.4,141.9,144.6,134.8,16.4,17.5,13.6
30人以上,G 情報通信業,令和３,2021,年平均,18.7,18.9,18,159.8,163.6,150.4,143,145.8,136.1,16.8,17.8,14.3
30人以上,G 情報通信業,令和３,2021,1月,17.7,18,17,150.8,154.7,141,135.1,138.1,127.6,15.7,16.6,13.4
30人以上,G 情報通信業,令和３,2021,2月,17.3,17.5,16.6,148,152,138.3,131.6,134.6,124.3,16.4,17.4,14
30人以上,G 情報通信業,令和３,2021,3月,19.5,19.8,18.8,167,171.1,156.7,148.4,151.4,140.8,18.6,19.7,15.9
30人以上,G 情報通信業,令和３,2021,4月,20.1,20.3,19.6,170.9,174.3,162.8,153.3,155.8,147.4,17.6,18.5,15.4
30人以上,G 情報通信業,令和３,2021,5月,17.6,17.9,16.9,150.9,154.7,142,135,137.8,128.4,15.9,16.9,13.6
30人以上,G 情報通信業,令和３,2021,6月,19.6,19.9,19,167.8,171.6,158.6,150.7,153.4,144.2,17.1,18.2,14.4
30人以上,G 情報通信業,令和３,2021,7月,19.2,19.5,18.6,164,168,154.1,147,149.9,139.8,17,18.1,14.3
30人以上,G 情報通信業,令和３,2021,8月,18.2,18.4,17.6,155.6,159.2,147,139.8,142.5,133.3,15.8,16.7,13.7
30人以上,G 情報通信業,令和３,2021,9月,18.2,18.5,17.6,156.4,159.9,147.4,140.1,142.7,133.5,16.3,17.2,13.9
30人以上,G 情報通信業,令和３,2021,10月,19.2,19.4,18.6,164.5,168.4,155,147.3,150.1,140.4,17.2,18.3,14.6
30人以上,G 情報通信業,令和３,2021,11月,18.8,19.1,18.1,161.4,165.4,151.8,144.1,147.1,137.1,17.3,18.3,14.7
30人以上,G 情報通信業,令和３,2021,12月,18.6,18.9,17.9,159.7,163.8,149.9,143.2,146.2,136.2,16.5,17.6,13.7
30人以上,"H 運輸業,郵便業",平成28,2016,年平均,18.9,19.2,18,165.5,171.3,143.5,146.9,150.4,133.6,18.6,20.9,9.9
30人以上,"H 運輸業,郵便業",平成29,2017,年平均,19.2,19.6,18,164.8,170.6,143.1,146.8,150.4,133.2,18,20.2,9.9
30人以上,"H 運輸業,郵便業",平成30,2018,年平均,18.9,19.4,17.1,157.7,164.7,131.5,139.5,144.3,121.5,18.2,20.4,10
30人以上,"H 運輸業,郵便業",平成31・令和元,2019,年平均,18.5,19,16.8,159.1,167.8,132.1,138.1,143.5,121.4,21,24.3,10.7
30人以上,"H 運輸業,郵便業",令和２,2020,年平均,17.6,18.6,14.7,150,162.7,114.3,130.5,138.9,107,19.5,23.8,7.3
30人以上,"H 運輸業,郵便業",令和３,2021,年平均,17.6,18.3,15.7,150.8,160.5,123.2,131.9,137.9,114.9,18.9,22.6,8.3
30人以上,"H 運輸業,郵便業",令和３,2021,1月,16.3,17.5,13,139,152.3,100.2,121.8,131.6,93.2,17.2,20.7,7
30人以上,"H 運輸業,郵便業",令和３,2021,2月,16,17.2,12.7,135.8,149.5,96.1,118.4,128.4,89.5,17.4,21.1,6.6
30人以上,"H 運輸業,郵便業",令和３,2021,3月,17,18.1,13.7,145.3,158.4,107.3,127,136.3,99.8,18.3,22.1,7.5
30人以上,"H 運輸業,郵便業",令和３,2021,4月,17.9,18.9,14.9,158,167.3,131.1,137.9,143.1,123,20.1,24.2,8.1
30人以上,"H 運輸業,郵便業",令和３,2021,5月,16.9,17.3,15.8,142.5,149.9,121.5,125.1,128.9,114.3,17.4,21,7.2
30人以上,"H 運輸業,郵便業",令和３,2021,6月,18.2,18.7,17,153.9,162.7,129.1,135.5,140.3,121.9,18.4,22.4,7.2
30人以上,"H 運輸業,郵便業",令和３,2021,7月,18.4,18.9,17.2,156.3,164.7,133.2,137.6,142.5,124.1,18.7,22.2,9.1
30人以上,"H 運輸業,郵便業",令和３,2021,8月,17.4,17.8,16.3,148.6,156.8,127.2,130.7,135.3,118.8,17.9,21.5,8.4
30人以上,"H 運輸業,郵便業",令和３,2021,9月,17.8,18.5,16,152.8,162,126.1,132.7,138,117.3,20.1,24,8.8
30人以上,"H 運輸業,郵便業",令和３,2021,10月,18.3,18.6,17.5,156,163.6,135.5,137.3,141.4,126,18.7,22.2,9.5
30人以上,"H 運輸業,郵便業",令和３,2021,11月,18.8,19.2,17.4,160.8,170,135.3,140.4,145.7,125.7,20.4,24.3,9.6
30人以上,"H 運輸業,郵便業",令和３,2021,12月,18.6,19.1,17.1,160.7,170.6,134,138.8,144.4,123.6,21.9,26.2,10.4
30人以上,"I 卸売業,小売業",平成28,2016,年平均,18.6,19.2,17.7,143.1,153.5,128.6,133.9,142.4,122.1,9.2,11.1,6.5
30人以上,"I 卸売業,小売業",平成29,2017,年平均,18.6,19.2,17.7,145.9,156.2,131.4,137,145.4,125.1,8.9,10.8,6.3
30人以上,"I 卸売業,小売業",平成30,2018,年平均,18.6,19.1,17.9,146.1,155.8,132,137.1,145.2,125.2,9,10.6,6.8
30人以上,"I 卸売業,小売業",平成31・令和元,2019,年平均,18,18.5,17.2,142.2,152.7,127.2,132.4,141,120.2,9.8,11.7,7
30人以上,"I 卸売業,小売業",令和２,2020,年平均,17.8,18.5,17,140.6,150.8,125.8,131.4,140,119,9.2,10.8,6.8
30人以上,"I 卸売業,小売業",令和３,2021,年平均,18.1,18.6,17.3,144.7,154.1,130.6,133.6,141.1,122.3,11.1,13,8.3
30人以上,"I 卸売業,小売業",令和３,2021,1月,17.3,17.8,16.5,138,146.9,124.5,128,135.1,117.2,10,11.8,7.3
30人以上,"I 卸売業,小売業",令和３,2021,2月,17.2,17.7,16.4,137.5,146.7,123.5,127,134.3,115.8,10.5,12.4,7.7
30人以上,"I 卸売業,小売業",令和３,2021,3月,18,18.6,17,144.1,154.1,128.6,132.7,140.8,120,11.4,13.3,8.6
30人以上,"I 卸売業,小売業",令和３,2021,4月,19.2,19.7,18.3,153.6,162.7,139.3,141.5,149,129.9,12.1,13.7,9.4
30人以上,"I 卸売業,小売業",令和３,2021,5月,17.6,18,17,141.7,150.2,129,130.6,137.3,120.6,11.1,12.9,8.4
30人以上,"I 卸売業,小売業",令和３,2021,6月,18.4,18.9,17.6,146.5,156,132,135.6,143.2,124.1,10.9,12.8,7.9
30人以上,"I 卸売業,小売業",令和３,2021,7月,18.9,19.5,17.9,151.9,162.5,136,140.3,148.7,127.6,11.6,13.8,8.4
30人以上,"I 卸売業,小売業",令和３,2021,8月,17.5,17.9,16.9,139.7,148.4,126.9,128.9,135.7,118.9,10.8,12.7,8
30人以上,"I 卸売業,小売業",令和３,2021,9月,17.7,18.1,17,141.2,149.8,128.3,130.6,137.5,120.3,10.6,12.3,8
30人以上,"I 卸売業,小売業",令和３,2021,10月,18.4,18.9,17.6,147.3,156.8,133,135.7,143.3,124.3,11.6,13.5,8.7
30人以上,"I 卸売業,小売業",令和３,2021,11月,18.6,19.1,17.8,149.1,158.7,134.8,137.4,144.9,126.2,11.7,13.8,8.6
30人以上,"I 卸売業,小売業",令和３,2021,12月,18.3,18.8,17.5,146.6,157,131.2,135.2,143.4,123,11.4,13.6,8.2
30人以上,"J 金融業,保険業",平成28,2016,年平均,18.3,18.9,17.6,153.1,164.8,139.5,133.8,140.9,125.6,19.3,23.9,13.9
30人以上,"J 金融業,保険業",平成29,2017,年平均,18.5,19,17.8,153.3,164,140.5,134.8,141.2,127.1,18.5,22.8,13.4
30人以上,"J 金融業,保険業",平成30,2018,年平均,18.7,19.3,18.1,152.7,162.1,142.2,135.9,142.5,128.5,16.8,19.6,13.7
30人以上,"J 金融業,保険業",平成31・令和元,2019,年平均,18.2,18.6,17.8,149.2,156.4,140.9,131.2,135.7,126,18,20.7,14.9
30人以上,"J 金融業,保険業",令和２,2020,年平均,18.2,18.6,17.8,151.5,160.6,141.7,132,137,126.6,19.5,23.6,15.1
30人以上,"J 金融業,保険業",令和３,2021,年平均,18.4,18.9,17.8,152.9,162,142.9,134.2,140.1,127.7,18.7,21.9,15.2
30人以上,"J 金融業,保険業",令和３,2021,1月,17.4,17.9,16.8,146.8,156.5,136,128.3,134.6,121.3,18.5,21.9,14.7
30人以上,"J 金融業,保険業",令和３,2021,2月,16.3,16.9,15.7,137.2,146.7,126.4,119.9,125.8,113.2,17.3,20.9,13.2
30人以上,"J 金融業,保険業",令和３,2021,3月,19.6,20.1,19,162.6,173.5,150.6,142.7,149.8,135,19.9,23.7,15.6
30人以上,"J 金融業,保険業",令和３,2021,4月,19.8,20.4,19.1,164.9,174.6,153.8,144.4,150.9,136.9,20.5,23.7,16.9
30人以上,"J 金融業,保険業",令和３,2021,5月,17.1,17.5,16.8,143.8,150.9,136,125.4,129.6,120.8,18.4,21.3,15.2
30人以上,"J 金融業,保険業",令和３,2021,6月,19.3,19.8,18.8,159.3,168.5,149.5,140.6,146.3,134.5,18.7,22.2,15
30人以上,"J 金融業,保険業",令和３,2021,7月,18.7,19.2,18.2,155.3,163.6,145.8,136.3,141.5,130.4,19,22.1,15.4
30人以上,"J 金融業,保険業",令和３,2021,8月,18,18.5,17.5,148.8,157.3,139.6,131.9,137.7,125.6,16.9,19.6,14
30人以上,"J 金融業,保険業",令和３,2021,9月,18.1,18.7,17.6,149.7,158.6,140,131.6,137.4,125.2,18.1,21.2,14.8
30人以上,"J 金融業,保険業",令和３,2021,10月,19,19.6,18.4,157.4,167,147.1,138.5,145.1,131.4,18.9,21.9,15.7
30人以上,"J 金融業,保険業",令和３,2021,11月,18.4,19,17.8,153,162.2,142.9,133.6,139.7,126.9,19.4,22.5,16
30人以上,"J 金融業,保険業",令和３,2021,12月,18.9,19.4,18.4,156.5,165.4,146.8,137.6,143.5,131.2,18.9,21.9,15.6
30人以上,"K 不動産業,物品賃貸業",平成28,2016,年平均,18.8,19.3,17.7,151.1,159.8,135.1,137.1,144.2,124.1,14,15.6,11
30人以上,"K 不動産業,物品賃貸業",平成29,2017,年平均,19,19.6,17.9,153.6,162.6,137.1,140.3,147.6,126.9,13.3,15,10.2
30人以上,"K 不動産業,物品賃貸業",平成30,2018,年平均,18.8,19.3,17.8,152.9,161.6,137.3,138.2,145.1,125.9,14.7,16.5,11.4
30人以上,"K 不動産業,物品賃貸業",平成31・令和元,2019,年平均,18.4,18.8,17.7,148.8,155.1,137.5,134,138.3,126.4,14.8,16.8,11.1
30人以上,"K 不動産業,物品賃貸業",令和２,2020,年平均,18.1,18.5,17.3,143.9,149.5,134,131.2,135.3,123.8,12.7,14.2,10.2
30人以上,"K 不動産業,物品賃貸業",令和３,2021,年平均,18.4,18.8,17.8,150.2,154.8,142.1,134.9,138,129.5,15.3,16.8,12.6
30人以上,"K 不動産業,物品賃貸業",令和３,2021,1月,17.3,17.7,16.6,143,148,134.2,129.3,132.8,123,13.7,15.2,11.2
30人以上,"K 不動産業,物品賃貸業",令和３,2021,2月,17.4,17.8,16.7,141.8,146.3,133.9,127.9,131,122.4,13.9,15.3,11.5
30人以上,"K 不動産業,物品賃貸業",令和３,2021,3月,18.8,19.2,18.1,153.2,158,144.7,137.4,140.8,131.4,15.8,17.2,13.3
30人以上,"K 不動産業,物品賃貸業",令和３,2021,4月,19.7,20,19.1,161.2,165.1,154.4,144.1,146.8,139.4,17.1,18.3,15
30人以上,"K 不動産業,物品賃貸業",令和３,2021,5月,17.9,18.1,17.5,146.6,150.6,139.4,131,133.5,126.5,15.6,17.1,12.9
30人以上,"K 不動産業,物品賃貸業",令和３,2021,6月,18.9,19.2,18.3,153.3,157.7,145.7,138.6,141.5,133.6,14.7,16.2,12.1
30人以上,"K 不動産業,物品賃貸業",令和３,2021,7月,18.9,19.2,18.3,152.9,157.7,144.8,138.3,141.7,132.4,14.6,16,12.4
30人以上,"K 不動産業,物品賃貸業",令和３,2021,8月,17.8,18.2,17.2,144.9,149.5,136.9,130.8,133.9,125.6,14.1,15.6,11.3
30人以上,"K 不動産業,物品賃貸業",令和３,2021,9月,18,18.3,17.4,147.3,151.8,139.8,132.8,135.6,128.1,14.5,16.2,11.7
30人以上,"K 不動産業,物品賃貸業",令和３,2021,10月,18.7,19.1,18.1,153.4,158.8,144.3,136.8,140.3,131,16.6,18.5,13.3
30人以上,"K 不動産業,物品賃貸業",令和３,2021,11月,18.9,19.3,18.3,154.8,160.1,145.8,138.2,141.6,132.5,16.6,18.5,13.3
30人以上,"K 不動産業,物品賃貸業",令和３,2021,12月,18.3,18.7,17.6,149.6,154.6,140.9,133.7,136.9,128.2,15.9,17.7,12.7
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,年平均,18.6,19,17.6,154.3,158.6,143.2,137.4,140.6,129,16.9,18,14.2
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,年平均,18.6,19,17.6,155.6,160.1,144.5,138.4,141.7,130.2,17.2,18.4,14.3
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,年平均,18.4,18.9,17.4,153.9,159.9,140.7,137.9,142.5,127.9,16,17.4,12.8
30人以上,"L 学術研究,専門・技術サービス業",平成31・令和元,2019,年平均,18.3,18.7,17.5,152.8,157.7,142.5,136.2,139.8,128.5,16.6,17.9,14
30人以上,"L 学術研究,専門・技術サービス業",令和２,2020,年平均,18.4,18.8,17.5,152.7,157.1,143.6,138.2,142,130.4,14.5,15.1,13.2
30人以上,"L 学術研究,専門・技術サービス業",令和３,2021,年平均,18.5,18.9,18,157.3,162.4,149.3,140,143.4,134.7,17.3,19,14.6
30人以上,"L 学術研究,専門・技術サービス業",令和３,2021,1月,17.2,17.5,16.6,147.2,151.1,140,130.2,133.1,124.7,17,18,15.3
