事業所規模,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,平成29,2017,年平均,18.3,18.7,17.7,149.9,157,138.1,136,140.9,127.8,13.9,16.1,10.3
500人以上,平成30,2018,年平均,18.4,18.8,17.7,150.5,157.3,139.8,137.3,142.2,129.6,13.2,15.1,10.2
500人以上,平成31・令和元,2019,年平均,17.9,18.4,17.2,147.3,154.7,136,133.1,138.2,125.4,14.2,16.5,10.6
500人以上,令和２,2020,年平均,17.6,18.2,16.7,144.6,153.1,131.9,131.1,137.1,122,13.5,16,9.9
500人以上,令和３,2021,年平均,17.9,18.4,17.1,147.9,155.5,136.5,133.1,138.2,125.4,14.8,17.3,11.1
500人以上,令和３,2021,1月,16.9,17.5,16.1,139.8,147.7,127.6,125.9,131.5,117.3,13.9,16.2,10.3
500人以上,令和３,2021,2月,16.4,17,15.5,135.6,143.8,123.5,121.6,127.2,113.3,14,16.6,10.2
500人以上,令和３,2021,3月,18.3,18.9,17.3,151.6,160.3,138.4,135.9,142,126.7,15.7,18.3,11.7
500人以上,令和３,2021,4月,19,19.6,18.1,158.2,166.1,146.3,142.4,147.9,134.2,15.8,18.2,12.1
500人以上,令和３,2021,5月,17.2,17.6,16.7,142.3,148.8,132.6,127.9,132.1,121.6,14.4,16.7,11
500人以上,令和３,2021,6月,18.6,19.1,17.9,153.2,160.8,141.9,138.5,143.5,131,14.7,17.3,10.9
500人以上,令和３,2021,7月,18.6,19.1,17.8,153.5,161.3,141.8,138,143.2,130.1,15.5,18.1,11.7
500人以上,令和３,2021,8月,17.4,17.8,16.8,143.6,150.1,133.6,129.7,134,123.2,13.9,16.1,10.4
500人以上,令和３,2021,9月,17.5,17.9,16.9,145,151.8,134.9,130.5,134.9,123.9,14.5,16.9,11
500人以上,令和３,2021,10月,18.4,18.9,17.7,152.2,159.7,140.9,136.9,141.8,129.5,15.3,17.9,11.4
500人以上,令和３,2021,11月,18.3,18.8,17.4,151.2,159.4,138.7,135.9,141.6,127.3,15.3,17.8,11.4
500人以上,令和３,2021,12月,18,18.5,17.3,148.5,156.3,137,133.8,139,126,14.7,17.3,11
,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年年報,,,,,,,,,,,,,,,
第８表　規模、性別常用労働者の１人平均月間出勤日数及び実労働時間（調査産業計）,,,,,,,,,,,,,,,
