"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","女性 18～29歳","28","2","7","11","8","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","女性 30～39歳","65","4","29","26","4","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","女性 40～49歳","95","10","34","40","10","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","女性 50～59歳","82","3","26","43","10","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","女性 60～69歳","55","1","17","30","4","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","女性 70歳以上","75","3","19","35","10","8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","女性 無回答","0","0","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","性・年代別","無回答","10","0","2","6","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","職業別","自営業主・家族従業","92","5","23","55","6","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","職業別","会社員・団体職員・公務員","280","14","101","124","36","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","職業別","アルバイト・パートタイマー","58","5","16","28","7","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","職業別","家事専業","94","5","36","44","6","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","職業別","学生","20","3","3","8","6","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","職業別","無職","83","2","25","42","10","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","職業別","その他","26","4","11","10","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","職業別","無回答","5","0","0","3","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","居住地区別","芝地区","107","10","30","52","10","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","居住地区別","麻布地区","140","11","46","54","25","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","居住地区別","赤坂地区","88","3","15","56","12","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","居住地区別","高輪地区","155","6","56","76","13","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","居住地区別","芝浦港南地区","164","8","68","74","11","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","居住地区別","無回答","4","0","0","2","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","住居形態別","持家（一戸建）","95","1","36","42","11","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","住居形態別","持家（マンション）","302","21","91","158","29","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","住居形態別","借家（一戸建）","7","0","2","2","3","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","住居形態別","民間の賃貸マンション・アパート","171","11","56","76","22","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","住居形態別","都営住宅・区営住宅・区立住宅","28","2","9","13","2","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","0","7","9","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","住居形態別","社宅・公務員宿舎","20","3","9","7","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","5","1","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","住居形態別","その他","5","0","0","3","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","住居形態別","無回答","6","0","0","3","1","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","定住意向別","ずっと住み続けていたい","366","24","114","168","45","15"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","定住意向別","当分は住んでいたい","224","7","86","112","17","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","4","11","20","5","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","2","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","定住意向別","近いうちに区外に転居する予定である","9","2","3","4","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","定住意向別","わからない","14","1","1","8","4","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(12)地域における交流の機会が充実している","定住意向別","無回答","1","0","0","0","1","0"

"第32回港区民世論調査クロス集計表・区基本計画Q14-12","Ver202003",,,,,,,,,,
