"年月[西暦]","調査項目","設問","取組内容","選択肢","回答数[人]","構成比[%]"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","やや不十分","133","30.9"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","不十分","63","14.7"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","わからない","112","26.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境保全・公害対策","無回答","9","2.1"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","十分","31","7.2"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","まあ十分","157","36.5"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","やや不十分","114","26.5"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","不十分","88","20.5"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","わからない","34","7.9"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境美化活動・路上喫煙対策","無回答","6","1.4"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","十分","8","1.9"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","まあ十分","92","21.4"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","やや不十分","105","24.4"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","不十分","81","18.8"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","わからない","132","30.7"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","開発事業における環境への配慮の誘導","無回答","12","2.8"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","十分","19","4.4"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","まあ十分","125","29.1"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","やや不十分","122","28.4"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","不十分","80","18.6"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","わからない","76","17.7"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","緑や水辺の保全・創出","無回答","8","1.9"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","十分","10","2.3"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","まあ十分","68","15.8"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","やや不十分","124","28.8"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","不十分","84","19.5"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","わからない","135","31.4"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","生物の生息環境の保全","無回答","9","2.1"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","十分","9","2.1"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","まあ十分","75","17.4"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","やや不十分","115","26.7"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","不十分","61","14.2"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","わからない","160","37.2"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","環境学習・環境教育","無回答","10","2.3"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","十分","5","1.2"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","まあ十分","62","14.4"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","やや不十分","102","23.7"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","不十分","60","14.0"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","わからない","192","44.7"
"202003","区の取組","Q6. 環境に関する現在の区の取組状況が十分と感じるかどうかお答えください。","区民や事業者の環境保全活動への支援","無回答","9","2.1"

"港区の環境に関する区民アンケート（郵送）調査結果・単純集計表・区の取組Q6","Ver202003",,,,,
